上櫃公布注意有價證券資訊 
期間:115/01/01~115/04/09，查詢範圍:全部上櫃有價證券
編號,證券代號,證券名稱,注意交易資訊,公告日期,收盤價,本益比
"1221","5291","邑昇","最近六個營業日(含當日)累積之最後成交價漲幅達38.67%(第一款)當日之成交量較最近六十個營業日日平均成交量放大5.8倍(第三款)凱基證券公司當日受託買進該有價證券之成交量占當日該有價證券總成交量之比率為30.8%(第五款)","115/01/12","40.70","135.67"
"1222","5302","太欣","最近六個營業日(含當日)累積之最後成交價漲幅達28.58%，當日之成交量較最近六十個營業日日平均成交量放大12.95倍(第三款)","115/01/12","12.40","N/A"
"1223","6113","亞矽","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.72倍，當日成交量較最近六十個營業日之日平均成交量放大為12.04倍(第九款)","115/01/12","23.15","N/A"
"1224","737880","晶呈元大54購01","最近六個營業日(含當日)累積之最後成交價漲幅達32.32%(第一款)","115/01/12","13.00","N/A"
"1225","7402","邑錡","當日本益比為381.94、股價淨值比為7.48且為其所屬產業類別股價淨值比之3.16倍、當日週轉率達9.12%(第六款)","115/01/12","137.50","381.94"
"1226","8038","長園科","當日本益比為109.81、股價淨值比為7.97且為其所屬產業類別股價淨值比之2.59倍、當日週轉率達10.5%(第六款)","115/01/12","58.20","109.81"
"1227","8043","蜜望實","最近六個營業日(含當日)之累積週轉率為86.19%，當日週轉率達32.32%(第十款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.4%，當日之前一個營業日當日沖銷成交量占總成交量達61.41%（第十三款)","115/01/12","86.20","1724.00"
"1228","8059","凱碩","最近六個營業日(含當日)累積之最後成交價漲幅達28.71%，當日之成交量較最近六十個營業日日平均成交量放大6.33倍(第三款)","115/01/12","24.60","N/A"
"1229","8088","品安","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達64.86%，當日之前一個營業日當日沖銷成交量占總成交量達75.88%（第十三款)","115/01/12","53.00","41.41"
"1230","84221","可寧衛一","最近六個營業日(含當日)累積之最後成交價漲幅達30.99%(第一款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣79元(第十一款)","115/01/12","293.00","N/A"
"1231","84222","可寧衛二","最近六個營業日(含當日)累積之最後成交價漲幅達31.6%(第一款)","115/01/12","226.00","N/A"
"1232","8431","匯鑽科","最近六個營業日(含當日)之累積週轉率為95.77%，當日週轉率達6.85%(第十款)","115/01/12","73.40","N/A"
"1233","23372","旺宏二","最近六個營業日(含當日)累積之最後成交價漲幅達40.61%(第一款)","115/01/09","253.00","N/A"
"1234","3163","波若威","當日本益比為72.28、股價淨值比為10.63且為其所屬產業類別股價淨值比之2.39倍、當日週轉率達7.66%、美商高盛亞證券公司當日買進該有價證券之成交金額達2.54億元，且占當日該有價證券之總成交金額11.19%、單一投資人當日買進該有價證券之成交金額達2.54億元，且占當日該有價證券之總成交金額11.19%(第六款)","115/01/09","371.50","72.28"
"1235","3491","昇達科","當日本益比為113.21、股價淨值比為19.21且為其所屬產業類別股價淨值比之4.32倍、當日週轉率達5.42%(第六款)","115/01/09","780.00","113.21"
"1236","4772","台特化","當日本益比為105.18、股價淨值比為16.61且為其所屬產業類別股價淨值比之5.23倍、當日週轉率達5.45%(第六款)","115/01/09","375.50","105.18"
"1237","4931","新盛力","當日本益比為74.03、股價淨值比為9.95且為其所屬產業類別股價淨值比之4.21倍、當日週轉率達21.95%、元大證券公司當日買進該有價證券之成交金額達6.26億元，且占當日該有價證券之總成交金額25.15%(第六款)","115/01/09","171.00","74.03"
"1238","4973","廣穎","最近六個營業日(含當日)之累積週轉率為103.82%，當日週轉率達47.74%(第十款)","115/01/09","49.05","N/A"
"1239","4979","華星光","最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達62.62%，當日之前一個營業日當日沖銷成交量占總成交量達61.17%（第十三款)","115/01/09","298.00","61.95"
"1240","5291","邑昇","最近六個營業日(含當日)累積之最後成交價漲幅達33.11%(第一款)當日之成交量較最近六十個營業日日平均成交量放大10.91倍(第三款)當日週轉率達7.79%(第四款)","115/01/09","37.00","123.33"
"1241","6015","宏遠證","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.81倍，當日成交量較最近六十個營業日之日平均成交量放大為12.41倍(第九款)","115/01/09","12.60","57.27"
"1242","6016","康和證","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.77倍，當日成交量較最近六十個營業日之日平均成交量放大為12.22倍(第九款)","115/01/09","15.10","11.02"
"1243","7402","邑錡","當日本益比為370.83、股價淨值比為7.26且為其所屬產業類別股價淨值比之3.15倍、當日週轉率達7.72%(第六款)","115/01/09","133.50","370.83"
"1244","7810","捷創科技","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣78.5元(第十一款)","115/01/09","259.50","52.53"
"1245","8038","長園科","當日本益比為110.38、股價淨值比為8.01且為其所屬產業類別股價淨值比之2.62倍、當日週轉率達8.51%(第六款)","115/01/09","58.50","110.38"
"1246","8043","蜜望實","最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達218.39%(第二款)","115/01/09","87.40","1748.00"
"1247","8074","鉅橡","最近六個營業日(含當日)之累積週轉率為101.87%，當日週轉率達45.76%(第十款)","115/01/09","56.30","52.13"
"1248","8088","品安","最近六個營業日(含當日)之累積週轉率為239.47%，當日週轉率達112.06%(第十款)","115/01/09","53.10","41.48"
"1249","84221","可寧衛一","最近六個營業日(含當日)累積之最後成交價漲幅達24.09%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣49元(第一款)","115/01/09","267.00","N/A"
"1250","23372","旺宏二","最近六個營業日(含當日)累積之最後成交價漲幅達50.7%(第一款)最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達142.21%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達188.4%(第二款)","115/01/08","276.00","N/A"
"1251","3163","波若威","當日本益比為72.76、股價淨值比為10.7且為其所屬產業類別股價淨值比之2.4倍、當日週轉率達8.4%、美商高盛亞證券公司當日買進該有價證券之成交金額達2.67億元，且占當日該有價證券之總成交金額10.52%、單一投資人當日買進該有價證券之成交金額達2.67億元，且占當日該有價證券之總成交金額10.52%(第六款)","115/01/08","374.00","72.76"
"1252","3693","營邦","最近六個營業日(含當日)累積之最後成交價漲幅達25.67%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣76元(第一款)","115/01/08","355.50","20.02"
"1253","4768","晶呈科技","當日本益比為997.56、股價淨值比為13.2且為其所屬產業類別股價淨值比之4.21倍、當日週轉率達10.4%(第六款)","115/01/08","409.00","997.56"
"1254","5536","聖暉*","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達10.07%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款)","115/01/08","786.00","29.83"
"1255","6485","點序","最近六個營業日(含當日)累積之最後成交價漲幅達34.71%(第一款)當日週轉率達31.53%(第四款)","115/01/08","107.50","N/A"
"1256","6643","M31","當日本益比為N/A、股價淨值比為10.24且為其所屬產業類別股價淨值比之2.95倍、當日週轉率達7.52%(第六款)","115/01/08","441.00","N/A"
"1257","7402","邑錡","當日本益比為377.78、股價淨值比為7.4且為其所屬產業類別股價淨值比之3.21倍、當日週轉率達9%(第六款)","115/01/08","136.00","377.78"
"1258","8088","品安","最近六個營業日(含當日)之累積週轉率為155.98%，當日週轉率達42.21%(第十款)最近六個營業日(自當日之前一個營業日起)之當日沖銷成交量占總成交量比率達60.49%，當日之前一個營業日當日沖銷成交量占總成交量達60.08%（第十三款)","115/01/08","54.10","42.27"
"1259","8299","群聯","最近六個營業日(含當日)累積之最後成交價漲幅達24.65%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣250元(第一款)","115/01/08","1700.00","54.02"
"1260","82992","群聯二","最近六個營業日(含當日)累積之最後成交價漲幅達23.64%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣44元(第一款)","115/01/08","309.00","N/A"
"1261","8358","金居","當日本益比為73.07、股價淨值比為9.02且為其所屬產業類別股價淨值比之2.98倍、當日週轉率達8.33%(第六款)","115/01/08","255.00","73.07"
"1262","23372","旺宏二","最近六個營業日(含當日)累積之最後成交價漲幅達42.53%(第一款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達160.64%(第二款)最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣81元(第十一款)","115/01/07","251.00","N/A"
"1263","30061","晶豪科一","最近六個營業日(含當日)累積之最後成交價漲幅達32.74%(第一款)","115/01/07","175.00","N/A"
"1264","3131","弘塑","最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣280元(第十一款)","115/01/07","1825.00","52.46"
"1265","3163","波若威","當日本益比為73.15、股價淨值比為10.76且為其所屬產業類別股價淨值比之2.43倍、當日週轉率達11.61%(第六款)","115/01/07","376.00","73.15"
"1266","3623","富晶通","最近六個營業日(含當日)累積之最後成交價漲幅達31.03%(第一款)當日之成交量較最近六十個營業日日平均成交量放大7.5倍(第三款)","115/01/07","28.75","N/A"
"1267","4167","松瑞藥","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達10.56%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為4倍(第十二款)","115/01/07","17.45","10.91"
"1268","5245","智晶","最近六個營業日(含當日)累積之最後成交價漲幅達36.19%(第一款)當日之成交量較最近六十個營業日日平均成交量放大19.98倍(第三款)當日週轉率達5.12%(第四款)凱基證券公司當日受託賣出該有價證券之成交量占當日該有價證券總成交量之比率為37.54%(第五款)","115/01/07","29.65","N/A"
"1269","5289","宜鼎","最近六個營業日(含當日)累積之最後成交價漲幅達24.43%且最近六個營業日(含當日)起迄兩個營業日之最後成交價價差達新臺幣131元(第一款)","115/01/07","655.00","43.46"
"1270","5291","邑昇","最近六個營業日(含當日)之日平均成交量較最近六十個營業日日平均成交量放大為5.86倍，當日成交量較最近六十個營業日之日平均成交量放大為13.54倍(第九款)","115/01/07","35.10","117.00"
"1271","5351","鈺創","最近六個營業日(含當日)累積之最後成交價漲幅達32.8%(第一款)","115/01/07","61.00","N/A"
"1272","6244","茂迪","最近六個營業日(自當日之前一個營業日起)之借券賣出成交量占總成交量比率達9.62%，當日之前一個營業日借券賣出成交量較最近六十個營業日(自當日之前一個營業日起)之日平均借券賣出成交量放大為5倍(第十二款)","115/01/07","22.10","59.73"
"1273","6265","方土昶","最近六十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達176.67%(第二款)最近九十個營業日(含當日)起迄兩個營業日之最後成交價漲幅達218.18%(第二款)","115/01/07","35.00","N/A"
