115年04月02日 截至10:17止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","頎邦(6147)"
"1","元大","10628","12880"
"2","凱基","14236","8979"
"3","富邦","10558","7676"
"4","統一","6031","3320"
"5","國票","3491","4881"
"6","永豐金","4821","3417"
"7","國泰綜合","2785","1754"
"8","摩根士丹利","2039","1680"
"9","群益","1377","2176"
"10","華南永昌","715","2233"
"2","穩懋(3105)"
"1","元大","9766","9407"
"2","凱基","3531","3695"
"3","國泰綜合","2436","2446"
"4","永豐金","1711","2565"
"5","富邦","1802","2372"
"6","群益","2051","1576"
"7","華南永昌","724","1166"
"8","台新","842","973"
"9","兆豐","714","1089"
"10","元富","767","957"
"3","威剛(3260)"
"1","元大","4162","3761"
"2","凱基","1992","2221"
"3","富邦","1494","1274"
"4","摩根大通","546","1760"
"5","國泰綜合","1263","715"
"6","永豐金","884","711"
"7","群益","619","685"
"8","元富","694","549"
"9","統一","419","696"
"10","華南永昌","657","429"
"4","光洋科(1785)"
"1","元大","2721","2750"
"2","凱基","1315","1962"
"3","富邦","1309","690"
"4","國泰綜合","996","636"
"5","永豐金","783","571"
"6","美商高盛亞","55","1194"
"7","星洲瑞銀","314","798"
"8","群益","631","420"
"9","統一","336","592"
"10","摩根士丹利","38","856"
"5","欣銓(3264)"
"1","元大","2623","2688"
"2","凱基","1486","1672"
"3","富邦","1488","725"
"4","美商高盛亞","720","837"
"5","國泰綜合","775","577"
"6","群益","640","670"
"7","永豐金","523","677"
"8","統一","608","468"
"9","台新","385","618"
"10","兆豐","313","470"
"6","富喬(1815)"
"1","元大","2835","3004"
"2","凱基","1305","1407"
"3","富邦","871","851"
"4","國泰綜合","817","743"
"5","永豐金","459","732"
"6","美商高盛亞","733","366"
"7","台新","505","408"
"8","群益","447","455"
"9","元富","263","457"
"10","華南永昌","303","286"
"7","鈦昇(8027)"
"1","元大","2611","2392"
"2","凱基","1070","2321"
"3","富邦","741","1406"
"4","永豐金","619","575"
"5","群益","669","521"
"6","國泰綜合","665","437"
"7","美商高盛亞","508","224"
"8","星洲瑞銀","400","321"
"9","台新","359","198"
"10","新光","228","288"
"8","台燿(6274)"
"1","元大","2426","2663"
"2","凱基","1185","1571"
"3","富邦","686","713"
"4","國泰綜合","742","506"
"5","群益","450","586"
"6","永豐金","422","450"
"7","元富","365","379"
"8","美商高盛亞","343","361"
"9","兆豐","330","365"
"10","星洲瑞銀","284","395"
"9","鈺創(5351)"
"1","元大","2121","1232"
"2","凱基","823","1759"
"3","富邦","1150","620"
"4","國泰綜合","784","386"
"5","群益","595","548"
"6","星洲瑞銀","96","1025"
"7","摩根大通","156","795"
"8","永豐金","664","243"
"9","摩根士丹利","9","767"
"10","華南永昌","484","287"
"10","擎亞(8096)"
"1","元大","2255","2456"
"2","凱基","1001","1453"
"3","富邦","714","1034"
"4","國泰綜合","818","551"
"5","群益","469","648"
"6","永豐金","470","514"
"7","華南永昌","419","385"
"8","台新","487","272"
"9","統一","212","389"
"10","美商高盛亞","296","284"
"11","台嘉碩(3221)"
"1","元大","1792","1843"
"2","凱基","890","1394"
"3","富邦","743","836"
"4","國泰綜合","579","504"
"5","永豐金","494","559"
"6","台新","341","452"
"7","統一","211","572"
"8","華南永昌","475","293"
"9","群益","388","311"
"10","玉山證券","387","183"
"12","世界(5347)"
"1","凱基","842","1479"
"2","元大","1294","1018"
"3","新光","183","1851"
"4","富邦","352","988"
"5","星洲瑞銀","1159","33"
"6","摩根士丹利","373","560"
"7","群益","647","199"
"8","港商野村","495","85"
"9","永豐金","427","92"
"10","美商高盛亞","231","180"
"13","金居(8358)"
"1","元大","1895","2020"
"2","凱基","1043","1341"
"3","富邦","554","533"
"4","永豐金","369","314"
"5","國泰綜合","424","258"
"6","群益","368","260"
"7","統一","150","257"
"8","華南永昌","151","201"
"9","兆豐","129","217"
"10","中國信託證","216","124"
"14","九豪(6127)"
"1","元大","1748","1573"
"2","凱基","1019","1040"
"3","富邦","649","784"
"4","永豐金","289","613"
"5","群益","322","546"
"6","國泰綜合","501","265"
"7","華南永昌","361","280"
"8","兆豐","225","178"
"9","中國信託證","171","213"
"10","玉山證券","182","192"
"15","德宏(5475)"
"1","元大","708","2012"
"2","富邦","1332","972"
"3","元富","1158","267"
"4","凱基","800","516"
"5","永豐金","205","480"
"6","兆豐","244","321"
"7","國泰綜合","232","287"
"8","台新","309","166"
"9","統一","195","273"
"10","華南永昌","126","298"
"16","東典光電(6588)"
"1","元大","1511","1998"
"2","凱基","568","897"
"3","富邦","369","279"
"4","摩根大通","330","311"
"5","國泰綜合","390","230"
"6","永豐金","408","194"
"7","群益","301","271"
"8","統一","214","254"
"9","新光","121","244"
"10","華南永昌","180","178"
"17","波若威(3163)"
"1","元大","709","1054"
"2","凱基","1058","549"
"3","富邦","469","522"
"4","美商高盛亞","567","71"
"5","統一","144","395"
"6","兆豐","91","322"
"7","國泰綜合","156","226"
"8","群益","162","187"
"9","永豐金","86","212"
"10","港商野村","260","1"
"18","群聯(8299)"
"1","元大","860","689"
"2","凱基","670","582"
"3","美商高盛亞","125","541"
"4","富邦","310","203"
"5","永豐金","292","179"
"6","統一","293","155"
"7","星洲瑞銀","32","340"
"8","群益","228","134"
