115年01月20日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","53167","50689"
"2","富邦","33467","40891"
"3","凱基","20992","23150"
"4","星洲瑞銀","20410","15703"
"5","國泰綜合","16598","16958"
"6","永豐金","13982","15633"
"7","國票","7670","16567"
"8","群益","9545","11737"
"9","統一","5920","11416"
"10","元富","7836","7518"
"2","華容(5328)"
"1","元大","12476","13610"
"2","凱基","7082","6931"
"3","國泰綜合","4408","4029"
"4","富邦","3534","4861"
"5","永豐金","3058","2413"
"6","星洲瑞銀","2386","2611"
"7","群益","2121","2357"
"8","華南永昌","1900","2349"
"9","統一","976","3060"
"10","美商高盛亞","2752","1209"
"3","世界(5347)"
"1","元大","6377","8620"
"2","凱基","6611","6466"
"3","富邦","3184","8704"
"4","摩根士丹利","5360","77"
"5","中國信託證","355","4882"
"6","永豐金","2534","2552"
"7","星洲瑞銀","3514","895"
"8","群益","1716","2438"
"9","國泰綜合","1651","2202"
"10","港商麥格理","3691","0"
"4","中探針(6217)"
"1","元大","8452","9632"
"2","凱基","7053","6028"
"3","永豐金","4492","3283"
"4","富邦","3662","3180"
"5","群益","1854","2333"
"6","國泰綜合","1976","2180"
"7","統一","2370","1395"
"8","台新","1026","2264"
"9","美商高盛亞","2193","914"
"10","兆豐","1607","1338"
"5","欣銓(3264)"
"1","元大","5859","7828"
"2","凱基","5594","6232"
"3","統一","5323","961"
"4","富邦","3420","2859"
"5","星洲瑞銀","1984","3064"
"6","永豐金","2208","2515"
"7","摩根士丹利","423","2822"
"8","群益","1556","1304"
"9","摩根大通","506","2303"
"10","兆豐","1519","1242"
"6","合晶(6182)"
"1","元大","7587","7064"
"2","凱基","4378","4383"
"3","國泰綜合","3723","4151"
"4","富邦","2850","2975"
"5","美商高盛亞","2492","2169"
"6","星洲瑞銀","1887","2017"
"7","永豐金","1821","1807"
"8","群益","1754","1659"
"9","元富","1231","1352"
"10","玉山證券","1044","1057"
"7","穩懋(3105)"
"1","元大","4677","4964"
"2","凱基","3656","4328"
"3","富邦","2215","2596"
"4","永豐金","2351","1945"
"5","星洲瑞銀","2661","930"
"6","國泰綜合","1429","1614"
"7","美商高盛亞","1997","980"
"8","群益","1209","1400"
"9","元富","823","1069"
"10","統一","1043","821"
"8","長科*(6548)"
"1","元大","4940","5173"
"2","凱基","4068","4787"
"3","富邦","1648","1975"
"4","永豐金","1723","1741"
"5","華南永昌","1501","1013"
"6","美商高盛亞","1185","1317"
"7","統一","960","1250"
"8","國票","1452","632"
"9","國泰綜合","852","1167"
"10","新光","1544","448"
"9","品安(8088)"
"1","元大","6056","8422"
"2","富邦","2766","4059"
"3","凱基","1739","1778"
"4","永豐金","1985","1518"
"5","星洲瑞銀","1232","1428"
"6","國泰綜合","1468","969"
"7","美商高盛亞","1177","958"
"8","群益","1242","890"
"9","華南永昌","927","893"
"10","台新","970","732"
"10","中光電(5371)"
"1","元大","5120","5489"
"2","凱基","4484","3285"
"3","富邦","2134","2029"
"4","永豐金","1647","1873"
"5","群益","1272","1310"
"6","國泰綜合","956","1172"
"7","元富","1001","969"
"8","統一","945","782"
"9","台新","834","872"
"10","新光","845","792"
"11","華星光(4979)"
"1","元大","6831","5680"
"2","凱基","3152","4339"
"3","富邦","2295","2348"
"4","永豐金","1065","1894"
"5","國泰綜合","969","1283"
"6","美商高盛亞","1094","1083"
"7","群益","1138","781"
