115年01月13日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","華電網(6163)"
"1","元大","13722","12414"
"2","凱基","9211","9502"
"3","富邦","7622","9788"
"4","永豐金","4982","4972"
"5","群益","2885","3308"
"6","國泰綜合","3562","2532"
"7","統一","2012","3438"
"8","兆豐","2113","1858"
"9","台新","2096","1540"
"10","華南永昌","1834","1740"
"2","世界(5347)"
"1","元大","8241","8601"
"2","凱基","4482","6900"
"3","國票","2688","6026"
"4","星洲瑞銀","2772","3441"
"5","富邦","3857","1890"
"6","統一","665","4745"
"7","群益","3031","1437"
"8","摩根士丹利","4159","116"
"9","國泰綜合","1986","2124"
"10","永豐金","1474","2044"
"3","富喬(1815)"
"1","元大","10407","9957"
"2","凱基","4866","6252"
"3","富邦","4589","3674"
"4","國泰綜合","3433","2057"
"5","永豐金","2538","2072"
"6","星洲瑞銀","1758","2370"
"7","群益","2019","2086"
"8","元富","1316","1384"
"9","統一","1137","1525"
"10","兆豐","1580","1054"
"4","品安(8088)"
"1","凱基","11167","9806"
"2","元大","8712","9975"
"3","富邦","5215","4669"
"4","國泰綜合","1541","2057"
"5","永豐金","1808","1592"
"6","群益","1316","1481"
"7","華南永昌","1309","1118"
"8","元富","1095","1181"
"9","美商高盛亞","1064","1073"
"10","台新","874","1124"
"5","穩懋(3105)"
"1","元大","8195","6556"
"2","凱基","4812","7622"
"3","富邦","3603","3197"
"4","永豐金","2703","1547"
"5","國泰綜合","2534","1465"
"6","群益","2377","1426"
"7","美商高盛亞","667","2929"
"8","華南永昌","1559","974"
"9","星洲瑞銀","205","2281"
"10","元富","1307","1118"
"6","台半(5425)"
"1","元大","6831","9711"
"2","凱基","5262","4112"
"3","富邦","1381","3589"
"4","國泰綜合","2744","1892"
"5","群益","1526","2082"
"6","永豐金","1664","1917"
"7","統一","1839","1415"
"8","兆豐","1610","1467"
"9","元富","1119","1651"
"10","華南永昌","1300","1370"
"7","茂迪(6244)"
"1","元大","7422","7504"
"2","凱基","4523","4297"
"3","富邦","4234","4207"
"4","國泰綜合","2301","2237"
"5","群益","1831","2117"
"6","永豐金","1510","1892"
"7","元富","1243","1458"
"8","華南永昌","1141","1288"
"9","兆豐","1262","1107"
"10","台新","1041","845"
"8","合晶(6182)"
"1","元大","3878","3870"
"2","凱基","2265","2078"
"3","富邦","1886","1663"
"4","美商高盛亞","963","1118"
"5","國泰綜合","832","963"
"6","星洲瑞銀","668","926"
"7","永豐金","614","938"
"8","群益","652","811"
"9","華南永昌","732","443"
"10","元富","550","560"
"9","華星光(4979)"
"1","元大","3141","2742"
"2","凱基","2218","2270"
"3","永豐金","1662","1435"
"4","富邦","1379","1452"
"5","群益","756","1308"
"6","國泰綜合","1005","945"
"7","元富","642","888"
"8","華南永昌","783","691"
"9","統一","529","792"
"10","美商高盛亞","555","736"
"10","東捷(8064)"
"1","元大","1820","3233"
"2","凱基","2272","2060"
"3","富邦","1821","1970"
"4","群益","727","934"
"5","元富","603","1014"
"6","華南永昌","922","688"
"7","美林證券","1319","20"
"8","星洲瑞銀","1107","150"
"9","永豐金","521","732"
"10","統一","459","577"
"11","新復興(4909)"
"1","元大","3732","3401"
"2","凱基","1598","2337"
"3","富邦","1243","1002"
"4","國泰綜合","1090","727"
"5","群益","693","846"
"6","永豐金","722","678"
"7","統一","253","1089"
"8","華南永昌","776","538"
"9","台新","681","312"
"10","元富","400","431"
"12","康和證(6016)"
"1","元大","1783","2020"
"2","永豐金","1301","1800"
"3","富邦","997","1818"
"4","國票","1443","945"
"5","凱基","986","1300"
"6","兆豐","805","670"
"7","美林證券","1074","52"
"8","華南永昌","612","461"
"9","群益","434","623"
"10","統一","508","419"
"13","廣穎(4973)"
"1","元大","2472","2239"
"2","凱基","1862","1842"
"3","富邦","1285","1368"
"4","國票","337","1080"
"5","美商高盛亞","617","726"
"6","永豐金","717","587"
"7","群益","534","525"
"8","國泰綜合","499","543"
"9","台新","496","334"
"10","華南永昌","449","365"
"14","環宇-KY(4991)"
"1","元大","2048","1634"
"2","凱基","1437","1853"
"3","富邦","794","798"
"4","美林證券","941","458"
"5","永豐金","785","487"
"6","國泰綜合","842","329"
"7","台新","326","626"
"8","統一","365","566"
"9","群益","437","471"
"10","元富","496","277"
"15","萬泰科(6190)"
"1","元大","2018","1927"
"2","凱基","1518","1298"
"3","富邦","927","1380"
"4","國泰綜合","611","590"
"5","群益","475","524"
"6","華南永昌","469","507"
"7","美商高盛亞","395","476"
"8","兆豐","399","472"
"9","元富","294","528"
"10","永豐金","479","340"
"16","鉅橡(8074)"
"1","元大","1935","2406"
"2","凱基","1422","1012"
"3","富邦","850","1033"
"4","國泰綜合","858","1003"
"5","永豐金","550","602"
"6","群益","402","550"
"7","美商高盛亞","604","328"
"8","華南永昌","525","402"
"9","統一","233","560"
"10","合庫","418","172"
"17","台星科(3265)"
"1","元大","1866","2362"
"2","凱基","1746","1490"
"3","富邦","691","850"
"4","永豐金","626","443"
"5","群益","391","510"
"6","國泰綜合","392","402"
"7","星洲瑞銀","467","247"
"8","元富","373","320"
"9","新光","269","406"
"10","兆豐","302","352"
"18","精材(3374)"
"1","元大","2224","1872"
"2","凱基","1277","1367"
"3","永豐金","625","1145"
"4","富邦","848","783"
"5","群益","513","745"
"6","國泰綜合","636","437"
"7","美商高盛亞","420","561"
"8","元富","334","506"
"9","統一","229","487"
"10","台新","363","224"
"19","光洋科(1785)"
"1","元大","1984","1995"
"2","凱基","1007","1101"
"3","富邦","909","860"
"4","星洲瑞銀","633","345"
"5","永豐金","337","463"
"6","國泰綜合","486","298"
"7","群益","387","385"
"8","統一","373","235"
"9","高橋","5","548"
"10","元富","194","331"
"20","台燿(6274)"
"1","元大","1522","1661"
"2","凱基","1175","1113"
"3","富邦","684","721"
"4","星洲瑞銀","311","700"
"5","統一","229","776"
"6","國泰綜合","481","270"
"7","永豐金","396","327"
"8","群益","395","288"
"9","元富","379","301"
"10","美商高盛亞","301","232"
"21","富強鑫(6603)"
"1","元大","1549","1366"
"2","凱基","879","1256"
"3","富邦","590","582"
