115年02月04日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","14499","15350"
"2","凱基","6456","9048"
"3","富邦","5653","5619"
"4","國泰綜合","4972","2848"
"5","群益","3622","2656"
"6","永豐金","3418","2421"
"7","星洲瑞銀","461","4774"
"8","華南永昌","2399","999"
"9","元富","2007","1190"
"10","玉山證券","1954","1027"
"2","世界(5347)"
"1","富邦","8000","8868"
"2","元大","7109","4187"
"3","統一","2098","2276"
"4","凱基","2239","1622"
"5","國票","736","3063"
"6","美商高盛亞","398","2965"
"7","摩根士丹利","951","2170"
"8","摩根大通","2174","675"
"9","兆豐","785","2008"
"10","群益","1063","1463"
"3","茂迪(6244)"
"1","元大","2803","4307"
"2","凱基","4868","1919"
"3","富邦","5157","1616"
"4","台新","283","2654"
"5","永豐金","1604","677"
"6","群益","744","1367"
"7","元富","861","724"
"8","華南永昌","345","837"
"9","國泰綜合","379","634"
"10","星洲瑞銀","704","236"
"4","環宇-KY(4991)"
"1","元大","4683","5318"
"2","富邦","1444","1967"
"3","凱基","1741","1402"
"4","港商野村","1834","47"
"5","美林證券","1770","33"
"6","群益","355","1212"
"7","國泰綜合","208","1351"
"8","永豐金","374","923"
"9","摩根士丹利","1020","27"
"10","元富","468","528"
"5","凱崴(5498)"
"1","元大","3357","2395"
"2","凱基","1518","3721"
"3","富邦","2283","657"
"4","國泰綜合","1202","551"
"5","摩根大通","0","1752"
"6","永豐金","937","798"
"7","美商高盛亞","199","1055"
"8","星洲瑞銀","78","1148"
"9","華南永昌","788","437"
"10","群益","655","472"
"6","威剛(3260)"
"1","凱基","3191","2046"
"2","元大","2369","2338"
"3","富邦","1443","1038"
"4","群益","1168","1071"
"5","永豐金","855","774"
"6","國泰綜合","804","572"
"7","星洲瑞銀","615","679"
"8","摩根大通","601","444"
"9","元富","425","493"
"10","兆豐","435","333"
"7","華星光(4979)"
"1","元大","2809","3357"
"2","凱基","2211","2042"
"3","富邦","882","1133"
"4","永豐金","754","920"
"5","國泰綜合","802","859"
"6","群益","738","614"
"7","兆豐","708","510"
"8","新光","491","414"
"9","元富","461","428"
"10","美商高盛亞","325","561"
"8","鉅橡(8074)"
"1","富邦","2981","2712"
"2","元大","2990","2164"
"3","凱基","1647","1934"
"4","永豐金","744","1849"
"5","國泰綜合","670","437"
"6","兆豐","436","442"
"7","群益","430","412"
"8","華南永昌","458","284"
"9","摩根大通","183","457"
"10","玉山證券","388","209"
"9","穩懋(3105)"
"1","元大","2486","2386"
"2","凱基","1126","1993"
"3","富邦","1022","694"
"4","美商高盛亞","691","740"
"5","永豐金","723","610"
"6","群益","557","577"
"7","摩根大通","274","846"
"8","國泰綜合","778","338"
"9","台新","354","636"
"10","星洲瑞銀","475","286"
"10","中探針(6217)"
"1","元大","2143","1991"
"2","凱基","991","1215"
"3","永豐金","1123","616"
"4","富邦","1038","618"
"5","群益","553","788"
"6","統一","302","1002"
"7","美商高盛亞","147","880"
"8","國泰綜合","669","218"
"9","元富","572","172"
"10","國票","130","538"
"11","台嘉碩(3221)"
"1","元大","1905","2163"
"2","凱基","1399","1350"
"3","富邦","765","718"
"4","永豐金","563","666"
"5","國泰綜合","594","380"
"6","群益","488","453"
"7","新光","497","419"
"8","兆豐","492","264"
"9","元富","267","456"
"10","美商高盛亞","327","334"
"12","方土昶(6265)"
"1","元大","1724","1874"
"2","凱基","1242","1031"
"3","美商高盛亞","601","708"
"4","星洲瑞銀","699","514"
"5","富邦","519","556"
"6","永豐金","529","433"
"7","群益","423","355"
"8","國泰綜合","234","542"
"9","玉山證券","440","320"
"10","華南永昌","282","323"
"13","華容(5328)"
"1","元大","1182","876"
"2","凱基","1054","892"
"3","群益","519","811"
"4","富邦","558","502"
"5","星洲瑞銀","122","625"
"6","摩根大通","185","360"
"7","永豐金","279","222"
"8","華南永昌","295","197"
"9","國泰綜合","247","178"
"10","統一","158","219"
"14","鈺創(5351)"
"1","元大","1204","1473"
"2","富邦","478","578"
"3","凱基","523","523"
"4","星洲瑞銀","475","490"
"5","美商高盛亞","509","320"
"6","群益","383","290"
"7","國泰綜合","307","356"
"8","摩根大通","526","3"
"9","永豐金","188","339"
"10","元富","131","329"
"15","高鋒(4510)"
"1","元大","1157","921"
"2","凱基","651","1366"
"3","富邦","615","473"
"4","永豐金","345","515"
"5","國泰綜合","427","359"
"6","群益","262","501"
"7","華南永昌","380","167"
"8","元富","401","96"
"9","兆豐","273","185"
"10","美商高盛亞","142","285"
"16","群聯(8299)"
"1","凱基","871","1033"
"2","元大","874","775"
"3","美商高盛亞","748","236"
"4","富邦","335","542"
"5","永豐金","391","328"
"6","星洲瑞銀","315","375"
"7","國泰綜合","242","212"
"8","摩根大通","75","284"
"9","元富","157","183"
"10","統一","141","194"
"17","台燿(6274)"
"1","元大","815","1222"
"2","凱基","986","542"
"3","富邦","513","437"
"4","國泰綜合","234","266"
"5","群益","226","273"
"6","永豐金","262","230"
"7","華南永昌","171","283"
"8","美商高盛亞","212","206"
"9","元富","200","187"
"10","星洲瑞銀","195","135"
"18","系統電(5309)"
"1","元大","1153","1131"
"2","凱基","679","740"
"3","富邦","546","408"
"4","華南永昌","151","413"
"5","群益","230","321"
"6","永豐金","319","228"
"7","元富","338","203"
"8","國泰綜合","254","227"
"9","兆豐","158","153"
"10","統一","145","158"
"19","IET-KY(4971)"
"1","元大","900","991"
"2","凱基","669","600"
"3","群益","364","358"
"4","富邦","312","402"
"5","國泰綜合","232","264"
"6","永豐金","194","284"
"7","新光","134","194"
"8","統一","132","148"
"9","美林證券","247","27"
"10","國票","158","107"
"20","鑫聯大投控(3709)"
"1","凱基","948","971"
"2","元大","1021","815"
"3","富邦","424","302"
"4","國泰綜合","354","238"
"5","美商高盛亞","97","281"
"6","群益","183","159"
"7","永豐金","146","174"
"8","星洲瑞銀","32","281"
"9","華南永昌","170","134"
"10","國票","96","162"
"21","位速(3508)"
"1","富邦","1175","788"
"2","凱基","341","1063"
"3","元大","608","757"
"4","元富","77","507"
"5","兆豐","363","82"
"6","華南永昌","248","116"
"7","永豐金","169","149"
"8","國票","279","11"
"9","群益","109","168"
"10","統一","195","70"
"22","南俊國際(6584)"
"1","元大","523","921"
"2","凱基","701","586"
"3","富邦","274","354"
"4","元富","344","239"
"5","群益","230","198"
"6","美商高盛亞","315","110"
"7","華南永昌","276","127"
"8","永豐金","143","208"
"9","國票","295","41"
"10","統一","181","123"
"23","建榮(5340)"
"1","元大","661","419"
"2","統一","448","583"
"3","富邦","462","554"
"4","凱基","290","467"
"5","永豐金","325","382"
"6","國泰綜合","264","105"
"7","華南永昌","153","204"
"8","群益","173","180"
"9","兆豐","156","189"
"10","台新","203","121"
"24","營邦(3693)"
"1","元大","407","894"
"2","凱基","776","438"
"3","富邦","520","329"
"4","元富","449","153"
"5","台新","260","300"
"6","群益","200","166"
"7","永豐金","120","185"
"8","星洲瑞銀","198","83"
"9","統一","111","111"
"10","國泰綜合","72","143"
"25","宏捷科(8086)"
"1","元大","1127","540"
"2","凱基","416","821"
"3","富邦","292","280"
"4","摩根士丹利","115","264"
"5","國泰綜合","176","174"
"6","永豐金","163","172"
"7","群益","139","177"
"8","元富","144","151"
"9","摩根大通","199","83"
"10","統一","118","134"
"26","合晶(6182)"
"1","元大","678","534"
"2","凱基","423","683"
"3","富邦","362","199"
"4","美商高盛亞","64","364"
"5","永豐金","164","210"
"6","群益","199","132"
"7","星洲瑞銀","150","170"
"8","元富","122","156"
"9","國泰綜合","142","123"
"10","中國信託證","46","148"
"27","欣銓(3264)"
"1","元大","576","1079"
"2","富邦","438","604"
"3","凱基","184","326"
"4","永豐金","215","141"
"5","星洲瑞銀","183","164"
"6","美商高盛亞","128","205"
"7","美林證券","177","107"
"8","華南永昌","182","97"
"9","國泰綜合","178","89"
"10","群益","150","96"
"28","品安(8088)"
"1","元大","696","676"
"2","凱基","337","448"
"3","美商高盛亞","226","265"
"4","富邦","312","146"
"5","國泰綜合","114","191"
"6","群益","154","137"
"7","星洲瑞銀","126","153"
"8","永豐金","119","138"
"9","元富","118","115"
"10","華南永昌","146","82"
"29","青雲(5386)"
"1","元大","741","731"
"2","凱基","415","461"
"3","富邦","299","312"
"4","國泰綜合","195","188"
"5","群益","107","241"
"6","永豐金","199","143"
"7","新光","168","108"
"8","台新","126","137"
"9","中國信託證","107","113"
"10","摩根大通","187","32"
"30","雙鴻(3324)"
"1","凱基","626","391"
"2","元大","398","562"
"3","星洲瑞銀","396","174"
"4","富邦","186","314"
"5","永豐金","195","264"
"6","國泰綜合","122","283"
"7","統一","135","140"
"8","群益","79","179"
"9","美商高盛亞","117","130"
"10","台新","121","74"
"共300筆"
