115年01月09日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","品安(8088)"
"1","元大","10974","8415"
"2","凱基","5508","5163"
"3","富邦","3644","5086"
"4","國泰綜合","4234","2660"
"5","群益","2120","2191"
"6","永豐金","2124","2021"
"7","統一","987","2876"
"8","美商高盛亞","1196","2438"
"9","兆豐","1611","1354"
"10","台新","1701","1208"
"2","世界(5347)"
"1","元大","6843","5690"
"2","凱基","2689","3952"
"3","群益","3063","1073"
"4","國泰綜合","2039","1659"
"5","富邦","1368","1758"
"6","星洲瑞銀","921","2107"
"7","統一","529","2453"
"8","永豐金","1810","953"
"9","摩根大通","795","1842"
"10","摩根士丹利","1401","1113"
"3","富喬(1815)"
"1","元大","7649","6601"
"2","凱基","3310","4539"
"3","國泰綜合","2867","1578"
"4","星洲瑞銀","1415","2712"
"5","富邦","2051","2035"
"6","永豐金","1584","1355"
"7","群益","1214","1554"
"8","統一","901","1118"
"9","新光","984","690"
"10","元富","952","682"
"4","穩懋(3105)"
"1","元大","6224","5011"
"2","凱基","3589","3464"
"3","富邦","1875","1809"
"4","永豐金","1714","1392"
"5","國泰綜合","1655","1137"
"6","群益","1440","1160"
"7","星洲瑞銀","666","1531"
"8","台新","959","920"
"9","華南永昌","713","764"
"10","玉山證券","934","506"
"5","鉅橡(8074)"
"1","元大","4759","4256"
"2","凱基","2293","4208"
"3","富邦","1685","1362"
"4","國泰綜合","1699","825"
"5","群益","895","1136"
"6","永豐金","923","837"
"7","元富","462","891"
"8","統一","371","790"
"9","台新","635","389"
"10","華南永昌","572","408"
"6","廣穎(4973)"
"1","元大","2972","2838"
"2","凱基","1582","2325"
"3","富邦","1234","1754"
"4","永豐金","962","847"
"5","群益","803","910"
"6","新光","689","678"
"7","元富","704","640"
"8","統一","418","671"
"9","華南永昌","462","619"
"10","國泰綜合","627","413"
"7","康和證(6016)"
"1","元大","2192","2553"
"2","群益","1335","1963"
"3","元富","2951","277"
"4","富邦","1118","1605"
"5","凱基","943","998"
"6","統一","135","1499"
"7","永豐金","535","893"
"8","國票","498","462"
"9","美商高盛亞","551","381"
"10","兆豐","425","387"
"8","世紀*(5314)"
"1","元大","3098","3684"
"2","凱基","943","2482"
"3","富邦","1519","1092"
"4","永豐金","664","720"
"5","國泰綜合","886","396"
"6","群益","640","640"
"7","台新","392","530"
"8","元富","521","342"
"9","統一","376","477"
"10","兆豐","565","170"
"9","中光電(5371)"
"1","元大","2596","2712"
"2","凱基","1816","2283"
"3","富邦","1284","733"
"4","美商高盛亞","434","1218"
"5","永豐金","640","967"
"6","群益","669","763"
"7","國泰綜合","741","350"
"8","華南永昌","615","288"
"9","兆豐","343","363"
"10","統一","326","373"
"10","華星光(4979)"
"1","元大","2161","1820"
"2","凱基","1036","2478"
"3","富邦","941","1091"
"4","群益","739","608"
"5","國泰綜合","901","421"
"6","美商高盛亞","339","892"
"7","永豐金","684","430"
"8","星洲瑞銀","358","613"
"9","華南永昌","500","226"
"10","元富","358","314"
"11","新盛力(4931)"
"1","元大","2565","1943"
"2","凱基","808","1208"
"3","永豐金","657","589"
"4","富邦","635","491"
"5","國泰綜合","637","437"
"6","群益","501","551"
"7","台新","363","638"
"8","美林證券","93","830"
"9","統一","441","449"
"10","元富","403","234"
"12","富強鑫(6603)"
"1","凱基","1184","2727"
"2","元大","1800","1725"
"3","富邦","601","570"
"4","元富","714","387"
"5","永豐金","458","471"
"6","美商高盛亞","464","350"
"7","群益","400","394"
"8","國泰綜合","498","186"
"9","統一","172","488"
"10","華南永昌","325","195"
"13","華電網(6163)"
"1","元大","1497","1789"
"2","凱基","1562","1381"
"3","新光","450","770"
"4","永豐金","725","404"
"5","富邦","521","478"
"6","統一","195","637"
"7","群益","409","264"
"8","國泰綜合","316","333"
"9","兆豐","379","233"
"10","大展","526","20"
"14","系統電(5309)"
"1","元大","1579","1698"
"2","凱基","1491","1502"
"3","富邦","694","716"
"4","國泰綜合","394","405"
"5","群益","376","416"
"6","永豐金","365","362"
"7","星洲瑞銀","441","255"
"8","元富","339","298"
"9","華南永昌","271","275"
"10","新光","233","240"
"15","合晶(6182)"
"1","元大","1862","1262"
"2","凱基","828","1071"
"3","富邦","640","601"
"4","美商高盛亞","320","599"
"5","永豐金","374","394"
"6","兆豐","174","523"
"7","元富","417","269"
"8","摩根士丹利","12","615"
"9","國泰綜合","326","267"
"10","群益","264","269"
"16","合一(4743)"
"1","元大","966","1361"
"2","凱基","1459","656"
"3","華南永昌","565","850"
"4","永豐金","474","617"
"5","富邦","324","516"
"6","元富","296","515"
"7","美商高盛亞","502","156"
"8","港商野村","497","0"
"9","國泰綜合","141","329"
"10","摩根大通","394","37"
"17","茂迪(6244)"
"1","元大","1399","1306"
"2","凱基","941","987"
"3","富邦","490","570"
"4","永豐金","279","688"
"5","美商高盛亞","485","301"
"6","國泰綜合","400","339"
"7","群益","222","466"
"8","元富","281","290"
"9","華南永昌","274","292"
"10","星洲瑞銀","268","211"
"18","宏遠證(6015)"
"1","元大","1785","1349"
"2","凱基","655","922"
"3","群益","201","1226"
"4","富邦","920","504"
"5","美好","786","38"
"6","永豐金","184","548"
"7","兆豐","106","273"
"8","合庫","255","94"
"9","元富","211","138"
"10","國泰綜合","223","108"
"19","精材(3374)"
"1","元大","1346","1259"
"2","凱基","881","784"
"3","元富","489","466"
"4","富邦","515","410"
"5","永豐金","292","542"
"6","美商高盛亞","264","489"
"7","國泰綜合","291","262"
"8","群益","205","324"
"9","康和","57","337"
"10","華南永昌","209","169"
"20","太景*-KY(4157)"
"1","元大","1439","1231"
"2","凱基","768","1078"
"3","永豐金","444","395"
"4","美商高盛亞","294","401"
"5","富邦","417","242"
"6","群益","320","307"
"7","星洲瑞銀","176","398"
"8","台新","415","153"
"9","華南永昌","343","203"
"10","國泰綜合","250","161"
"21","和勤(1586)"
"1","元大","1728","1539"
"2","凱基","649","1261"
"3","富邦","484","215"
"4","統一","155","432"
"5","華南永昌","215","303"
"6","永豐金","343","168"
"7","元富","184","326"
"8","國泰綜合","309","171"
"9","群益","235","174"
"10","兆豐","193","204"
"22","鑫聯大投控(3709)"
"1","元大","1451","1239"
"2","凱基","858","1065"
"3","富邦","451","327"
"4","華南永昌","260","400"
"5","永豐金","251","403"
"6","群益","268","299"
"7","星洲瑞銀","211","331"
"8","元富","246","147"
"9","國泰綜合","231","148"
"10","統一","126","229"
"23","光洋科(1785)"
"1","元大","1259","1365"
"2","凱基","399","747"
"3","富邦","390","348"
"4","永豐金","206","409"
"5","星洲瑞銀","464","97"
"6","國泰綜合","275","237"
"7","統一","148","320"
"8","台新","226","168"
"9","群益","192","201"
"10","華南永昌","97","267"
