115年02月05日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","茂迪(6244)"
"1","元大","16381","14814"
"2","富邦","10310","13208"
"3","凱基","9633","9362"
"4","國泰綜合","3206","3335"
"5","群益","2745","2921"
"6","永豐金","2540","2666"
"7","台新","2468","2650"
"8","統一","2607","1965"
"9","元富","1904","2070"
"10","玉山證券","1950","1944"
"2","富喬(1815)"
"1","元大","14348","14151"
"2","凱基","6382","8915"
"3","富邦","5041","4446"
"4","國泰綜合","4792","3104"
"5","群益","3389","3061"
"6","永豐金","2855","2340"
"7","星洲瑞銀","1860","2839"
"8","美商高盛亞","1691","2582"
"9","統一","1700","2068"
"10","台新","2086","1215"
"3","世界(5347)"
"1","元大","4538","2765"
"2","星洲瑞銀","1058","3575"
"3","凱基","2805","1503"
"4","富邦","997","2080"
"5","永豐金","880","952"
"6","摩根大通","1173","526"
"7","台新","317","1202"
"8","國泰綜合","685","614"
"9","美商高盛亞","378","836"
"10","統一","861","239"
"4","建榮(5340)"
"1","元大","3854","3569"
"2","凱基","2052","1658"
"3","富邦","1354","1272"
"4","永豐金","993","1487"
"5","國泰綜合","1604","864"
"6","群益","781","848"
"7","星洲瑞銀","227","1385"
"8","摩根大通","542","1021"
"9","統一","399","942"
"10","華南永昌","684","523"
"5","系統電(5309)"
"1","元大","2890","3802"
"2","凱基","2734","2094"
"3","富邦","917","1878"
"4","國泰綜合","868","1089"
"5","永豐金","737","1182"
"6","美林證券","1755","27"
"7","星洲瑞銀","910","409"
"8","群益","659","626"
"9","統一","809","450"
"10","元富","570","499"
"6","威剛(3260)"
"1","元大","3138","2116"
"2","凱基","1940","2330"
"3","富邦","1907","1202"
"4","統一","399","1779"
"5","永豐金","931","852"
"6","國泰綜合","925","780"
"7","群益","657","959"
"8","台新","639","567"
"9","美林證券","427","684"
"10","星洲瑞銀","309","753"
"7","環宇-KY(4991)"
"1","元大","2555","2697"
"2","富邦","2122","2304"
"3","凱基","2308","1591"
"4","群益","732","659"
"5","永豐金","651","639"
"6","國泰綜合","570","536"
"7","華南永昌","472","580"
"8","元富","354","367"
"9","統一","333","369"
"10","美商高盛亞","397","221"
"8","穩懋(3105)"
"1","元大","2717","2210"
"2","凱基","1655","1670"
"3","星洲瑞銀","291","1529"
"4","富邦","867","754"
"5","國泰綜合","843","664"
"6","永豐金","895","570"
"7","台新","647","406"
"8","摩根士丹利","229","804"
"9","群益","518","467"
"10","美商高盛亞","180","617"
"9","凱崴(5498)"
"1","元大","2444","2165"
"2","凱基","1352","1558"
"3","富邦","888","1004"
"4","國泰綜合","1174","671"
"5","永豐金","554","495"
"6","群益","505","479"
"7","星洲瑞銀","102","781"
"8","摩根大通","19","734"
"9","華南永昌","322","414"
"10","統一","307","330"
"10","華星光(4979)"
"1","元大","1880","1738"
"2","凱基","1121","1522"
"3","富邦","795","669"
"4","國泰綜合","640","475"
"5","星洲瑞銀","394","701"
"6","永豐金","552","505"
"7","群益","348","476"
"8","美商高盛亞","316","425"
"9","兆豐","297","363"
"10","華南永昌","453","200"
"11","加百裕(3323)"
"1","元大","1917","2355"
"2","美林證券","1419","11"
"3","凱基","655","744"
"4","富邦","528","854"
"5","群益","727","562"
"6","兆豐","483","330"
"7","永豐金","243","502"
"8","統一","517","228"
"9","國泰綜合","247","464"
"10","元富","189","513"
"12","華容(5328)"
"1","元大","1627","1409"
"2","凱基","429","1108"
"3","群益","633","725"
"4","富邦","679","514"
"5","國泰綜合","405","219"
"6","美商高盛亞","121","369"
"7","第一金證券","353","109"
"8","元富","278","110"
"9","永豐金","211","158"
"10","華南永昌","243","125"
"13","安可(3615)"
"1","元大","1212","980"
"2","凱基","646","1012"
"3","富邦","551","640"
"4","統一","523","436"
"5","元富","450","330"
"6","永豐金","424","234"
"7","群益","374","259"
"8","華南永昌","332","291"
"9","國泰綜合","285","183"
"10","兆豐","143","218"
"14","鑫科(3663)"
"1","元大","1367","1580"
"2","凱基","673","642"
"3","富邦","422","489"
"4","美商高盛亞","317","370"
"5","永豐金","293","291"
"6","國泰綜合","372","194"
"7","群益","206","257"
"8","華南永昌","271","157"
"9","新光","255","158"
"10","元富","220","189"
"15","鉅橡(8074)"
"1","元大","1094","1141"
"2","凱基","561","751"
"3","國泰綜合","484","306"
"4","新光","201","472"
"5","永豐金","315","347"
"6","富邦","371","214"
"7","群益","210","224"
"8","兆豐","198","189"
"9","華南永昌","183","201"
"10","玉山證券","233","119"
"16","光環(3234)"
"1","元大","831","1137"
"2","凱基","1187","367"
"3","富邦","784","703"
"4","元富","294","387"
"5","永豐金","108","277"
"6","群益","133","251"
"7","兆豐","164","218"
"8","星洲瑞銀","328","11"
"9","國泰綜合","83","234"
"10","華南永昌","118","194"
"17","位速(3508)"
"1","凱基","1965","311"
"2","富邦","231","1495"
"3","元大","628","789"
"4","永豐金","195","249"
"5","兆豐","252","166"
"6","國泰綜合","121","251"
"7","群益","233","133"
"8","國票","69","247"
"9","統一","142","140"
"10","華南永昌","118","141"
"18","新鉅科(3630)"
"1","元大","1094","1165"
"2","凱基","957","447"
"3","富邦","414","302"
"4","元富","322","376"
"5","港商野村","466","6"
"6","永豐金","148","266"
"7","群益","115","292"
"8","統一","239","143"
"9","台新","131","122"
"10","兆豐","109","123"
"19","雙鴻(3324)"
"1","元大","664","815"
"2","凱基","340","590"
"3","富邦","201","438"
"4","星洲瑞銀","359","144"
"5","美商高盛亞","343","137"
"6","永豐金","230","213"
"7","國泰綜合","212","178"
"8","摩根大通","217","167"
"9","中國信託證","322","57"
"10","群益","154","214"
"20","南俊國際(6584)"
"1","元大","655","888"
"2","凱基","485","662"
"3","美林證券","566","26"
"4","星洲瑞銀","352","200"
"5","富邦","251","262"
"6","美商高盛亞","287","186"
"7","永豐金","183","201"
"8","群益","185","182"
"9","國泰綜合","194","169"
"10","元富","63","262"
"21","營邦(3693)"
"1","元大","1274","899"
"2","富邦","375","586"
"3","凱基","479","451"
"4","元富","161","511"
"5","群益","176","204"
"6","星洲瑞銀","148","212"
"7","永豐金","204","154"
"8","國泰綜合","189","95"
"9","華南永昌","156","113"
"10","台新","99","69"
"22","方土昶(6265)"
"1","元大","997","819"
"2","凱基","485","412"
"3","富邦","464","259"
"4","永豐金","139","397"
"5","星洲瑞銀","206","330"
"6","美商高盛亞","141","206"
"7","群益","136","193"
"8","玉山證券","120","152"
"9","元富","111","151"
"10","美林證券","152","108"
"23","立碁(8111)"
"1","元大","901","1080"
"2","凱基","720","450"
"3","富邦","330","278"
"4","群益","277","196"
"5","國泰綜合","198","238"
"6","永豐金","145","169"
"7","玉山證券","112","188"
"8","兆豐","157","134"
"9","華南永昌","123","144"
"10","統一","118","138"
"24","萬泰科(6190)"
"1","元大","717","584"
"2","凱基","425","673"
"3","富邦","252","218"
"4","元富","296","102"
"5","美林證券","4","344"
"6","永豐金","184","159"
"7","國泰綜合","284","58"
"8","摩根大通","37","291"
"9","群益","155","151"
"10","統一","90","156"
"25","康和證(6016)"
"1","元大","593","475"
"2","富邦","629","285"
"3","群益","504","278"
"4","凱基","161","498"
"5","美商高盛亞","221","378"
"6","美林證券","39","359"
"7","星洲瑞銀","148","219"
"8","台新","35","326"
"9","華南永昌","131","132"
"10","元富","181","66"
"26","鑫聯大投控(3709)"
"1","元大","771","684"
"2","凱基","541","703"
"3","富邦","320","145"
"4","美商高盛亞","158","257"
"5","國泰綜合","205","164"
"6","星洲瑞銀","82","277"
"7","美林證券","79","261"
"8","台新","206","88"
"9","群益","161","106"
"10","永豐金","138","129"
"27","安國(8054)"
"1","元大","527","763"
"2","凱基","360","389"
"3","富邦","230","264"
"4","永豐金","120","227"
"5","新光","123","182"
"6","統一","143","151"
"7","美林證券","277","13"
"8","國泰綜合","148","119"
"9","群益","112","144"
"10","台新","93","155"
"28","科嶠(4542)"
"1","元大","659","563"
"2","凱基","527","430"
"3","統一","76","408"
"4","富邦","172","224"
"5","永豐金","205","148"
"6","群益","120","153"
"7","第一金證券","35","235"
"8","國泰綜合","123","146"
"9","新光","171","92"
"10","華南永昌","111","63"
"29","泰藝(8289)"
"1","元大","708","619"
"2","凱基","328","479"
"3","富邦","301","176"
"4","國泰綜合","298","137"
"5","群益","142","273"
"6","第一金證券","36","245"
"7","永豐金","141","134"
"8","華南永昌","185","78"
"9","元富","128","116"
"10","兆豐","156","77"
"30","長科*(6548)"
"1","凱基","505","704"
"2","元大","495","442"
"3","富邦","217","332"
"4","美商高盛亞","266","116"
"5","星洲瑞銀","168","205"
"6","永豐金","76","178"
"7","國泰綜合","76","159"
"8","港商野村","178","0"
"9","摩根士丹利","68","104"
"10","上海匯豐","170","0"
"共300筆"
