115年01月02日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","方土昶(6265)"
"1","元大","14115","10453"
"2","凱基","5832","7735"
"3","永豐金","3473","4567"
"4","富邦","3772","3264"
"5","國泰綜合","4452","2532"
"6","群益","2667","2256"
"7","統一","978","3053"
"8","元富","1899","2079"
"9","美商高盛亞","1970","1767"
"10","兆豐","1635","1689"
"2","富喬(1815)"
"1","元大","11525","7705"
"2","凱基","4532","8040"
"3","國泰綜合","3899","7005"
"4","富邦","5177","4369"
"5","永豐金","2921","2156"
"6","群益","2988","1759"
"7","美商高盛亞","0","4074"
"8","統一","1584","2090"
"9","華南永昌","2164","875"
"10","元富","1558","1030"
"3","金居(8358)"
"1","元大","6749","10411"
"2","永豐金","6702","3944"
"3","富邦","3479","4591"
"4","國泰綜合","3317","3460"
"5","群益","3442","3057"
"6","凱基","2537","3163"
"7","摩根大通","1740","2451"
"8","元富","1512","2139"
"9","台新","1550","1746"
"10","統一","1462","1523"
"4","欣銓(3264)"
"1","元大","8410","7021"
"2","星洲瑞銀","4327","6063"
"3","凱基","2275","4220"
"4","富邦","2879","3038"
"5","永豐金","3363","1786"
"6","國泰綜合","2360","1813"
"7","群益","2038","1600"
"8","國票","1233","1874"
"9","兆豐","1545","1506"
"10","統一","1316","1408"
"5","光頡(3624)"
"1","元大","9122","8166"
"2","凱基","4001","4663"
"3","富邦","2859","4430"
"4","群益","2219","2523"
"5","國泰綜合","2177","1637"
"6","永豐金","2005","1785"
"7","華南永昌","1419","1719"
"8","統一","1228","1441"
"9","元富","1222","1329"
"10","兆豐","1212","1099"
"6","鈺創(5351)"
"1","元大","5168","7308"
"2","富邦","5665","3374"
"3","凱基","4799","3759"
"4","華南永昌","2752","1164"
"5","國泰綜合","1243","1889"
"6","永豐金","873","2069"
"7","港商野村","2605","44"
"8","群益","962","1577"
