115年01月21日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","27909","28563"
"2","凱基","10971","10628"
"3","國泰綜合","8136","9148"
"4","富邦","7621","9658"
"5","星洲瑞銀","8231","6547"
"6","永豐金","4721","5665"
"7","群益","5222","4964"
"8","摩根士丹利","6151","2169"
"9","統一","2515","4885"
"10","元富","3256","3734"
"2","合晶(6182)"
"1","元大","16580","15654"
"2","凱基","9414","9262"
"3","富邦","6920","6590"
"4","群益","4657","4010"
"5","國泰綜合","4331","4136"
"6","美商高盛亞","2991","5181"
"7","永豐金","3645","3948"
"8","華南永昌","2907","3010"
"9","元富","3217","2433"
"10","統一","3043","2443"
"3","漢磊(3707)"
"1","元大","14424","14334"
"2","凱基","10743","9776"
"3","富邦","9528","8563"
"4","統一","5584","4154"
"5","永豐金","3128","3562"
"6","元富","2583","3088"
"7","群益","2768","2699"
"8","國泰綜合","2454","2845"
"9","美商高盛亞","2450","2204"
"10","華南永昌","2195","2361"
"4","建榮(5340)"
"1","元大","14939","14020"
"2","富邦","7753","8735"
"3","凱基","3941","7486"
"4","國泰綜合","3840","3342"
"5","星洲瑞銀","3703","2417"
"6","永豐金","3154","2873"
"7","群益","2344","2697"
"8","美商高盛亞","3272","1599"
"9","華南永昌","1831","2366"
"10","台新","1963","1796"
"5","世界(5347)"
"1","元大","8627","9302"
"2","凱基","7120","7195"
"3","富邦","5386","3748"
"4","群益","2806","4330"
"5","星洲瑞銀","2761","3006"
"6","永豐金","1195","3738"
"7","國泰綜合","2573","1923"
"8","美商高盛亞","1979","1773"
"9","統一","1571","1247"
"10","元富","1183","1508"
"6","華星光(4979)"
"1","元大","9195","10327"
"2","凱基","6122","6411"
"3","富邦","4120","3560"
"4","永豐金","3089","3007"
"5","國泰綜合","3060","2544"
"6","群益","2712","1866"
"7","星洲瑞銀","2404","1914"
"8","美商高盛亞","1290","2404"
"9","統一","1585","1942"
"10","台新","1792","1595"
"7","亞電(4939)"
"1","元大","9652","9160"
"2","元富","5264","7010"
"3","凱基","5362","6314"
"4","富邦","4034","3631"
"5","永豐金","2869","2432"
"6","國泰綜合","2914","2320"
"7","群益","2111","1711"
"8","統一","1303","1532"
"9","台新","1589","1144"
"10","華南永昌","1289","1122"
"8","穩懋(3105)"
"1","元大","6396","7042"
"2","凱基","6330","6039"
"3","永豐金","3234","3958"
"4","富邦","2849","3126"
"5","美商高盛亞","2942","1862"
"6","國泰綜合","2024","2016"
"7","星洲瑞銀","1583","1144"
"8","群益","1186","1334"
"9","元富","1280","1074"
"10","台新","1039","1106"
"9","中探針(6217)"
"1","元大","8042","6901"
"2","凱基","5524","7590"
"3","富邦","3441","3461"
"4","永豐金","2206","3608"
"5","美商高盛亞","3646","1352"
"6","群益","1811","1767"
"7","國泰綜合","1732","1409"
"8","統一","939","2096"
"9","華南永昌","1181","1508"
"10","元富","1272","1163"
"10","中光電(5371)"
"1","元大","5981","7046"
"2","凱基","4148","4268"
"3","富邦","3376","4063"
"4","永豐金","2004","2044"
"5","群益","1808","1844"
"6","國泰綜合","1925","1501"
"7","星洲瑞銀","1981","993"
"8","元富","1487","1375"
"9","統一","1275","1411"
"10","美商高盛亞","1335","1073"
"11","鈺創(5351)"
"1","元大","7380","6121"
"2","凱基","3292","4132"
"3","富邦","3115","2534"
"4","國泰綜合","2284","1205"
"5","星洲瑞銀","96","2975"
"6","永豐金","1709","1338"
"7","群益","1451","1396"
"8","台新","1084","1133"
"9","摩根大通","256","1927"
"10","元富","1115","934"
"12","欣銓(3264)"
"1","元大","5749","5723"
"2","凱基","5588","4138"
"3","星洲瑞銀","2407","1584"
"4","富邦","1956","1979"
"5","永豐金","1126","1987"
"6","台新","1422","1602"
"7","國泰綜合","1513","1159"
"8","群益","1220","1449"
"9","摩根士丹利","215","2101"
"10","摩根大通","1292","897"
"13","長科*(6548)"
"1","元大","5282","6478"
"2","凱基","5389","3316"
"3","富邦","2117","2574"
"4","永豐金","2129","1588"
"5","國泰綜合","1870","1639"
"6","美商高盛亞","967","2013"
"7","統一","1129","1232"
"8","群益","1180","1147"
"9","星洲瑞銀","1037","977"
"10","元富","894","1051"
"14","合正(5381)"
"1","元大","6750","6512"
"2","凱基","3002","4343"
"3","富邦","2294","1666"
"4","永豐金","1433","1642"
"5","國泰綜合","1325","1128"
"6","元富","907","1096"
"7","群益","960","837"
"8","統一","689","993"
"9","美商高盛亞","910","677"
"10","玉山證券","784","802"
"15","中美晶(5483)"
"1","元大","2650","2753"
"2","凱基","1684","2054"
"3","富邦","1554","1485"
"4","星洲瑞銀","1612","865"
"5","美商高盛亞","1290","1077"
"6","永豐金","686","844"
"7","群益","639","723"
"8","元富","670","353"
"9","國泰綜合","448","494"
"10","華南永昌","516","401"
"16","宏捷科(8086)"
"1","元大","3099","2560"
"2","凱基","1872","2079"
"3","富邦","1184","1893"
"4","國泰綜合","841","738"
"5","永豐金","863","668"
"6","美商高盛亞","852","601"
"7","港商野村","667","542"
"8","群益","503","658"
"9","元富","635","507"
"10","統一","473","627"
"17","凱崴(5498)"
"1","元大","3258","3880"
"2","凱基","1400","1297"
"3","富邦","1334","1253"
"4","國泰綜合","794","1086"
"5","永豐金","857","772"
"6","美商高盛亞","1083","542"
"7","星洲瑞銀","842","645"
"8","群益","479","690"
"9","玉山證券","480","648"
"10","華南永昌","489","577"
"18","品安(8088)"
"1","元大","3089","3465"
"2","富邦","1419","1578"
"3","永豐金","993","959"
"4","凱基","794","1058"
"5","國泰綜合","826","847"
"6","群益","779","679"
"7","台新","648","726"
"8","統一","579","569"
"9","摩根大通","644","486"
"10","美商高盛亞","646","467"
"19","群聯(8299)"
"1","元大","2777","2125"
"2","凱基","2288","2208"
"3","富邦","1235","1103"
"4","永豐金","863","1174"
"5","統一","1008","733"
"6","國泰綜合","706","535"
"7","群益","577","664"
"8","摩根士丹利","268","825"
"9","星洲瑞銀","341","664"
"10","元富","507","462"
"20","方土昶(6265)"
"1","元大","3445","3213"
"2","凱基","1144","1557"
"3","富邦","1061","1020"
"4","永豐金","1046","836"
"5","國泰綜合","865","977"
"6","群益","842","709"
"7","台新","734","665"
"8","華南永昌","431","565"
"9","兆豐","579","291"
"10","統一","470","352"
"21","信音(6126)"
"1","元大","1841","3158"
"2","凱基","1958","1627"
"3","富邦","2383","1146"
"4","永豐金","965","1008"
"5","華南永昌","789","661"
"6","兆豐","572","872"
"7","群益","492","727"
"8","國泰綜合","240","698"
"9","新光","544","345"
"10","統一","303","483"
"22","台半(5425)"
"1","元大","2957","2498"
"2","凱基","1541","2102"
"3","美商高盛亞","1576","1039"
"4","富邦","1325","1090"
"5","永豐金","700","905"
"6","國泰綜合","944","608"
"7","群益","640","755"
"8","華南永昌","464","430"
"9","元富","327","474"
"10","摩根大通","231","475"
"23","尼克森(3317)"
"1","元大","2827","2804"
"2","凱基","3063","2414"
"3","富邦","1386","1066"
"4","群益","591","638"
"5","統一","357","645"
"6","永豐金","542","443"
"7","國泰綜合","523","434"
