115年03月19日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","9541","14009"
"2","凱基","5262","4448"
"3","永豐金","4781","2468"
"4","富邦","2610","2919"
"5","星洲瑞銀","3509","1725"
"6","摩根士丹利","2452","1849"
"7","群益","2111","1885"
"8","國泰綜合","2042","1647"
"9","統一","1241","2048"
"10","元富","1242","1330"
"2","合晶(6182)"
"1","元大","11199","9381"
"2","凱基","5626","5759"
"3","富邦","3621","4872"
"4","國泰綜合","2941","2141"
"5","群益","2219","2440"
"6","永豐金","1978","1744"
"7","摩根士丹利","708","2446"
"8","華南永昌","1616","1315"
"9","美商高盛亞","950","1488"
"10","第一金證券","1318","1078"
"3","穩懋(3105)"
"1","元大","7659","8643"
"2","凱基","5830","5505"
"3","富邦","5890","4967"
"4","永豐金","2658","2550"
"5","國泰綜合","2551","2439"
"6","群益","2710","1932"
"7","統一","2597","1357"
"8","摩根士丹利","729","1614"
"9","國票","1884","437"
"10","摩根大通","1122","1009"
"4","頎邦(6147)"
"1","元大","7610","6344"
"2","凱基","4059","7648"
"3","富邦","2012","2993"
"4","永豐金","2179","1573"
"5","統一","798","2726"
"6","國票","652","2816"
"7","國泰綜合","1964","804"
"8","元富","1946","807"
"9","群益","1232","928"
"10","美商高盛亞","1378","774"
"5","擎亞(8096)"
"1","元大","7257","6678"
"2","凱基","4159","5061"
"3","富邦","2540","4311"
"4","國泰綜合","2828","1399"
"5","永豐金","1774","2340"
"6","群益","1707","1653"
"7","統一","1413","1776"
"8","國票","1016","1957"
"9","新光","975","494"
"10","元富","833","581"
"6","凱崴(5498)"
"1","元大","6035","4768"
"2","凱基","2411","4696"
"3","富邦","1799","2802"
"4","國泰綜合","1889","847"
"5","群益","1102","1132"
"6","永豐金","1289","875"
"7","統一","539","1225"
"8","美商高盛亞","559","706"
"9","華南永昌","844","419"
"10","元富","815","406"
"7","台燿(6274)"
"1","元大","3208","4814"
"2","凱基","2872","3012"
"3","富邦","2048","1875"
"4","星洲瑞銀","1869","404"
"5","統一","1807","448"
"6","國泰綜合","1049","1196"
"7","永豐金","812","1279"
"8","美商高盛亞","977","931"
"9","群益","787","982"
"10","國票","1121","464"
"8","中美晶(5483)"
"1","元大","4269","4739"
"2","凱基","2685","3126"
"3","富邦","1813","1661"
"4","美商高盛亞","1044","1132"
"5","統一","955","1156"
"6","台新","662","1221"
"7","星洲瑞銀","683","1191"
"8","群益","965","687"
"9","美林證券","324","1174"
"10","國泰綜合","842","586"
"9","華星光(4979)"
"1","元大","4691","4535"
"2","凱基","1691","2109"
"3","國泰綜合","1568","1359"
"4","富邦","1352","1196"
"5","群益","976","1032"
"6","永豐金","899","1051"
"7","統一","617","1069"
"8","美商高盛亞","806","735"
"9","星洲瑞銀","882","621"
"10","台新","729","613"
"10","威剛(3260)"
"1","元大","2933","3369"
"2","永豐金","2240","974"
"3","凱基","1553","1136"
"4","元富","597","1818"
"5","富邦","1323","1083"
"6","群益","550","1294"
"7","統一","502","1262"
"8","摩根士丹利","825","452"
"9","兆豐","535","544"
"10","美商高盛亞","756","290"
"11","九豪(6127)"
"1","凱基","4410","1425"
