115年02月24日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","21215","25601"
"2","富邦","8081","20148"
"3","凱基","14066","12359"
"4","國泰綜合","5976","6522"
"5","星洲瑞銀","9282","1847"
"6","統一","2900","8156"
"7","永豐金","4877","5082"
"8","摩根士丹利","8921","146"
"9","群益","3695","4428"
"10","兆豐","3740","3958"
"2","金居(8358)"
"1","元大","9098","10114"
"2","凱基","8232","5086"
"3","富邦","4852","4325"
"4","國泰綜合","1927","5591"
"5","永豐金","3289","3669"
"6","群益","2443","3075"
"7","統一","2427","2041"
"8","摩根大通","2178","1269"
"9","元富","999","2371"
"10","華南永昌","1529","1754"
"3","世界(5347)"
"1","元大","7378","7192"
"2","美商高盛亞","6218","4447"
"3","凱基","4371","3704"
"4","富邦","1638","5462"
"5","星洲瑞銀","3762","2403"
"6","國泰綜合","2113","1803"
"7","永豐金","850","1562"
"8","台新","1043","1274"
"9","群益","1006","1309"
"10","華南永昌","978","1308"
"4","華容(5328)"
"1","元大","7259","6911"
"2","凱基","3230","3241"
"3","富邦","3191","2866"
"4","美商高盛亞","2566","960"
"5","群益","1058","1297"
"6","國泰綜合","1217","904"
"7","永豐金","1155","757"
"8","元富","685","1002"
"9","兆豐","897","755"
"10","港商野村","447","978"
"5","茂迪(6244)"
"1","元大","6621","4886"
"2","富邦","3307","2191"
"3","凱基","3489","1990"
"4","永豐金","573","1090"
"5","群益","449","1070"
"6","元富","374","1103"
"7","國泰綜合","490","860"
"8","統一","627","681"
"9","台新","511","683"
"10","摩根大通","1028","79"
"6","華星光(4979)"
"1","元大","2861","3400"
"2","凱基","2273","1794"
"3","富邦","1531","1036"
"4","群益","1038","962"
"5","國泰綜合","700","869"
"6","元富","482","1082"
"7","統一","717","721"
"8","星洲瑞銀","845","476"
"9","永豐金","553","765"
"10","台新","417","638"
"7","凱崴(5498)"
"1","元大","3584","3366"
"2","凱基","1434","1344"
"3","富邦","1302","1199"
"4","國泰綜合","1102","1048"
"5","美商高盛亞","611","1250"
"6","群益","738","806"
"7","統一","852","589"
"8","華南永昌","714","670"
"9","永豐金","678","632"
"10","新光","457","376"
"8","穩懋(3105)"
"1","元大","4619","4740"
"2","凱基","1222","1590"
"3","富邦","1108","1135"
"4","摩根大通","1128","466"
"5","美商高盛亞","1192","161"
"6","摩根士丹利","1171","6"
"7","群益","435","569"
"8","永豐金","515","483"
"9","國泰綜合","377","550"
"10","華南永昌","116","684"
"9","九豪(6127)"
"1","元大","2466","3655"
"2","富邦","2500","963"
"3","凱基","1613","1398"
"4","永豐金","550","899"
"5","國泰綜合","384","710"
"6","群益","370","540"
"7","華南永昌","413","491"
"8","兆豐","307","475"
"9","摩根士丹利","714","5"
"10","新光","318","333"
"10","華電網(6163)"
"1","元大","2229","2148"
"2","凱基","2008","1342"
"3","華南永昌","806","704"
"4","富邦","849","591"
"5","美林證券","265","919"
"6","群益","579","599"
"7","元富","844","265"
"8","永豐金","569","531"
"9","摩根大通","111","985"
"10","美商高盛亞","158","842"
"11","良維(6290)"
