115年01月07日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","9443","8863"
"2","凱基","3544","5760"
"3","星洲瑞銀","2823","4598"
"4","富邦","3489","3303"
"5","國泰綜合","2715","1844"
"6","群益","1873","1792"
"7","永豐金","1996","1517"
"8","華南永昌","2183","1259"
"9","台新","1300","961"
"10","元富","1375","864"
"2","合晶(6182)"
"1","元大","6576","7333"
"2","凱基","3479","3948"
"3","富邦","2686","3373"
"4","美商高盛亞","3052","1427"
"5","國泰綜合","1964","2324"
"6","永豐金","1780","1924"
"7","群益","1606","1764"
"8","統一","972","2075"
"9","華南永昌","1204","1718"
"10","新光","1466","1149"
"3","世界(5347)"
"1","凱基","5559","4723"
"2","元大","3315","4401"
"3","富邦","1174","4456"
"4","永豐金","577","3259"
"5","摩根大通","2335","604"
"6","星洲瑞銀","2360","415"
"7","華南永昌","1857","715"
"8","統一","2276","289"
"9","群益","999","828"
"10","元富","475","891"
"4","穩懋(3105)"
"1","元大","4369","5158"
"2","富邦","2682","2076"
"3","凱基","2231","2310"
"4","星洲瑞銀","2166","2049"
"5","永豐金","1387","1341"
"6","國泰綜合","850","1337"
"7","美商高盛亞","1293","581"
"8","元富","583","1291"
"9","群益","709","734"
"10","華南永昌","574","723"
"5","精材(3374)"
"1","元大","4687","3963"
"2","凱基","2105","2635"
"3","富邦","1243","1757"
"4","永豐金","1236","1239"
"5","統一","1483","669"
"6","群益","709","1225"
"7","花旗環球","1635","12"
"8","兆豐","223","1348"
"9","國泰綜合","631","779"
"10","美商高盛亞","954","400"
"6","品安(8088)"
"1","元大","4088","4435"
"2","凱基","2382","2842"
"3","富邦","1471","1311"
"4","永豐金","1004","1361"
"5","國泰綜合","869","1042"
"6","星洲瑞銀","1181","628"
"7","美商高盛亞","1003","745"
"8","群益","734","829"
"9","元富","706","765"
"10","華南永昌","714","686"
"7","華星光(4979)"
"1","元大","3059","2526"
"2","凱基","1533","1898"
"3","群益","1132","946"
"4","富邦","1060","887"
"5","永豐金","958","975"
"6","美商高盛亞","687","1091"
"7","國泰綜合","992","644"
"8","華南永昌","938","572"
"9","星洲瑞銀","266","902"
"10","統一","503","522"
"8","中美晶(5483)"
"1","元大","2229","2227"
"2","凱基","2355","1583"
"3","美商高盛亞","955","1040"
"4","富邦","786","928"
"5","永豐金","896","625"
"6","國泰綜合","489","402"
"7","星洲瑞銀","621","252"
"8","大和國泰","655","182"
"9","統一","180","643"
"10","華南永昌","359","464"
"9","茂迪(6244)"
"1","元大","2292","2506"
"2","凱基","2795","1532"
"3","元富","809","1424"
"4","富邦","671","771"
"5","群益","597","594"
"6","港商野村","1097","0"
"7","永豐金","358","620"
"8","美商高盛亞","567","375"
"9","國泰綜合","227","694"
"10","華南永昌","399","508"
"10","金山電(8042)"
"1","元大","3118","3139"
"2","凱基","1327","1467"
"3","富邦","920","1081"
"4","永豐金","766","782"
"5","國泰綜合","833","569"
"6","群益","530","779"
"7","美商高盛亞","431","541"
"8","統一","284","686"
"9","華南永昌","404","419"
"10","元富","359","416"
"11","太景*-KY(4157)"
"1","元大","2558","2286"
"2","富邦","1718","1184"
"3","凱基","969","1170"
"4","群益","1053","517"
"5","美商高盛亞","221","864"
"6","永豐金","525","542"
"7","兆豐","394","515"
"8","國票","368","488"
"9","國泰綜合","298","519"
"10","華南永昌","382","230"
"12","漢磊(3707)"
"1","元大","2284","2188"
"2","凱基","718","1237"
"3","美商高盛亞","968","941"
"4","群益","712","752"
"5","富邦","727","706"
"6","國泰綜合","573","440"
"7","美林證券","646","329"
"8","統一","560","390"
"9","永豐金","328","614"
"10","華南永昌","465","429"
"13","環球晶(6488)"
"1","元大","2403","1754"
"2","凱基","1192","1357"
"3","富邦","1150","553"
"4","國泰綜合","428","1249"
"5","華南永昌","313","1019"
"6","永豐金","918","327"
"7","星洲瑞銀","460","606"
"8","美商高盛亞","430","558"
"9","統一","487","374"
"10","群益","374","359"
"14","長科*(6548)"
"1","凱基","2717","1216"
"2","元大","2011","1869"
"3","星洲瑞銀","469","851"
"4","富邦","564","722"
"5","台新","441","455"
"6","永豐金","482","413"
"7","美商高盛亞","280","611"
"8","國泰綜合","516","368"
"9","群益","385","311"
"10","統一","238","388"
"15","金居(8358)"
"1","元大","2411","2379"
"2","富邦","1031","1095"
"3","凱基","947","1106"
"4","永豐金","774","758"
"5","國泰綜合","764","619"
"6","美商高盛亞","494","645"
"7","群益","532","363"
"8","華南永昌","451","429"
"9","統一","244","457"
"10","元富","342","326"
"16","廣穎(4973)"
"1","凱基","2535","2431"
"2","元大","1749","2180"
"3","富邦","581","782"
"4","群益","586","472"
"5","統一","746","270"
"6","永豐金","453","512"
"7","美商高盛亞","461","346"
