115年01月05日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","9890","10334"
"2","凱基","5348","5337"
"3","星洲瑞銀","2502","4938"
"4","富邦","4211","2837"
"5","國泰綜合","3439","1959"
"6","永豐金","2248","1793"
"7","華南永昌","1596","2226"
"8","群益","1746","1876"
"9","台新","1446","1781"
"10","國票","735","1820"
"2","鈺創(5351)"
"1","元大","11787","8942"
"2","富邦","5615","8187"
"3","凱基","6312","5687"
"4","華南永昌","2507","5408"
"5","永豐金","1472","1848"
"6","元富","1236","1924"
"7","星洲瑞銀","2583","539"
"8","國泰綜合","1520","1396"
"9","群益","1069","1378"
"10","統一","1138","991"
"3","九豪(6127)"
"1","元大","8999","10772"
"2","凱基","4313","3861"
"3","富邦","2713","3280"
"4","群益","2046","2152"
"5","國泰綜合","2481","1383"
"6","永豐金","1924","1847"
"7","華南永昌","1576","1604"
"8","星洲瑞銀","1516","1260"
"9","台新","1069","1659"
"10","元富","1176","931"
"4","光頡(3624)"
"1","元大","5088","5269"
"2","凱基","2951","3173"
"3","永豐金","1301","1780"
"4","富邦","1605","1413"
"5","群益","1150","1296"
"6","國泰綜合","1602","834"
"7","統一","617","1763"
"8","元富","861","837"
"9","華南永昌","760","502"
"10","兆豐","674","558"
"5","金居(8358)"
"1","元大","4920","3593"
"2","凱基","2274","3227"
"3","永豐金","1289","2137"
"4","富邦","1740","1329"
"5","國泰綜合","1852","855"
"6","群益","1096","1084"
"7","統一","858","775"
"8","美商高盛亞","208","1188"
"9","華南永昌","726","584"
"10","元富","635","576"
"6","信昌電(6173)"
"1","元大","4203","3328"
"2","凱基","1834","2975"
"3","富邦","1376","1587"
"4","永豐金","1127","1389"
"5","美商高盛亞","663","1071"
"6","星洲瑞銀","621","1090"
"7","國泰綜合","979","684"
"8","群益","697","748"
"9","元富","682","455"
"10","統一","563","549"
"7","千如(3236)"
"1","元大","4127","4156"
"2","凱基","2413","1851"
"3","富邦","1200","1166"
"4","群益","1041","944"
"5","永豐金","659","1007"
"6","美商高盛亞","797","739"
"7","國泰綜合","702","818"
"8","星洲瑞銀","656","584"
"9","元富","540","589"
"10","華南永昌","473","624"
"8","均豪(5443)"
"1","元大","2728","2429"
"2","富邦","1439","2006"
"3","凱基","1608","1795"
"4","國泰綜合","850","671"
"5","統一","691","442"
"6","永豐金","586","531"
"7","群益","531","427"
"8","元富","439","433"
"9","兆豐","375","268"
"10","台新","346","285"
"9","欣銓(3264)"
"1","元大","2946","2646"
"2","凱基","1498","1828"
"3","星洲瑞銀","536","1465"
"4","富邦","815","1015"
"5","兆豐","631","412"
"6","群益","402","589"
"7","國泰綜合","534","453"
"8","永豐金","648","319"
"9","美商高盛亞","560","283"
"10","元富","404","258"
"10","穩懋(3105)"
"1","元大","1819","2244"
"2","凱基","1641","967"
"3","永豐金","1578","576"
"4","富邦","675","1298"
"5","國泰綜合","444","988"
"6","美商高盛亞","685","677"
"7","星洲瑞銀","681","537"
"8","華南永昌","578","441"
"9","群益","465","477"
"10","統一","320","547"
"11","立敦(6175)"
"1","元大","2481","2040"
"2","凱基","1462","1751"
"3","富邦","927","835"
"4","永豐金","820","747"
"5","國泰綜合","761","766"
"6","群益","541","713"
"7","星洲瑞銀","506","735"
"8","元富","494","441"
"9","華南永昌","493","330"
"10","兆豐","381","285"
"12","湧德(3689)"
"1","元大","2632","2142"
"2","凱基","1820","1806"
"3","富邦","831","1412"
"4","永豐金","615","930"
"5","台新","265","871"
"6","群益","574","435"
"7","統一","253","575"
"8","新光","514","280"
"9","元富","422","345"
"10","美商高盛亞","345","310"
"13","華星光(4979)"
"1","元大","2000","1835"
"2","凱基","1696","1309"
"3","富邦","770","891"
"4","永豐金","888","528"
"5","國泰綜合","845","545"
"6","群益","649","684"
"7","美商高盛亞","467","826"
"8","元富","355","591"
"9","摩根大通","127","784"
"10","華南永昌","385","472"
"14","長科*(6548)"
"1","元大","1741","1954"
"2","凱基","1590","1579"
"3","群益","1946","441"
"4","富邦","511","761"
"5","永豐金","635","490"
"6","美商高盛亞","358","491"
"7","台新","463","366"
"8","國泰綜合","413","389"
"9","星洲瑞銀","323","469"
"10","華南永昌","275","341"
"15","光洋科(1785)"
"1","元大","1935","1842"
"2","凱基","1052","1208"
"3","富邦","676","896"
"4","星洲瑞銀","655","665"
"5","永豐金","419","699"
"6","國泰綜合","591","458"
"7","華南永昌","451","492"
"8","群益","334","271"
"9","統一","238","340"
"10","兆豐","303","243"
"16","華容(5328)"
"1","元大","1814","1708"
"2","美商高盛亞","805","1175"
"3","富邦","954","761"
"4","凱基","802","738"
"5","永豐金","518","412"
"6","群益","391","485"
"7","國泰綜合","388","282"
"8","元富","365","287"
"9","台新","404","247"
"10","華南永昌","345","263"
"17","波若威(3163)"
"1","元大","2149","1625"
"2","凱基","1009","1236"
"3","富邦","821","709"
"4","永豐金","540","457"
"5","國泰綜合","708","244"
"6","星洲瑞銀","22","762"
"7","群益","461","306"
"8","摩根大通","78","668"
"9","玉山證券","442","112"
"10","兆豐","344","175"
"18","中美晶(5483)"
"1","元大","1415","1309"
"2","凱基","1237","976"
"3","富邦","753","510"
"4","美林證券","167","670"
"5","永豐金","479","257"
"6","國泰綜合","427","257"
"7","群益","339","291"
"8","港商野村","51","560"
"9","星洲瑞銀","263","336"
"10","華南永昌","230","326"
"19","匯鑽科(8431)"
"1","元大","1996","1882"
"2","凱基","777","966"
"3","富邦","631","482"
"4","永豐金","334","526"
"5","群益","362","458"
"6","元富","163","581"
"7","國泰綜合","528","214"
"8","統一","230","412"
"9","中國信託證","146","474"
"10","新光","388","198"
"20","台特化(4772)"
"1","元大","1575","1560"
"2","凱基","821","1366"
"3","富邦","587","355"
"4","國泰綜合","438","334"
"5","群益","434","297"
"6","美商高盛亞","232","411"
"7","星洲瑞銀","281","348"
"8","永豐金","346","281"
"9","統一","232","382"
"10","台新","229","338"
"21","鉅橡(8074)"
"1","元大","1689","1768"
"2","凱基","877","751"
"3","富邦","719","791"
"4","國泰綜合","533","599"
"5","永豐金","251","483"
"6","華南永昌","366","229"
"7","群益","191","324"
"8","元富","260","211"
"9","美商高盛亞","229","225"
"10","台新","216","235"
"22","亞電(4939)"
"1","元大","1688","1298"
"2","凱基","1201","1270"
"3","永豐金","272","609"
"4","富邦","295","425"
"5","港商野村","339","357"
"6","國泰綜合","364","332"
"7","群益","327","215"
"8","星洲瑞銀","284","162"
"9","兆豐","186","245"
"10","摩根士丹利","265","107"
"23","蜜望實(8043)"
"1","元大","1730","1630"
"2","凱基","558","815"
"3","富邦","487","866"
"4","國泰綜合","613","240"
"5","美商高盛亞","219","580"
"6","永豐金","255","352"
"7","群益","239","325"
"8","台新","347","200"
"9","玉山證券","278","234"
"10","統一","187","293"
"24","台燿(6274)"
"1","元大","1476","1005"
"2","凱基","499","1089"
"3","富邦","531","494"
"4","永豐金","469","355"
"5","星洲瑞銀","295","523"
"6","國泰綜合","494","211"
"7","美商高盛亞","253","395"
"8","華南永昌","270","344"
"9","群益","235","204"
"10","元富","273","163"
"25","品安(8088)"
"1","元大","1249","1334"
"2","凱基","757","770"
"3","美商高盛亞","431","683"
"4","富邦","573","516"
"5","永豐金","323","422"
"6","星洲瑞銀","297","408"
"7","國泰綜合","359","265"
"8","群益","296","296"
"9","元富","211","242"
"10","華南永昌","264","167"
"26","安國(8054)"
"1","元大","1534","1414"
"2","凱基","798","964"
"3","富邦","539","401"
"4","永豐金","244","669"
"5","統一","238","641"
"6","國泰綜合","344","268"
"7","群益","221","305"
"8","台新","239","149"
"9","星洲瑞銀","176","156"
"10","中國信託證","151","175"
"27","鑫聯大投控(3709)"
"1","元大","946","1260"
"2","凱基","1092","896"
"3","富邦","466","892"
"4","永豐金","412","306"
"5","統一","77","612"
"6","國泰綜合","334","128"
"7","第一金證券","338","85"
"8","美林證券","60","352"
"9","台新","332","59"
"10","美商高盛亞","106","284"
"28","合晶(6182)"
"1","元大","1003","886"
"2","凱基","810","842"
"3","富邦","357","436"
"4","美商高盛亞","402","332"
"5","永豐金","322","329"
"6","華南永昌","244","214"
"7","統一","242","205"
"8","群益","203","243"
"9","國泰綜合","222","219"
"10","港商野村","186","201"
"29","東捷(8064)"
"1","元大","1290","1148"
"2","凱基","450","608"
"3","美商高盛亞","330","717"
"4","富邦","463","353"
"5","國泰綜合","398","274"
"6","星洲瑞銀","227","371"
"7","群益","264","210"
"8","永豐金","243","226"
"9","台新","255","200"
"10","兆豐","282","132"
"30","群聯(8299)"
"1","元大","849","857"
"2","凱基","717","985"
"3","星洲瑞銀","454","646"
"4","富邦","424","473"
"5","美商高盛亞","329","390"
"6","永豐金","360","332"
"7","統一","301","310"
"8","國泰綜合","337","254"
"9","群益","209","188"
"10","元富","217","127"
"共300筆"
