115年01月15日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","33395","35921"
"2","凱基","24527","23000"
"3","富邦","15460","16169"
"4","國泰綜合","11357","10336"
"5","永豐金","9072","8695"
"6","星洲瑞銀","8295","5292"
"7","群益","6567","6872"
"8","元富","5994","5668"
"9","華南永昌","5207","5840"
"10","台新","5216","5042"
"2","合晶(6182)"
"1","元大","12962","10828"
"2","凱基","8217","8725"
"3","富邦","7079","7660"
"4","永豐金","4028","5095"
"5","統一","2256","5692"
"6","國泰綜合","4027","2699"
"7","元富","2305","2673"
"8","群益","2565","2183"
"9","星洲瑞銀","2458","1492"
"10","華南永昌","2102","1828"
"3","信昌電(6173)"
"1","元大","13631","11760"
"2","凱基","7464","9159"
"3","富邦","5320","7571"
"4","永豐金","3730","3178"
"5","國泰綜合","3678","2778"
"6","統一","1919","3075"
"7","元富","2621","2206"
"8","群益","2313","2061"
"9","華南永昌","1890","2187"
"10","台新","2063","1514"
"4","金山電(8042)"
"1","元大","11489","9710"
"2","凱基","5918","7474"
"3","富邦","4109","6552"
"4","國泰綜合","3869","2821"
"5","永豐金","3145","2862"
"6","統一","1482","3123"
"7","群益","2259","2104"
"8","華南永昌","2235","1363"
"9","中國信託證","1771","1595"
"10","台新","1653","1287"
"5","千如(3236)"
"1","元大","12180","9888"
"2","凱基","6287","7013"
"3","富邦","3792","6534"
"4","國泰綜合","3258","2664"
"5","永豐金","2873","2224"
"6","群益","2362","2268"
"7","統一","1379","2587"
"8","美商高盛亞","1499","1301"
"9","元富","1460","1243"
"10","華南永昌","1266","1183"
"6","華容(5328)"
"1","富邦","7722","12608"
"2","元大","9507","6999"
"3","凱基","8071","5066"
"4","永豐金","2416","2508"
"5","國泰綜合","2119","1983"
"6","統一","1117","2464"
"7","華南永昌","1345","2131"
"8","元富","1579","1617"
"9","群益","1258","1673"
"10","摩根大通","1864","297"
"7","蜜望實(8043)"
"1","元大","9409","13399"
"2","富邦","9045","8901"
"3","凱基","3465","4494"
"4","國泰綜合","3091","2616"
"5","永豐金","2140","2379"
"6","群益","1484","1389"
"7","台新","1290","1219"
"8","元富","1293","1142"
"9","統一","1242","1009"
"10","星洲瑞銀","1124","867"
"8","世界(5347)"
"1","元大","5576","5664"
"2","富邦","3570","3775"
"3","凱基","3400","3811"
"4","星洲瑞銀","2690","1819"
"5","群益","2420","1799"
"6","永豐金","2274","1926"
"7","國泰綜合","2361","1435"
"8","美商高盛亞","2344","1206"
"9","元富","1251","1176"
"10","摩根士丹利","804","1408"
"9","九豪(6127)"
"1","元大","8052","6964"
"2","凱基","3150","4015"
"3","富邦","2531","3145"
"4","永豐金","2381","1942"
"5","群益","1462","1652"
"6","國泰綜合","1821","1211"
"7","統一","670","2352"
"8","華南永昌","1194","926"
"9","元富","887","772"
"10","國票","641","639"
"10","穩懋(3105)"
"1","元大","4691","4970"
"2","凱基","4125","4096"
"3","富邦","2438","2451"
"4","永豐金","1396","1759"
"5","國泰綜合","1421","1616"
"6","摩根士丹利","1931","741"
"7","美商高盛亞","1103","1297"
"8","元富","1024","1034"
"9","群益","1110","921"
"10","華南永昌","784","917"
"11","華電網(6163)"
"1","元大","5350","5340"
"2","凱基","3193","3197"
"3","富邦","2347","2667"
"4","永豐金","1968","2212"
"5","群益","1278","1076"
"6","國泰綜合","1068","953"
"7","統一","1222","721"
"8","台新","976","948"
"9","星洲瑞銀","835","782"
"10","玉山證券","782","774"
"12","鉅橡(8074)"
"1","元大","5480","5609"
"2","富邦","2469","2676"
"3","凱基","2041","2259"
"4","國泰綜合","1526","1470"
"5","群益","1224","1238"
"6","永豐金","1064","1279"
"7","華南永昌","891","792"
"8","台新","788","778"
"9","統一","748","811"
"10","星洲瑞銀","794","704"
"13","佳邦(6284)"
"1","元大","3321","6299"
"2","富邦","3991","4363"
"3","凱基","3153","2968"
"4","群益","1040","1496"
"5","美商高盛亞","1446","795"
"6","永豐金","970","796"
"7","國票","1150","259"
"8","元富","746","608"
"9","統一","569","641"
"10","華南永昌","590","609"
"14","中光電(5371)"
"1","元大","4393","4451"
"2","凱基","2916","2738"
"3","富邦","1290","1506"
"4","永豐金","1242","1199"
"5","群益","1153","1046"
"6","國泰綜合","844","1057"
"7","台新","875","871"
"8","美商高盛亞","448","1137"
"9","星洲瑞銀","797","640"
"10","元富","652","780"
"15","合正(5381)"
"1","元大","5074","5025"
"2","凱基","2676","2740"
"3","富邦","1793","2029"
"4","永豐金","691","1301"
"5","華南永昌","878","980"
"6","群益","827","607"
"7","國泰綜合","551","862"
"8","兆豐","765","631"
"9","元富","524","729"
"10","台新","387","584"
"16","品安(8088)"
"1","元大","2376","4141"
"2","富邦","4680","1657"
"3","凱基","1364","1168"
"4","永豐金","1092","1325"
"5","國泰綜合","542","1223"
"6","群益","581","796"
"7","華南永昌","513","622"
"8","星洲瑞銀","649","386"
"9","元富","439","545"
"10","美林證券","923","54"
"17","點序(6485)"
"1","元大","3029","2971"
"2","凱基","1922","2703"
"3","富邦","1847","1600"
"4","群益","1053","1012"
"5","國泰綜合","1265","792"
"6","永豐金","1169","857"
"7","統一","379","891"
"8","兆豐","615","532"
"9","元富","452","457"
"10","華南永昌","343","491"
"18","建榮(5340)"
"1","凱基","6088","2018"
"2","元大","1928","3337"
"3","富邦","1225","1848"
"4","永豐金","700","874"
"5","統一","796","463"
"6","元富","409","739"
"7","台新","737","386"
"8","國泰綜合","252","866"
"9","華南永昌","333","636"
"10","群益","275","615"
"19","亞電(4939)"
"1","凱基","4731","1981"
"2","元大","2667","3078"
"3","富邦","983","1547"
"4","永豐金","657","808"
"5","國泰綜合","499","933"
"6","群益","637","707"
"7","元富","352","660"
"8","華南永昌","357","596"
"9","兆豐","407","481"
"10","台新","408","424"
"20","協易機(4533)"
"1","元大","2669","3165"
"2","凱基","1795","2428"
"3","富邦","2849","1263"
"4","群益","572","717"
"5","國泰綜合","771","490"
"6","永豐金","686","516"
"7","華南永昌","613","510"
"8","元富","411","635"
"9","統一","501","467"
"10","台新","458","410"
"21","高鋒(4510)"
"1","元大","3053","2417"
"2","凱基","1526","2271"
"3","富邦","1248","1451"
"4","永豐金","1171","942"
"5","國泰綜合","764","644"
"6","元富","625","512"
"7","統一","415","715"
"8","群益","601","527"
"9","兆豐","613","513"
"10","華南永昌","447","508"
"22","鑫科(3663)"
"1","元大","2302","2310"
"2","凱基","2470","1929"
"3","富邦","1179","1394"
"4","群益","684","1241"
"5","元富","896","1003"
"6","統一","930","459"
"7","永豐金","473","644"
"8","兆豐","568","535"
"9","華南永昌","384","547"
"10","國泰綜合","411","492"
"23","萬泰科(6190)"
"1","元大","2015","2722"
"2","凱基","1977","1208"
"3","富邦","915","1003"
"4","國泰綜合","805","875"
"5","永豐金","655","840"
"6","群益","587","618"
"7","華南永昌","611","476"
"8","元富","492","534"
"9","星洲瑞銀","628","393"
"10","兆豐","288","425"
"24","台嘉碩(3221)"
"1","元大","2608","2649"
"2","富邦","1248","2664"
"3","凱基","1788","1738"
"4","群益","654","559"
"5","永豐金","495","575"
"6","國泰綜合","614","366"
"7","華南永昌","456","424"
"8","新光","552","259"
"9","台新","482","282"
"10","元富","463","258"
"25","光頡(3624)"
"1","元大","2854","2827"
"2","凱基","1590","1407"
"3","富邦","1001","952"
"4","國泰綜合","792","672"
"5","永豐金","664","672"
"6","群益","552","634"
"7","統一","443","548"
"8","元富","553","414"
"9","華南永昌","338","479"
"10","台新","349","418"
"26","茂迪(6244)"
"1","元大","2089","1925"
"2","凱基","1876","1452"
"3","富邦","930","1502"
"4","美商高盛亞","1224","860"
"5","永豐金","523","573"
"6","華南永昌","385","710"
"7","國泰綜合","592","437"
"8","群益","470","423"
"9","元富","457","353"
"10","統一","179","416"
"27","聯光通(4903)"
"1","元大","2557","2189"
"2","凱基","1204","1638"
"3","富邦","1391","784"
"4","永豐金","889","744"
"5","群益","616","864"
"6","華南永昌","462","567"
"7","統一","381","616"
"8","兆豐","537","279"
"9","台新","412","368"
"10","元富","414","352"
"28","台星科(3265)"
"1","元大","2238","2387"
"2","凱基","1362","1651"
"3","富邦","1183","1022"
"4","永豐金","602","690"
"5","群益","617","474"
"6","國泰綜合","558","524"
"7","星洲瑞銀","455","432"
"8","華南永昌","430","354"
"9","美商高盛亞","462","292"
"10","兆豐","335","388"
"29","台半(5425)"
"1","元大","2303","2153"
"2","凱基","1440","1265"
"3","富邦","836","766"
"4","永豐金","519","746"
"5","華南永昌","607","648"
"6","美商高盛亞","653","396"
"7","國泰綜合","455","526"
"8","群益","486","485"
"9","元富","348","424"
"10","新光","363","402"
"30","東捷(8064)"
"1","元大","2148","2024"
"2","凱基","1379","1765"
"3","富邦","908","1019"
"4","群益","648","637"
"5","國泰綜合","435","602"
"6","永豐金","473","432"
"7","合庫","594","226"
"8","星洲瑞銀","447","314"
"9","統一","329","313"
"10","華南永昌","275","307"
"共300筆"
