115年03月05日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","14799","18883"
"2","凱基","6879","9178"
"3","國泰綜合","5739","4476"
"4","富邦","4897","4306"
"5","永豐金","5016","2893"
"6","摩根士丹利","2344","4752"
"7","群益","3267","2742"
"8","華南永昌","2468","2562"
"9","統一","2169","2846"
"10","新光","3124","1711"
"2","協易機(4533)"
"1","元大","12945","10989"
"2","凱基","4267","6598"
"3","富邦","3959","3647"
"4","國泰綜合","3204","2492"
"5","群益","2646","2776"
"6","台新","1671","2769"
"7","永豐金","2369","1878"
"8","華南永昌","1533","1628"
"9","元富","1576","1259"
"10","統一","881","1277"
"3","晟德(4123)"
"1","元大","8882","7063"
"2","凱基","4318","5629"
"3","富邦","2313","2836"
"4","永豐金","1885","2329"
"5","群益","1741","1890"
"6","台新","926","2366"
"7","統一","1064","2039"
"8","美商高盛亞","2048","937"
"9","國泰綜合","1565","1355"
"10","元富","986","1263"
"4","茂迪(6244)"
"1","元大","9473","9404"
"2","凱基","4560","4189"
"3","富邦","3623","2898"
"4","國泰綜合","2487","2145"
"5","永豐金","1967","1571"
"6","群益","1485","1904"
"7","美商高盛亞","1094","1746"
"8","華南永昌","1267","1219"
"9","統一","1060","1201"
"10","星洲瑞銀","191","1926"
"5","金居(8358)"
"1","元大","7116","5508"
"2","凱基","3638","3867"
"3","富邦","2509","1934"
"4","國泰綜合","2312","1558"
"5","群益","1646","1762"
"6","永豐金","1576","1196"
"7","華南永昌","1274","947"
"8","台新","859","1091"
"9","美商高盛亞","507","1206"
"10","國票","478","1148"
"6","良維(6290)"
"1","凱基","2788","2298"
"2","元大","2323","2496"
"3","富邦","1402","1415"
"4","永豐金","1252","1438"
"5","摩根士丹利","1531","509"
"6","群益","879","1041"
"7","美商高盛亞","547","1205"
"8","國泰綜合","882","741"
"9","兆豐","601","785"
"10","統一","759","595"
"7","陽程(3498)"
"1","元大","2962","2690"
"2","凱基","2090","2304"
"3","富邦","1278","963"
"4","群益","796","801"
"5","永豐金","801","658"
"6","國泰綜合","716","500"
"7","元富","531","541"
"8","美商高盛亞","301","729"
"9","統一","366","630"
"10","華南永昌","438","377"
"8","宏捷科(8086)"
"1","元大","2164","2100"
"2","凱基","1626","1592"
"3","富邦","812","759"
"4","永豐金","676","579"
"5","群益","600","605"
"6","台新","309","852"
"7","國泰綜合","600","376"
"8","元富","439","316"
"9","摩根大通","212","531"
"10","新光","412","296"
"9","元太(8069)"
"1","元大","1893","1554"
"2","凱基","963","1555"
"3","星洲瑞銀","1698","646"
"4","摩根士丹利","1738","40"
"5","大和國泰","8","1315"
"6","法銀巴黎證","0","1306"
"7","美商高盛亞","961","302"
"8","摩根大通","846","271"
"9","富邦","718","382"
"10","國票","50","818"
"10","世界(5347)"
"1","元大","2174","1227"
"2","凱基","1128","1315"
"3","美商高盛亞","1064","583"
"4","中國信託證","175","1222"
"5","星洲瑞銀","370","977"
"6","富邦","846","434"
"7","大和國泰","0","1063"
"8","國泰綜合","550","296"
"9","永豐金","405","293"
"10","摩根大通","44","574"
"11","前鼎(4908)"
"1","元大","1955","1868"
"2","富邦","1850","1748"
"3","凱基","985","1095"
"4","永豐金","705","630"
"5","統一","457","583"
"6","群益","471","525"
"7","兆豐","610","327"
"8","國泰綜合","407","430"
"9","元富","247","342"
"10","華南永昌","239","287"
"12","威剛(3260)"
"1","凱基","1514","1475"
"2","元大","1285","1381"
"3","永豐金","490","1126"
"4","富邦","526","612"
"5","群益","678","421"
"6","美商高盛亞","501","387"
"7","國泰綜合","313","489"
"8","星洲瑞銀","217","569"
"9","國票","422","268"
"10","華南永昌","360","297"
"13","順達(3211)"
"1","元大","934","1382"
"2","凱基","1172","716"
"3","永豐金","415","1351"
"4","群益","426","1319"
"5","富邦","795","834"
"6","統一","600","202"
"7","華南永昌","375","355"
"8","台新","506","210"
"9","兆豐","430","255"
"10","國泰綜合","323","357"
"14","新復興(4909)"
"1","元大","2096","2129"
"2","凱基","747","992"
"3","群益","632","524"
"4","富邦","595","519"
"5","國泰綜合","436","414"
"6","統一","358","378"
"7","玉山證券","522","157"
"8","永豐金","294","360"
"9","元富","284","365"
"10","星洲瑞銀","150","485"
"15","光洋科(1785)"
"1","元大","1010","2173"
"2","凱基","1160","984"
"3","華南永昌","1246","227"
"4","新光","1061","150"
"5","富邦","195","616"
"6","美商高盛亞","396","369"
"7","康和","617","103"
"8","元富","266","377"
"9","國泰綜合","370","248"
"10","永豐金","178","424"
"16","聯亞(3081)"
"1","元大","2194","1898"
"2","富邦","654","541"
"3","美商高盛亞","383","568"
"4","凱基","447","484"
"5","永豐金","416","291"
"6","摩根士丹利","55","594"
"7","國泰綜合","380","261"
"8","群益","354","274"
"9","統一","263","356"
"10","摩根大通","106","432"
"17","擎亞(8096)"
"1","元大","1485","1494"
"2","永豐金","1059","659"
"3","凱基","886","792"
"4","星洲瑞銀","214","566"
"5","元富","352","341"
"6","群益","346","329"
"7","富邦","387","280"
"8","國泰綜合","343","215"
"9","華南永昌","389","167"
"10","新光","289","263"
"18","榮剛(5009)"
"1","元大","1507","859"
"2","凱基","586","1447"
"3","群益","438","620"
"4","富邦","507","244"
"5","美商高盛亞","26","672"
"6","國泰綜合","379","255"
"7","永豐金","414","214"
"8","統一","397","216"
"9","元富","279","238"
"10","星洲瑞銀","159","299"
"19","康和證(6016)"
"1","元大","1011","1681"
"2","富邦","613","566"
"3","凱基","700","321"
"4","群益","513","406"
"5","亞東","0","884"
"6","美商高盛亞","609","101"
"7","永豐金","231","441"
"8","摩根士丹利","502","8"
"9","華南永昌","147","321"
"10","台新","400","65"
"20","鈺創(5351)"
"1","元大","1432","1316"
"2","凱基","755","704"
"3","富邦","318","497"
"4","元富","222","418"
"5","群益","321","300"
"6","摩根大通","489","113"
"7","永豐金","205","367"
"8","美商高盛亞","374","126"
"9","兆豐","138","324"
"10","國泰綜合","187","259"
"21","穩懋(3105)"
"1","永豐金","735","1499"
"2","元大","795","782"
"3","富邦","832","370"
"4","凱基","415","583"
"5","統一","337","392"
"6","摩根大通","644","2"
"7","群益","290","276"
"8","元富","232","318"
"9","國泰綜合","248","197"
"10","摩根士丹利","134","310"
"22","臺慶科(3357)"
"1","元大","1453","1322"
"2","凱基","679","748"
"3","富邦","447","677"
"4","美商高盛亞","152","486"
"5","永豐金","374","260"
"6","國泰綜合","349","223"
"7","群益","242","260"
