115年03月30日 截至11:26止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","光洋科(1785)"
"1","元大","13521","12122"
"2","凱基","4345","5919"
"3","富邦","4287","3053"
"4","國泰綜合","4673","1877"
"5","星洲瑞銀","1190","4866"
"6","永豐金","3481","2048"
"7","群益","2252","2500"
"8","台新","1811","1976"
"9","美商高盛亞","725","2768"
"10","摩根大通","985","2171"
"2","頎邦(6147)"
"1","凱基","5854","4281"
"2","元大","3888","5454"
"3","統一","543","3592"
"4","永豐金","2249","1122"
"5","國票","406","2871"
"6","群益","1763","1003"
"7","富邦","1284","1319"
"8","國泰綜合","1153","719"
"9","港商野村","1188","414"
"10","星洲瑞銀","798","687"
"3","穩懋(3105)"
"1","元大","4839","3541"
"2","凱基","3373","3995"
"3","富邦","1966","2722"
"4","永豐金","1410","1586"
"5","群益","1127","1475"
"6","國泰綜合","1731","843"
"7","摩根士丹利","770","1339"
"8","星洲瑞銀","328","1736"
"9","台新","805","807"
"10","摩根大通","488","1087"
"4","擎亞(8096)"
"1","元大","4724","5421"
"2","凱基","2554","4139"
"3","富邦","2093","1603"
"4","國泰綜合","1893","1094"
"5","群益","1262","1243"
"6","永豐金","1304","1105"
"7","華南永昌","1060","666"
"8","台新","789","706"
"9","統一","536","795"
"10","元富","667","534"
"5","富喬(1815)"
"1","元大","3666","3075"
"2","凱基","1876","1486"
"3","富邦","1200","855"
"4","統一","468","1196"
"5","星洲瑞銀","297","1329"
"6","國泰綜合","905","638"
"7","摩根士丹利","388","937"
"8","群益","772","529"
"9","永豐金","675","568"
"10","新光","543","459"
"6","台嘉碩(3221)"
"1","元大","3821","3188"
"2","凱基","860","2717"
"3","富邦","1396","1270"
"4","群益","947","884"
"5","國泰綜合","1166","523"
"6","華南永昌","905","592"
"7","永豐金","627","686"
"8","國票","494","552"
"9","元富","345","672"
"10","統一","238","754"
"7","鈦昇(8027)"
"1","元大","2704","3224"
"2","凱基","3868","1707"
"3","富邦","1273","1085"
"4","永豐金","993","963"
"5","群益","574","849"
"6","國泰綜合","469","546"
"7","台新","454","427"
"8","美商高盛亞","444","362"
"9","統一","299","381"
"10","華南永昌","227","426"
"8","順達(3211)"
"1","元大","1978","1922"
"2","凱基","1248","1372"
"3","永豐金","829","902"
"4","富邦","635","606"
"5","國泰綜合","701","391"
"6","群益","594","473"
"7","台新","300","545"
"8","華南永昌","459","305"
"9","美商高盛亞","325","429"
"10","星洲瑞銀","109","532"
"9","東典光電(6588)"
"1","元大","1887","1939"
"2","凱基","1109","1503"
"3","富邦","1029","939"
"4","國泰綜合","582","519"
"5","群益","516","480"
"6","永豐金","437","291"
"7","元富","337","390"
"8","摩根大通","406","301"
"9","玉山證券","351","318"
"10","華南永昌","321","293"
"10","世界(5347)"
"1","元大","1720","1559"
"2","國泰綜合","590","2219"
"3","凱基","1191","1039"
"4","美商高盛亞","657","503"
"5","富邦","491","541"
"6","摩根士丹利","261","539"
"7","福邦","695","34"
"8","星洲瑞銀","144","577"
"9","群益","230","387"
"10","摩根大通","376","213"
"11","IET-KY(4971)"
"1","元大","1943","2163"
"2","凱基","1159","1145"
"3","富邦","615","830"
"4","國泰綜合","664","431"
"5","永豐金","524","448"
"6","美商高盛亞","483","458"
"7","群益","381","475"
"8","華南永昌","244","344"
"9","統一","285","230"
"10","新光","238","180"
"12","泰藝(8289)"
"1","凱基","2009","3106"
"2","元大","1704","1496"
"3","永豐金","994","257"
"4","富邦","566","431"
"5","群益","300","491"
"6","國泰綜合","331","219"
"7","統一","252","256"
"8","兆豐","219","205"
"9","元富","199","211"
"10","華南永昌","235","169"
"13","泰谷(3339)"
"1","元大","2036","1698"
"2","凱基","1050","1384"
"3","富邦","446","544"
"4","永豐金","511","455"
"5","群益","526","391"
"6","國泰綜合","330","295"
"7","元富","289","292"
"8","華南永昌","312","259"
"9","統一","244","275"
"10","國票","123","395"
"14","金居(8358)"
"1","元大","1608","1683"
"2","凱基","1050","1078"
"3","永豐金","391","560"
"4","國泰綜合","449","489"
"5","群益","338","547"
"6","富邦","428","413"
"7","港商野村","458","344"
"8","兆豐","377","136"
"9","美商高盛亞","258","187"
"10","統一","123","242"
"15","台燿(6274)"
"1","元大","1308","1318"
"2","凱基","762","1091"
"3","富邦","653","389"
"4","永豐金","462","297"
"5","國泰綜合","561","188"
"6","美商高盛亞","236","473"
"7","星洲瑞銀","20","521"
"8","群益","284","255"
"9","摩根士丹利","52","422"
"10","元富","252","202"
"16","世紀*(5314)"
"1","元大","1309","1516"
"2","凱基","1407","824"
"3","富邦","356","427"
"4","華南永昌","383","336"
"5","群益","445","229"
"6","永豐金","279","349"
"7","國泰綜合","306","269"
"8","兆豐","280","270"
"9","元富","211","284"
"10","台新","221","168"
"17","東捷(8064)"
"1","元大","1626","1402"
"2","凱基","815","986"
"3","富邦","603","701"
"4","永豐金","276","1008"
"5","群益","234","521"
"6","港商野村","213","201"
"7","兆豐","190","222"
"8","元富","255","146"
"9","星洲瑞銀","247","142"
"10","華南永昌","263","120"
"18","聯寶(6821)"
"1","元大","1138","1208"
"2","凱基","969","1110"
