115年04月07日 截至11:26止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"9","國泰綜合","188","448"
"10","摩根大通","479","83"
"10","波若威(3163)"
"1","元大","2128","1966"
"2","凱基","1425","2166"
"3","富邦","786","708"
"4","國泰綜合","842","603"
"5","永豐金","748","529"
"6","台新","519","534"
"7","群益","442","417"
"8","統一","416","259"
"9","美商高盛亞","357","308"
"10","摩根士丹利","47","561"
"11","鈺創(5351)"
"1","元大","2226","2061"
"2","凱基","1071","1148"
"3","富邦","1056","594"
"4","群益","491","572"
"5","永豐金","601","431"
"6","國泰綜合","694","273"
"7","摩根士丹利","13","809"
"8","台新","444","291"
"9","星洲瑞銀","151","563"
"10","兆豐","301","288"
"12","台燿(6274)"
"1","元大","1534","2151"
"2","富邦","1690","782"
"3","凱基","1270","1015"
"4","國票","813","210"
"5","國泰綜合","395","575"
"6","永豐金","256","501"
"7","台新","195","536"
"8","群益","249","460"
"9","統一","496","205"
"10","華南永昌","141","381"
"13","德宏(5475)"
"1","台新","550","1513"
"2","富邦","526","1398"
"3","凱基","826","1094"
"4","元大","1145","722"
"5","永豐金","843","200"
"6","美林證券","230","422"
"7","國泰綜合","481","144"
"8","群益","370","143"
"9","摩根大通","310","162"
"10","華南永昌","254","187"
"14","鈦昇(8027)"
"1","元大","1814","1536"
"2","凱基","785","995"
"3","富邦","448","951"
"4","群益","633","483"
"5","永豐金","460","309"
"6","國泰綜合","425","342"
"7","星洲瑞銀","278","338"
"8","美商高盛亞","138","444"
"9","台新","311","242"
"10","華南永昌","256","211"
"15","金居(8358)"
"1","元大","1393","1684"
"2","凱基","957","1035"
"3","永豐金","628","624"
"4","國泰綜合","519","687"
"5","富邦","449","475"
"6","台新","263","256"
"7","星洲瑞銀","371","137"
"8","群益","191","270"
"9","統一","302","118"
"10","美商高盛亞","260","142"
"16","欣銓(3264)"
"1","元大","1427","1298"
"2","凱基","635","795"
"3","群益","558","250"
"4","富邦","365","388"
"5","美商高盛亞","254","492"
"6","永豐金","328","220"
"7","國泰綜合","316","220"
"8","台新","241","289"
"9","摩根士丹利","12","478"
"10","統一","230","145"
"17","泰谷(3339)"
"1","元大","1274","1004"
"2","凱基","546","757"
"3","群益","586","486"
"4","台新","309","229"
"5","富邦","276","261"
"6","統一","212","321"
"7","永豐金","211","256"
"8","兆豐","169","291"
"9","國泰綜合","227","211"
"10","國票","133","258"
"18","宜鼎(5289)"
"1","元大","1377","1155"
"2","凱基","521","477"
"3","摩根士丹利","0","780"
"4","富邦","374","393"
"5","統一","363","109"
"6","摩根大通","86","353"
"7","華南永昌","279","140"
"8","群益","304","100"
"9","美商高盛亞","2","401"
"10","永豐金","292","94"
"19","萬泰科(6190)"
"1","元大","893","931"
"2","凱基","362","644"
"3","群益","441","256"
"4","富邦","233","433"
"5","台新","321","261"
"6","摩根士丹利","489","52"
"7","國泰綜合","136","315"
"8","永豐金","140","242"
"9","美商高盛亞","197","163"
"10","華南永昌","111","207"
"20","廣穎(4973)"
"1","元大","970","802"
"2","凱基","471","757"
"3","富邦","443","270"
"4","群益","411","284"
"5","統一","228","451"
"6","台新","279","140"
"7","摩根大通","169","242"
"8","國票","227","160"
"9","美商高盛亞","13","344"
"10","永豐金","182","159"
"21","東捷(8064)"
"1","元大","838","846"
"2","凱基","476","593"
"3","富邦","547","224"
"4","群益","329","320"
"5","摩根士丹利","5","571"
"6","永豐金","269","170"
"7","星洲瑞銀","102","327"
"8","摩根大通","41","291"
"9","國泰綜合","185","107"
"10","統一","172","119"
"22","順達(3211)"
"1","元大","1017","741"
"2","凱基","680","614"
"3","永豐金","178","527"
"4","富邦","162","277"
"5","群益","211","178"
"6","星洲瑞銀","298","74"
"7","台新","129","172"
"8","國泰綜合","120","175"
"9","華南永昌","105","189"
"10","美林證券","136","133"
"23","港建*(3093)"
"1","凱基","822","683"
"2","元大","389","536"
"3","兆豐","796","86"
"4","台新","404","428"
"5","富邦","273","372"
"6","永豐金","245","201"
"7","統一","166","240"
"8","群益","91","309"
"9","國票","155","110"
"10","國泰綜合","91","153"
"24","台半(5425)"
"1","元大","708","706"
"2","凱基","533","527"
"3","台新","412","190"
"4","富邦","146","299"
"5","統一","237","161"
"6","群益","161","233"
"7","永豐金","165","197"
"8","美商高盛亞","243","91"
"9","星洲瑞銀","190","77"
"10","國泰綜合","74","151"
"25","台嘉碩(3221)"
"1","元大","844","1062"
"2","凱基","384","460"
"3","富邦","229","307"
"4","國泰綜合","337","130"
"5","永豐金","147","273"
"6","中國信託證","166","144"
"7","台新","204","84"
"8","華南永昌","100","166"
"9","群益","120","118"
"10","兆豐","168","63"
"26","湧德(3689)"
"1","富邦","1601","259"
"2","元大","404","759"
"3","兆豐","392","76"
"4","台新","143","239"
"5","永豐金","129","239"
"6","凱基","106","238"
"7","國泰綜合","10","309"
"8","群益","89","189"
"9","國票","194","66"
"10","中國信託證","125","74"
"27","九豪(6127)"
"1","元大","966","1074"
"2","凱基","312","337"
"3","富邦","341","218"
"4","國泰綜合","267","232"
"5","群益","167","330"
"6","華南永昌","295","146"
"7","國票","65","232"
"8","永豐金","133","151"
"9","玉山證券","223","60"
"10","統一","105","96"
"28","群翊(6664)"
"1","元大","757","764"
"2","凱基","660","717"
"3","富邦","217","348"
"4","美商高盛亞","199","230"
"5","台新","156","148"
"6","國泰綜合","145","119"
"7","永豐金","122","136"
"8","群益","113","114"
"9","兆豐","169","40"
"10","統一","101","90"
"29","璟德(3152)"
"1","元大","795","616"
"2","凱基","530","489"
"3","富邦","228","385"
"4","統一","65","311"
"5","永豐金","204","169"
"6","兆豐","243","105"
"7","台新","200","139"
"8","群益","169","159"
"9","國泰綜合","175","100"
"10","美商高盛亞","102","143"
"30","聚和(6509)"
"1","元大","529","672"
"2","凱基","474","307"
"3","富邦","266","268"
"4","台新","171","329"
"5","國泰綜合","269","203"
"6","統一","55","383"
"7","群益","200","226"
"8","國票","290","39"
"9","兆豐","176","94"
"10","永豐金","123","127"
