115年01月19日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","22484","31440"
"2","富邦","27305","22700"
"3","凱基","15963","16452"
"4","統一","10698","6416"
"5","永豐金","6790","9731"
"6","國泰綜合","7813","8680"
"7","星洲瑞銀","11140","3966"
"8","國票","7992","6237"
"9","群益","7337","6230"
"10","台新","3010","4494"
"2","世界(5347)"
"1","元大","6665","5005"
"2","凱基","3662","4319"
"3","富邦","2807","3225"
"4","星洲瑞銀","722","3884"
"5","永豐金","2323","1565"
"6","國泰綜合","2380","767"
"7","美商高盛亞","561","2384"
"8","美林證券","1012","1633"
"9","群益","1396","1001"
"10","華南永昌","1318","607"
"3","建榮(5340)"
"1","元大","3690","4839"
"2","凱基","3663","2627"
"3","富邦","2429","2847"
"4","國泰綜合","1131","1181"
"5","永豐金","1101","946"
"6","統一","1394","626"
"7","華南永昌","506","1474"
"8","星洲瑞銀","989","797"
"9","台新","410","1033"
"10","新光","658","622"
"4","協易機(4533)"
"1","元大","4475","4077"
"2","凱基","3297","3090"
"3","富邦","1605","3536"
"4","國泰綜合","1607","1025"
"5","永豐金","981","1117"
"6","群益","1088","783"
"7","華南永昌","716","845"
"8","兆豐","805","596"
"9","元富","667","593"
"10","統一","432","613"
"5","信昌電(6173)"
"1","元大","3385","4018"
"2","凱基","2637","2473"
"3","富邦","1418","1250"
"4","永豐金","924","1131"
"5","美商高盛亞","975","813"
"6","星洲瑞銀","1036","707"
"7","國泰綜合","765","963"
"8","群益","828","728"
"9","元富","534","704"
"10","統一","535","571"
"6","蜜望實(8043)"
"1","元大","3942","4320"
"2","富邦","1846","2069"
"3","凱基","1810","2081"
"4","國泰綜合","1108","848"
"5","永豐金","1108","783"
"6","星洲瑞銀","820","914"
"7","群益","722","616"
"8","台新","647","497"
"9","統一","491","624"
"10","華南永昌","591","389"
"7","凱崴(5498)"
"1","元大","4184","4329"
"2","凱基","1342","1587"
"3","國泰綜合","1748","1166"
"4","富邦","1358","1312"
"5","永豐金","987","1150"
"6","華南永昌","773","575"
"7","星洲瑞銀","234","1094"
"8","群益","652","609"
"9","台新","726","366"
"10","摩根大通","171","855"
"8","中探針(6217)"
"1","元大","3245","3670"
"2","凱基","2994","2119"
"3","群益","1021","1056"
"4","富邦","1034","1022"
"5","永豐金","715","1045"
"6","國泰綜合","1016","685"
"7","美商高盛亞","776","575"
"8","兆豐","698","486"
"9","元富","522","594"
"10","統一","403","605"
"9","華容(5328)"
"1","元大","2101","5511"
"2","富邦","1413","1898"
"3","凱基","1028","2216"
"4","中國信託證","2046","333"
"5","統一","1504","192"
"6","摩根大通","1681","1"
"7","國泰綜合","937","622"
"8","華南永昌","435","833"
"9","永豐金","685","507"
"10","元富","480","656"
"10","佶優(5452)"
"1","元大","3029","2384"
"2","富邦","1176","2965"
"3","凱基","1774","2264"
"4","永豐金","895","529"
"5","國泰綜合","815","459"
"6","群益","437","628"
"7","台新","526","454"
"8","元富","516","442"
"9","華南永昌","427","399"
"10","摩根大通","523","258"
"11","合晶(6182)"
"1","元大","2803","2563"
"2","凱基","1347","2687"
"3","富邦","1163","718"
"4","國泰綜合","776","993"
"5","星洲瑞銀","945","759"
"6","永豐金","471","656"
"7","華南永昌","624","481"
"8","美商高盛亞","610","441"
"9","兆豐","342","686"
"10","群益","486","437"
"12","華電網(6163)"
"1","元大","2340","2615"
"2","凱基","2238","2561"
"3","富邦","1121","1030"
"4","永豐金","993","1093"
"5","群益","609","642"
"6","國泰綜合","606","558"
"7","新光","419","488"
"8","兆豐","415","432"
"9","元富","397","315"
"10","台新","309","339"
"13","台半(5425)"
"1","元大","2270","2584"
"2","凱基","1284","1533"
"3","富邦","1381","808"
"4","永豐金","663","726"
"5","群益","768","551"
"6","國泰綜合","765","498"
"7","美商高盛亞","522","657"
"8","統一","414","672"
"9","星洲瑞銀","400","670"
"10","元富","374","607"
