115年01月15日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","28269","30465"
"2","凱基","19972","19701"
"3","富邦","13207","13223"
"4","國泰綜合","9176","7958"
"5","永豐金","7087","7265"
"6","星洲瑞銀","7749","3991"
"7","群益","5561","5613"
"8","元富","4929","4616"
"9","華南永昌","4199","4796"
"10","台新","4318","4011"
"2","信昌電(6173)"
"1","元大","11501","9527"
"2","凱基","5746","7977"
"3","富邦","4399","6345"
"4","永豐金","2861","2553"
"5","國泰綜合","3380","1714"
"6","統一","1142","2825"
"7","元富","2129","1498"
"8","華南永昌","1651","1691"
"9","群益","1626","1585"
"10","星洲瑞銀","1390","1815"
"3","合晶(6182)"
"1","元大","9873","7380"
"2","凱基","6423","6462"
"3","富邦","4189","6249"
"4","統一","1980","5035"
"5","永豐金","2663","4121"
"6","國泰綜合","3457","1340"
"7","元富","1509","1821"
"8","華南永昌","1689","1301"
"9","群益","1493","1449"
"10","星洲瑞銀","1107","1361"
"4","華容(5328)"
"1","富邦","7719","12566"
"2","元大","9036","6902"
"3","凱基","8071","5050"
"4","永豐金","2416","2476"
"5","國泰綜合","2118","1861"
"6","統一","1117","2455"
"7","華南永昌","1345","2117"
"8","元富","1579","1603"
"9","群益","1247","1636"
"10","摩根大通","1864","297"
"5","金山電(8042)"
"1","元大","9779","7894"
"2","凱基","4594","6873"
"3","富邦","3338","5646"
"4","國泰綜合","3562","1466"
"5","永豐金","2075","2356"
"6","統一","889","2925"
"7","中國信託證","1644","1429"
"8","群益","1486","1459"
"9","華南永昌","1934","883"
"10","台新","1387","1009"
"6","蜜望實(8043)"
"1","元大","7465","12283"
"2","富邦","8642","7465"
"3","凱基","2797","4008"
"4","國泰綜合","2837","1975"
"5","永豐金","1601","2059"
"6","元富","1194","976"
"7","群益","1072","1022"
"8","台新","1143","921"
"9","統一","860","921"
"10","星洲瑞銀","886","724"
"7","千如(3236)"
"1","元大","9307","6993"
"2","凱基","4639","5474"
"3","富邦","2400","5452"
"4","國泰綜合","2694","1583"
"5","永豐金","1894","1651"
"6","統一","1003","2396"
"7","群益","1506","1442"
"8","美商高盛亞","1250","1202"
"9","華南永昌","1009","812"
"10","台新","1062","755"
"8","世界(5347)"
"1","元大","4380","4744"
"2","凱基","2324","3379"
"3","富邦","2306","3208"
"4","星洲瑞銀","2578","1432"
"5","群益","1778","1324"
"6","國泰綜合","1893","1142"
"7","美商高盛亞","2018","739"
"8","永豐金","1397","813"
