115年02月25日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","19480","22076"
"2","凱基","11269","10268"
"3","富邦","6129","6339"
"4","永豐金","4096","7684"
"5","國泰綜合","5110","4993"
"6","群益","3147","3145"
"7","摩根士丹利","5315","673"
"8","統一","2451","3429"
"9","星洲瑞銀","1540","3875"
"10","華南永昌","2733","2609"
"2","茂迪(6244)"
"1","元大","16290","20603"
"2","凱基","11285","11160"
"3","富邦","6468","9560"
"4","國泰綜合","4276","3605"
"5","摩根士丹利","5754","972"
"6","永豐金","2700","2939"
"7","群益","2488","2917"
"8","統一","1814","2406"
"9","華南永昌","2065","2039"
"10","台新","1843","2069"
"3","金居(8358)"
"1","元大","7508","7171"
"2","凱基","3286","6956"
"3","富邦","3309","4236"
"4","永豐金","1788","1827"
"5","群益","2349","1093"
"6","國泰綜合","2051","1046"
"7","元富","1834","843"
"8","摩根大通","773","1722"
"9","兆豐","1255","1153"
"10","統一","1096","1300"
"4","穩懋(3105)"
"1","元大","5298","9627"
"2","凱基","5118","4531"
"3","富邦","2029","2237"
"4","國泰綜合","1913","1618"
"5","美商高盛亞","1870","1500"
"6","摩根士丹利","3026","207"
"7","群益","1467","1287"
"8","永豐金","1221","1277"
"9","星洲瑞銀","915","1556"
"10","元富","1018","799"
"5","世界(5347)"
"1","元大","4437","3694"
"2","凱基","4200","3002"
"3","富邦","2461","2360"
"4","星洲瑞銀","1089","3656"
"5","美商高盛亞","358","2653"
"6","摩根士丹利","471","2502"
"7","兆豐","2061","399"
"8","國泰綜合","1660","709"
"9","元富","1009","451"
"10","統一","670","761"
"6","華容(5328)"
"1","元大","6504","4965"
"2","凱基","1873","3142"
"3","美商高盛亞","1088","2315"
"4","富邦","2003","1388"
"5","群益","900","1513"
"6","永豐金","1074","1069"
"7","國泰綜合","1425","699"
"8","華南永昌","992","666"
"9","統一","650","970"
"10","摩根大通","114","1409"
"7","華星光(4979)"
"1","元大","4541","3672"
"2","凱基","2473","2958"
"3","富邦","1394","1826"
"4","國泰綜合","1564","850"
"5","群益","907","951"
"6","永豐金","1013","842"
"7","星洲瑞銀","693","973"
"8","統一","505","997"
"9","美商高盛亞","660","793"
"10","元富","679","599"
"8","光頡(3624)"
"1","元大","3002","2767"
"2","凱基","1693","1983"
"3","富邦","1152","755"
"4","群益","917","757"
"5","國泰綜合","846","787"
"6","永豐金","761","757"
"7","統一","535","778"
"8","美商高盛亞","291","787"
"9","元富","430","508"
"10","華南永昌","617","306"
"9","威剛(3260)"
"1","元大","2558","1427"
"2","凱基","1130","2212"
"3","永豐金","1327","639"
"4","美商高盛亞","60","1871"
"5","富邦","1164","540"
"6","摩根大通","16","1623"
"7","群益","919","712"
"8","星洲瑞銀","1","1243"
"9","國泰綜合","866","152"
"10","元富","852","117"
"10","良維(6290)"
"1","凱基","2011","2287"
"2","元大","1621","1701"
"3","美商高盛亞","927","539"
"4","富邦","579","801"
"5","群益","680","570"
