115年01月26日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","6638","5219"
"2","凱基","3076","3719"
"3","國泰綜合","1947","1596"
"4","富邦","2084","1312"
"5","美商高盛亞","884","2152"
"6","永豐金","1293","764"
"7","群益","883","1070"
"8","摩根士丹利","33","1828"
"9","新光","1237","606"
"10","摩根大通","72","1725"
"2","穩懋(3105)"
"1","元大","3993","3872"
"2","凱基","2990","3182"
"3","國泰綜合","1534","1395"
"4","富邦","1562","1357"
"5","永豐金","1413","1120"
"6","星洲瑞銀","975","1475"
"7","美商高盛亞","785","1318"
"8","群益","696","922"
"9","兆豐","734","647"
"10","統一","675","655"
"3","協易機(4533)"
"1","元大","4123","4065"
"2","凱基","2332","2388"
"3","富邦","1596","1176"
"4","國泰綜合","1102","938"
"5","群益","1003","862"
"6","永豐金","817","803"
"7","兆豐","854","707"
"8","玉山證券","673","614"
"9","華南永昌","787","499"
"10","元富","633","529"
"4","欣銓(3264)"
"1","元大","2971","3145"
"2","凱基","3592","2046"
"3","永豐金","1506","969"
"4","星洲瑞銀","593","1011"
"5","群益","625","915"
"6","富邦","624","836"
"7","國泰綜合","462","957"
"8","台新","607","427"
"9","康和","801","230"
"10","美商高盛亞","318","702"
"5","新鉅科(3630)"
"1","元大","2895","3700"
"2","凱基","1593","2881"
"3","富邦","2694","860"
"4","統一","1047","686"
"5","群益","624","874"
"6","永豐金","644","828"
"7","國泰綜合","617","698"
"8","國票","1054","140"
"9","元富","488","458"
"10","華南永昌","369","515"
"6","合晶(6182)"
"1","元大","2599","3383"
"2","凱基","2238","1847"
"3","富邦","1169","1190"
"4","美商高盛亞","1077","799"
"5","國泰綜合","658","970"
"6","永豐金","575","833"
"7","星洲瑞銀","873","415"
"8","群益","536","530"
"9","統一","549","497"
"10","元富","521","476"
"7","中光電(5371)"
"1","元大","2897","2909"
"2","凱基","1386","2036"
"3","富邦","847","1153"
"4","美商高盛亞","1267","479"
"5","國泰綜合","806","926"
"6","永豐金","511","899"
"7","摩根士丹利","1041","345"
"8","統一","493","788"
"9","華南永昌","790","466"
"10","群益","498","609"
