115年03月12日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","10794","10514"
"2","國泰綜合","5493","2469"
"3","凱基","4159","3456"
"4","富邦","2571","2987"
"5","永豐金","2231","2641"
"6","群益","2319","2323"
"7","星洲瑞銀","2728","1541"
"8","康和","346","3656"
"9","美商高盛亞","2500","1426"
"10","元富","1289","1634"
"2","鈺創(5351)"
"1","元大","6255","6323"
"2","凱基","2638","2702"
"3","富邦","1876","2780"
"4","國泰綜合","1863","1515"
"5","群益","1771","1346"
"6","永豐金","1468","1348"
"7","統一","944","1146"
"8","摩根士丹利","1025","921"
"9","元富","781","1017"
"10","兆豐","739","1017"
"3","威剛(3260)"
"1","元大","5628","5041"
"2","凱基","3564","2978"
"3","富邦","1815","2000"
"4","永豐金","1198","2202"
"5","國泰綜合","1961","1193"
"6","群益","1385","1080"
"7","美商高盛亞","818","1093"
"8","台新","856","1012"
"9","摩根士丹利","583","1178"
"10","華南永昌","934","750"
"4","茂迪(6244)"
"1","元大","5289","5838"
"2","凱基","2333","2742"
"3","富邦","1757","1599"
"4","國泰綜合","1996","1244"
"5","群益","1278","1277"
"6","永豐金","1032","1489"
"7","台新","677","1542"
"8","華南永昌","972","842"
"9","兆豐","843","744"
"10","統一","761","798"
"5","擎亞(8096)"
"1","元大","4787","4685"
"2","凱基","2961","2908"
"3","國泰綜合","1662","3878"
"4","群益","1512","1643"
"5","富邦","1365","1463"
"6","永豐金","1056","1314"
"7","美商高盛亞","857","708"
"8","台新","826","682"
"9","新光","751","523"
"10","華南永昌","725","495"
"6","台燿(6274)"
"1","元大","4730","3702"
"2","凱基","1996","1885"
"3","永豐金","1351","1596"
"4","美商高盛亞","213","2271"
"5","富邦","1547","829"
"6","星洲瑞銀","626","1464"
"7","摩根士丹利","106","1651"
"8","國泰綜合","1150","583"
"9","群益","928","673"
"10","元富","558","940"
"7","頎邦(6147)"
"1","凱基","2847","2234"
"2","元大","1727","3038"
"3","富邦","2579","1219"
"4","永豐金","1022","957"
"5","美商高盛亞","1184","396"
"6","國票","1241","239"
"7","元富","340","911"
"8","玉山證券","453","559"
"9","群益","481","522"
"10","星洲瑞銀","788","125"
"8","方土昶(6265)"
"1","元大","3265","3168"
"2","富邦","1688","1698"
"3","凱基","1875","1472"
"4","元富","1143","1130"
"5","群益","652","877"
"6","統一","643","664"
"7","華南永昌","540","697"
"8","永豐金","591","618"
"9","國泰綜合","587","544"
"10","美商高盛亞","538","589"
"9","廣穎(4973)"
"1","元大","2794","3242"
"2","凱基","1333","2606"
"3","群益","717","809"
"4","富邦","697","787"
"5","國泰綜合","746","624"
"6","永豐金","660","451"
"7","兆豐","501","587"
"8","摩根大通","724","253"
"9","美商高盛亞","501","459"
"10","元富","524","359"
"10","鑫科(3663)"
"1","元大","1583","2637"
"2","富邦","1234","2133"
"3","凱基","1232","1478"
"4","永豐金","967","1081"
"5","港商野村","1606","0"
"6","美商高盛亞","1073","109"
"7","統一","617","553"
"8","群益","464","611"
"9","元富","508","477"
"10","國泰綜合","294","617"
"11","世界(5347)"
"1","凱基","2045","3032"
"2","元大","1893","1216"
"3","摩根大通","633","1277"
"4","星洲瑞銀","389","981"
"5","國票","678","582"
"6","美商高盛亞","891","284"
"7","富邦","579","542"
"8","永豐金","446","627"
"9","群益","464","353"
"10","花旗環球","43","672"
"12","中美晶(5483)"
"1","元大","2319","1188"
"2","富邦","1095","744"
"3","凱基","772","930"
"4","永豐金","756","681"
"5","群益","482","817"
"6","統一","1031","191"
"7","國票","247","915"
"8","國泰綜合","586","508"
"9","元富","604","340"
"10","摩根士丹利","58","818"
"13","品安(8088)"
"1","元大","2203","1844"
"2","凱基","1052","997"
"3","富邦","824","476"
"4","統一","645","629"
"5","星洲瑞銀","154","931"
"6","美林證券","45","985"
"7","永豐金","674","318"
"8","華南永昌","625","356"
"9","群益","418","451"
"10","元富","369","472"
"14","建榮(5340)"
"1","元大","2156","2060"
"2","凱基","919","1472"
"3","富邦","911","590"
"4","永豐金","546","779"
"5","國泰綜合","497","426"
"6","群益","308","358"
"7","台新","419","222"
"8","國票","59","493"
"9","美林證券","299","247"
"10","兆豐","393","122"
"15","凱崴(5498)"
"1","元大","1937","1880"
"2","凱基","937","1029"
"3","富邦","700","636"
"4","國泰綜合","546","451"
"5","永豐金","344","468"
"6","星洲瑞銀","354","406"
"7","玉山證券","299","442"
"8","美商高盛亞","300","391"
"9","群益","351","302"
"10","台新","302","273"
"16","陽程(3498)"
"1","元大","1124","1696"
"2","凱基","911","778"
"3","富邦","406","1132"
"4","美商高盛亞","679","278"
"5","摩根大通","726","83"
"6","群益","469","313"
"7","元富","193","470"
"8","永豐金","314","269"
"9","統一","230","342"
"10","國泰綜合","243","239"
"17","安可(3615)"
"1","元大","1268","1456"
"2","凱基","831","523"
"3","富邦","445","587"
"4","元富","346","455"
"5","群益","426","304"
"6","統一","401","202"
"7","永豐金","138","322"
"8","台新","288","160"
"9","兆豐","156","268"
"10","國泰綜合","82","247"
"18","港建*(3093)"
"1","元大","1364","1514"
"2","富邦","986","711"
"3","凱基","649","360"
"4","元富","341","463"
"5","國泰綜合","440","209"
"6","國票","263","354"
"7","群益","260","332"
"8","永豐金","294","266"
"9","華南永昌","419","136"
"10","兆豐","127","341"
"19","順達(3211)"
"1","元大","1055","996"
"2","凱基","737","1091"
"3","永豐金","833","265"
"4","群益","203","779"
"5","富邦","529","424"
"6","華南永昌","370","383"
"7","摩根士丹利","96","637"
"8","國泰綜合","272","141"
"9","美商高盛亞","121","182"
"10","統一","213","81"
"20","東捷(8064)"
"1","元大","944","1491"
"2","凱基","721","793"
"3","富邦","281","697"
"4","星洲瑞銀","620","84"
"5","摩根士丹利","647","16"
"6","群益","324","304"
"7","永豐金","197","298"
"8","元富","220","265"
"9","國泰綜合","167","301"
"10","統一","90","263"
"21","雙鴻(3324)"
"1","元大","1398","1041"
"2","凱基","701","730"
"3","富邦","330","423"
"4","國泰綜合","326","324"
"5","星洲瑞銀","312","224"
"6","群益","257","259"
"7","統一","250","249"
"8","永豐金","225","209"
"9","摩根士丹利","179","243"
"10","華南永昌","135","270"
"22","宏捷科(8086)"
"1","元大","1267","1391"
"2","凱基","607","833"
"3","富邦","574","436"
"4","國泰綜合","326","270"
"5","永豐金","283","309"
"6","新光","212","246"
"7","群益","159","240"
"8","兆豐","172","194"
"9","台企銀","236","129"
"10","元富","146","200"
"23","環球晶(6488)"
"1","元大","1320","479"
"2","凱基","508","1173"
"3","富邦","440","569"
"4","摩根士丹利","121","548"
"5","永豐金","369","249"
"6","美商高盛亞","99","464"
"7","群益","213","233"
"8","統一","332","95"
"9","星洲瑞銀","17","387"
"10","美林證券","0","393"
"24","良維(6290)"
"1","凱基","1074","1593"
"2","元大","955","955"
"3","富邦","351","364"
"4","美商高盛亞","387","197"
"5","統一","229","300"
"6","群益","235","235"
"7","國泰綜合","314","139"
"8","永豐金","217","233"
"9","元富","218","187"
"10","中國信託證","108","193"
"25","佶優(5452)"
"1","元大","1074","868"
"2","凱基","640","778"
"3","富邦","464","440"
"4","元富","184","390"
"5","國泰綜合","288","237"
"6","群益","262","246"
"7","永豐金","352","151"
"8","統一","93","379"
"9","美商高盛亞","204","264"
"10","華南永昌","231","234"
"26","欣銓(3264)"
"1","元大","797","766"
"2","群益","750","537"
"3","永豐金","802","290"
"4","凱基","432","464"
"5","富邦","257","417"
"6","摩根大通","148","280"
"7","美商高盛亞","149","212"
"8","星洲瑞銀","96","264"
"9","國泰綜合","183","153"
"10","統一","102","192"
"27","穩懋(3105)"
"1","凱基","716","798"
"2","統一","496","629"
"3","元大","532","512"
"4","富邦","453","519"
"5","台新","242","364"
"6","群益","271","202"
"7","永豐金","187","226"
"8","兆豐","185","204"
"9","摩根士丹利","196","89"
"10","國泰綜合","116","168"
"28","泰谷(3339)"
"1","元大","1170","938"
"2","凱基","556","866"
"3","富邦","446","390"
"4","群益","231","461"
"5","永豐金","199","270"
"6","元富","186","231"
"7","國泰綜合","177","204"
"8","台新","199","178"
"9","統一","163","127"
"10","康和","212","65"
"29","協易機(4533)"
"1","元大","1017","1063"
"2","凱基","474","513"
"3","富邦","342","436"
"4","永豐金","210","276"
"5","國泰綜合","194","265"
"6","元富","228","189"
"7","台新","192","188"
"8","美林證券","239","78"
"9","群益","181","135"
"10","美商高盛亞","149","161"
"30","萬泰科(6190)"
"1","元大","918","790"
"2","凱基","422","388"
"3","富邦","322","246"
"4","統一","69","334"
"5","群益","156","227"
"6","兆豐","162","144"
"7","永豐金","187","118"
"8","國泰綜合","137","166"
"9","玉山證券","194","107"
"10","美商高盛亞","131","161"
"共300筆"
