115年01月08日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","世界(5347)"
"1","元大","13721","23170"
"2","富邦","12426","11733"
"3","凱基","10848","11693"
"4","永豐金","3334","10194"
"5","統一","6317","3572"
"6","摩根士丹利","6163","3525"
"7","美林證券","7730","929"
"8","星洲瑞銀","5075","2829"
"9","元富","2591","3542"
"10","群益","2381","3513"
"2","富喬(1815)"
"1","元大","23704","21832"
"2","凱基","10778","10707"
"3","富邦","7567","8035"
"4","國泰綜合","5649","5780"
"5","群益","5416","5932"
"6","永豐金","5068","4783"
"7","星洲瑞銀","3944","3989"
"8","統一","2694","4143"
"9","元富","3476","3107"
"10","台新","3049","2777"
"3","穩懋(3105)"
"1","元大","6141","8075"
"2","凱基","4245","5158"
"3","摩根士丹利","6455","481"
"4","富邦","2934","3755"
"5","星洲瑞銀","3155","1913"
"6","國泰綜合","2238","2465"
"7","永豐金","1969","2569"
"8","美商高盛亞","2703","1547"
"9","群益","1566","1724"
"10","元富","1379","1759"
"4","茂迪(6244)"
"1","元大","6900","6881"
"2","凱基","3109","4433"
"3","富邦","2544","2393"
"4","國泰綜合","2391","1703"
"5","群益","1904","1978"
"6","永豐金","1769","1381"
"7","美商高盛亞","1253","1745"
"8","統一","1194","1795"
"9","華南永昌","1113","1159"
"10","元富","1185","945"
"5","康和證(6016)"
"1","富邦","6073","4468"
"2","凱基","3881","3445"
"3","統一","3887","2934"
"4","元大","1728","4935"
"5","永豐金","3004","1298"
"6","群益","1882","1949"
"7","華南永昌","2666","604"
"8","國泰綜合","1727","866"
"9","元富","816","1279"
"10","台新","1079","912"
"6","精材(3374)"
"1","元大","4977","4990"
"2","凱基","3724","3353"
"3","群益","2746","1663"
"4","永豐金","1629","2052"
"5","富邦","1536","1764"
"6","國泰綜合","1227","1149"
"7","星洲瑞銀","748","1403"
"8","元富","1013","1100"
"9","統一","1075","770"
"10","美林證券","1461","258"
"7","品安(8088)"
"1","元大","3044","4551"
"2","富邦","4234","3064"
"3","凱基","2575","2637"
"4","國票","2531","573"
"5","統一","2090","750"
"6","永豐金","875","1927"
"7","華南永昌","736","1531"
"8","美商高盛亞","1524","576"
"9","元富","748","1233"
"10","星洲瑞銀","1464","449"
"8","合晶(6182)"
"1","元大","3832","4071"
"2","凱基","2472","2510"
"3","富邦","2100","2479"
"4","美商高盛亞","1844","2165"
"5","國泰綜合","1604","1453"
"6","永豐金","1161","1470"
"7","元富","882","902"
"8","群益","892","839"
"9","星洲瑞銀","804","830"
"10","新光","553","741"
"9","華星光(4979)"
"1","元大","3402","3694"
"2","凱基","2425","2646"
"3","富邦","2459","2001"
"4","群益","1860","1462"
"5","統一","2016","876"
"6","永豐金","1271","1524"
"7","國泰綜合","994","1155"
"8","康和","1465","174"
"9","星洲瑞銀","640","853"
"10","美商高盛亞","662","805"
"10","金居(8358)"
"1","元大","4651","3909"
"2","凱基","1789","2312"
"3","富邦","2004","1581"
"4","永豐金","1558","1449"
"5","美商高盛亞","932","1565"
"6","國泰綜合","1425","980"
"7","群益","815","1256"
"8","華南永昌","842","574"
"9","元富","620","635"
"10","統一","570","606"
"11","信音(6126)"
"1","元大","3674","3436"
"2","凱基","2166","2557"
"3","富邦","2311","1939"
"4","元富","1364","1336"
"5","國泰綜合","1333","980"
"6","群益","920","1200"
"7","永豐金","1169","899"
"8","美商高盛亞","590","793"
"9","統一","685","684"
"10","華南永昌","587","661"
"12","建榮(5340)"
"1","元大","3877","3354"
"2","凱基","1829","2133"
"3","富邦","1195","1111"
"4","國泰綜合","1133","1048"
"5","永豐金","1075","848"
"6","美商高盛亞","720","1088"
"7","群益","817","882"
"8","元富","701","643"
"9","統一","526","438"
"10","華南永昌","493","465"
"13","中光電(5371)"
"1","元大","2848","2645"
"2","凱基","1428","1332"
"3","富邦","1268","1275"
"4","美商高盛亞","438","1589"
"5","永豐金","1125","841"
"6","群益","877","683"
"7","元富","858","438"
"8","兆豐","518","750"
"9","國泰綜合","583","556"
"10","統一","671","344"
"14","太景*-KY(4157)"
"1","元大","3160","3150"
"2","凱基","1645","2322"
"3","富邦","955","1189"
"4","永豐金","803","810"
"5","美商高盛亞","1427","39"
"6","華南永昌","686","571"
"7","台新","611","631"
"8","國泰綜合","370","713"
"9","群益","413","632"
"10","星洲瑞銀","637","320"
"15","點序(6485)"
"1","元大","2727","2866"
