115年03月10日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","11572","13368"
"2","凱基","8283","6499"
"3","富邦","4597","5271"
"4","群益","3090","3472"
"5","永豐金","3111","3439"
"6","國泰綜合","2038","2587"
"7","元富","1372","3202"
"8","統一","2417","1676"
"9","兆豐","1101","2897"
"10","星洲瑞銀","2719","1259"
"2","威剛(3260)"
"1","元大","4825","3160"
"2","凱基","1912","3093"
"3","富邦","2448","1225"
"4","美商高盛亞","453","2341"
"5","永豐金","1228","1244"
"6","群益","1590","859"
"7","國泰綜合","1634","793"
"8","摩根士丹利","177","1786"
"9","台新","691","905"
"10","美林證券","515","938"
"3","鈺創(5351)"
"1","元大","6575","5471"
"2","凱基","2003","1570"
"3","富邦","1951","1147"
"4","摩根士丹利","388","2075"
"5","群益","1078","1165"
"6","國泰綜合","1394","774"
"7","永豐金","1116","913"
"8","元富","962","961"
"9","美商高盛亞","287","1407"
"10","星洲瑞銀","93","1348"
"4","茂迪(6244)"
"1","元大","4407","4443"
"2","凱基","1367","2626"
"3","富邦","1713","1283"
"4","永豐金","961","1428"
"5","國泰綜合","1406","486"
"6","星洲瑞銀","233","1507"
"7","群益","777","782"
"8","華南永昌","589","602"
"9","統一","382","689"
"10","元富","678","325"
"5","鑫聯大投控(3709)"
"1","凱基","3006","5013"
"2","元大","4286","2912"
"3","富邦","1219","1167"
"4","永豐金","829","1276"
"5","國票","822","660"
"6","元富","782","569"
"7","國泰綜合","864","264"
"8","統一","515","575"
"9","星洲瑞銀","97","969"
"10","群益","576","347"
"6","擎亞(8096)"
"1","元大","3304","3498"
"2","凱基","1727","2025"
"3","富邦","1533","1243"
"4","美商高盛亞","1270","1034"
"5","國泰綜合","967","826"
"6","永豐金","941","619"
"7","群益","582","794"
"8","元富","834","480"
"9","新光","694","564"
"10","統一","662","393"
"7","良維(6290)"
"1","元大","2155","2292"
"2","凱基","1665","961"
"3","美商高盛亞","345","1293"
"4","富邦","617","682"
"5","群益","726","525"
"6","統一","600","619"
"7","永豐金","547","417"
"8","國泰綜合","570","370"
"9","元富","408","327"
"10","華南永昌","566","146"
"8","世界(5347)"
"1","元大","1845","1143"
"2","美林證券","2826","1"
"3","凱基","1058","1270"
"4","富邦","358","1752"
"5","摩根士丹利","17","2065"
"6","星洲瑞銀","520","901"
"7","群益","475","407"
"8","摩根大通","348","516"
"9","永豐金","320","191"
"10","美商高盛亞","201","294"
"9","康和證(6016)"
"1","元大","1551","1654"
"2","美商高盛亞","1997","108"
"3","永豐金","143","1651"
"4","凱基","860","644"
"5","群益","780","514"
"6","華南永昌","69","1090"
"7","富邦","748","293"
"8","台新","141","550"
"9","美林證券","498","33"
"10","元富","223","295"
"10","台燿(6274)"
"1","元大","1205","1717"
"2","港商麥格理","1248","0"
"3","凱基","409","535"
"4","國泰綜合","296","612"
"5","星洲瑞銀","478","350"
"6","美商高盛亞","380","354"
"7","富邦","334","293"
"8","永豐金","244","322"
"9","群益","233","231"
"10","華南永昌","130","260"
"11","欣銓(3264)"
"1","元大","1033","1066"
"2","凱基","1328","700"
"3","統一","574","178"
"4","兆豐","352","356"
"5","華南永昌","397","121"
"6","永豐金","301","207"
"7","摩根士丹利","29","473"
"8","富邦","185","301"
"9","中國信託證","377","107"
"10","群益","209","238"
"12","晟德(4123)"
"1","元大","1630","861"
"2","凱基","375","953"
"3","摩根大通","19","1023"
"4","永豐金","297","563"
"5","富邦","471","321"
"6","統一","480","193"
"7","群益","261","354"
"8","美商高盛亞","45","409"
"9","星洲瑞銀","163","250"
"10","國泰綜合","261","126"
"13","聯亞(3081)"
"1","元大","1170","1346"
"2","凱基","499","518"
"3","富邦","373","549"
"4","美商高盛亞","290","436"
"5","國泰綜合","369","337"
"6","群益","462","236"
"7","永豐金","333","338"
"8","摩根士丹利","108","324"
"9","台新","244","172"
"10","中國信託證","269","93"
"14","宏捷科(8086)"
"1","元大","1107","954"
"2","凱基","725","644"
"3","富邦","443","305"
"4","中國信託證","102","625"
"5","摩根士丹利","110","616"
"6","永豐金","253","461"
"7","群益","268","272"
"8","元富","306","214"
"9","摩根大通","276","216"
"10","國泰綜合","319","142"
"15","順達(3211)"
"1","元大","1098","1033"
"2","凱基","950","711"
"3","永豐金","295","766"
"4","國泰綜合","324","274"
"5","華南永昌","201","388"
"6","富邦","284","301"
"7","群益","257","321"
"8","星洲瑞銀","418","74"
"9","摩根士丹利","195","278"
"10","元富","215","232"
"16","宜鼎(5289)"
"1","元大","694","1154"
"2","凱基","1053","539"
"3","富邦","599","531"
"4","永豐金","282","345"
"5","國泰綜合","236","300"
"6","統一","202","257"
"7","美商高盛亞","213","228"
"8","群益","165","185"
"9","美林證券","295","47"
"10","台新","203","139"
"17","富喬(1815)"
"1","統一","404","1220"
"2","元大","788","560"
"3","永豐金","229","1043"
"4","凱基","631","609"
"5","富邦","568","418"
"6","群益","635","112"
"7","華南永昌","136","414"
"8","兆豐","244","151"
"9","國泰綜合","245","65"
"10","摩根士丹利","139","149"
"18","東捷(8064)"
"1","元大","1069","938"
"2","凱基","743","601"
"3","群益","385","452"
"4","統一","327","272"
"5","國泰綜合","281","271"
"6","永豐金","417","118"
"7","富邦","326","179"
"8","美林證券","61","366"
"9","摩根士丹利","21","371"
"10","華南永昌","292","98"
"19","廣穎(4973)"
"1","凱基","1341","928"
"2","元大","915","636"
"3","富邦","432","789"
"4","群益","160","245"
"5","永豐金","114","273"
"6","統一","134","216"
"7","玉山證券","152","122"
"8","國票","108","149"
"9","國泰綜合","149","87"
"10","元富","122","99"
"20","凱崴(5498)"
"1","元大","1119","1163"
"2","凱基","365","410"
"3","富邦","276","269"
"4","美商高盛亞","191","218"
"5","國泰綜合","188","184"
"6","永豐金","149","197"
"7","群益","138","193"
"8","美林證券","157","123"
"9","統一","133","145"
"10","新光","119","138"
"21","群聯(8299)"
"1","元大","634","949"
"2","富邦","369","463"
"3","凱基","403","321"
"4","美商高盛亞","490","150"
"5","永豐金","164","402"
"6","星洲瑞銀","322","204"
"7","國票","294","61"
"8","國泰綜合","181","159"
"9","群益","134","167"
"10","摩根大通","138","160"
"22","港建*(3093)"
"1","元大","1019","971"
"2","凱基","381","523"
"3","富邦","309","249"
"4","群益","259","290"
"5","永豐金","263","223"
"6","兆豐","203","257"
"7","國泰綜合","213","155"
"8","元富","206","115"
"9","華南永昌","139","164"
"10","統一","95","167"
"23","穩懋(3105)"
"1","凱基","467","606"
"2","富邦","350","607"
"3","元大","441","372"
"4","統一","414","260"
"5","永豐金","213","384"
"6","群益","285","303"
"7","摩根士丹利","331","245"
"8","華南永昌","150","110"
"9","國票","169","82"
"10","元富","85","124"
"24","智通*(8932)"
"1","凱基","400","492"
"2","國票","587","273"
"3","元大","479","346"
"4","群益","255","254"
"5","富邦","345","151"
"6","國泰綜合","157","275"
"7","美商高盛亞","166","247"
"8","元富","42","273"
"9","永豐金","178","102"
"10","統一","202","60"
"25","建榮(5340)"
"1","富邦","1688","346"
"2","元大","712","828"
"3","凱基","304","320"
"4","永豐金","57","477"
"5","元富","192","238"
"6","群益","109","310"
"7","國泰綜合","39","253"
"8","兆豐","154","52"
"9","台新","87","100"
"10","統一","47","133"
"26","世紀*(5314)"
"1","元大","724","812"
"2","富邦","508","162"
"3","凱基","243","418"
"4","永豐金","247","295"
"5","元富","151","306"
"6","台新","236","105"
"7","美林證券","140","142"
"8","華南永昌","153","57"
"9","國泰綜合","119","85"
"10","群益","87","97"
"27","中探針(6217)"
"1","富邦","460","1092"
"2","元大","425","301"
"3","凱基","265","448"
"4","永豐金","310","124"
"5","摩根士丹利","282","40"
"6","群益","183","117"
"7","台新","116","174"
"8","華南永昌","128","159"
"9","美商高盛亞","209","74"
"10","統一","86","197"
"28","致和證(5864)"
"1","凱基","666","550"
"2","元大","373","580"
"3","美商高盛亞","193","327"
"4","星洲瑞銀","246","207"
"5","元富","332","105"
"6","美林證券","192","147"
"7","富邦","83","237"
"8","群益","213","72"
"9","兆豐","203","33"
"10","新光","109","117"
"29","協易機(4533)"
"1","元大","1037","862"
"2","凱基","257","537"
"3","永豐金","208","255"
"4","富邦","202","258"
"5","國泰綜合","206","95"
"6","統一","77","170"
"7","群益","92","149"
"8","美林證券","20","208"
"9","台新","139","73"
"10","華南永昌","140","47"
"30","雙鴻(3324)"
"1","元大","665","652"
"2","凱基","392","393"
"3","星洲瑞銀","151","320"
"4","美商高盛亞","270","172"
"5","國泰綜合","207","177"
"6","富邦","168","214"
"7","永豐金","149","149"
"8","統一","122","141"
"9","群益","117","132"
"10","元富","155","64"
"共300筆"
