115年04月01日 截至12:35止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","穩懋(3105)"
"1","元大","6236","7205"
"2","凱基","4489","4734"
"3","國泰綜合","2592","3120"
"4","群益","3150","1981"
"5","富邦","2528","2421"
"6","永豐金","2331","2484"
"7","統一","1771","1690"
"8","美商高盛亞","1973","1415"
"9","美林證券","1579","971"
"10","元富","1096","1144"
"2","九豪(6127)"
"1","元大","7857","6563"
"2","凱基","2276","4285"
"3","富邦","2763","1723"
"4","群益","1969","1542"
"5","國泰綜合","2276","892"
"6","永豐金","1494","1185"
"7","華南永昌","1118","754"
"8","統一","757","1037"
"9","美商高盛亞","229","1487"
"10","星洲瑞銀","0","1687"
"3","光洋科(1785)"
"1","元大","7024","4303"
"2","凱基","2202","4668"
"3","富邦","1790","1312"
"4","群益","1381","1372"
"5","國泰綜合","1638","955"
"6","永豐金","1597","808"
"7","星洲瑞銀","369","1560"
"8","美商高盛亞","418","1458"
"9","兆豐","913","607"
"10","統一","637","840"
"4","頎邦(6147)"
"1","凱基","8310","3735"
"2","元大","2305","3658"
"3","富邦","1690","2924"
"4","永豐金","1264","1486"
"5","康和","1874","561"
"6","群益","1423","718"
"7","國泰綜合","952","933"
"8","美商高盛亞","180","1493"
"9","摩根士丹利","578","851"
"10","統一","788","621"
"5","富喬(1815)"
"1","元大","5117","4320"
"2","富邦","1519","1670"
"3","凱基","1372","1481"
"4","國泰綜合","1379","956"
"5","群益","996","1172"
"6","永豐金","913","889"
"7","國票","253","890"
"8","台新","555","456"
"9","美商高盛亞","189","810"
"10","星洲瑞銀","522","468"
"6","萬泰科(6190)"
"1","元大","4407","3782"
"2","凱基","1067","1933"
"3","群益","1068","1153"
"4","富邦","1317","814"
"5","國泰綜合","1004","854"
"6","永豐金","1032","611"
"7","兆豐","1328","300"
"8","美商高盛亞","246","1112"
"9","美林證券","49","1276"
"10","元富","839","444"
"7","金居(8358)"
"1","元大","3522","2966"
"2","凱基","1801","2126"
"3","富邦","1003","1008"
"4","永豐金","1016","697"
"5","國泰綜合","895","717"
"6","美商高盛亞","659","934"
"7","群益","1179","382"
"8","港商野村","220","1032"
"9","摩根士丹利","64","1012"
"10","兆豐","539","368"
"8","擎亞(8096)"
"1","元大","3015","3047"
"2","凱基","2124","1995"
"3","富邦","1057","1194"
"4","國泰綜合","982","1014"
"5","群益","894","1049"
"6","永豐金","529","1018"
"7","星洲瑞銀","1039","182"
"8","統一","273","709"
"9","華南永昌","359","603"
"10","美商高盛亞","567","270"
"9","欣銓(3264)"
