115年04月01日 截至12:35止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"1","元大","2191","2560"
"2","凱基","1065","1642"
"3","兆豐","1149","410"
"4","群益","737","654"
"5","富邦","472","896"
"6","統一","743","493"
"7","永豐金","586","551"
"8","國泰綜合","553","494"
"9","台新","623","326"
"10","港商野村","775","75"
"10","台嘉碩(3221)"
"1","元大","2017","2105"
"2","凱基","1511","1217"
"3","富邦","1246","1111"
"4","國泰綜合","704","856"
"5","華南永昌","747","679"
"6","群益","468","708"
"7","永豐金","449","466"
"8","台新","586","326"
"9","元富","340","483"
"10","玉山證券","365","327"
"11","台燿(6274)"
"1","元大","2098","2232"
"2","凱基","1371","1165"
"3","富邦","844","734"
"4","群益","617","731"
"5","國泰綜合","674","608"
"6","永豐金","404","638"
"7","兆豐","567","261"
"8","摩根士丹利","438","270"
"9","華南永昌","211","485"
"10","元富","220","416"
"12","世界(5347)"
"1","元大","1705","1268"
"2","凱基","1020","868"
"3","群益","707","1104"
"4","大和國泰","1575","0"
"5","摩根士丹利","85","1478"
"6","美商高盛亞","340","994"
"7","星洲瑞銀","199","828"
"8","富邦","510","380"
"9","元富","574","120"
"10","國泰綜合","369","249"
"13","順達(3211)"
"1","元大","1462","1413"
"2","凱基","835","1117"
"3","永豐金","602","499"
"4","富邦","639","331"
"5","國泰綜合","693","257"
"6","群益","468","432"
"7","美林證券","1","652"
"8","元富","475","174"
"9","統一","332","304"
"10","華南永昌","336","294"
"14","華電網(6163)"
"1","凱基","1964","1290"
"2","元大","1112","1194"
"3","永豐金","868","403"
"4","富邦","398","537"
"5","新光","311","358"
"6","群益","244","320"
"7","國泰綜合","120","342"
"8","統一","209","201"
"9","國票","72","309"
"10","港商野村","303","71"
"15","中美晶(5483)"
"1","凱基","476","1328"
"2","元大","1095","595"
"3","台新","351","568"
"4","摩根士丹利","68","802"
"5","美商高盛亞","68","759"
"6","富邦","536","221"
"7","中國信託證","148","593"
"8","群益","353","195"
"9","華南永昌","467","34"
"10","國泰綜合","364","110"
"16","德宏(5475)"
"1","元大","1395","1088"
"2","富邦","1152","482"
"3","高橋","3","1078"
"4","群益","780","185"
"5","永豐金","349","539"
"6","凱基","489","388"
"7","元富","166","348"
"8","星洲瑞銀","422","50"
"9","國泰綜合","71","389"
"10","摩根大通","293","32"
"17","聯光通(4903)"
"1","元大","1216","1142"
"2","凱基","511","760"
"3","元富","290","635"
"4","富邦","283","352"
"5","星洲瑞銀","257","323"
"6","永豐金","341","231"
"7","群益","293","208"
"8","國票","250","225"
"9","美商高盛亞","197","244"
"10","港商野村","128","238"
"18","凱崴(5498)"
"1","元大","844","1099"
"2","凱基","643","564"
"3","富邦","395","498"
"4","國泰綜合","534","306"
"5","永豐金","223","288"
"6","群益","269","203"
"7","統一","179","201"
"8","美商高盛亞","232","143"
"9","國票","234","94"
"10","元富","131","162"
"19","東捷(8064)"
"1","元大","960","816"
"2","凱基","465","996"
"3","富邦","487","433"
"4","國泰綜合","226","421"
"5","群益","412","196"
"6","星洲瑞銀","149","243"
"7","永豐金","192","111"
"8","港商野村","74","220"
"9","新光","175","112"
"10","華南永昌","220","53"
"20","聚和(6509)"
"1","元大","713","925"
"2","新光","537","374"
"3","凱基","351","456"
"4","富邦","288","477"
"5","群益","441","283"
"6","兆豐","330","144"
"7","國泰綜合","244","227"
"8","永豐金","242","201"
"9","元富","172","208"
"10","華南永昌","138","219"
"21","同致(3552)"
"1","元大","1179","1618"
"2","凱基","474","599"
"3","群益","357","299"
"4","富邦","308","264"
"5","永豐金","286","257"
"6","國泰綜合","278","165"
"7","玉山證券","172","124"
"8","元富","162","127"
"9","台新","99","166"
"10","華南永昌","193","72"
"22","泓瀚(4741)"
"1","元大","985","924"
"2","凱基","1019","755"
"3","富邦","321","309"
"4","永豐金","243","296"
"5","國泰綜合","260","264"
"6","群益","228","261"
"7","華南永昌","209","202"
"8","美好","35","335"
"9","兆豐","139","145"
"10","元富","141","124"
"23","泰谷(3339)"
"1","元大","919","876"
"2","凱基","483","758"
"3","富邦","359","244"
"4","群益","297","202"
"5","永豐金","195","299"
"6","國泰綜合","326","164"
"7","元富","164","126"
"8","華南永昌","89","197"
"9","康和","275","9"
"10","國票","45","233"
"24","鈦昇(8027)"
"1","凱基","2059","280"
"2","元大","823","1397"
"3","富邦","460","325"
"4","華南永昌","221","309"
"5","元富","152","186"
"6","康和","204","63"
"7","群益","37","207"
"8","永豐金","48","196"
"9","國泰綜合","44","116"
"10","台新","35","104"
"25","合晶(6182)"
"1","元大","891","904"
"2","美商高盛亞","338","589"
"3","摩根士丹利","0","910"
"4","凱基","283","362"
"5","富邦","339","180"
"6","群益","209","230"
"7","永豐金","295","94"
"8","華南永昌","177","55"
"9","兆豐","154","62"
"10","國泰綜合","144","53"
"26","榮田(7709)"
"1","元大","809","645"
"2","凱基","390","710"
"3","富邦","299","584"
"4","群益","203","274"
"5","國泰綜合","297","152"
"6","永豐金","241","205"
"7","台新","241","166"
"8","兆豐","157","124"
"9","元富","181","75"
"10","玉山證券","115","113"
"27","佰研(3205)"
"1","元大","882","982"
"2","凱基","366","574"
"3","富邦","378","194"
"4","元富","125","406"
"5","統一","61","413"
"6","永豐金","187","192"
"7","群益","185","175"
"8","台新","156","123"
"9","國泰綜合","168","72"
"10","兆豐","148","91"
"28","建榮(5340)"
"1","元大","640","678"
"2","凱基","490","428"
"3","國泰綜合","231","310"
"4","富邦","191","252"
"5","永豐金","174","221"
"6","摩根大通","366","7"
"7","星洲瑞銀","211","160"
"8","群益","136","186"
"9","美商高盛亞","190","115"
"10","台新","88","146"
"29","群聯(8299)"
"1","元大","781","566"
"2","凱基","465","361"
"3","富邦","350","270"
"4","永豐金","323","234"
"5","美商高盛亞","122","336"
"6","摩根大通","245","144"
"7","國泰綜合","139","179"
"8","摩根士丹利","3","248"
"9","群益","122","121"
"10","統一","119","100"
"30","威剛(3260)"
"1","凱基","600","451"
"2","富邦","475","440"
"3","元大","434","347"
"4","摩根士丹利","364","171"
"5","統一","230","283"
"6","永豐金","198","222"
"7","華南永昌","183","137"
"8","群益","105","200"
"9","美商高盛亞","58","232"
"10","元富","127","154"
