115年03月23日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","6673","6212"
"2","凱基","2718","2277"
"3","富邦","2824","1570"
"4","永豐金","2227","1570"
"5","國泰綜合","1832","1114"
"6","群益","996","1332"
"7","美商高盛亞","418","1529"
"8","華南永昌","710","833"
"9","新光","1016","483"
"10","摩根大通","578","880"
"2","佶優(5452)"
"1","元大","6479","5355"
"2","凱基","2631","3922"
"3","富邦","1679","1578"
"4","群益","1031","1708"
"5","國泰綜合","1683","1004"
"6","永豐金","1149","908"
"7","元富","703","1018"
"8","統一","498","1152"
"9","美商高盛亞","652","914"
"10","兆豐","530","579"
"3","擎亞(8096)"
"1","元大","4295","3966"
"2","凱基","1552","2252"
"3","國泰綜合","1365","2037"
"4","富邦","1412","1213"
"5","群益","920","1398"
"6","永豐金","814","637"
"7","美商高盛亞","625","582"
"8","摩根士丹利","638","425"
"9","統一","651","384"
"10","新光","449","577"
"4","華電網(6163)"
"1","元大","4712","5231"
"2","凱基","1963","2458"
"3","富邦","1222","1025"
"4","國泰綜合","1304","635"
"5","群益","957","950"
"6","永豐金","1102","759"
"7","統一","549","725"
"8","兆豐","534","409"
"9","美商高盛亞","304","568"
"10","玉山證券","503","330"
"5","九豪(6127)"
"1","元大","4638","3735"
"2","凱基","1773","3296"
"3","富邦","1220","1048"
"4","國泰綜合","1294","772"
"5","永豐金","734","947"
"6","群益","793","676"
"7","康和","119","1084"
"8","星洲瑞銀","333","557"
"9","元富","531","323"
"10","台新","382","404"
"6","聯光通(4903)"
"1","元大","3910","3769"
"2","凱基","2875","1828"
"3","元富","1099","1021"
"4","富邦","811","1154"
"5","群益","805","936"
"6","永豐金","678","636"
"7","華南永昌","358","568"
"8","美商高盛亞","409","492"
"9","統一","429","466"
"10","兆豐","447","432"
"7","穩懋(3105)"
"1","凱基","2888","2248"
"2","元大","2300","1388"
"3","永豐金","667","1567"
"4","富邦","1010","990"
"5","群益","619","1048"
"6","統一","922","649"
"7","美商高盛亞","800","503"
"8","國泰綜合","660","450"
"9","國票","198","896"
"10","摩根士丹利","513","568"
"8","高端疫苗(6547)"
"1","元大","5408","4194"
"2","凱基","1872","942"
"3","永豐金","434","1689"
"4","華南永昌","257","1743"
"5","富邦","763","792"
"6","兆豐","775","401"
"7","國泰綜合","599","361"
"8","群益","240","678"
"9","摩根大通","726","118"
"10","元富","305","498"
"9","創威(6530)"
"1","元大","3484","3298"
"2","富邦","1696","1355"
"3","凱基","1141","992"
"4","群益","770","890"
"5","永豐金","744","800"
"6","國泰綜合","752","696"
"7","美商高盛亞","433","560"
"8","華南永昌","431","474"
"9","統一","595","304"
"10","星洲瑞銀","105","651"
"10","東捷(8064)"
"1","元大","2200","2151"
"2","富邦","2071","1497"
"3","凱基","1704","1199"
"4","國泰綜合","499","868"
"5","華南永昌","703","499"
"6","永豐金","597","562"
"7","港商野村","819","141"
"8","星洲瑞銀","378","568"
"9","群益","396","501"
"10","兆豐","268","592"
"11","環宇-KY(4991)"
"1","元大","2971","3298"
"2","凱基","1439","1728"
"3","富邦","721","926"
"4","國泰綜合","994","554"
"5","永豐金","555","519"
"6","群益","515","471"
"7","美商高盛亞","368","539"
"8","統一","344","438"
"9","華南永昌","385","349"
"10","美林證券","459","259"
"12","華星光(4979)"
"1","元大","2354","2300"
"2","凱基","1437","1319"
"3","富邦","857","1139"
"4","國泰綜合","944","720"
"5","永豐金","647","773"
"6","群益","505","445"
"7","美商高盛亞","468","436"
"8","元富","402","347"
"9","華南永昌","342","399"
"10","星洲瑞銀","298","418"
"13","光洋科(1785)"
"1","元大","2055","1471"
"2","凱基","1186","975"
"3","星洲瑞銀","440","1320"
"4","群益","737","792"
"5","富邦","673","527"
"6","永豐金","549","584"
"7","統一","440","626"
"8","摩根士丹利","545","436"
"9","國泰綜合","490","362"
"10","美商高盛亞","277","556"
"14","頎邦(6147)"
"1","元大","2080","1423"
"2","富邦","932","1905"
"3","凱基","909","947"
"4","永豐金","1153","630"
"5","國票","191","906"
"6","元富","426","653"
"7","群益","508","541"
"8","美商高盛亞","124","759"
"9","摩根大通","630","188"
"10","摩根士丹利","518","114"
"15","台燿(6274)"
"1","元大","1675","1673"
"2","凱基","858","916"
"3","永豐金","612","428"
"4","富邦","496","435"
"5","統一","144","732"
"6","群益","494","379"
"7","國票","96","712"
"8","國泰綜合","546","241"
"9","美商高盛亞","279","345"
"10","摩根大通","280","130"
"16","方土昶(6265)"
"1","元大","1860","1383"
"2","凱基","1051","889"
"3","永豐金","299","688"
"4","富邦","513","373"
"5","國泰綜合","473","369"
"6","群益","385","319"
"7","美商高盛亞","361","341"
"8","星洲瑞銀","124","518"
"9","元富","211","281"
"10","新光","220","228"
"17","宜特(3289)"
"1","元大","1475","1317"
