115年03月24日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","13698","11444"
"2","凱基","3028","6124"
"3","富邦","4045","3376"
"4","國泰綜合","4252","3020"
"5","永豐金","3386","3569"
"6","群益","2261","1633"
"7","星洲瑞銀","501","2634"
"8","台新","2025","960"
"9","華南永昌","1878","1067"
"10","摩根士丹利","101","2824"
"2","高端疫苗(6547)"
"1","元大","10962","14171"
"2","凱基","6132","8055"
"3","國票","3823","3597"
"4","富邦","3083","2784"
"5","永豐金","2416","2533"
"6","國泰綜合","2443","1912"
"7","華南永昌","1717","1706"
"8","兆豐","1349","1917"
"9","群益","1305","1212"
"10","元富","1264","1136"
"3","光洋科(1785)"
"1","富邦","7472","6154"
"2","元大","5327","5206"
"3","凱基","2437","5930"
"4","永豐金","2250","1438"
"5","統一","1563","1882"
"6","華南永昌","1169","2270"
"7","摩根大通","1212","2018"
"8","星洲瑞銀","1822","1112"
"9","國泰綜合","1496","1147"
"10","國票","1774","357"
"4","穩懋(3105)"
"1","元大","5818","4328"
"2","凱基","3098","4319"
"3","富邦","2278","1726"
"4","永豐金","1992","1748"
"5","國泰綜合","1533","1554"
"6","摩根士丹利","476","2435"
"7","美商高盛亞","1179","1449"
"8","群益","1238","1024"
"9","華南永昌","781","647"
"10","台新","837","540"
"5","創威(6530)"
"1","元大","5724","5764"
"2","凱基","2176","2519"
"3","永豐金","1523","1315"
"4","富邦","1400","1320"
"5","群益","1338","1286"
"6","國泰綜合","1620","941"
"7","台新","926","1230"
"8","統一","564","1317"
"9","華南永昌","817","576"
"10","元富","700","655"
"6","聯光通(4903)"
"1","元大","5441","4982"
"2","凱基","2888","3980"
"3","富邦","1819","1466"
"4","台新","585","2189"
"5","群益","1288","1429"
"6","永豐金","1333","1008"
"7","華南永昌","1225","814"
"8","統一","538","997"
"9","星洲瑞銀","448","1071"
"10","元富","809","578"
"7","擎亞(8096)"
"1","元大","4045","4058"
"2","凱基","2353","2529"
"3","富邦","2078","1884"
"4","群益","1122","1740"
"5","永豐金","991","1685"
"6","國泰綜合","1425","908"
"7","美商高盛亞","795","796"
"8","華南永昌","682","515"
"9","新光","573","580"
