115年01月26日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","6035","4685"
"2","凱基","2663","3115"
"3","國泰綜合","1708","1411"
"4","富邦","1788","1139"
"5","美商高盛亞","699","1885"
"6","永豐金","1094","676"
"7","群益","772","959"
"8","摩根士丹利","26","1695"
"9","新光","1049","575"
"10","摩根大通","72","1486"
"2","穩懋(3105)"
"1","元大","3145","3392"
"2","凱基","2588","2121"
"3","富邦","1159","1191"
"4","國泰綜合","1118","1113"
"5","星洲瑞銀","912","993"
"6","永豐金","819","840"
"7","美商高盛亞","704","858"
"8","群益","518","825"
"9","統一","568","552"
"10","華南永昌","446","526"
"3","新鉅科(3630)"
"1","元大","2895","3606"
"2","凱基","1576","2866"
"3","富邦","2568","844"
"4","統一","1047","686"
"5","群益","624","841"
"6","永豐金","644","819"
"7","國泰綜合","617","689"
"8","國票","877","139"
"9","元富","488","438"
"10","華南永昌","369","498"
"4","協易機(4533)"
"1","元大","3440","3417"
"2","凱基","1887","1938"
"3","富邦","1330","860"
"4","群益","863","661"
"5","國泰綜合","771","744"
"6","兆豐","745","622"
"7","永豐金","531","708"
"8","玉山證券","597","513"
"9","華南永昌","611","388"
"10","元富","486","418"
"5","萬泰科(6190)"
"1","富邦","3149","1782"
"2","元大","1915","2726"
"3","凱基","2079","1707"
"4","永豐金","700","643"
"5","港商野村","937","0"
"6","群益","376","522"
"7","康和","55","829"
"8","兆豐","428","451"
"9","星洲瑞銀","407","343"
"10","國票","341","392"
"6","威剛(3260)"
"1","元大","1938","1821"
"2","凱基","1315","1641"
"3","富邦","1486","1112"
"4","群益","1169","426"
"5","統一","610","448"
"6","元富","694","340"
"7","永豐金","483","481"
"8","國泰綜合","395","559"
"9","港商野村","467","415"
"10","台新","467","235"
"7","中探針(6217)"
"1","元大","2167","2422"
"2","凱基","1557","1162"
"3","富邦","777","1134"
"4","永豐金","500","613"
"5","群益","533","521"
"6","美商高盛亞","577","435"
"7","國泰綜合","529","477"
"8","台新","452","290"
"9","華南永昌","199","437"
"10","元富","213","418"
"8","合晶(6182)"
"1","元大","1788","2337"
"2","凱基","1887","1464"
"3","富邦","673","824"
"4","美商高盛亞","625","533"
"5","國泰綜合","452","680"
"6","永豐金","419","596"
"7","元富","311","325"
"8","群益","354","278"
"9","統一","363","191"
"10","星洲瑞銀","325","218"
"9","鈺創(5351)"
"1","元大","1934","2238"
"2","凱基","1314","1303"
"3","富邦","707","762"
"4","星洲瑞銀","544","601"
"5","國泰綜合","632","388"
"6","群益","485","386"
"7","元富","330","467"
"8","美商高盛亞","350","337"
"9","華南永昌","381","279"
"10","永豐金","281","331"
"10","欣銓(3264)"
"1","元大","1886","2066"
"2","凱基","1794","936"
"3","永豐金","942","539"
"4","群益","541","695"
"5","星洲瑞銀","431","606"
"6","富邦","453","548"
"7","台新","408","320"
"8","國泰綜合","307","409"
"9","美商高盛亞","245","407"
"10","華南永昌","264","316"
"11","精確(3162)"
"1","元大","1718","2139"
"2","凱基","783","2410"
"3","富邦","1400","590"
"4","永豐金","1331","359"
"5","統一","348","748"
"6","群益","430","448"
"7","華南永昌","307","397"
"8","中國信託證","277","255"
"9","國泰綜合","342","153"
"10","星洲瑞銀","251","191"
"12","中美晶(5483)"
"1","元大","1382","1681"
"2","凱基","1711","1340"
"3","富邦","535","623"
"4","美商高盛亞","744","351"
"5","星洲瑞銀","292","665"
"6","港商野村","768","132"
"7","永豐金","496","403"
"8","國泰綜合","260","413"
"9","群益","203","434"
"10","兆豐","199","430"
"13","中光電(5371)"
"1","元大","1890","1774"
"2","凱基","678","1787"
"3","富邦","644","678"
"4","國泰綜合","630","520"
"5","永豐金","351","630"
"6","星洲瑞銀","368","555"
"7","美商高盛亞","494","414"
"8","摩根士丹利","534","332"
"9","群益","317","418"
"10","元富","394","247"
"14","方土昶(6265)"
"1","元大","2054","1939"
"2","凱基","1347","1417"
"3","富邦","653","511"
"4","永豐金","377","595"
"5","星洲瑞銀","533","423"
"6","群益","337","597"
"7","國泰綜合","573","358"
"8","華南永昌","234","442"
"9","美商高盛亞","334","271"
"10","台新","242","266"
"15","台燿(6274)"
"1","元大","1554","1987"
"2","凱基","1082","1481"
"3","富邦","430","641"
"4","國泰綜合","631","405"
"5","美商高盛亞","599","350"
"6","星洲瑞銀","508","314"
"7","群益","336","352"
"8","永豐金","286","398"
"9","華南永昌","299","360"
"10","摩根士丹利","588","5"
"16","亞電(4939)"
"1","元大","2248","2285"
"2","凱基","1278","995"
"3","國泰綜合","493","577"
"4","星洲瑞銀","669","284"
"5","台新","407","538"
"6","富邦","427","497"
"7","群益","308","342"
"8","永豐金","245","348"
"9","華南永昌","294","291"
"10","統一","229","318"
"17","光洋科(1785)"
"1","元大","1426","2162"
"2","凱基","966","872"
"3","富邦","525","858"
"4","星洲瑞銀","903","346"
"5","兆豐","574","223"
"6","永豐金","407","388"
"7","美商高盛亞","526","219"
"8","群益","428","310"
"9","國泰綜合","295","359"
"10","台新","188","406"
"18","能率(5392)"
"1","元大","1739","1701"
"2","凱基","1182","1332"
"3","富邦","1013","501"
"4","永豐金","531","515"
"5","群益","588","429"
"6","美商高盛亞","408","310"
"7","國泰綜合","276","408"
"8","華南永昌","258","367"
"9","台新","146","472"
"10","國票","212","335"
"19","華星光(4979)"
"1","元大","1561","1765"
"2","凱基","1029","1274"
"3","富邦","609","633"
"4","國泰綜合","597","447"
"5","群益","587","418"
"6","永豐金","619","360"
"7","星洲瑞銀","266","525"
"8","元富","387","241"
"9","統一","299","301"
"10","美商高盛亞","254","279"
"20","金居(8358)"
"1","元大","1974","1750"
"2","富邦","807","876"
"3","國泰綜合","759","723"
"4","凱基","690","777"
"5","永豐金","495","918"
"6","星洲瑞銀","301","429"
"7","群益","239","456"
"8","美商高盛亞","290","322"
"9","統一","230","303"
"10","台新","258","214"
"21","世界(5347)"
"1","凱基","1659","973"
"2","元大","1283","1034"
"3","富邦","524","857"
"4","群益","227","595"
"5","摩根士丹利","393","421"
"6","星洲瑞銀","431","340"
"7","美商高盛亞","271","419"
"8","彰銀","6","635"
"9","元富","305","299"
"10","國泰綜合","245","238"
"22","凱崴(5498)"
