115年01月14日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","世界(5347)"
"1","元大","15118","14528"
"2","凱基","7821","9487"
"3","富邦","4547","5174"
"4","統一","4149","5231"
"5","永豐金","2638","5023"
"6","群益","2683","4195"
"7","星洲瑞銀","2958","3431"
"8","華南永昌","2176","3029"
"9","國泰綜合","2804","2157"
"10","台新","2029","2814"
"2","合晶(6182)"
"1","元大","10017","12905"
"2","凱基","10182","7979"
"3","富邦","7285","5958"
"4","統一","5002","1945"
"5","永豐金","3988","2719"
"6","群益","2131","2940"
"7","國泰綜合","2206","2862"
"8","元富","2290","2131"
"9","星洲瑞銀","2191","1673"
"10","華南永昌","1668","1864"
"3","富喬(1815)"
"1","元大","12252","12681"
"2","富邦","5491","5685"
"3","凱基","5564","5017"
"4","國泰綜合","3681","3983"
"5","永豐金","2928","3086"
"6","群益","2049","2518"
"7","星洲瑞銀","2488","1325"
"8","台新","1723","2004"
"9","元富","1594","1755"
"10","統一","1638","1377"
"4","華電網(6163)"
"1","元大","10353","9855"
"2","凱基","6487","6522"
"3","富邦","5705","5224"
"4","永豐金","3400","3673"
"5","國泰綜合","2166","3106"
"6","群益","2421","2450"
"7","華南永昌","1999","1630"
"8","元富","1900","1583"
"9","統一","1510","1967"
"10","台新","1775","1584"
"5","台半(5425)"
"1","元大","10925","9653"
"2","凱基","4836","8006"
"3","富邦","4140","2734"
"4","群益","3543","2654"
"5","永豐金","2754","2371"
"6","國泰綜合","2807","2103"
"7","華南永昌","2143","2200"
"8","元富","2171","1449"
"9","台新","1106","1913"
"10","美商高盛亞","1193","1714"
"6","九豪(6127)"
"1","元大","8727","10251"
"2","富邦","7210","6642"
"3","凱基","4622","4459"
"4","永豐金","2207","2269"
"5","國票","2231","2202"
"6","國泰綜合","2078","2015"
"7","統一","2750","1224"
"8","群益","1772","1769"
"9","華南永昌","1550","1723"
"10","新光","1090","998"
"7","穩懋(3105)"
"1","元大","8016","8263"
"2","凱基","5817","5293"
"3","富邦","3464","3524"
"4","永豐金","3009","3100"
"5","國泰綜合","2200","3127"
"6","星洲瑞銀","2544","2101"
"7","群益","1674","1698"
"8","美商高盛亞","1692","1481"
"9","華南永昌","1909","1174"
"10","兆豐","1422","1229"
"8","蜜望實(8043)"
"1","元大","14424","11297"
"2","富邦","5664","4345"
"3","凱基","4273","3417"
"4","統一","1781","1820"
"5","永豐金","1500","1714"
"6","國泰綜合","1130","1948"
"7","群益","670","1142"
"8","元富","867","875"
"9","國票","676","1003"
"10","星洲瑞銀","685","898"
"9","茂迪(6244)"
"1","元大","7512","6629"
"2","富邦","4459","4026"
"3","凱基","3460","4405"
"4","國泰綜合","1713","1992"
"5","群益","1712","1688"
"6","永豐金","1510","1737"
"7","美商高盛亞","1484","1693"
"8","玉山證券","1036","1438"
"9","元富","1246","1201"
"10","統一","1157","995"
"10","信昌電(6173)"
"1","元大","4161","6346"
"2","富邦","5926","3223"
"3","凱基","3924","2705"
"4","統一","2084","1612"
"5","永豐金","1363","1806"
"6","華南永昌","1332","1294"
"7","國泰綜合","846","1470"
"8","國票","1415","835"
"9","群益","717","1465"
"10","星洲瑞銀","970","586"
"11","光頡(3624)"
"1","元大","7180","6831"
"2","凱基","2526","3110"
"3","富邦","2161","2114"
"4","永豐金","1708","2142"
"5","國泰綜合","1746","1748"
"6","統一","1722","1542"
"7","群益","1498","1361"
"8","華南永昌","1056","1040"
"9","元富","946","1067"
"10","台新","955","853"
