主鍵,交易日期,時間,股票代號,股票名稱,股票排名,累計買進張數,累計賣出張數,累計買賣超,時段買進張數,時段賣出張數,時段買賣超,時段買超,時段買超差,時段賣超,時段賣超差,時段買超家數,時段賣超家數,買超率,賣超率
2026/3/2-11-3709,2026/3/2,11,3709,鑫聯大投控,16,6309,6060,249,1845,1693,152,332,-125,180,-180,6,4,0.20,0.10
2026/3/2-11-3264,2026/3/2,11,3264,欣銓,17,5631,5060,571,1741,1467,274,589,-214,315,-455,7,3,0.40,0.18
2026/3/2-11-6290,2026/3/2,11,6290,良維,18,5171,5987,-816,1351,1689,-338,358,-284,696,-424,5,5,0.21,0.52
2026/3/2-11-5309,2026/3/2,11,5309,系統電,19,5461,5310,151,1227,900,327,663,-271,336,-716,6,4,0.74,0.27
2026/3/2-11-6127,2026/3/2,11,6127,九豪,20,5165,5031,134,1523,1458,65,368,-185,303,-157,6,4,0.25,0.20
2026/3/2-11-5498,2026/3/2,11,5498,凱崴,21,4972,5015,-43,1967,1834,133,519,276,386,-52,5,5,0.28,0.20
2026/3/2-11-3707,2026/3/2,11,3707,漢磊,22,4297,4709,-412,593,616,-23,204,-578,227,-944,5,5,0.33,0.38
2026/3/2-11-2641,2026/3/2,11,2641,正德,23,4128,4766,-638,451,704,-253,300,-707,553,-839,6,4,0.43,1.23
2026/3/2-11-4903,2026/3/2,11,4903,聯光通,24,4400,4751,-351,1771,1754,17,256,-91,239,-409,4,6,0.15,0.13
2026/3/2-11-3374,2026/3/2,11,3374,精材,25,3976,4296,-320,338,341,-3,43,-334,46,-648,2,8,0.13,0.14
2026/3/2-11-6274,2026/3/2,11,6274,台燿,26,4115,3406,709,1172,958,214,503,-600,289,-778,5,5,0.53,0.25
2026/3/2-11-3211,2026/3/2,11,3211,順達,27,4289,3815,474,4289,3815,474,684,,210,,6,4,0.18,0.05
2026/3/2-11-5452,2026/3/2,11,5452,佶優,28,3847,4116,-269,1321,1334,-13,294,82,307,-181,5,5,0.22,0.23
2026/3/2-11-8289,2026/3/2,11,8289,泰藝,29,3984,4148,-164,155,102,53,115,-521,62,-791,3,7,1.13,0.40
2026/3/2-11-3615,2026/3/2,11,3615,安可,30,3691,3647,44,3691,3647,44,683,,639,,4,6,0.19,0.17
2026/3/2-12-6244,2026/3/2,12,6244,茂迪,1,43497,44617,-1120,1895,2691,-796,192,-5436,988,-3230,4,5,0.07,0.52
2026/3/2-12-1815,2026/3/2,12,1815,富喬,2,35012,38612,-3600,4499,4646,-147,1096,-720,1243,-2370,7,3,0.24,0.28
2026/3/2-12-3105,2026/3/2,12,3105,穩懋,3,19211,19720,-509,2559,3146,-587,688,-435,1275,82,7,3,0.22,0.50
2026/3/2-12-6217,2026/3/2,12,6217,中探針,4,20514,18583,1931,913,903,10,329,-1376,319,-649,3,7,0.36,0.35
2026/3/2-12-4979,2026/3/2,12,4979,華星光,5,17727,17776,-49,909,880,29,170,-371,141,-536,5,4,0.19,0.16
2026/3/2-12-4909,2026/3/2,12,4909,新復興,6,10369,10599,-230,3278,3444,-166,726,510,892,550,3,7,0.21,0.27
2026/3/2-12-5347,2026/3/2,12,5347,世界,7,10197,8643,1554,3267,2637,630,2528,1857,1898,1537,3,7,0.96,0.58
2026/3/2-12-5371,2026/3/2,12,5371,中光電,8,9138,9184,-46,959,777,182,380,315,198,4,3,6,0.49,0.21
2026/3/2-12-3221,2026/3/2,12,3221,台嘉碩,9,8440,9077,-637,1400,1641,-241,497,104,738,468,3,7,0.30,0.53
2026/3/2-12-8096,2026/3/2,12,8096,擎亞,10,8548,10058,-1510,580,737,-157,205,-423,362,-661,6,4,0.28,0.62
2026/3/2-12-1785,2026/3/2,12,1785,光洋科,11,7892,8657,-765,1346,1296,50,274,-48,224,-736,5,5,0.21,0.17
2026/3/2-12-6016,2026/3/2,12,6016,康和證,12,8625,8144,481,980,748,232,654,-195,422,-260,7,3,0.87,0.43
2026/3/2-12-3260,2026/3/2,12,3260,威剛,13,7796,7406,390,1375,1264,111,416,-209,305,-138,5,5,0.33,0.22
2026/3/2-12-8358,2026/3/2,12,8358,金居,14,7205,7467,-262,2095,1675,420,876,768,456,245,8,2,0.52,0.22
2026/3/2-12-3264,2026/3/2,12,3264,欣銓,15,6766,6494,272,1135,1434,-299,529,-60,828,513,6,4,0.37,0.73
2026/3/2-12-6290,2026/3/2,12,6290,良維,16,6550,6614,-64,1517,1063,454,712,354,258,-438,4,6,0.67,0.17
2026/3/2-12-5309,2026/3/2,12,5309,系統電,17,6281,6021,260,820,711,109,229,-434,120,-216,5,5,0.32,0.15
2026/3/2-12-4123,2026/3/2,12,4123,晟德,18,5266,5976,-710,5266,5976,-710,987,,1697,,5,5,0.17,0.32
2026/3/2-12-3709,2026/3/2,12,3709,鑫聯大投控,19,6863,6604,259,554,544,10,262,-70,252,72,7,3,0.48,0.45
2026/3/2-12-6187,2026/3/2,12,6187,萬潤,20,6233,6294,-61,6233,6294,-61,941,,1002,,5,5,0.15,0.16
2026/3/2-12-6127,2026/3/2,12,6127,九豪,21,5825,5600,225,660,569,91,191,-177,100,-203,4,6,0.34,0.15
2026/3/2-12-3357,2026/3/2,12,3357,臺慶科,22,6536,6076,460,107,52,55,85,-110,30,-71,2,6,1.63,0.28
2026/3/2-12-5498,2026/3/2,12,5498,凱崴,23,5613,5703,-90,741,700,41,178,-341,137,-249,7,3,0.25,0.18
2026/3/2-12-3211,2026/3/2,12,3211,順達,24,5555,5160,395,1615,1724,-109,345,-339,454,244,6,4,0.20,0.28
2026/3/2-12-3707,2026/3/2,12,3707,漢磊,25,4859,5183,-324,562,474,88,268,64,180,-47,7,2,0.57,0.32
2026/3/2-12-4903,2026/3/2,12,4903,聯光通,26,5102,5311,-209,702,560,142,258,2,116,-123,7,3,0.46,0.17
2026/3/2-12-3374,2026/3/2,12,3374,精材,27,4539,4711,-172,563,415,148,226,183,78,32,8,2,0.54,0.14
2026/3/2-12-2641,2026/3/2,12,2641,正德,28,4353,5070,-717,225,304,-79,52,-248,131,-422,4,6,0.17,0.58
2026/3/2-12-6274,2026/3/2,12,6274,台燿,29,5021,3745,1276,993,642,351,557,54,206,-83,5,5,0.87,0.21
2026/3/2-12-5452,2026/3/2,12,5452,佶優,30,4952,4851,101,1207,921,286,707,413,421,114,5,5,0.77,0.35
2026/3/2-13-6244,2026/3/2,13,6244,茂迪,1,47106,48295,-1189,3609,3678,-69,535,343,604,-384,3,6,0.15,0.17
2026/3/2-13-1815,2026/3/2,13,1815,富喬,2,44348,46527,-2179,9336,7915,1421,2060,964,639,-604,7,3,0.26,0.07
2026/3/2-13-3105,2026/3/2,13,3105,穩懋,3,25187,25399,-212,5976,5679,297,942,254,645,-630,6,4,0.17,0.11
2026/3/2-13-4979,2026/3/2,13,4979,華星光,4,18774,18911,-137,1068,1155,-87,339,169,426,285,5,5,0.29,0.40
2026/3/2-13-6217,2026/3/2,13,6217,中探針,5,20835,18893,1942,321,310,11,131,-198,120,-199,4,4,0.42,0.37
2026/3/2-13-5347,2026/3/2,13,5347,世界,6,16546,13505,3041,6301,5257,1044,3242,714,2198,300,6,4,0.62,0.35
2026/3/2-13-3221,2026/3/2,13,3221,台嘉碩,7,11039,11880,-841,3024,3360,-336,322,-175,658,-80,5,5,0.10,0.22
2026/3/2-13-8096,2026/3/2,13,8096,擎亞,8,11119,12929,-1810,2571,2871,-300,841,636,1141,779,6,4,0.29,0.44
2026/3/2-13-4909,2026/3/2,13,4909,新復興,9,11816,12675,-859,1821,2369,-548,174,-552,722,-170,5,5,0.07,0.40
2026/3/2-13-5371,2026/3/2,13,5371,中光電,10,11548,11290,258,2972,2348,624,1177,797,553,355,5,5,0.50,0.19
2026/3/2-13-3260,2026/3/2,13,3260,威剛,11,11152,10337,815,3642,3392,250,825,409,575,270,4,6,0.24,0.16
2026/3/2-13-6016,2026/3/2,13,6016,康和證,12,10375,11354,-979,2450,3540,-1090,1349,695,2439,2017,5,5,0.38,1.00
2026/3/2-13-1785,2026/3/2,13,1785,光洋科,13,10273,9905,368,2556,1920,636,946,672,310,86,7,3,0.49,0.12
2026/3/2-13-3264,2026/3/2,13,3264,欣銓,14,10262,10130,132,4345,4351,-6,2153,1624,2159,1331,6,4,0.49,0.50
2026/3/2-13-8358,2026/3/2,13,8358,金居,15,9562,10094,-532,2357,2627,-270,470,-406,740,284,4,6,0.18,0.31
2026/3/2-13-5498,2026/3/2,13,5498,凱崴,16,9444,8852,592,3826,3203,623,1386,1208,763,626,4,6,0.43,0.20
2026/3/2-13-4123,2026/3/2,13,4123,晟德,17,7138,8021,-883,2301,2766,-465,819,-168,1284,-413,5,4,0.30,0.56
2026/3/2-13-6290,2026/3/2,13,6290,良維,18,8238,8327,-89,1688,1713,-25,611,-101,636,378,5,5,0.36,0.38
2026/3/2-13-5309,2026/3/2,13,5309,系統電,19,8176,7894,282,1895,1873,22,724,495,702,582,5,5,0.39,0.37
2026/3/2-13-3211,2026/3/2,13,3211,順達,20,8176,8247,-71,2742,3102,-360,988,643,1348,894,6,4,0.32,0.49
2026/3/2-13-6190,2026/3/2,13,6190,萬泰科,21,7263,7710,-447,7263,7710,-447,518,,965,,5,5,0.07,0.13
2026/3/2-13-6187,2026/3/2,13,6187,萬潤,22,8260,7894,366,2027,1600,427,851,-90,424,-578,3,7,0.53,0.21
2026/3/2-13-3709,2026/3/2,13,3709,鑫聯大投控,23,8381,7917,464,1518,1313,205,573,311,368,116,5,5,0.44,0.24
2026/3/2-13-6127,2026/3/2,13,6127,九豪,24,7066,6889,177,1241,1289,-48,220,29,268,168,7,3,0.17,0.22
2026/3/2-13-4903,2026/3/2,13,4903,聯光通,25,6231,6547,-316,1129,1236,-107,203,-55,310,194,5,5,0.16,0.27
2026/3/2-13-3707,2026/3/2,13,3707,漢磊,26,5883,6175,-292,1024,992,32,287,19,255,75,5,5,0.29,0.25
2026/3/2-13-3357,2026/3/2,13,3357,臺慶科,27,7192,6531,661,656,455,201,401,316,200,170,4,6,0.88,0.30
2026/3/2-13-6274,2026/3/2,13,6274,台燿,28,6573,4887,1686,1663,1433,230,853,296,623,417,3,7,0.60,0.37
2026/3/2-13-3374,2026/3/2,13,3374,精材,29,5554,5789,-235,1015,1078,-63,286,60,349,271,4,6,0.27,0.34
2026/3/2-13-2641,2026/3/2,13,2641,正德,30,5399,6124,-725,1210,1268,-58,355,303,413,282,4,5,0.28,0.34
2026/3/3-10-1815,2026/3/3,10,1815,富喬,1,67375,63387,3988,67375,63387,3988,8936,,4948,,5,5,0.14,0.07
2026/3/3-10-6244,2026/3/3,10,6244,茂迪,2,36610,35766,844,36610,35766,844,5199,,4355,,6,4,0.15,0.12
2026/3/3-10-5347,2026/3/3,10,5347,世界,3,11277,12360,-1083,11277,12360,-1083,2927,,4010,,6,4,0.24,0.36
2026/3/3-10-8358,2026/3/3,10,8358,金居,4,11505,11817,-312,11505,11817,-312,1264,,1576,,5,5,0.11,0.14
2026/3/3-10-5498,2026/3/3,10,5498,凱崴,5,10952,11897,-945,10952,11897,-945,1002,,1947,,4,6,0.08,0.18
2026/3/3-10-4909,2026/3/3,10,4909,新復興,6,9033,9347,-314,9033,9347,-314,751,,1065,,6,4,0.08,0.12
2026/3/3-10-8086,2026/3/3,10,8086,宏捷科,7,9388,8356,1032,9388,8356,1032,2123,,1091,,5,5,0.25,0.12
2026/3/3-10-3221,2026/3/3,10,3221,台嘉碩,8,6878,7092,-214,6878,7092,-214,829,,1043,,3,7,0.12,0.15
2026/3/3-10-4908,2026/3/3,10,4908,前鼎,9,6971,7117,-146,6971,7117,-146,786,,932,,5,5,0.11,0.13
2026/3/3-10-5452,2026/3/3,10,5452,佶優,10,6328,6178,150,6328,6178,150,1349,,1199,,6,4,0.22,0.19
2026/3/3-10-4903,2026/3/3,10,4903,聯光通,11,7467,6546,921,7467,6546,921,2746,,1825,,4,6,0.42,0.24
2026/3/3-10-6530,2026/3/3,10,6530,創威,12,5920,5940,-20,5920,5940,-20,534,,554,,6,4,0.09,0.09
2026/3/3-10-3289,2026/3/3,10,3289,宜特,13,5296,5127,169,5296,5127,169,748,,579,,7,3,0.15,0.11
2026/3/3-10-3260,2026/3/3,10,3260,威剛,14,5085,5637,-552,5085,5637,-552,895,,1447,,5,5,0.16,0.28
2026/3/3-10-8289,2026/3/3,10,8289,泰藝,15,5697,5977,-280,5697,5977,-280,638,,918,,5,5,0.11,0.16
2026/3/3-10-8111,2026/3/3,10,8111,立碁,16,5285,5278,7,5285,5278,7,273,,266,,5,5,0.05,0.05
2026/3/3-10-5309,2026/3/3,10,5309,系統電,17,4076,4847,-771,4076,4847,-771,958,,1729,,3,7,0.20,0.42
2026/3/3-10-6016,2026/3/3,10,6016,康和證,18,4857,4027,830,4857,4027,830,2833,,2003,,3,7,0.70,0.41
2026/3/3-10-3211,2026/3/3,10,3211,順達,19,4325,4303,22,4325,4303,22,515,,493,,4,6,0.12,0.11
2026/3/3-10-6190,2026/3/3,10,6190,萬泰科,20,4001,4024,-23,4001,4024,-23,603,,626,,5,5,0.15,0.16
2026/3/3-10-8074,2026/3/3,10,8074,鉅橡,21,4051,4245,-194,4051,4245,-194,216,,410,,6,4,0.05,0.10
2026/3/3-10-6127,2026/3/3,10,6127,九豪,22,4001,3991,10,4001,3991,10,396,,386,,5,5,0.10,0.10
2026/3/3-10-6182,2026/3/3,10,6182,合晶,23,3548,3605,-57,3548,3605,-57,1151,,1208,,6,4,0.32,0.34
2026/3/3-10-3105,2026/3/3,10,3105,穩懋,24,3908,3765,143,3908,3765,143,1199,,1056,,5,5,0.32,0.27
2026/3/3-10-2641,2026/3/3,10,2641,正德,25,3624,3005,619,3624,3005,619,1635,,1016,,4,6,0.54,0.28
2026/3/3-10-5328,2026/3/3,10,5328,華容,26,3252,3496,-244,3252,3496,-244,325,,569,,4,6,0.09,0.17
2026/3/3-10-3498,2026/3/3,10,3498,陽程,27,3615,3693,-78,3615,3693,-78,466,,544,,4,6,0.13,0.15
2026/3/3-10-8048,2026/3/3,10,8048,德勝,28,3424,3292,132,3424,3292,132,1036,,904,,5,5,0.31,0.26
2026/3/3-10-3707,2026/3/3,10,3707,漢磊,29,2947,3496,-549,2947,3496,-549,280,,829,,5,5,0.08,0.28
2026/3/3-10-3324,2026/3/3,10,3324,雙鴻,30,2993,3195,-202,2993,3195,-202,615,,817,,5,5,0.19,0.27
2026/3/3-11-1815,2026/3/3,11,1815,富喬,1,87107,81899,5208,21318,20810,508,2411,-6525,1903,-3045,6,4,0.12,0.09
2026/3/3-11-6244,2026/3/3,11,6244,茂迪,2,46819,44926,1893,12655,11841,814,1680,-3519,866,-3489,7,3,0.14,0.07
2026/3/3-11-5347,2026/3/3,11,5347,世界,3,16260,17973,-1713,5561,5970,-409,1897,-1030,2306,-1704,5,5,0.32,0.41
2026/3/3-11-8358,2026/3/3,11,8358,金居,4,15648,15498,150,4143,3681,462,1238,-26,776,-800,6,4,0.34,0.19
2026/3/3-11-5498,2026/3/3,11,5498,凱崴,5,13292,14487,-1195,2828,2951,-123,629,-373,752,-1195,6,4,0.21,0.27
2026/3/3-11-8086,2026/3/3,11,8086,宏捷科,6,13701,13241,460,4313,4885,-572,874,-1249,1446,355,7,3,0.18,0.34
2026/3/3-11-4909,2026/3/3,11,4909,新復興,7,11906,12174,-268,2873,2827,46,309,-442,263,-802,4,6,0.11,0.09
2026/3/3-11-4903,2026/3/3,11,4903,聯光通,8,11344,10807,537,4039,4459,-420,743,-2003,1163,-662,4,6,0.17,0.29
2026/3/3-11-4908,2026/3/3,11,4908,前鼎,9,10106,10305,-199,3389,3432,-43,490,-296,533,-399,5,5,0.14,0.16
2026/3/3-11-3260,2026/3/3,11,3260,威剛,10,8239,8723,-484,3154,3086,68,918,23,850,-597,6,4,0.30,0.27
2026/3/3-11-3221,2026/3/3,11,3221,台嘉碩,11,8524,8290,234,1853,1616,237,476,-353,239,-804,6,4,0.29,0.13
2026/3/3-11-6530,2026/3/3,11,6530,創威,12,7504,7579,-75,2106,2091,15,258,-276,243,-311,4,5,0.12,0.12
2026/3/3-11-8289,2026/3/3,11,8289,泰藝,13,7690,7952,-262,1993,1975,18,217,-421,199,-719,4,6,0.11,0.10
2026/3/3-11-5452,2026/3/3,11,5452,佶優,14,7273,7088,185,1169,1122,47,243,-1106,196,-1003,8,2,0.22,0.17
2026/3/3-11-8111,2026/3/3,11,8111,立碁,15,7049,6918,131,1764,1640,124,358,85,234,-32,6,4,0.22,0.13
2026/3/3-11-3289,2026/3/3,11,3289,宜特,16,6454,6566,-112,1405,1625,-220,166,-582,386,-193,4,6,0.10,0.27
2026/3/3-11-5309,2026/3/3,11,5309,系統電,17,6569,7359,-790,2660,2815,-155,664,-294,819,-910,4,6,0.24,0.31
2026/3/3-11-3105,2026/3/3,11,3105,穩懋,18,6962,7197,-235,3216,3570,-354,527,-672,881,-175,2,8,0.15,0.27
2026/3/3-11-3615,2026/3/3,11,3615,安可,19,6839,6618,221,6839,6618,221,508,,287,,6,4,0.08,0.04
2026/3/3-11-6016,2026/3/3,11,6016,康和證,20,7371,6122,1249,2618,2694,-76,1247,-1586,1323,-680,6,3,0.46,0.51
2026/3/3-11-8096,2026/3/3,11,8096,擎亞,21,5787,6965,-1178,5787,6965,-1178,484,,1662,,5,5,0.07,0.29
2026/3/3-11-4533,2026/3/3,11,4533,協易機,22,6387,5669,718,6387,5669,718,1469,,751,,6,4,0.26,0.12
2026/3/3-11-6190,2026/3/3,11,6190,萬泰科,23,5258,5567,-309,1422,1747,-325,200,-403,525,-101,3,7,0.11,0.37
2026/3/3-11-4123,2026/3/3,11,4123,晟德,24,4758,4970,-212,4758,4970,-212,1443,,1655,,5,5,0.29,0.35
2026/3/3-11-3211,2026/3/3,11,3211,順達,25,5526,5513,13,1201,1210,-9,126,-389,135,-358,6,4,0.10,0.11
2026/3/3-11-6207,2026/3/3,11,6207,雷科,26,5291,5374,-83,5291,5374,-83,516,,599,,4,6,0.10,0.11
2026/3/3-11-5351,2026/3/3,11,5351,鈺創,27,4724,5409,-685,4724,5409,-685,709,,1394,,4,6,0.13,0.30
2026/3/3-11-6182,2026/3/3,11,6182,合晶,28,4824,4778,46,1276,1173,103,399,-752,296,-912,6,4,0.34,0.23
2026/3/3-11-6127,2026/3/3,11,6127,九豪,29,5239,5080,159,1390,1245,145,339,-57,194,-192,7,3,0.27,0.14
2026/3/3-11-8074,2026/3/3,11,8074,鉅橡,30,5117,5188,-71,1066,943,123,237,21,114,-296,8,2,0.25,0.11
2026/3/3-12-1815,2026/3/3,12,1815,富喬,1,100762,95336,5426,16133,16604,-471,2536,125,3007,1104,6,4,0.15,0.19
2026/3/3-12-6244,2026/3/3,12,6244,茂迪,2,49509,48136,1373,3163,3455,-292,1395,-285,1687,821,7,3,0.40,0.53
2026/3/3-12-5347,2026/3/3,12,5347,世界,3,17167,18921,-1754,907,948,-41,393,-1504,434,-1872,6,4,0.41,0.48
2026/3/3-12-8086,2026/3/3,12,8086,宏捷科,4,18758,17318,1440,5057,4077,980,1654,780,674,-772,4,6,0.41,0.13
2026/3/3-12-8358,2026/3/3,12,8358,金居,5,17639,17075,564,1991,1577,414,761,-477,347,-429,5,5,0.48,0.17
2026/3/3-12-4903,2026/3/3,12,4903,聯光通,6,18527,17952,575,7555,7511,44,1694,951,1650,487,6,4,0.23,0.22
2026/3/3-12-4909,2026/3/3,12,4909,新復興,7,14529,14741,-212,2623,2567,56,356,47,300,37,7,3,0.14,0.11
2026/3/3-12-5498,2026/3/3,12,5498,凱崴,8,13843,15108,-1265,551,621,-70,197,-432,267,-485,6,4,0.32,0.48
2026/3/3-12-4908,2026/3/3,12,4908,前鼎,9,11580,11565,15,1732,1341,391,990,500,599,66,4,6,0.74,0.35
2026/3/3-12-3260,2026/3/3,12,3260,威剛,10,10053,11116,-1063,2307,2545,-238,452,-466,690,-160,4,5,0.18,0.30
2026/3/3-12-3221,2026/3/3,12,3221,台嘉碩,11,8983,8548,435,459,258,201,210,-266,9,-230,7,2,0.81,0.02
2026/3/3-12-6530,2026/3/3,12,6530,創威,12,8794,8611,183,1290,1032,258,914,656,656,413,3,7,0.89,0.51
2026/3/3-12-8289,2026/3/3,12,8289,泰藝,13,8333,8645,-312,643,693,-50,157,-60,207,8,5,5,0.23,0.32
2026/3/3-12-3289,2026/3/3,12,3289,宜特,14,7358,7434,-76,904,868,36,391,225,355,-31,4,6,0.45,0.39
2026/3/3-12-5309,2026/3/3,12,5309,系統電,15,7372,8155,-783,803,796,7,383,-281,376,-443,7,3,0.48,0.47
2026/3/3-12-8111,2026/3/3,12,8111,立碁,16,7618,7483,135,569,565,4,84,-274,80,-154,6,4,0.15,0.14
2026/3/3-12-5452,2026/3/3,12,5452,佶優,17,7678,7409,269,452,370,82,199,-44,117,-79,7,3,0.54,0.26
2026/3/3-12-3105,2026/3/3,12,3105,穩懋,18,7868,8120,-252,906,923,-17,315,-212,332,-549,4,6,0.34,0.37
2026/3/3-12-8096,2026/3/3,12,8096,擎亞,19,6738,8133,-1395,951,1168,-217,416,-68,633,-1029,6,4,0.36,0.67
2026/3/3-12-6016,2026/3/3,12,6016,康和證,20,8302,6921,1381,931,799,132,659,-588,527,-796,8,2,0.82,0.57
2026/3/3-12-3615,2026/3/3,12,3615,安可,21,7314,7132,182,475,514,-39,98,-410,137,-150,6,4,0.19,0.29
2026/3/3-12-4533,2026/3/3,12,4533,協易機,22,7134,6569,565,1156,1026,130,606,-863,476,-275,4,4,0.59,0.41
2026/3/3-12-4123,2026/3/3,12,4123,晟德,23,5770,6302,-532,1251,1594,-343,348,-1095,691,-964,4,6,0.22,0.55
2026/3/3-12-2641,2026/3/3,12,2641,正德,24,6300,5559,741,2901,2981,-80,595,-1040,675,-341,5,5,0.20,0.23
2026/3/3-12-3211,2026/3/3,12,3211,順達,25,6004,5986,18,478,473,5,145,19,140,5,4,6,0.31,0.29
2026/3/3-12-3264,2026/3/3,12,3264,欣銓,26,5476,5847,-371,5476,5847,-371,878,,1249,,5,5,0.15,0.23
2026/3/3-12-5351,2026/3/3,12,5351,鈺創,27,5442,5905,-463,839,935,-96,136,-573,232,-1162,3,7,0.15,0.28
2026/3/3-12-6190,2026/3/3,12,6190,萬泰科,28,5612,5916,-304,354,349,5,96,-104,91,-434,6,4,0.28,0.26
2026/3/3-12-6182,2026/3/3,12,6182,合晶,29,5133,5474,-341,603,899,-296,291,-108,587,291,6,4,0.32,0.97
2026/3/3-12-6207,2026/3/3,12,6207,雷科,30,5711,5793,-82,420,419,1,119,-397,118,-481,4,5,0.28,0.28
2026/3/3-13-1815,2026/3/3,13,1815,富喬,1,113413,107348,6065,16484,14986,1498,2750,214,1252,-1755,6,4,0.18,0.08
2026/3/3-13-6244,2026/3/3,13,6244,茂迪,2,58977,57011,1966,9468,8875,593,2314,919,1721,34,6,4,0.26,0.18
2026/3/3-13-5347,2026/3/3,13,5347,世界,3,22791,23845,-1054,5624,4924,700,2187,1794,1487,1053,4,6,0.44,0.26
2026/3/3-13-8086,2026/3/3,13,8086,宏捷科,4,22944,21645,1299,4186,4327,-141,769,-885,910,236,6,4,0.18,0.22
2026/3/3-13-8358,2026/3/3,13,8358,金居,5,21962,20814,1148,4323,3739,584,1244,483,660,313,4,6,0.33,0.15
2026/3/3-13-4903,2026/3/3,13,4903,聯光通,6,21469,21447,22,3123,3760,-637,558,-1136,1195,-455,4,6,0.15,0.38
2026/3/3-13-5498,2026/3/3,13,5498,凱崴,7,17042,17695,-653,3199,2587,612,1320,1123,708,441,5,5,0.51,0.22
2026/3/3-13-4909,2026/3/3,13,4909,新復興,8,17451,17065,386,2922,2324,598,798,442,200,-100,6,4,0.34,0.07
2026/3/3-13-3260,2026/3/3,13,3260,威剛,9,12997,13805,-808,2944,2689,255,699,247,444,-246,5,5,0.26,0.15
2026/3/3-13-4908,2026/3/3,13,4908,前鼎,10,11923,11779,144,343,214,129,279,-711,150,-449,4,6,1.30,0.44
2026/3/3-13-3221,2026/3/3,13,3221,台嘉碩,11,10530,9619,911,1547,1071,476,744,534,268,259,6,4,0.69,0.17
2026/3/3-13-5309,2026/3/3,13,5309,系統電,12,9752,9888,-136,2567,1942,625,897,514,272,-104,6,4,0.46,0.11
2026/3/3-13-2641,2026/3/3,13,2641,正德,13,9811,8509,1302,3511,2950,561,1169,574,608,-67,6,4,0.40,0.17
2026/3/3-13-4533,2026/3/3,13,4533,協易機,14,10021,8914,1107,3013,2838,175,478,-128,303,-173,5,5,0.17,0.10
2026/3/3-13-8289,2026/3/3,13,8289,泰藝,15,9651,10036,-385,1318,1391,-73,153,-4,226,19,3,7,0.11,0.17
2026/3/3-13-6016,2026/3/3,13,6016,康和證,16,10661,8877,1784,2495,2051,444,1514,855,1070,543,8,2,0.74,0.43
2026/3/3-13-8096,2026/3/3,13,8096,擎亞,17,8447,9829,-1382,2016,1991,25,477,61,452,-181,5,5,0.24,0.22
2026/3/3-13-8111,2026/3/3,13,8111,立碁,18,9125,8849,276,1507,1366,141,413,329,272,192,6,4,0.30,0.18
2026/3/3-13-3105,2026/3/3,13,3105,穩懋,19,9242,9038,204,1588,1312,276,555,240,279,-53,6,4,0.42,0.18
2026/3/3-13-3289,2026/3/3,13,3289,宜特,20,8547,8391,156,1189,957,232,353,-38,121,-234,4,6,0.37,0.10
2026/3/3-13-6530,2026/3/3,13,6530,創威,21,8852,8850,2,58,239,-181,0,-914,181,-475,0,8,0.00,3.12
2026/3/3-13-5452,2026/3/3,13,5452,佶優,22,8735,8262,473,1057,853,204,364,165,160,43,5,5,0.43,0.15
2026/3/3-13-6290,2026/3/3,13,6290,良維,23,8640,8015,625,8640,8015,625,2040,,1415,,5,5,0.25,0.16
2026/3/3-13-8069,2026/3/3,13,8069,元太,24,7074,8874,-1800,7074,8874,-1800,2543,,4343,,4,6,0.29,0.61
2026/3/3-13-3264,2026/3/3,13,3264,欣銓,25,7236,7399,-163,1786,2055,-269,513,-365,782,-467,5,5,0.25,0.44
2026/3/3-13-4123,2026/3/3,13,4123,晟德,26,7113,7123,-10,1148,1155,-7,513,165,520,-171,4,6,0.44,0.45
2026/3/3-13-5351,2026/3/3,13,5351,鈺創,27,7231,7440,-209,1732,1638,94,465,329,371,139,5,5,0.28,0.21
2026/3/3-13-6207,2026/3/3,13,6207,雷科,28,7414,7427,-13,1703,1634,69,269,150,200,82,5,5,0.16,0.12
2026/3/3-13-3211,2026/3/3,13,3211,順達,29,7593,7387,206,1589,1401,188,295,150,107,-33,6,4,0.21,0.07
2026/3/3-13-6190,2026/3/3,13,6190,萬泰科,30,7070,7186,-116,1484,1362,122,516,420,394,303,4,6,0.38,0.27
2026/3/4-10-1815,2026/3/4,10,1815,富喬,1,38383,36887,1496,38383,36887,1496,3758,,2262,,5,5,0.10,0.06
2026/3/4-10-4533,2026/3/4,10,4533,協易機,2,23705,22720,985,23705,22720,985,3517,,2532,,5,5,0.15,0.11
2026/3/4-10-8358,2026/3/4,10,8358,金居,3,19510,20340,-830,19510,20340,-830,285,,1115,,5,5,0.01,0.06
2026/3/4-10-6244,2026/3/4,10,6244,茂迪,4,15286,15790,-504,15286,15790,-504,2153,,2657,,5,5,0.14,0.17
2026/3/4-10-4123,2026/3/4,10,4123,晟德,5,10650,10324,326,10650,10324,326,1866,,1540,,3,7,0.18,0.14
2026/3/4-10-3498,2026/3/4,10,3498,陽程,6,8864,9571,-707,8864,9571,-707,862,,1569,,6,4,0.09,0.18
2026/3/4-10-5347,2026/3/4,10,5347,世界,7,7685,7099,586,7685,7099,586,2042,,1456,,4,6,0.29,0.19
2026/3/4-10-3260,2026/3/4,10,3260,威剛,8,7589,7036,553,7589,7036,553,2203,,1650,,5,5,0.31,0.22
