115年01月16日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","39233","34540"
"2","凱基","22840","23371"
"3","富邦","13117","15770"
"4","國泰綜合","13010","10248"
"5","永豐金","8457","9469"
"6","群益","8266","7233"
"7","星洲瑞銀","4539","6428"
"8","華南永昌","5195","4915"
"9","元富","4520","5112"
"10","統一","3445","4826"
"2","世界(5347)"
"1","元大","9303","10773"
"2","凱基","8637","6778"
"3","富邦","6006","6180"
"4","星洲瑞銀","4138","3177"
"5","群益","3294","3098"
"6","統一","2310","2659"
"7","國泰綜合","2319","2539"
"8","永豐金","2492","2076"
"9","華南永昌","1820","2599"
"10","國票","2321","808"
"3","合晶(6182)"
"1","元大","7748","6066"
"2","凱基","3685","6163"
"3","富邦","2848","3865"
"4","國泰綜合","3159","1484"
"5","永豐金","1663","1660"
"6","星洲瑞銀","519","2605"
"7","美商高盛亞","638","2268"
"8","玉山證券","2207","455"
"9","群益","1462","1032"
"10","元富","1357","704"
"4","品安(8088)"
"1","元大","9977","6562"
"2","富邦","4336","6741"
"3","凱基","2913","2617"
"4","國泰綜合","2047","1855"
"5","永豐金","1621","2025"
"6","群益","1531","1293"
"7","星洲瑞銀","1165","1424"
"8","元富","873","1217"
"9","華南永昌","649","1060"
"10","美商高盛亞","915","783"
"5","華容(5328)"
"1","元大","7184","6080"
"2","凱基","4381","7774"
"3","富邦","4157","3925"
"4","國泰綜合","1461","1214"
"5","華南永昌","1164","1071"
"6","永豐金","1223","900"
"7","群益","1211","888"
"8","摩根大通","1815","12"
"9","元富","674","545"
"10","兆豐","506","516"
"6","蜜望實(8043)"
"1","元大","5152","4558"
"2","凱基","1851","1742"
"3","富邦","1243","1771"
"4","國泰綜合","1454","1019"
"5","星洲瑞銀","788","1197"
"6","永豐金","1131","731"
"7","統一","457","979"
"8","群益","691","679"
"9","康和","116","1108"
"10","華南永昌","762","441"
"7","高鋒(4510)"
"1","元大","3209","3294"
"2","凱基","2401","2335"
"3","富邦","1472","1646"
"4","永豐金","938","906"
"5","群益","840","754"
"6","國泰綜合","803","744"
"7","元富","719","731"
"8","美商高盛亞","609","583"
"9","統一","588","581"
"10","華南永昌","565","572"
"8","信昌電(6173)"
"1","元大","3640","3477"
"2","凱基","1544","1950"
"3","富邦","1086","1167"
"4","星洲瑞銀","817","1193"
"5","永豐金","755","694"
"6","國泰綜合","752","608"
"7","美商高盛亞","423","790"
"8","元富","664","492"
"9","群益","587","544"
"10","統一","708","421"
"9","穩懋(3105)"
"1","元大","2808","2043"
"2","凱基","1339","3243"
"3","富邦","1597","1224"
"4","永豐金","1126","849"
"5","國泰綜合","1211","417"
"6","星洲瑞銀","310","957"
"7","群益","737","345"
"8","元富","488","440"
"9","新光","661","262"
"10","統一","478","434"
"10","協易機(4533)"
"1","元大","2990","2901"
"2","富邦","3142","2122"
"3","凱基","1730","1625"
"4","永豐金","981","896"
