115年02月02日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","擎亞(8096)"
"1","元大","9110","8745"
"2","凱基","5322","5509"
"3","永豐金","3197","4417"
"4","富邦","2911","4011"
"5","國泰綜合","4032","1897"
"6","群益","2422","2460"
"7","統一","806","3019"
"8","台新","1099","2073"
"9","星洲瑞銀","1740","1033"
"10","華南永昌","1282","1253"
"2","富喬(1815)"
"1","元大","5511","6144"
"2","凱基","2730","4471"
"3","富邦","2553","1797"
"4","國泰綜合","1717","1025"
"5","星洲瑞銀","59","2596"
"6","永豐金","1405","1216"
"7","群益","1429","691"
"8","華南永昌","1078","482"
"9","玉山證券","1058","500"
"10","新光","909","605"
"3","世界(5347)"
"1","元大","4381","4024"
"2","凱基","3130","3920"
"3","永豐金","893","3293"
"4","美商高盛亞","2503","1588"
"5","富邦","2426","1372"
"6","星洲瑞銀","3074","168"
"7","國票","415","2104"
"8","摩根大通","742","1675"
"9","摩根士丹利","1819","443"
"10","台新","326","1328"
"4","華星光(4979)"
"1","元大","4246","4291"
"2","凱基","2445","2975"
"3","國泰綜合","1366","1183"
"4","富邦","1079","1299"
"5","群益","1217","1091"
"6","永豐金","1052","1103"
"7","美商高盛亞","844","945"
"8","統一","1064","682"
"9","華南永昌","662","461"
"10","元富","625","472"
"5","茂迪(6244)"
"1","元大","5638","3760"
"2","凱基","1726","3137"
"3","永豐金","1224","1357"
"4","富邦","1442","971"
"5","群益","938","1374"
"6","國泰綜合","1265","715"
"7","統一","903","1013"
"8","兆豐","517","811"
"9","元富","599","703"
"10","華南永昌","773","427"
"6","系統電(5309)"
"1","元大","5920","3873"
"2","凱基","2432","1748"
"3","富邦","1052","1604"
"4","群益","854","907"
"5","永豐金","636","880"
"6","國泰綜合","434","993"
"7","元富","578","813"
"8","美商高盛亞","627","579"
"9","華南永昌","338","618"
"10","兆豐","187","596"
"7","穩懋(3105)"
"1","元大","3249","3164"
"2","凱基","2306","2393"
"3","永豐金","1168","1386"
"4","富邦","959","676"
"5","美商高盛亞","860","620"
"6","國泰綜合","726","497"
"7","群益","601","519"
"8","摩根士丹利","140","827"
"9","星洲瑞銀","578","359"
"10","美林證券","675","203"
"8","威剛(3260)"
"1","凱基","2462","2235"
"2","元大","1969","2393"
"3","富邦","919","1151"
"4","群益","631","771"
"5","永豐金","714","652"
"6","摩根士丹利","792","353"
"7","國泰綜合","473","565"
"8","星洲瑞銀","575","379"
"9","摩根大通","488","454"
"10","統一","232","577"
"9","鈺創(5351)"
"1","元大","2477","2116"
"2","凱基","1418","1235"
"3","群益","945","977"
"4","富邦","959","948"
"5","兆豐","847","915"
"6","美商高盛亞","382","792"
"7","國泰綜合","633","502"
"8","華南永昌","528","509"
