115年03月11日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","17353","21050"
"2","凱基","11264","11853"
"3","富邦","6926","7050"
"4","國泰綜合","4959","5538"
"5","永豐金","4503","4017"
"6","群益","3967","3954"
"7","美商高盛亞","4708","1867"
"8","統一","2308","3831"
"9","兆豐","2857","3243"
"10","元富","2584","3341"
"2","擎亞(8096)"
"1","元大","9893","9796"
"2","凱基","4631","5628"
"3","永豐金","3466","3257"
"4","富邦","3277","3020"
"5","群益","2901","2736"
"6","國泰綜合","3030","2511"
"7","台新","1689","1539"
"8","第一金證券","1350","1444"
"9","統一","1373","1418"
"10","美商高盛亞","1745","977"
"3","威剛(3260)"
"1","元大","6397","6945"
"2","凱基","3942","3377"
"3","富邦","2175","2093"
"4","永豐金","2074","1784"
"5","國泰綜合","1570","1959"
"6","群益","1284","1584"
"7","美商高盛亞","1510","591"
"8","統一","1003","1061"
"9","台新","1183","857"
"10","星洲瑞銀","1224","709"
"4","茂迪(6244)"
"1","元大","6881","6709"
"2","凱基","3447","4042"
"3","富邦","3106","3864"
"4","國泰綜合","1457","1986"
"5","群益","1506","1678"
"6","永豐金","1271","1755"
"7","台新","1639","637"
"8","統一","809","1182"
"9","華南永昌","1004","942"
"10","美商高盛亞","1222","718"
"5","鈺創(5351)"
"1","元大","7075","7021"
"2","凱基","2477","3204"
"3","富邦","2631","2071"
"4","國泰綜合","1873","1598"
"5","群益","1496","1609"
"6","永豐金","1637","1307"
"7","華南永昌","1641","1139"
"8","元富","865","1257"
"9","兆豐","761","1067"
"10","台新","897","808"
"6","建榮(5340)"
"1","元大","3871","3321"
"2","凱基","2115","2075"
"3","富邦","1157","1371"
"4","國泰綜合","1223","1172"
"5","永豐金","1074","980"
"6","群益","921","917"
"7","華南永昌","883","614"
"8","統一","720","636"
"9","兆豐","510","556"
"10","玉山證券","544","485"
"7","欣銓(3264)"
"1","元大","2942","3777"
"2","凱基","1484","2437"
"3","富邦","2049","872"
"4","群益","1644","610"
"5","摩根士丹利","1629","199"
"6","國泰綜合","617","611"
"7","永豐金","578","633"
"8","星洲瑞銀","305","857"
"9","摩根大通","463","630"
"10","元富","680","355"
"8","世界(5347)"
"1","元大","2085","1968"
"2","摩根士丹利","1141","2795"
"3","星洲瑞銀","2455","680"
"4","凱基","1153","1754"
"5","港商野村","2079","10"
"6","群益","775","914"
"7","美商高盛亞","567","988"
"8","富邦","928","417"
"9","美林證券","0","1183"
"10","摩根大通","575","561"
"9","康和證(6016)"
"1","元大","1803","2451"
"2","永豐金","316","2991"
"3","群益","1223","1010"
"4","美商高盛亞","2141","68"
"5","凱基","1191","701"
"6","富邦","861","731"
"7","國票","842","579"
"8","元富","569","540"
"9","美林證券","939","22"
"10","華南永昌","311","335"
"10","富喬(1815)"
"1","元大","1817","1914"
"2","富邦","1325","2346"
"3","凱基","1044","1945"
"4","華南永昌","577","1273"
"5","統一","679","657"
"6","群益","834","254"
"7","國泰綜合","605","333"
"8","永豐金","633","264"
"9","國票","368","310"
"10","兆豐","287","293"
"11","順達(3211)"
"1","元大","2248","1830"
"2","凱基","1033","1324"
"3","富邦","824","630"
"4","永豐金","694","530"
"5","國泰綜合","718","481"
"6","摩根大通","149","932"
"7","摩根士丹利","88","940"
"8","群益","519","435"
"9","統一","674","244"
"10","美商高盛亞","458","370"
"12","宏捷科(8086)"
"1","元大","1937","2265"
"2","凱基","1010","1104"
"3","富邦","610","939"
"4","永豐金","487","713"
"5","星洲瑞銀","1033","57"
"6","摩根士丹利","959","124"
"7","群益","412","429"
"8","中國信託證","326","397"
"9","國泰綜合","250","472"
"10","港商野村","663","0"
"13","東捷(8064)"
"1","元大","1787","2087"
"2","凱基","1675","1250"
"3","富邦","994","867"
"4","群益","465","875"
"5","永豐金","494","664"
"6","國泰綜合","348","536"
"7","統一","405","439"
"8","星洲瑞銀","570","206"
"9","元富","368","351"
"10","華南永昌","212","427"
"14","良維(6290)"
"1","凱基","1226","1867"
"2","元大","1435","1297"
"3","美商高盛亞","1582","164"
"4","富邦","646","913"
"5","群益","454","772"
"6","永豐金","387","631"
"7","元富","295","532"
"8","統一","267","536"
"9","兆豐","598","172"
"10","國泰綜合","252","373"
"15","台燿(6274)"
"1","元大","1581","1900"
"2","凱基","996","1356"
"3","富邦","500","611"
"4","永豐金","769","264"
"5","國泰綜合","623","379"
"6","群益","328","520"
"7","元富","295","424"
"8","摩根士丹利","597","106"
"9","美商高盛亞","375","311"
"10","星洲瑞銀","451","98"
"16","均豪(5443)"
"1","元大","1444","1501"
"2","凱基","799","985"
"3","富邦","892","679"
"4","永豐金","457","424"
"5","國泰綜合","410","467"
"6","群益","333","379"
"7","統一","343","273"
"8","美商高盛亞","364","227"
"9","玉山證券","179","383"
"10","元富","195","230"
"17","鑫聯大投控(3709)"
"1","元大","1697","1463"
"2","凱基","901","1314"
"3","富邦","658","450"
"4","群益","476","506"
"5","國泰綜合","392","530"
"6","兆豐","268","380"
"7","華南永昌","287","319"
"8","美商高盛亞","69","481"
"9","永豐金","284","225"
"10","新光","186","186"
"18","群聯(8299)"
"1","元大","1319","1261"
"2","永豐金","746","728"
"3","凱基","646","771"
"4","星洲瑞銀","468","500"
"5","富邦","450","470"
"6","群益","327","353"
"7","美商高盛亞","288","361"
"8","兆豐","498","148"
"9","國泰綜合","273","286"
"10","統一","252","191"
"19","雙鴻(3324)"
"1","元大","1278","1217"
"2","凱基","678","1010"
"3","富邦","745","714"
"4","國泰綜合","492","363"
"5","永豐金","446","286"
"6","群益","474","249"
"7","美商高盛亞","214","335"
"8","華南永昌","229","261"
"9","摩根士丹利","182","266"
"10","新光","264","162"
"20","穩懋(3105)"
"1","元大","1316","602"
"2","花旗環球","16","1428"
"3","凱基","538","749"
"4","永豐金","909","345"
"5","美商高盛亞","828","150"
"6","富邦","335","535"
"7","統一","532","236"
"8","摩根士丹利","461","303"
"9","台新","354","94"
"10","群益","177","234"
"21","系統電(5309)"
"1","元大","2191","1747"
"2","凱基","659","1175"
"3","富邦","545","838"
"4","永豐金","442","343"
"5","群益","342","293"
"6","美商高盛亞","92","361"
"7","玉山證券","270","176"
"8","國泰綜合","271","169"
"9","兆豐","268","152"
"10","華南永昌","180","203"
"22","IET-KY(4971)"
"1","元大","1428","1276"
"2","凱基","666","917"
"3","富邦","528","413"
"4","群益","424","388"
"5","永豐金","355","330"
"6","國泰綜合","385","292"
"7","華南永昌","263","201"
"8","新光","209","192"
"9","摩根士丹利","52","345"
"10","兆豐","249","135"
"23","萬泰科(6190)"
"1","元大","943","1111"
"2","凱基","723","1072"
"3","富邦","531","546"
"4","新光","396","372"
"5","永豐金","284","338"
"6","兆豐","268","342"
"7","群益","294","312"
"8","華南永昌","239","292"
"9","國泰綜合","249","246"
"10","統一","348","90"
"24","中美晶(5483)"
"1","元大","575","741"
"2","摩根士丹利","167","1029"
"3","凱基","536","417"
"4","美商高盛亞","417","437"
"5","永豐金","494","278"
"6","康和","711","20"
"7","群益","358","361"
"8","富邦","171","456"
"9","統一","147","418"
"10","兆豐","327","110"
"25","方土昶(6265)"
"1","凱基","893","910"
"2","元大","984","732"
"3","富邦","617","431"
"4","永豐金","213","420"
"5","華南永昌","224","335"
"6","國泰綜合","244","307"
"7","星洲瑞銀","252","281"
"8","群益","197","242"
"9","統一","240","175"
"10","美商高盛亞","173","234"
"26","佶優(5452)"
"1","元大","825","1268"
"2","凱基","1076","585"
"3","永豐金","563","788"
"4","富邦","238","441"
"5","群益","408","258"
"6","元富","353","307"
"7","統一","419","142"
"8","華南永昌","344","134"
"9","國泰綜合","144","180"
"10","兆豐","49","253"
"27","由田(3455)"
"1","元大","681","807"
"2","凱基","558","777"
"3","統一","764","551"
"4","華南永昌","425","336"
"5","元富","351","279"
"6","富邦","336","273"
"7","群益","356","210"
"8","台新","275","229"
"9","永豐金","282","212"
"10","兆豐","249","194"
"28","亞通(6179)"
"1","凱基","813","865"
"2","元大","644","714"
"3","群益","232","886"
"4","富邦","524","528"
"5","國票","315","547"
"6","永豐金","443","157"
"7","台新","102","279"
"8","兆豐","195","175"
"9","美林證券","337","0"
"10","新光","244","91"
"29","聯亞(3081)"
"1","元大","913","1241"
"2","凱基","542","608"
"3","富邦","360","296"
"4","美商高盛亞","264","357"
"5","國泰綜合","291","247"
"6","摩根士丹利","193","319"
"7","星洲瑞銀","349","158"
"8","群益","296","195"
"9","永豐金","244","216"
"10","元富","270","147"
"30","金居(8358)"
"1","中國信託證","206","1537"
"2","元大","812","807"
"3","統一","571","382"
"4","凱基","496","364"
"5","台新","173","624"
"6","摩根士丹利","586","18"
"7","美商高盛亞","186","403"
"8","摩根大通","148","409"
"9","永豐金","360","79"
"10","富邦","270","121"
"共300筆"
