115年02月04日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","22401","23773"
"2","凱基","10171","11289"
"3","富邦","7552","7540"
"4","國泰綜合","6286","4382"
"5","群益","4660","4251"
"6","永豐金","4528","3746"
"7","星洲瑞銀","592","6242"
"8","台新","4073","1786"
"9","華南永昌","3103","1986"
"10","元富","2773","1993"
"2","世界(5347)"
"1","富邦","8097","9556"
"2","元大","7365","4783"
"3","統一","2124","2747"
"4","凱基","2333","1672"
"5","國票","747","3093"
"6","兆豐","803","2696"
"7","星洲瑞銀","2511","858"
"8","美商高盛亞","398","2965"
"9","摩根士丹利","951","2170"
"10","摩根大通","2174","675"
"3","茂迪(6244)"
"1","元大","2824","4384"
"2","凱基","4969","1952"
"3","富邦","5174","1640"
"4","台新","285","2658"
"5","永豐金","1625","691"
"6","群益","748","1368"
"7","元富","875","739"
"8","華南永昌","377","837"
"9","國泰綜合","384","660"
"10","統一","417","571"
"4","凱崴(5498)"
"1","凱基","1582","4679"
"2","元大","3708","2541"
"3","富邦","2491","694"
"4","國泰綜合","1559","586"
"5","永豐金","1046","890"
"6","摩根大通","0","1887"
"7","美商高盛亞","202","1118"
"8","華南永昌","839","469"
"9","群益","747","504"
"10","星洲瑞銀","79","1148"
"5","環宇-KY(4991)"
"1","元大","4716","5324"
"2","富邦","1444","1988"
"3","凱基","1741","1403"
"4","港商野村","1834","47"
"5","美林證券","1770","33"
"6","群益","355","1213"
"7","國泰綜合","208","1352"
"8","永豐金","374","932"
"9","摩根士丹利","1020","27"
"10","元富","468","533"
"6","穩懋(3105)"
"1","元大","3207","3231"
"2","凱基","1812","2488"
"3","富邦","1249","1163"
"4","永豐金","1012","1132"
"5","國泰綜合","1214","644"
"6","美商高盛亞","876","875"
"7","群益","731","944"
"8","摩根大通","472","946"
"9","台新","466","752"
"10","兆豐","620","590"
"7","威剛(3260)"
"1","凱基","3382","2178"
"2","元大","2494","2436"
"3","富邦","1506","1108"
"4","群益","1305","1129"
"5","永豐金","908","862"
"6","國泰綜合","871","611"
"7","星洲瑞銀","658","726"
"8","摩根大通","631","509"
"9","元富","483","550"
"10","統一","452","377"
"8","華星光(4979)"
"1","元大","3025","3568"
"2","凱基","2336","2172"
"3","富邦","916","1196"
"4","永豐金","848","971"
"5","國泰綜合","881","932"
"6","群益","765","671"
"7","兆豐","742","580"
"8","新光","533","437"
"9","美商高盛亞","375","566"
"10","元富","486","439"
"9","台嘉碩(3221)"
"1","元大","2994","3150"
"2","凱基","1810","2110"
"3","富邦","1381","1254"
"4","永豐金","778","959"
"5","國泰綜合","985","661"
"6","群益","753","664"
"7","新光","656","599"
"8","元富","528","556"
"9","兆豐","628","360"
"10","美商高盛亞","427","517"
"10","中探針(6217)"
"1","元大","2737","2253"
"2","永豐金","1584","1429"
"3","凱基","1231","1565"
"4","富邦","1388","797"
"5","統一","479","1679"
"6","群益","757","876"
"7","國泰綜合","946","318"
"8","美商高盛亞","148","976"
"9","元富","699","196"
"10","兆豐","506","384"
"11","鉅橡(8074)"
"1","富邦","3047","2770"
"2","元大","3252","2407"
"3","凱基","1668","2235"
"4","永豐金","805","1924"
"5","國泰綜合","780","487"
"6","兆豐","512","463"
"7","群益","440","432"
"8","華南永昌","507","314"
"9","摩根大通","193","467"
"10","玉山證券","409","234"
"12","方土昶(6265)"
"1","元大","1895","2044"
"2","凱基","1384","1106"
"3","美商高盛亞","678","779"
"4","星洲瑞銀","730","562"
"5","富邦","575","609"
"6","永豐金","595","466"
"7","國泰綜合","285","579"
"8","群益","452","390"
"9","玉山證券","470","357"
"10","華南永昌","304","336"
"13","鈺創(5351)"
"1","元大","1554","1712"
"2","凱基","688","749"
"3","富邦","536","714"
"4","星洲瑞銀","597","579"
"5","美商高盛亞","589","379"
"6","群益","468","335"
"7","國泰綜合","359","442"
"8","摩根大通","636","4"
"9","永豐金","222","384"
"10","元富","145","425"
"14","華容(5328)"
"1","元大","1267","954"
"2","凱基","1207","909"
"3","群益","555","860"
"4","富邦","610","565"
"5","星洲瑞銀","124","650"
"6","摩根大通","192","410"
"7","華南永昌","318","217"
"8","永豐金","300","231"
"9","國泰綜合","266","190"
"10","統一","168","262"
"15","台燿(6274)"
"1","元大","1126","1507"
"2","凱基","1187","768"
"3","富邦","651","587"
"4","永豐金","334","352"
"5","群益","320","359"
"6","國泰綜合","301","342"
"7","華南永昌","236","336"
"8","元富","253","248"
"9","美商高盛亞","229","233"
"10","國票","192","195"
"16","群聯(8299)"
"1","凱基","958","1251"
"2","元大","1007","873"
"3","美商高盛亞","1056","298"
"4","富邦","404","627"
"5","星洲瑞銀","341","505"
"6","永豐金","430","368"
