115年03月25日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","13418","17429"
"2","凱基","9264","7537"
"3","富邦","6571","7195"
"4","永豐金","5808","5230"
"5","國泰綜合","3167","4631"
"6","統一","4246","2683"
"7","群益","2600","3379"
"8","港商野村","4790","0"
"9","星洲瑞銀","3415","1225"
"10","新光","1515","3054"
"2","光洋科(1785)"
"1","元大","3126","3078"
"2","富邦","2367","3445"
"3","凱基","1635","1939"
"4","永豐金","1504","693"
"5","美商高盛亞","934","921"
"6","國泰綜合","969","811"
"7","新光","1133","385"
"8","摩根大通","458","985"
"9","星洲瑞銀","820","400"
"10","群益","538","664"
"3","金居(8358)"
"1","元大","4053","3475"
"2","凱基","1954","2470"
"3","國泰綜合","1134","2516"
"4","富邦","1362","2038"
"5","永豐金","1401","860"
"6","摩根士丹利","417","1445"
"7","群益","697","768"
"8","華南永昌","723","732"
"9","國票","1079","190"
"10","美商高盛亞","603","595"
"4","聯光通(4903)"
"1","元大","4668","4257"
"2","凱基","1966","2928"
"3","富邦","1499","1371"
"4","群益","1401","1247"
"5","永豐金","1079","1357"
"6","華南永昌","695","837"
"7","兆豐","581","775"
"8","新光","916","391"
"9","統一","477","824"
"10","美商高盛亞","471","523"
"5","頎邦(6147)"
"1","元大","1939","3338"
"2","凱基","2007","2171"
"3","富邦","1149","2007"
"4","永豐金","1370","1410"
"5","元富","807","1029"
"6","國泰綜合","1027","703"
"7","國票","1401","285"
"8","星洲瑞銀","1126","307"
"9","群益","722","577"
"10","摩根大通","928","368"
"6","順達(3211)"
"1","元大","2057","3248"
"2","富邦","2538","1961"
"3","凱基","2239","2154"
"4","永豐金","890","1289"
"5","統一","1221","365"
"6","群益","562","761"
"7","華南永昌","453","725"
"8","台新","764","324"
"9","港商野村","951","104"
"10","國泰綜合","376","645"
"7","擎亞(8096)"
"1","元大","3151","3659"
"2","凱基","1589","2624"
"3","富邦","1363","1370"
"4","群益","1068","1192"
"5","國泰綜合","1411","708"
"6","永豐金","899","1025"
"7","華南永昌","701","361"
"8","統一","451","419"
"9","元富","526","317"
"10","台新","460","336"
"8","世界(5347)"
"1","元大","3937","2428"
"2","凱基","825","2421"
"3","富邦","2055","1174"
"4","統一","2237","389"
"5","新光","1569","329"
"6","國票","1009","306"
"7","兆豐","92","961"
"8","永豐金","133","890"
"9","國泰綜合","223","730"
"10","群益","296","520"
"9","華星光(4979)"
"1","元大","1501","2895"
"2","富邦","2265","1943"
"3","凱基","2113","1564"
"4","國泰綜合","534","1044"
"5","兆豐","835","510"
"6","永豐金","558","754"
"7","統一","895","372"
"8","港商野村","1060","73"
"9","群益","422","651"
"10","美林證券","897","60"
"10","台燿(6274)"
"1","元大","2603","2778"
"2","凱基","1711","1883"
"3","富邦","1027","1057"
"4","國泰綜合","662","837"
"5","美商高盛亞","683","620"
"6","群益","474","739"
"7","兆豐","722","268"
"8","永豐金","459","512"
"9","華南永昌","301","626"
"10","元富","274","543"
"11","台嘉碩(3221)"
"1","元大","3158","3551"
"2","凱基","774","1843"
"3","富邦","1147","1021"
"4","兆豐","859","267"
"5","國泰綜合","695","357"
"6","群益","488","561"
"7","元富","558","357"
"8","永豐金","627","247"
"9","摩根大通","0","723"
"10","華南永昌","441","225"
"12","新盛力(4931)"
"1","元大","2200","1898"
"2","凱基","1402","1531"
"3","富邦","1114","923"
"4","群益","1185","682"
"5","國泰綜合","903","697"
"6","永豐金","596","760"
"7","華南永昌","636","542"
"8","兆豐","441","499"
"9","美商高盛亞","340","574"
"10","台新","450","410"
"13","華電網(6163)"
"1","元大","2227","2463"
"2","凱基","1558","1154"
"3","富邦","808","852"
"4","永豐金","895","622"
"5","群益","551","643"
"6","國票","721","420"
"7","台新","458","447"
"8","統一","278","453"
"9","國泰綜合","331","390"
"10","美商高盛亞","332","291"
"14","鈦昇(8027)"
"1","元大","1579","1870"
"2","凱基","742","854"
"3","富邦","754","752"
"4","群益","573","762"
"5","永豐金","502","820"
"6","康和","824","137"
"7","台新","433","400"
"8","國泰綜合","377","406"
"9","元富","236","457"
"10","國票","322","321"
"15","東捷(8064)"
"1","元大","1634","1745"
"2","凱基","1357","1331"
"3","富邦","527","510"
"4","港商野村","570","399"
"5","國泰綜合","472","458"
"6","玉山證券","437","468"
"7","永豐金","404","397"
"8","群益","295","463"
"9","大和國泰","600","0"
"10","第一金證券","273","287"
"16","茂迪(6244)"
"1","元大","2021","1525"
"2","凱基","1446","1299"
"3","富邦","783","911"
"4","星洲瑞銀","399","570"
"5","國泰綜合","518","434"
"6","群益","368","394"
"7","華南永昌","383","316"
"8","永豐金","322","277"
"9","新光","167","317"
"10","摩根士丹利","103","378"
"17","宜特(3289)"
"1","元大","2128","1824"
"2","富邦","789","1114"
"3","凱基","502","942"
"4","群益","690","676"
"5","永豐金","636","547"
"6","國泰綜合","607","398"
"7","統一","298","352"
"8","台新","353","289"
"9","新光","370","219"
"10","元富","280","215"
"18","創威(6530)"
"1","元大","2005","1982"
"2","凱基","535","592"
"3","富邦","588","510"
"4","永豐金","539","557"
"5","群益","506","527"
"6","美商高盛亞","435","570"
"7","國泰綜合","551","428"
"8","元富","375","271"
"9","華南永昌","343","263"
"10","台新","280","254"
"19","長科*(6548)"
"1","元大","1214","1534"
"2","凱基","1310","949"
"3","新光","655","680"
"4","富邦","386","711"
"5","摩根士丹利","417","399"
"6","永豐金","271","442"
"7","群益","370","286"
"8","玉山證券","427","183"
"9","美商高盛亞","476","133"
"10","星洲瑞銀","497","110"
"20","萬泰科(6190)"
"1","元大","1240","1544"
"2","凱基","814","965"
"3","富邦","474","756"
"4","星洲瑞銀","712","158"
"5","國泰綜合","318","440"
"6","永豐金","471","241"
"7","群益","268","340"
"8","華南永昌","230","376"
"9","美商高盛亞","509","91"
"10","玉山證券","287","273"
"21","均豪(5443)"
"1","元大","1513","1597"
"2","富邦","671","789"
"3","凱基","777","644"
"4","群益","573","536"
"5","國泰綜合","321","408"
"6","永豐金","262","420"
"7","元富","317","311"
"8","星洲瑞銀","380","201"
"9","中國信託證","268","302"
"10","美商高盛亞","366","118"
"22","閎康(3587)"
"1","元大","1874","1793"
"2","凱基","1095","867"
"3","富邦","634","1174"
"4","永豐金","498","440"
"5","群益","352","354"
"6","國泰綜合","306","281"
"7","台新","253","200"
"8","統一","266","177"
"9","元富","172","261"
"10","華南永昌","213","211"
"23","前鼎(4908)"
"1","元大","1632","1422"
"2","富邦","786","533"
"3","群益","488","654"
"4","凱基","498","628"
"5","國泰綜合","641","325"
"6","永豐金","387","540"
"7","華南永昌","312","267"
"8","美林證券","238","246"
"9","元富","227","246"
"10","兆豐","219","247"
"24","萬潤(6187)"
"1","元大","872","1115"
"2","富邦","1040","407"
"3","凱基","798","638"
"4","星洲瑞銀","581","372"
"5","港商野村","607","244"
"6","國泰綜合","356","423"
"7","永豐金","283","352"
"8","美林證券","340","213"
"9","群益","217","298"
"10","摩根大通","36","476"
"25","九豪(6127)"
"1","元大","1335","1235"
"2","凱基","782","833"
"3","永豐金","374","460"
"4","富邦","425","401"
"5","國泰綜合","464","314"
"6","華南永昌","390","201"
"7","美商高盛亞","270","286"
"8","群益","246","303"
"9","國票","299","223"
"10","兆豐","187","279"
"26","系統電(5309)"
"1","元大","1365","1380"
"2","凱基","679","789"
"3","富邦","694","557"
"4","群益","463","419"
"5","元富","410","321"
"6","國泰綜合","342","363"
"7","永豐金","283","372"
"8","台新","234","284"
"9","美商高盛亞","194","219"
"10","統一","175","167"
"27","威剛(3260)"
"1","元大","815","779"
"2","統一","695","650"
"3","凱基","507","621"
"4","富邦","427","653"
"5","美商高盛亞","563","466"
"6","永豐金","384","261"
"7","華南永昌","363","265"
"8","元富","252","341"
"9","群益","216","331"
"10","兆豐","178","196"
"28","泰谷(3339)"
"1","凱基","2289","1003"
"2","元大","998","2115"
"3","國票","40","880"
"4","元富","405","373"
"5","富邦","287","178"
"6","新光","340","65"
"7","永豐金","198","131"
"8","聯邦銀","307","3"
"9","兆豐","227","81"
"10","群益","183","99"
"29","高鋒(4510)"
"1","凱基","1179","788"
"2","元大","894","891"
"3","元富","505","587"
"4","華南永昌","426","399"
"5","群益","263","538"
"6","富邦","356","418"
"7","永豐金","293","378"
"8","統一","311","279"
"9","國泰綜合","145","294"
"10","台新","105","143"
"30","協易機(4533)"
"1","元大","1240","1053"
"2","凱基","590","1437"
"3","群益","361","593"
"4","富邦","468","362"
"5","永豐金","326","330"
"6","國泰綜合","287","224"
"7","新光","208","164"
"8","星洲瑞銀","144","199"
"9","華南永昌","204","129"
"10","台新","187","108"
"共300筆"
