115年01月26日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","7947","6393"
"2","凱基","4112","4582"
"3","國泰綜合","2279","2009"
"4","富邦","2436","1688"
"5","美商高盛亞","1140","2507"
"6","永豐金","1595","966"
"7","摩根大通","409","2001"
"8","群益","1076","1229"
"9","新光","1358","802"
"10","統一","944","1030"
"2","穩懋(3105)"
"1","元大","4482","4156"
"2","凱基","3227","3474"
"3","富邦","1883","1542"
"4","國泰綜合","1765","1473"
"5","永豐金","1705","1209"
"6","星洲瑞銀","1009","1697"
"7","美商高盛亞","816","1713"
"8","群益","794","984"
"9","兆豐","807","661"
"10","統一","742","708"
"3","欣銓(3264)"
"1","元大","3841","3586"
"2","凱基","3942","2629"
"3","永豐金","1579","1180"
"4","星洲瑞銀","721","1345"
"5","群益","691","1098"
"6","富邦","707","1053"
"7","國泰綜合","640","1069"
"8","康和","1077","256"
"9","台新","795","469"
"10","美商高盛亞","369","808"
"4","協易機(4533)"
"1","元大","4473","4230"
"2","凱基","2475","2604"
"3","富邦","1714","1272"
"4","國泰綜合","1238","1007"
"5","群益","1051","917"
"6","永豐金","886","856"
"7","兆豐","928","745"
"8","華南永昌","829","558"
"9","玉山證券","702","655"
"10","元富","665","664"
"5","中探針(6217)"
"1","元大","3430","3786"
"2","凱基","2604","2311"
"3","富邦","1581","1797"
"4","永豐金","1495","1238"
"5","群益","1102","931"
"6","美商高盛亞","804","1132"
"7","國泰綜合","939","895"
"8","台新","776","514"
"9","元富","489","692"
"10","華南永昌","371","645"
"6","世界(5347)"
"1","元大","2380","2421"
"2","凱基","2904","1852"
"3","富邦","1275","2358"
"4","群益","870","1338"
"5","星洲瑞銀","1715","421"
"6","美商高盛亞","1128","424"
"7","彰銀","30","1340"
"8","摩根士丹利","857","471"
"9","永豐金","526","506"
"10","國票","787","178"
"7","合晶(6182)"
"1","元大","2779","3583"
"2","凱基","2426","1988"
"3","富邦","1279","1426"
"4","美商高盛亞","1236","829"
"5","國泰綜合","705","1058"
"6","永豐金","596","969"
"7","星洲瑞銀","937","499"
"8","群益","576","602"
"9","統一","605","517"
"10","元富","568","538"
"8","鈺創(5351)"
"1","元大","3193","3478"
"2","凱基","1752","2309"
"3","富邦","1281","1198"
"4","美商高盛亞","748","889"
"5","星洲瑞銀","795","807"
"6","國泰綜合","851","712"
"7","元富","635","808"
"8","群益","693","619"
"9","永豐金","626","557"
"10","華南永昌","564","503"
"9","中光電(5371)"
"1","元大","3063","3184"
"2","凱基","1568","2096"
"3","富邦","932","1200"
"4","國泰綜合","857","964"
"5","美商高盛亞","1274","545"
"6","摩根士丹利","1192","345"
"7","永豐金","529","919"
"8","統一","507","810"
"9","華南永昌","809","480"
"10","群益","540","684"
"10","新鉅科(3630)"
"1","元大","2895","3718"
"2","凱基","1593","2889"
"3","富邦","2790","870"
"4","統一","1047","696"
"5","群益","624","878"
"6","永豐金","644","830"
"7","國泰綜合","617","707"
"8","國票","1054","146"
"9","元富","488","458"
"10","華南永昌","369","517"
"11","漢磊(3707)"
"1","元大","2688","3562"
"2","凱基","2343","1753"
"3","富邦","1055","1153"
"4","美商高盛亞","963","945"
"5","永豐金","1003","733"
"6","元富","1074","432"
"7","國泰綜合","617","689"
"8","群益","570","662"
"9","統一","560","668"
"10","華南永昌","532","522"
"12","萬泰科(6190)"
"1","富邦","3369","1842"
"2","元大","2124","2848"
"3","凱基","2079","1725"
"4","永豐金","700","652"
"5","港商野村","937","0"
"6","群益","376","534"
"7","兆豐","428","462"
"8","康和","55","830"
"9","國泰綜合","271","493"
"10","星洲瑞銀","407","343"
"13","擎亞(8096)"
"1","元大","1938","3010"
"2","凱基","2825","1372"
