115年03月31日 截至10:17止 热门股券商进出排行(等价整股由大而小排列)
"排行","股票名称(代号) "
"排行"," 券商名称","总买量(张) ","总卖量(张) "
"4","國泰綜合","424","360"
"5","群益","360","348"
"6","永豐金","283","381"
"7","華南永昌","246","286"
"8","星洲瑞銀","152","336"
"9","美林證券","352","102"
"10","港商野村","246","207"
"11","擎亞(8096)"
"1","元大","1705","1824"
"2","凱基","569","1059"
"3","富邦","627","539"
"4","國泰綜合","618","339"
"5","永豐金","317","428"
"6","群益","373","294"
"7","美商高盛亞","212","312"
"8","新光","279","212"
"9","台新","244","228"
"10","統一","214","246"
"12","磐亞(4707)"
"1","元大","1684","1062"
"2","凱基","878","1259"
"3","國泰綜合","613","342"
"4","富邦","540","350"
"5","永豐金","271","280"
"6","新光","181","357"
"7","統一","60","468"
"8","美商高盛亞","58","451"
"9","群益","300","156"
"10","美林證券","73","338"
"13","邑昇(5291)"
"1","元大","1663","1582"
"2","凱基","630","746"
"3","富邦","676","641"
"4","永豐金","365","374"
"5","國泰綜合","434","299"
"6","群益","286","384"
"7","華南永昌","335","168"
"8","星洲瑞銀","65","359"
"9","台新","253","164"
"10","元富","227","185"
"14","世界(5347)"
"1","美商高盛亞","3683","64"
"2","凱基","309","1857"
"3","元大","641","865"
"4","星洲瑞銀","408","578"
"5","摩根士丹利","226","703"
"6","國票","24","384"
"7","富邦","131","242"
"8","群益","103","261"
"9","摩根大通","59","278"
"10","台新","45","225"
"15","世紀*(5314)"
"1","元大","1427","1432"
"2","凱基","504","900"
"3","富邦","656","270"
"4","群益","251","454"
"5","永豐金","283","285"
"6","統一","281","282"
"7","兆豐","451","101"
"8","元富","204","289"
"9","華南永昌","294","112"
"10","美林證券","29","341"
"16","IET-KY(4971)"
"1","元大","1188","1063"
"2","凱基","459","816"
"3","富邦","506","628"
"4","國泰綜合","504","221"
"5","永豐金","365","274"
"6","統一","199","350"
"7","群益","252","259"
"8","美商高盛亞","196","288"
"9","台新","174","204"
"10","新光","184","160"
"17","台燿(6274)"
"1","元大","1002","1205"
"2","凱基","538","815"
"3","群益","346","383"
"4","富邦","440","264"
"5","摩根士丹利","28","603"
"6","國泰綜合","459","152"
"7","美商高盛亞","219","335"
"8","永豐金","259","196"
"9","星洲瑞銀","162","153"
"10","元富","211","68"
"18","九豪(6127)"
"1","元大","1246","1194"
"2","凱基","668","609"
"3","富邦","358","506"
"4","群益","249","209"
"5","美林證券","401","55"
"6","兆豐","215","206"
"7","國泰綜合","147","232"
"8","永豐金","131","192"
"9","華南永昌","175","133"
"10","星洲瑞銀","34","234"
"19","茂迪(6244)"
"1","元大","1228","1032"
"2","凱基","636","545"
"3","富邦","375","235"
"4","國泰綜合","282","205"
"5","群益","191","281"
"6","永豐金","210","250"
"7","玉山證券","229","214"
"8","摩根大通","1","429"
"9","星洲瑞銀","93","304"
"10","統一","135","198"
"20","建榮(5340)"
"1","元大","963","539"
"2","永豐金","200","1021"
"3","摩根大通","367","768"
"4","群益","312","492"
"5","國泰綜合","393","234"
"6","富邦","363","144"
"7","凱基","257","248"
"8","統一","158","255"
"9","台新","228","142"
"10","星洲瑞銀","46","201"
"21","金山電(8042)"
"1","元大","1296","972"
"2","凱基","272","937"
"3","富邦","421","136"
"4","統一","194","273"
"5","群益","165","300"
"6","國泰綜合","333","114"
"7","永豐金","263","153"
"8","元富","152","135"
"9","華南永昌","147","99"
"10","美商高盛亞","45","197"
"22","台星科(3265)"
"1","元大","786","973"
"2","凱基","357","686"
"3","富邦","293","378"
"4","永豐金","273","167"
"5","摩根士丹利","291","145"
"6","群益","188","239"
"7","兆豐","209","170"
"8","國泰綜合","172","144"
"9","美商高盛亞","178","123"
"10","統一","168","123"
"23","台嘉碩(3221)"
"1","元大","944","919"
"2","凱基","387","435"
"3","富邦","304","315"
"4","群益","207","238"
"5","國泰綜合","255","146"
"6","永豐金","138","253"
"7","美商高盛亞","128","232"
"8","華南永昌","162","161"
"9","元富","216","92"
"10","台新","123","153"
"24","萬在(4543)"
"1","元大","728","766"
"2","富邦","330","664"
"3","凱基","347","500"
"4","新光","210","237"
"5","元富","173","207"
"6","群益","189","150"
"7","國泰綜合","225","70"
"8","永豐金","184","79"
"9","兆豐","174","80"
"10","摩根大通","65","185"
"25","群聯(8299)"
"1","元大","640","626"
"2","凱基","453","522"
"3","永豐金","287","305"
"4","富邦","237","303"
"5","美商高盛亞","244","283"
"6","國泰綜合","126","142"
"7","群益","124","134"
"8","摩根士丹利","42","185"
"9","星洲瑞銀","96","120"
"10","兆豐","99","95"
"26","中美晶(5483)"
"1","元大","855","606"
"2","凱基","387","421"
"3","富邦","295","161"
"4","永豐金","237","172"
"5","美商高盛亞","61","277"
"6","星洲瑞銀","68","231"
"7","國泰綜合","197","76"
"8","摩根士丹利","12","247"
"9","群益","98","130"
"10","港商野村","8","203"
"27","威剛(3260)"
"1","元大","392","547"
"2","凱基","455","478"
"3","統一","298","355"
"4","富邦","340","248"
"5","永豐金","309","188"
"6","群益","243","158"
"7","兆豐","147","182"
"8","華南永昌","146","162"
"9","元富","184","95"
"10","台新","121","144"
"28","泓瀚(4741)"
"1","元大","612","692"
"2","凱基","376","324"
"3","富邦","328","309"
"4","華南永昌","293","304"
"5","永豐金","279","270"
"6","群益","313","227"
"7","國泰綜合","150","112"
"8","元富","86","89"
"9","新光","145","29"
"10","統一","92","76"
"29","聯光通(4903)"
"1","元大","935","947"
"2","凱基","319","351"
"3","富邦","270","198"
"4","永豐金","76","173"
"5","群益","122","121"
"6","統一","65","144"
"7","元富","88","118"
"8","美林證券","55","112"
"9","華南永昌","98","66"
"10","美商高盛亞","80","82"
"30","聚和(6509)"
"1","元大","549","513"
"2","凱基","451","227"
"3","富邦","295","206"
"4","群益","164","282"
"5","元富","108","214"
"6","永豐金","75","239"
"7","國泰綜合","171","130"
"8","新光","132","114"
"9","兆豐","145","32"
"10","美商高盛亞","124","49"
