115年01月30日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","擎亞(8096)"
"1","元大","7323","8878"
"2","富邦","6959","6708"
"3","凱基","5818","5319"
"4","永豐金","4074","1770"
"5","國泰綜合","2630","2782"
"6","群益","1290","3795"
"7","華南永昌","1064","1114"
"8","台新","1060","968"
"9","元富","877","1141"
"10","星洲瑞銀","1485","513"
"2","世界(5347)"
"1","元大","4893","5179"
"2","凱基","4513","3521"
"3","永豐金","2222","3447"
"4","星洲瑞銀","3531","1783"
"5","美商高盛亞","2258","2379"
"6","富邦","1806","2568"
"7","國泰綜合","1382","1655"
"8","摩根大通","2002","656"
"9","摩根士丹利","130","2405"
"10","群益","1088","1082"
"3","鈺創(5351)"
"1","元大","3903","4536"
"2","富邦","1233","1354"
"3","凱基","1230","1128"
"4","群益","1216","829"
"5","星洲瑞銀","1012","971"
"6","國泰綜合","931","1049"
"7","美商高盛亞","1008","945"
"8","永豐金","906","981"
"9","華南永昌","681","604"
"10","元富","483","737"
"4","華星光(4979)"
"1","元大","3608","3458"
"2","凱基","2594","1855"
"3","國泰綜合","1077","838"
"4","星洲瑞銀","627","1221"
"5","富邦","896","934"
"6","永豐金","820","836"
"7","群益","706","900"
"8","美商高盛亞","580","768"
"9","康和","126","915"
"10","統一","369","543"
"5","富喬(1815)"
"1","元大","2628","3014"
"2","凱基","1599","1978"
"3","富邦","1021","855"
"4","國泰綜合","861","726"
"5","永豐金","710","568"
"6","群益","489","521"
"7","兆豐","246","529"
"8","華南永昌","385","346"
"9","元富","277","326"
"10","美林證券","129","464"
"6","方土昶(6265)"
"1","元大","2665","2330"
"2","凱基","1181","1352"
"3","富邦","947","800"
"4","國泰綜合","773","586"
"5","群益","608","727"
"6","永豐金","369","865"
"7","星洲瑞銀","524","466"
"8","玉山證券","353","371"
"9","台新","324","346"
"10","華南永昌","347","297"
"7","威剛(3260)"
"1","元大","1851","1684"
"2","凱基","1438","1717"
"3","富邦","1321","997"
"4","國票","74","1340"
"5","美商高盛亞","467","609"
"6","群益","693","349"
"7","國泰綜合","683","346"
"8","永豐金","381","400"
"9","元富","313","338"
"10","台新","301","210"
"8","波若威(3163)"
"1","元大","2300","2545"
"2","凱基","1041","1286"
"3","國泰綜合","721","968"
"4","富邦","839","654"
"5","美商高盛亞","687","479"
"6","永豐金","658","490"
"7","群益","376","373"
"8","統一","274","294"
"9","元富","306","248"
"10","台新","236","297"
"9","台嘉碩(3221)"
"1","元大","1884","2062"
"2","凱基","736","1323"
"3","富邦","679","700"
"4","群益","533","506"
"5","永豐金","486","471"
"6","國泰綜合","520","419"
"7","元富","216","419"
"8","華南永昌","265","326"
"9","統一","165","425"
"10","美商高盛亞","347","238"
"10","穩懋(3105)"
"1","元大","1972","1761"
"2","凱基","1076","964"
"3","永豐金","941","698"
"4","國泰綜合","399","659"
"5","富邦","665","305"
"6","群益","281","596"
"7","美商高盛亞","231","551"
"8","星洲瑞銀","291","459"
"9","美林證券","427","109"
"10","兆豐","194","305"
"11","東典光電(6588)"
"1","元大","1564","1735"
"2","凱基","1114","1240"
"3","富邦","510","578"
"4","元富","425","589"
"5","華南永昌","349","634"
"6","群益","610","355"
"7","永豐金","399","512"
"8","統一","480","181"
"9","國泰綜合","254","222"
"10","兆豐","96","369"
"12","安國(8054)"
"1","元大","1546","1795"
"2","凱基","1138","1154"
"3","國泰綜合","753","464"
"4","永豐金","469","677"
"5","富邦","502","557"
"6","國票","590","325"
"7","群益","353","314"
"8","兆豐","321","280"
"9","統一","191","350"
"10","華南永昌","218","271"
"13","品安(8088)"
"1","元大","2208","2062"
"2","國泰綜合","664","494"
"3","富邦","540","551"
"4","永豐金","405","556"
"5","凱基","459","486"
"6","美商高盛亞","434","419"
"7","元富","405","394"
"8","群益","315","385"
"9","華南永昌","271","280"
"10","統一","146","384"
"14","中光電(5371)"
"1","元大","1755","1994"
"2","凱基","754","685"
"3","富邦","610","518"
"4","群益","324","654"
"5","統一","489","357"
"6","永豐金","446","395"
"7","國泰綜合","407","267"
"8","元富","385","281"
"9","玉山證券","280","365"
"10","星洲瑞銀","166","296"
"15","協易機(4533)"
"1","元大","876","1053"
"2","凱基","542","441"
"3","華南永昌","364","527"
"4","永豐金","377","341"
"5","富邦","241","408"
"6","美林證券","443","88"
"7","星洲瑞銀","486","36"
"8","元富","95","404"
"9","國泰綜合","319","143"
"10","美商高盛亞","236","220"
"16","康和證(6016)"
"1","元大","941","1431"
"2","凱基","1173","268"
"3","群益","573","507"
"4","統一","128","474"
"5","富邦","142","400"
"6","美商高盛亞","275","155"
"7","星洲瑞銀","244","119"
"8","台新","52","245"
"9","華南永昌","156","141"
"10","永豐金","80","205"
"17","群聯(8299)"
"1","元大","849","1062"
"2","凱基","762","688"
"3","富邦","501","390"
"4","星洲瑞銀","411","269"
"5","永豐金","202","243"
"6","美商高盛亞","245","199"
"7","國泰綜合","190","208"
"8","統一","168","215"
"9","國票","152","168"
"10","群益","176","140"
"18","IET-KY(4971)"
"1","元大","1208","1162"
"2","凱基","626","684"
"3","群益","244","283"
"4","富邦","279","232"
"5","國泰綜合","309","194"
"6","永豐金","298","190"
"7","國票","75","328"
"8","華南永昌","163","212"
"9","星洲瑞銀","133","240"
"10","玉山證券","119","206"
"19","合晶(6182)"
"1","元大","1202","747"
"2","凱基","413","549"
"3","富邦","382","308"
"4","國泰綜合","315","199"
"5","統一","114","357"
"6","群益","214","256"
"7","元富","231","197"
"8","永豐金","189","194"
"9","美商高盛亞","80","272"
"10","星洲瑞銀","53","263"
"20","中探針(6217)"
"1","元大","754","881"
"2","永豐金","737","491"
"3","凱基","476","459"
"4","富邦","227","311"
"5","美商高盛亞","195","230"
"6","新光","169","249"
"7","台新","177","231"
"8","群益","185","219"
"9","國泰綜合","189","203"
"10","元富","166","160"
"21","系統電(5309)"
"1","元大","1149","1062"
"2","凱基","422","439"
"3","富邦","384","327"
"4","永豐金","298","273"
"5","群益","153","390"
"6","星洲瑞銀","256","169"
"7","元富","197","191"
"8","國泰綜合","157","217"
"9","台新","115","224"
"10","華南永昌","190","149"
"22","欣銓(3264)"
"1","元大","935","1031"
"2","凱基","432","640"
"3","富邦","253","379"
"4","永豐金","316","254"
"5","國泰綜合","208","212"
"6","台新","143","254"
"7","美商高盛亞","222","144"
"8","玉山證券","195","79"
"9","元富","173","90"
"10","星洲瑞銀","153","97"
"23","光洋科(1785)"
"1","元大","896","830"
"2","凱基","406","469"
"3","富邦","329","271"
"4","國泰綜合","302","207"
"5","美商高盛亞","36","374"
"6","元富","313","71"
"7","群益","184","176"
"8","永豐金","169","155"
"9","星洲瑞銀","55","261"
"10","摩根士丹利","77","221"
"24","點序(6485)"
"1","元大","892","846"
"2","國泰綜合","170","630"
"3","凱基","436","337"
"4","永豐金","219","314"
"5","富邦","272","219"
"6","群益","213","244"
"7","統一","152","249"
"8","摩根大通","261","126"
"9","兆豐","147","100"
"10","華南永昌","131","92"
"25","長科*(6548)"
"1","元大","614","722"
"2","摩根士丹利","1017","1"
"3","凱基","383","579"
"4","永豐金","91","857"
"5","美商高盛亞","257","85"
"6","群益","233","107"
"7","台新","177","146"
"8","富邦","116","204"
"9","星洲瑞銀","239","71"
"10","國泰綜合","99","182"
"26","廣穎(4973)"
"1","元大","821","820"
"2","凱基","608","406"
"3","富邦","324","306"
"4","永豐金","296","249"
"5","群益","226","157"
"6","國泰綜合","148","198"
"7","美商高盛亞","178","139"
"8","元富","122","190"
"9","華南永昌","194","110"
"10","台新","149","106"
"27","凱崴(5498)"
"1","元大","673","725"
"2","凱基","450","293"
"3","永豐金","336","279"
"4","國泰綜合","236","295"
"5","富邦","232","285"
"6","美林證券","296","133"
"7","元富","79","199"
"8","玉山證券","168","87"
"9","群益","95","151"
"10","摩根大通","229","8"
"28","華電網(6163)"
"1","元大","785","799"
"2","富邦","348","497"
"3","凱基","485","294"
"4","永豐金","160","324"
"5","國泰綜合","120","234"
"6","星洲瑞銀","340","0"
"7","群益","169","155"
"8","摩根大通","279","33"
"9","元富","87","164"
"10","美商高盛亞","136","104"
"29","萬泰科(6190)"
"1","元大","791","807"
"2","國泰綜合","312","404"
"3","凱基","406","219"
"4","富邦","258","220"
"5","兆豐","176","207"
"6","美商高盛亞","179","186"
"7","華南永昌","46","314"
"8","永豐金","112","243"
"9","元富","194","161"
"10","第一金證券","249","95"
"30","宏遠證(6015)"
"1","元大","897","757"
"2","凱基","413","422"
"3","富邦","308","432"
"4","群益","111","531"
"5","兆豐","277","40"
"6","合庫","87","192"
"7","台新","163","110"
"8","統一","101","135"
"9","元富","185","37"
"10","港商野村","29","164"
"共300筆"
