115年02月09日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","世界(5347)"
"1","元大","7403","8870"
"2","凱基","6399","6971"
"3","美商高盛亞","5826","2018"
"4","富邦","2203","3633"
"5","星洲瑞銀","2365","2969"
"6","新光","4157","876"
"7","國泰綜合","2439","1671"
"8","摩根大通","643","3164"
"9","永豐金","1888","1638"
"10","華南永昌","1263","1689"
"2","茂迪(6244)"
"1","元大","7506","6740"
"2","凱基","3300","3976"
"3","富邦","2793","1874"
"4","國泰綜合","2239","1584"
"5","群益","1327","1831"
"6","永豐金","1377","1381"
"7","星洲瑞銀","1062","1401"
"8","華南永昌","1349","947"
"9","元富","1344","870"
"10","玉山證券","1196","760"
"3","富喬(1815)"
"1","元大","7291","6855"
"2","凱基","3420","5013"
"3","富邦","2056","1613"
"4","國泰綜合","2184","1468"
"5","群益","1371","1588"
"6","永豐金","1638","1198"
"7","星洲瑞銀","324","1514"
"8","華南永昌","955","739"
"9","新光","1037","610"
"10","元富","873","659"
"4","華星光(4979)"
"1","元大","4916","4502"
"2","凱基","2241","3087"
"3","富邦","1572","1707"
"4","永豐金","1223","1452"
"5","國泰綜合","1382","1164"
"6","群益","1099","979"
"7","星洲瑞銀","1054","637"
"8","兆豐","655","943"
"9","統一","658","766"
"10","台新","806","577"
"5","穩懋(3105)"
"1","元大","2575","3080"
"2","凱基","2120","1848"
"3","富邦","1008","1062"
"4","永豐金","856","1033"
"5","群益","908","749"
"6","星洲瑞銀","969","432"
"7","國泰綜合","480","794"
"8","華南永昌","404","541"
"9","統一","418","427"
"10","玉山證券","283","530"
"6","安可(3615)"
"1","元大","3472","3149"
"2","凱基","1193","1707"
"3","永豐金","1073","1364"
"4","富邦","1399","689"
"5","群益","541","1249"
"6","國泰綜合","1010","632"
"7","華南永昌","543","465"
"8","美商高盛亞","458","445"
"9","統一","295","591"
"10","玉山證券","639","232"
"7","系統電(5309)"
"1","元大","3197","2853"
"2","凱基","2352","2000"
"3","富邦","1111","1271"
"4","群益","738","615"
"5","永豐金","527","720"
"6","元富","476","757"
"7","國泰綜合","648","557"
"8","星洲瑞銀","463","605"
"9","華南永昌","560","487"
"10","台新","479","418"
"8","環宇-KY(4991)"
"1","元大","2701","3034"
"2","凱基","1568","1966"
"3","富邦","1744","1250"
"4","元富","430","1256"
"5","美商高盛亞","548","791"
"6","國泰綜合","863","407"
"7","永豐金","634","467"
"8","群益","588","502"
"9","統一","412","454"
"10","華南永昌","532","329"
"9","建榮(5340)"
"1","元大","3450","3155"
"2","凱基","1730","1682"
"3","國泰綜合","897","767"
"4","富邦","887","625"
"5","永豐金","986","456"
"6","華南永昌","861","382"
"7","群益","608","622"
"8","元富","335","593"
"9","美商高盛亞","129","730"
"10","美林證券","131","634"
"10","威剛(3260)"
"1","元大","2044","1849"
"2","凱基","1807","2052"
"3","富邦","899","733"
"4","群益","755","837"
"5","國泰綜合","764","576"
"6","統一","320","869"
"7","國票","230","880"
"8","永豐金","561","499"
"9","華南永昌","506","374"
"10","元富","471","333"
"11","中美晶(5483)"
"1","元大","2414","1616"
"2","凱基","1188","1161"
"3","群益","466","972"
"4","永豐金","673","506"
"5","富邦","716","423"
"6","美商高盛亞","16","1117"
"7","摩根大通","295","504"
"8","星洲瑞銀","144","496"
"9","元富","329","306"
"10","國泰綜合","421","207"
"12","良維(6290)"
"1","元大","1670","2232"
"2","凱基","1640","988"
"3","富邦","467","737"
"4","美林證券","914","182"
"5","元富","356","579"
"6","美商高盛亞","647","200"
"7","永豐金","202","583"
"8","星洲瑞銀","556","198"
"9","國泰綜合","266","452"
"10","群益","278","415"
"13","青雲(5386)"
"1","元大","1726","1801"
"2","凱基","972","1030"
"3","富邦","685","538"
"4","國泰綜合","590","456"
"5","群益","461","403"
"6","永豐金","475","382"
"7","元富","270","425"
"8","美商高盛亞","485","184"
"9","統一","389","265"
"10","華南永昌","190","434"
"14","康和證(6016)"
"1","元大","1315","1505"
"2","凱基","1125","534"
"3","富邦","828","732"
"4","永豐金","456","893"
"5","群益","554","321"
"6","美商高盛亞","521","216"
"7","摩根士丹利","735","0"
"8","兆豐","373","268"
"9","宏遠","25","597"
"10","統一","69","438"
"15","方土昶(6265)"
"1","元大","1955","1235"
"2","凱基","372","1190"
"3","富邦","895","372"
"4","永豐金","524","709"
"5","奔亞","6","970"
"6","星洲瑞銀","172","701"
"7","國泰綜合","387","217"
"8","群益","447","113"
"9","統一","218","268"
"10","華南永昌","321","126"
"16","欣銓(3264)"
"1","元大","1371","1080"
"2","凱基","770","1175"
"3","富邦","1139","339"
"4","台新","829","262"
"5","元富","423","345"
"6","群益","328","369"
"7","新光","546","109"
"8","永豐金","322","306"
"9","美商高盛亞","310","261"
"10","美林證券","132","379"
"17","中探針(6217)"
"1","凱基","1644","539"
"2","元大","531","1187"
"3","富邦","628","617"
"4","元富","492","738"
"5","台新","773","196"
"6","港商野村","808","0"
"7","群益","328","433"
"8","永豐金","112","513"
"9","摩根大通","466","10"
"10","兆豐","216","217"
"18","致和證(5864)"
"1","元大","924","1363"
"2","華南永昌","898","626"
"3","凱基","949","471"
"4","台新","89","785"
"5","富邦","404","436"
"6","永豐金","617","208"
"7","群益","268","319"
"8","兆豐","477","96"
"9","新光","134","415"
"10","摩根大通","393","109"
"19","群聯(8299)"
"1","元大","1200","1119"
"2","凱基","636","640"
"3","富邦","380","339"
"4","永豐金","401","255"
"5","星洲瑞銀","243","273"
"6","群益","240","255"
"7","美商高盛亞","108","341"
"8","國泰綜合","282","165"
"9","統一","163","276"
"10","台新","241","180"
"20","鈦昇(8027)"
"1","元大","1055","882"
"2","摩根士丹利","7","825"
"3","凱基","358","375"
"4","永豐金","455","228"
"5","群益","474","187"
"6","富邦","426","229"
"7","美商高盛亞","125","518"
"8","星洲瑞銀","99","324"
"9","國泰綜合","263","130"
"10","美林證券","1","365"
"21","安國(8054)"
"1","元大","1003","987"
"2","凱基","811","627"
"3","富邦","366","383"
"4","群益","308","280"
"5","永豐金","173","378"
"6","國泰綜合","254","254"
"7","美商高盛亞","125","250"
"8","星洲瑞銀","189","184"
"9","統一","154","182"
"10","港商野村","109","177"
"22","鈺創(5351)"
"1","凱基","1357","332"
"2","元大","437","935"
"3","富邦","551","520"
"4","群益","193","371"
"5","港商野村","537","0"
"6","元富","183","312"
"7","統一","308","177"
"8","華南永昌","331","139"
"9","摩根大通","348","52"
"10","兆豐","81","255"
"23","雙鴻(3324)"
"1","凱基","1245","571"
"2","元大","745","936"
"3","永豐金","357","300"
"4","群益","366","240"
"5","富邦","200","349"
"6","國泰綜合","200","237"
"7","星洲瑞銀","220","203"
"8","統一","168","183"
"9","華南永昌","77","257"
"10","美商高盛亞","220","108"
"24","台燿(6274)"
"1","元大","1006","959"
"2","凱基","376","715"
"3","美商高盛亞","447","177"
"4","富邦","283","333"
"5","永豐金","288","324"
"6","國泰綜合","304","175"
"7","群益","167","226"
"8","華南永昌","174","194"
"9","台新","157","142"
"10","統一","189","104"
"25","凱崴(5498)"
"1","元大","755","670"
"2","凱基","498","627"
"3","富邦","322","358"
"4","國泰綜合","328","209"
"5","永豐金","327","185"
"6","美商高盛亞","112","352"
"7","統一","177","214"
"8","兆豐","137","200"
"9","群益","137","166"
"10","星洲瑞銀","8","259"
"26","宜鼎(5289)"
"1","元大","468","677"
"2","凱基","632","337"
"3","富邦","508","399"
"4","摩根大通","379","57"
"5","群益","152","216"
"6","國泰綜合","106","259"
"7","美商高盛亞","163","199"
"8","元富","115","186"
"9","華南永昌","111","136"
"10","永豐金","93","153"
"27","德宏(5475)"
"1","凱基","562","592"
"2","元大","565","436"
"3","摩根大通","64","700"
"4","永豐金","494","91"
"5","富邦","264","149"
"6","國泰綜合","231","133"
"7","美林證券","91","255"
"8","元富","89","204"
"9","港商野村","0","279"
"10","美商高盛亞","63","176"
"28","聯光通(4903)"
"1","元大","499","892"
"2","凱基","879","252"
"3","富邦","568","337"
"4","群益","95","172"
"5","永豐金","94","162"
"6","華南永昌","79","154"
"7","統一","119","103"
"8","合庫","56","152"
"9","美林證券","171","32"
"10","摩根士丹利","193","8"
"29","高鋒(4510)"
"1","凱基","646","519"
"2","元大","550","603"
"3","統一","297","427"
"4","富邦","281","308"
"5","群益","270","269"
"6","永豐金","315","212"
"7","國泰綜合","141","158"
"8","台新","87","121"
"9","美商高盛亞","73","106"
"10","華南永昌","95","63"
"30","九豪(6127)"
"1","元大","752","752"
"2","凱基","359","698"
"3","富邦","272","343"
"4","永豐金","185","247"
"5","群益","171","238"
"6","華南永昌","160","125"
"7","國泰綜合","198","72"
"8","元富","141","125"
"9","國票","145","44"
"10","台新","100","85"
"共300筆"
