115年01月30日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","擎亞(8096)"
"1","元大","8840","10634"
"2","富邦","8433","7706"
"3","凱基","7516","6903"
"4","永豐金","5138","2208"
"5","國泰綜合","2999","3768"
"6","群益","1512","4195"
"7","統一","1842","1168"
"8","台新","1651","1240"
"9","華南永昌","1152","1358"
"10","元富","1013","1458"
"2","世界(5347)"
"1","元大","7100","7425"
"2","凱基","5798","5298"
"3","星洲瑞銀","5595","2260"
"4","永豐金","2611","4316"
"5","富邦","2170","3952"
"6","美商高盛亞","3166","2661"
"7","摩根士丹利","1573","2485"
"8","群益","1543","2139"
"9","國泰綜合","1612","1838"
"10","摩根大通","2239","1063"
"3","鈺創(5351)"
"1","元大","4936","5370"
"2","凱基","1476","2135"
"3","富邦","1661","1730"
"4","群益","1403","1116"
"5","國泰綜合","1198","1200"
"6","美商高盛亞","1112","1198"
"7","星洲瑞銀","1230","1051"
"8","永豐金","1113","1151"
"9","華南永昌","818","718"
"10","元富","687","805"
"4","華星光(4979)"
"1","元大","4239","4153"
"2","凱基","2928","2534"
"3","國泰綜合","1289","1007"
"4","富邦","1202","1065"
"5","星洲瑞銀","668","1372"
"6","永豐金","984","1020"
"7","群益","934","1041"
"8","美商高盛亞","661","922"
"9","新光","691","448"
"10","統一","471","651"
"5","富喬(1815)"
"1","元大","3549","3937"
"2","凱基","2340","2446"
"3","富邦","1300","983"
"4","國泰綜合","1129","910"
"5","永豐金","855","689"
"6","群益","624","693"
"7","華南永昌","521","518"
"8","兆豐","316","598"
"9","玉山證券","455","372"
"10","元富","395","407"
"6","方土昶(6265)"
"1","元大","3389","2935"
"2","凱基","1515","1963"
"3","富邦","1160","984"
"4","國泰綜合","971","711"
"5","群益","707","837"
"6","永豐金","501","977"
"7","星洲瑞銀","606","553"
"8","玉山證券","438","518"
"9","華南永昌","485","400"
"10","台新","376","419"
"7","威剛(3260)"
"1","元大","2308","2059"
"2","凱基","1724","1917"
"3","富邦","1459","1317"
"4","美商高盛亞","712","807"
"5","國票","128","1364"
"6","國泰綜合","858","552"
"7","群益","777","473"
"8","永豐金","513","528"
"9","元富","444","439"
"10","華南永昌","355","388"
"8","波若威(3163)"
"1","元大","2686","2916"
"2","凱基","1218","1734"
"3","國泰綜合","872","1272"
"4","富邦","997","864"
"5","永豐金","779","769"
"6","美商高盛亞","843","644"
"7","群益","602","456"
"8","統一","343","407"
"9","華南永昌","345","375"
"10","元富","399","289"
"9","安國(8054)"
"1","元大","2391","2794"
"2","凱基","1794","1734"
"3","永豐金","848","984"
"4","國泰綜合","1017","749"
"5","富邦","645","890"
"6","統一","491","571"
"7","群益","588","462"
"8","國票","601","435"
"9","兆豐","366","397"
"10","華南永昌","340","397"
"10","穩懋(3105)"
"1","元大","2539","2188"
"2","凱基","1608","1184"
"3","永豐金","1068","1273"
"4","富邦","841","477"
"5","美商高盛亞","485","700"
"6","國泰綜合","455","730"
"7","群益","386","714"
"8","星洲瑞銀","327","594"
"9","兆豐","232","413"
"10","美林證券","488","125"
"11","台嘉碩(3221)"
"1","元大","2276","2445"
"2","凱基","974","1453"
"3","富邦","820","888"
"4","群益","648","566"
"5","永豐金","587","607"
"6","國泰綜合","619","530"
"7","元富","376","482"
"8","華南永昌","344","391"
"9","美商高盛亞","417","291"
"10","統一","209","487"
"12","品安(8088)"
"1","元大","2701","2614"
"2","國泰綜合","826","605"
"3","富邦","658","722"
"4","凱基","547","639"
"5","永豐金","455","648"
"6","美商高盛亞","545","479"
"7","群益","462","484"
"8","元富","437","474"
"9","統一","219","435"
"10","華南永昌","313","315"
"13","中光電(5371)"
"1","元大","2194","2299"
"2","凱基","887","887"
"3","富邦","779","630"
"4","群益","410","819"
"5","永豐金","523","600"
"6","玉山證券","369","602"
"7","統一","510","427"
"8","國泰綜合","453","325"
"9","元富","454","304"
"10","新光","476","158"
"14","東典光電(6588)"
"1","元大","1769","1951"
"2","凱基","1394","1445"
"3","富邦","554","652"
"4","群益","692","440"
"5","元富","454","651"
"6","永豐金","456","567"
