115年02月09日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","世界(5347)"
"1","元大","7860","9458"
"2","凱基","7238","7730"
"3","美商高盛亞","6763","2680"
"4","富邦","2349","4269"
"5","星洲瑞銀","2417","3025"
"6","新光","4212","906"
"7","國泰綜合","2928","1830"
"8","摩根大通","674","3306"
"9","永豐金","2015","1727"
"10","華南永昌","1359","1728"
"2","富喬(1815)"
"1","元大","8551","8310"
"2","凱基","4689","6066"
"3","富邦","2509","2082"
"4","國泰綜合","2635","1912"
"5","永豐金","2007","1626"
"6","群益","1611","1995"
"7","華南永昌","1174","1224"
"8","星洲瑞銀","633","1679"
"9","元富","1076","1024"
"10","新光","1277","776"
"3","茂迪(6244)"
"1","元大","8171","7383"
"2","凱基","3644","4332"
"3","富邦","3082","2147"
"4","國泰綜合","2380","1724"
"5","群益","1533","1978"
"6","永豐金","1459","1509"
"7","星洲瑞銀","1152","1515"
"8","華南永昌","1418","1065"
"9","元富","1414","909"
"10","玉山證券","1267","832"
"4","華星光(4979)"
"1","元大","5596","5322"
"2","凱基","2658","3615"
"3","富邦","1795","1951"
"4","永豐金","1497","1702"
"5","國泰綜合","1597","1436"
"6","群益","1399","1203"
"7","星洲瑞銀","1185","898"
"8","兆豐","869","1104"
"9","台新","1043","716"
"10","美商高盛亞","841","863"
"5","穩懋(3105)"
"1","元大","2689","3224"
"2","凱基","2211","1959"
"3","富邦","1043","1180"
"4","永豐金","878","1149"
"5","群益","998","886"
"6","星洲瑞銀","1078","432"
"7","國泰綜合","519","868"
"8","華南永昌","423","596"
"9","統一","465","487"
"10","玉山證券","296","571"
"6","系統電(5309)"
"1","元大","3635","3303"
"2","凱基","2560","2208"
"3","富邦","1273","1367"
"4","永豐金","644","1184"
"5","群益","829","750"
"6","國泰綜合","758","612"
"7","元富","538","815"
"8","華南永昌","620","514"
"9","星洲瑞銀","468","629"
"10","台新","524","510"
"7","安可(3615)"
"1","元大","3733","3438"
"2","凱基","1365","1819"
"3","永豐金","1170","1423"
"4","富邦","1525","819"
"5","群益","564","1318"
"6","國泰綜合","1075","768"
"7","華南永昌","566","487"
"8","統一","341","635"
"9","美商高盛亞","465","471"
"10","元富","537","398"
"8","建榮(5340)"
