115年03月10日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","12455","14920"
"2","凱基","10037","8305"
"3","富邦","4852","5727"
"4","群益","3314","4084"
"5","永豐金","3335","3895"
"6","摩根士丹利","5266","81"
"7","國泰綜合","2287","2991"
"8","元富","1550","3689"
"9","兆豐","1289","3847"
"10","美商高盛亞","4054","727"
"2","鈺創(5351)"
"1","元大","7592","6508"
"2","凱基","2408","1766"
"3","富邦","2263","1538"
"4","摩根士丹利","468","2216"
"5","群益","1259","1359"
"6","國泰綜合","1564","920"
"7","永豐金","1285","1150"
"8","元富","1173","1027"
"9","美商高盛亞","347","1781"
"10","華南永昌","1107","599"
"3","威剛(3260)"
"1","元大","5412","3787"
"2","凱基","2225","3564"
"3","富邦","2916","1389"
"4","美商高盛亞","807","2558"
"5","國泰綜合","1813","1124"
"6","永豐金","1384","1485"
"7","群益","1711","1037"
"8","摩根士丹利","280","1861"
"9","台新","778","1002"
"10","星洲瑞銀","249","1398"
"4","茂迪(6244)"
"1","元大","5273","5115"
"2","凱基","1963","3371"
"3","富邦","2084","1533"
"4","永豐金","1200","1678"
"5","國泰綜合","1718","681"
"6","星洲瑞銀","244","1684"
"7","群益","933","911"
"8","華南永昌","764","796"
"9","統一","458","778"
"10","元富","800","432"
"5","鑫聯大投控(3709)"
"1","凱基","3152","5402"
"2","元大","4722","3372"
"3","富邦","1525","1318"
"4","永豐金","940","1378"
"5","國票","874","692"
"6","元富","850","605"
"7","國泰綜合","933","355"
"8","統一","625","599"
"9","群益","667","493"
"10","星洲瑞銀","97","1062"
"6","擎亞(8096)"
"1","元大","3740","3829"
"2","凱基","2158","2260"
"3","富邦","1711","1400"
"4","美商高盛亞","1330","1107"
"5","國泰綜合","1140","937"
"6","永豐金","1010","772"
"7","群益","664","882"
"8","元富","900","525"
"9","新光","748","633"
"10","統一","737","481"
"7","良維(6290)"
"1","元大","2817","2848"
"2","凱基","2144","1361"
"3","美商高盛亞","419","1553"
"4","群益","887","963"
"5","富邦","841","900"
"6","統一","779","842"
"7","永豐金","689","672"
"8","國泰綜合","719","555"
"9","元富","494","443"
"10","兆豐","647","265"
"8","世界(5347)"
"1","元大","2426","1594"
"2","美林證券","3661","7"
"3","凱基","1195","1848"
"4","富邦","446","2298"
"5","摩根士丹利","17","2341"
"6","星洲瑞銀","530","936"
"7","群益","587","586"
"8","摩根大通","349","596"
"9","美商高盛亞","435","295"
"10","永豐金","398","265"
"9","康和證(6016)"
"1","元大","1647","1889"
"2","美商高盛亞","2281","220"
"3","永豐金","217","1913"
"4","凱基","1051","832"
"5","群益","861","534"
"6","華南永昌","95","1292"
"7","富邦","1011","303"
"8","台新","157","556"
"9","美林證券","601","45"
"10","元富","279","315"
"10","台燿(6274)"
"1","元大","1631","2424"
"2","凱基","785","639"
"3","港商麥格理","1375","0"
"4","星洲瑞銀","663","417"
"5","國泰綜合","376","692"
"6","美商高盛亞","585","407"
"7","富邦","434","390"
"8","群益","297","469"
"9","統一","107","653"
"10","永豐金","298","412"
"11","聯亞(3081)"
"1","元大","1290","1605"
"2","凱基","1164","975"
"3","富邦","497","706"
"4","永豐金","475","663"
"5","群益","529","375"
"6","美商高盛亞","382","455"
"7","國泰綜合","386","428"
"8","摩根士丹利","228","415"
"9","台新","361","272"
"10","港商野村","364","165"
"12","建榮(5340)"
"1","富邦","2233","1865"
"2","元大","1433","1686"
"3","凱基","1162","733"
"4","永豐金","270","877"
"5","群益","274","494"
"6","元富","362","307"
"7","國泰綜合","286","378"
"8","統一","236","401"
"9","台新","190","273"
"10","星洲瑞銀","333","71"
"13","晟德(4123)"
"1","元大","1915","999"
"2","凱基","550","1021"
"3","摩根大通","57","1183"
"4","富邦","557","421"
"5","永豐金","365","591"
"6","統一","574","225"
"7","群益","329","397"
"8","台新","93","523"
"9","美商高盛亞","65","465"
"10","星洲瑞銀","204","282"
"14","欣銓(3264)"
"1","元大","1177","1185"
"2","凱基","1405","799"
"3","統一","910","235"
"4","兆豐","399","403"
"5","永豐金","349","343"
"6","中國信託證","391","225"
"7","華南永昌","404","200"
"8","摩根士丹利","93","503"
"9","富邦","221","325"
"10","群益","245","274"
"15","宏捷科(8086)"
"1","元大","1273","1078"
"2","凱基","752","829"
"3","中國信託證","289","634"
"4","富邦","489","352"
"5","摩根士丹利","174","628"
"6","永豐金","283","505"
"7","群益","315","304"
"8","元富","320","229"
"9","摩根大通","325","220"
"10","國泰綜合","332","193"
"16","順達(3211)"
"1","元大","1186","1255"
"2","凱基","1080","788"
"3","永豐金","379","818"
"4","國泰綜合","504","333"
"5","群益","342","383"
"6","華南永昌","226","437"
"7","富邦","310","329"
"8","元富","283","260"
"9","星洲瑞銀","456","84"
"10","摩根士丹利","210","322"
"17","富喬(1815)"
"1","統一","454","1321"
"2","元大","963","658"
"3","凱基","696","852"
"4","永豐金","287","1137"
"5","富邦","685","522"
"6","群益","671","214"
"7","華南永昌","175","489"
"8","兆豐","276","174"
"9","國泰綜合","339","101"
"10","摩根士丹利","146","170"
"18","宜鼎(5289)"
"1","元大","758","1290"
"2","凱基","1116","584"
"3","富邦","640","598"
"4","永豐金","314","395"
"5","國泰綜合","244","338"
"6","美商高盛亞","307","229"
"7","統一","217","288"
"8","星洲瑞銀","218","211"
"9","群益","177","226"
"10","台新","246","153"
"19","東捷(8064)"
"1","元大","1186","1108"
"2","凱基","801","758"
"3","群益","411","470"
"4","國泰綜合","336","303"
"5","統一","352","277"
"6","永豐金","468","142"
"7","富邦","377","212"
"8","摩根士丹利","47","431"
"9","華南永昌","335","115"
"10","美林證券","61","381"
"20","穩懋(3105)"
"1","凱基","751","908"
"2","富邦","437","752"
"3","元大","585","554"
"4","永豐金","432","494"
"5","統一","537","343"
"6","群益","350","468"
"7","摩根士丹利","452","313"
"8","國票","209","169"
"9","華南永昌","217","134"
"10","國泰綜合","179","150"
"21","凱崴(5498)"
"1","元大","1369","1469"
"2","凱基","506","460"
"3","富邦","327","368"
"4","美商高盛亞","249","265"
"5","國泰綜合","221","256"
"6","永豐金","192","260"
"7","星洲瑞銀","312","117"
"8","群益","178","238"
"9","統一","160","202"
"10","華南永昌","154","155"
"22","群聯(8299)"
"1","元大","720","1122"
"2","富邦","426","505"
"3","凱基","500","369"
"4","美商高盛亞","563","158"
"5","星洲瑞銀","420","269"
"6","永豐金","189","452"
"7","國票","305","117"
"8","國泰綜合","204","177"
"9","群益","149","188"
"10","統一","120","185"
"23","港建*(3093)"
"1","元大","1247","1082"
"2","凱基","463","657"
"3","富邦","380","326"
"4","群益","309","356"
"5","永豐金","288","297"
"6","兆豐","254","290"
"7","國泰綜合","256","196"
"8","元富","250","171"
"9","華南永昌","169","169"
"10","統一","105","208"
"24","廣穎(4973)"
"1","凱基","1349","960"
"2","元大","952","693"
"3","富邦","446","813"
"4","群益","161","254"
"5","永豐金","119","282"
"6","統一","146","220"
"7","玉山證券","238","124"
"8","台新","149","183"
"9","國票","125","171"
"10","國泰綜合","150","111"
"25","智通*(8932)"
"1","凱基","572","743"
"2","國票","791","279"
"3","元大","555","453"
"4","富邦","435","184"
"5","國泰綜合","198","344"
"6","群益","268","269"
"7","美商高盛亞","169","302"
"8","元富","45","367"
"9","統一","262","63"
"10","永豐金","210","105"
"26","協易機(4533)"
"1","元大","1307","1216"
"2","凱基","543","619"
"3","富邦","326","331"
"4","永豐金","227","392"
"5","國泰綜合","272","189"
"6","群益","119","164"
"7","統一","95","176"
"8","華南永昌","191","74"
"9","台新","166","87"
"10","美林證券","31","212"
"27","金居(8358)"
"1","國泰綜合","271","2361"
"2","凱基","527","435"
"3","元大","655","213"
"4","美商高盛亞","669","63"
"5","富邦","467","156"
"6","永豐金","175","277"
"7","群益","121","272"
"8","統一","97","149"
"9","中國信託證","216","26"
"10","元富","128","92"
"28","中探針(6217)"
"1","富邦","521","1271"
"2","凱基","362","596"
"3","元大","550","358"
"4","永豐金","354","203"
"5","摩根士丹利","340","79"
"6","元富","187","191"
"7","群益","226","144"
"8","台新","162","207"
"9","兆豐","180","182"
"10","統一","138","222"
"29","世紀*(5314)"
"1","元大","824","943"
"2","富邦","559","225"
"3","凱基","292","462"
"4","永豐金","272","345"
"5","元富","164","309"
"6","台新","247","134"
"7","美林證券","173","189"
"8","國泰綜合","160","96"
"9","第一金證券","119","123"
"10","華南永昌","169","68"
"30","雙鴻(3324)"
"1","元大","753","823"
"2","凱基","466","509"
"3","星洲瑞銀","230","339"
"4","美商高盛亞","319","191"
"5","富邦","203","249"
"6","國泰綜合","226","195"
"7","永豐金","172","172"
"8","統一","146","146"
"9","群益","136","150"
"10","元富","164","79"
"共300筆"
