115年03月12日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","12763","13355"
"2","國泰綜合","6734","3198"
"3","凱基","4914","4617"
"4","富邦","3450","3717"
"5","永豐金","2839","3209"
"6","群益","2805","2831"
"7","美商高盛亞","3403","1777"
"8","星洲瑞銀","3291","1645"
"9","康和","525","3812"
"10","元富","1592","2061"
"2","鈺創(5351)"
"1","元大","6632","6847"
"2","凱基","2891","2939"
"3","富邦","2045","3028"
"4","國泰綜合","2021","1650"
"5","群益","1913","1445"
"6","永豐金","1548","1445"
"7","統一","1011","1201"
"8","摩根士丹利","1108","959"
"9","元富","851","1100"
"10","兆豐","815","1108"
"3","威剛(3260)"
"1","元大","5910","5318"
"2","凱基","3737","3274"
"3","富邦","1954","2108"
"4","永豐金","1294","2285"
"5","國泰綜合","2079","1309"
"6","群益","1511","1131"
"7","美商高盛亞","989","1196"
"8","台新","887","1047"
"9","摩根士丹利","583","1283"
"10","華南永昌","998","787"
"4","茂迪(6244)"
"1","元大","5477","6065"
"2","凱基","2454","2802"
"3","富邦","1882","1690"
"4","國泰綜合","2039","1291"
"5","群益","1308","1298"
"6","永豐金","1083","1515"
"7","台新","716","1579"
"8","華南永昌","1019","934"
"9","兆豐","904","751"
"10","統一","795","823"
"5","擎亞(8096)"
"1","元大","5002","4851"
"2","凱基","3039","3052"
"3","國泰綜合","1759","3976"
"4","群益","1538","1727"
"5","富邦","1446","1565"
"6","永豐金","1129","1425"
"7","台新","868","726"
"8","美商高盛亞","869","721"
"9","新光","823","554"
"10","華南永昌","762","562"
"6","頎邦(6147)"
"1","元大","2067","4743"
"2","富邦","4205","1799"
"3","凱基","3045","2686"
"4","永豐金","1386","1363"
"5","台新","1910","678"
"6","國票","1811","402"
"7","美商高盛亞","1259","673"
"8","群益","648","1012"
"9","元富","408","1105"
"10","港商野村","1242","16"
"7","台燿(6274)"
"1","元大","5064","4006"
"2","凱基","2258","2138"
"3","永豐金","1449","1657"
"4","富邦","1651","1066"
"5","美商高盛亞","296","2378"
"6","星洲瑞銀","701","1533"
"7","摩根士丹利","504","1651"
"8","國泰綜合","1253","711"
"9","群益","993","763"
"10","元富","602","1098"
"8","方土昶(6265)"
"1","元大","3887","3573"
"2","凱基","2530","2382"
"3","富邦","2258","2240"
"4","元富","1199","1216"
"5","群益","714","1000"
"6","統一","836","787"
"7","華南永昌","647","865"
"8","永豐金","710","695"
"9","國泰綜合","659","652"
"10","美商高盛亞","574","679"
"9","世界(5347)"
"1","凱基","2812","4460"
"2","元大","2343","1540"
"3","摩根大通","896","2581"
"4","富邦","856","1507"
"5","星洲瑞銀","1134","1103"
"6","國票","1126","965"
"7","美商高盛亞","1081","295"
"8","永豐金","673","690"
"9","群益","690","391"
"10","國泰綜合","620","308"
"10","廣穎(4973)"
"1","元大","2981","3433"
"2","凱基","1501","2746"
"3","群益","745","845"
"4","富邦","737","847"
