115年01月16日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","29361","25713"
"2","凱基","15886","18003"
"3","富邦","9720","12776"
"4","國泰綜合","10315","7026"
"5","永豐金","6206","6685"
"6","群益","6694","5506"
"7","華南永昌","3885","3408"
"8","星洲瑞銀","2741","4465"
"9","元富","3322","3768"
"10","統一","2456","3818"
"2","品安(8088)"
"1","元大","9977","6146"
"2","富邦","3658","6681"
"3","凱基","2628","2562"
"4","國泰綜合","2047","1791"
"5","永豐金","1621","1997"
"6","群益","1531","1272"
"7","星洲瑞銀","1165","1424"
"8","元富","873","1190"
"9","美商高盛亞","915","783"
"10","華南永昌","649","981"
"3","合晶(6182)"
"1","元大","6493","5225"
"2","凱基","3373","5086"
"3","富邦","2358","3373"
"4","國泰綜合","2458","1197"
"5","永豐金","1231","1485"
"6","美商高盛亞","517","1835"
"7","群益","1226","800"
"8","星洲瑞銀","424","1575"
"9","元富","1043","557"
"10","玉山證券","1115","327"
"4","華容(5328)"
"1","元大","6635","5980"
"2","凱基","4381","7739"
"3","富邦","4157","3878"
"4","國泰綜合","1461","1173"
"5","華南永昌","1164","1052"
"6","永豐金","1223","875"
"7","群益","1211","869"
"8","摩根大通","1815","12"
"9","元富","674","509"
"10","兆豐","506","494"
"5","世界(5347)"
"1","元大","4828","4312"
"2","凱基","2909","2838"
"3","富邦","2196","2613"
"4","星洲瑞銀","1949","2404"
"5","群益","2157","1179"
"6","統一","971","1777"
"7","華南永昌","727","1679"
"8","國泰綜合","1195","1050"
"9","永豐金","980","1015"
"10","台新","1241","469"
"6","協易機(4533)"
"1","元大","2990","2801"
"2","富邦","2568","2096"
"3","凱基","1730","1611"
"4","永豐金","981","869"
"5","群益","601","838"
"6","國泰綜合","752","652"
"7","華南永昌","737","348"
"8","玉山證券","420","390"
"9","統一","399","391"
"10","台新","323","457"
"7","建榮(5340)"
"1","凱基","930","4353"
"2","元大","2958","1942"
"3","富邦","2703","1541"
"4","永豐金","755","923"
"5","統一","478","788"
"6","華南永昌","805","417"
"7","元富","498","401"
"8","星洲瑞銀","689","61"
"9","國泰綜合","395","347"
"10","群益","384","329"
"8","蜜望實(8043)"
"1","元大","3241","3092"
"2","凱基","1489","1197"
"3","國泰綜合","1002","569"
"4","富邦","761","798"
"5","永豐金","757","447"
"6","康和","80","1075"
"7","星洲瑞銀","317","691"
"8","統一","202","735"
"9","群益","461","462"
"10","元富","279","392"
"9","亞電(4939)"
"1","元大","3238","3073"
"2","凱基","1180","3311"
"3","富邦","1281","666"
"4","國泰綜合","716","344"
"5","永豐金","572","486"
"6","群益","551","401"
"7","元富","590","287"
"8","台新","413","361"
"9","兆豐","408","263"
"10","統一","292","321"
"10","鑫科(3663)"
"1","元大","2716","2346"
"2","凱基","1210","1675"
"3","統一","337","1042"
"4","永豐金","529","831"
"5","富邦","809","503"
"6","群益","309","638"
"7","國泰綜合","627","312"
"8","元富","424","449"
"9","兆豐","327","380"
"10","華南永昌","399","241"
"11","高鋒(4510)"
"1","元大","2255","2452"
"2","凱基","1625","1520"
"3","富邦","977","1052"
"4","永豐金","615","609"
"5","群益","619","496"
"6","元富","473","504"
"7","國泰綜合","475","428"
"8","統一","359","398"
"9","華南永昌","352","398"
"10","兆豐","439","266"
"12","穩懋(3105)"
"1","元大","1862","1338"
"2","凱基","951","2220"
"3","富邦","1082","920"
"4","永豐金","725","471"
"5","國泰綜合","872","250"
"6","星洲瑞銀","194","719"
"7","美商高盛亞","105","574"
"8","新光","464","189"
"9","群益","365","243"
"10","摩根士丹利","2","587"
"13","德宏(5475)"
"1","凱基","855","1750"
"2","元大","1069","1271"
"3","富邦","1200","778"
"4","永豐金","603","299"
"5","摩根大通","610","196"
"6","國泰綜合","534","227"
"7","元富","272","472"
"8","兆豐","291","294"
"9","統一","163","421"
"10","群益","311","253"
"14","鉅橡(8074)"
"1","元大","1797","1677"
"2","凱基","976","973"
"3","富邦","639","932"
"4","國泰綜合","535","301"
"5","群益","396","369"
"6","兆豐","336","298"
"7","永豐金","283","331"
"8","美商高盛亞","224","322"
"9","華南永昌","305","225"
"10","統一","134","339"
"15","東捷(8064)"
"1","元大","1516","1495"
"2","凱基","1183","709"
"3","富邦","636","704"
"4","星洲瑞銀","377","473"
"5","永豐金","384","383"
"6","國泰綜合","445","264"
"7","群益","319","349"
"8","美林證券","1","664"
"9","合庫","173","448"
"10","美商高盛亞","158","291"
"16","合正(5381)"
"1","元大","1848","1963"
"2","凱基","818","1009"
"3","富邦","736","701"
"4","永豐金","599","157"
"5","國泰綜合","483","250"
"6","港商野村","0","705"
"7","華南永昌","319","254"
"8","台新","259","283"
"9","元富","312","162"
"10","摩根大通","164","295"
"17","千如(3236)"
"1","元大","1799","1373"
"2","凱基","619","1139"
"3","富邦","743","543"
"4","永豐金","562","382"
"5","群益","328","484"
"6","國泰綜合","436","321"
"7","星洲瑞銀","140","465"
"8","美商高盛亞","162","342"
"9","兆豐","246","209"
"10","元富","179","243"
"18","信昌電(6173)"
"1","元大","1565","1778"
"2","凱基","750","938"
"3","富邦","495","633"
"4","星洲瑞銀","335","656"
"5","永豐金","368","284"
"6","美商高盛亞","227","424"
"7","國泰綜合","381","259"
"8","元富","370","189"
"9","華南永昌","306","221"
"10","群益","274","242"
"19","萬旭(6134)"
"1","元大","1608","1648"
"2","凱基","601","1213"
"3","富邦","644","356"
"4","群益","509","477"
"5","國泰綜合","508","384"
"6","元富","416","335"
"7","永豐金","285","389"
"8","華南永昌","309","267"
"9","統一","120","294"
"10","兆豐","253","141"
"20","律勝(3354)"
"1","元大","1312","1343"
"2","凱基","732","881"
"3","富邦","587","493"
"4","國泰綜合","430","272"
"5","統一","307","346"
"6","群益","232","294"
"7","元富","189","247"
"8","永豐金","214","206"
"9","兆豐","219","154"
"10","華南永昌","183","108"
"21","廣穎(4973)"
"1","元大","1021","994"
"2","凱基","888","662"
"3","富邦","396","507"
"4","星洲瑞銀","224","301"
"5","群益","285","233"
"6","永豐金","207","261"
"7","兆豐","225","242"
"8","台新","196","224"
"9","國泰綜合","192","221"
"10","新光","231","169"
"22","金山電(8042)"
"1","元大","1128","1346"
"2","凱基","945","380"
"3","富邦","380","605"
"4","國泰綜合","384","428"
"5","永豐金","229","393"
"6","統一","231","231"
"7","華南永昌","263","168"
"8","兆豐","289","122"
"9","台新","181","226"
"10","群益","160","226"
"23","華星光(4979)"
"1","元大","1052","899"
"2","凱基","487","728"
"3","永豐金","408","458"
"4","富邦","391","274"
"5","國泰綜合","439","151"
"6","星洲瑞銀","120","323"
"7","美商高盛亞","78","356"
"8","新光","331","97"
"9","群益","207","165"
"10","摩根大通","0","367"
"24","碩禾(3691)"
"1","元大","2083","1002"
"2","富邦","802","1094"
"3","凱基","403","455"
"4","永豐金","241","307"
"5","元富","204","281"
"6","華南永昌","166","292"
"7","群益","153","255"
"8","星洲瑞銀","179","161"
"9","國泰綜合","123","163"
"10","美商高盛亞","181","84"
"25","華電網(6163)"
"1","元大","1021","1081"
"2","凱基","780","1056"
"3","富邦","536","472"
"4","永豐金","424","402"
"5","台新","114","343"
"6","國泰綜合","275","166"
"7","元富","285","133"
"8","兆豐","195","188"
"9","群益","241","127"
"10","統一","139","160"
"26","點序(6485)"
"1","元大","838","973"
"2","凱基","621","704"
"3","富邦","612","308"
"4","統一","502","191"
"5","國泰綜合","315","335"
"6","永豐金","289","307"
"7","群益","215","287"
"8","星洲瑞銀","100","246"
"9","台新","215","121"
"10","美商高盛亞","138","178"
"27","精材(3374)"
"1","元大","1080","950"
"2","凱基","503","660"
"3","富邦","397","611"
"4","美商高盛亞","114","663"
"5","永豐金","376","374"
"6","國泰綜合","317","121"
"7","群益","224","152"
"8","華南永昌","159","207"
"9","星洲瑞銀","177","155"
"10","台新","200","67"
"28","九豪(6127)"
"1","元大","995","1266"
"2","富邦","524","534"
"3","永豐金","222","821"
"4","凱基","617","367"
"5","國泰綜合","349","142"
"6","群益","245","214"
"7","華南永昌","202","163"
"8","玉山證券","227","80"
"9","統一","67","175"
"10","台新","99","138"
"29","晟德(4123)"
"1","元大","1195","1112"
"2","凱基","628","701"
"3","富邦","265","441"
"4","群益","316","308"
"5","永豐金","171","306"
"6","摩根大通","372","84"
"7","統一","160","160"
"8","美商高盛亞","185","133"
"9","華南永昌","217","89"
"10","星洲瑞銀","109","194"
"30","台半(5425)"
"1","元大","1043","847"
"2","凱基","532","677"
"3","富邦","322","354"
"4","美商高盛亞","198","437"
"5","永豐金","247","349"
"6","國泰綜合","263","244"
"7","統一","271","164"
"8","群益","167","215"
"9","新光","190","100"
"10","元富","132","152"
"共300筆"
