115年02月10日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","7814","7136"
"2","凱基","4200","7047"
"3","富邦","3168","2224"
"4","國泰綜合","2836","1826"
"5","永豐金","2590","1642"
"6","群益","1741","1779"
"7","港商野村","901","1624"
"8","統一","1197","912"
"9","新光","1198","906"
"10","星洲瑞銀","747","1328"
"2","華星光(4979)"
"1","元大","8264","7270"
"2","凱基","4090","5146"
"3","富邦","3037","2286"
"4","國泰綜合","2875","2072"
"5","永豐金","1888","2281"
"6","群益","1430","1670"
"7","華南永昌","1471","1351"
"8","統一","1252","1392"
"9","台新","1346","1262"
"10","元富","1210","1042"
"3","世界(5347)"
"1","元大","6412","4706"
"2","凱基","4827","4570"
"3","富邦","1575","3960"
"4","美商高盛亞","1299","2576"
"5","星洲瑞銀","1544","2079"
"6","永豐金","2454","996"
"7","台新","584","2310"
"8","國泰綜合","1932","831"
"9","群益","978","988"
"10","摩根士丹利","136","1589"
"4","穩懋(3105)"
"1","元大","5094","5797"
"2","凱基","3750","4049"
"3","富邦","1660","1819"
"4","國泰綜合","1463","1937"
"5","永豐金","1388","1714"
"6","群益","1525","1264"
"7","星洲瑞銀","1261","1110"
"8","華南永昌","1277","642"
"9","摩根大通","1524","289"
"10","兆豐","1013","677"
"5","中探針(6217)"
"1","元大","4595","4730"
"2","凱基","2116","2694"
"3","富邦","1411","1834"
"4","永豐金","1691","1080"
"5","群益","1246","1285"
"6","國泰綜合","1382","1096"
"7","台新","845","1378"
"8","星洲瑞銀","1188","624"
"9","元富","910","743"
"10","摩根大通","422","901"
"6","欣銓(3264)"
"1","元大","3225","2891"
"2","凱基","2615","2467"
"3","永豐金","2328","1040"
"4","統一","1359","470"
"5","國泰綜合","1093","625"
"6","富邦","736","935"
"7","美林證券","180","1448"
"8","華南永昌","806","509"
"9","群益","723","581"
"10","星洲瑞銀","164","1036"
"7","茂迪(6244)"
"1","元大","2964","2840"
"2","凱基","2530","1981"
"3","富邦","1022","1462"
"4","台新","1068","1039"
"5","星洲瑞銀","935","754"
"6","永豐金","632","938"
"7","群益","526","1021"
"8","國泰綜合","884","662"
"9","美商高盛亞","280","883"
"10","華南永昌","544","547"
"8","鈺創(5351)"
"1","元大","2449","1919"
"2","富邦","1333","1154"
"3","凱基","1157","1058"
"4","摩根士丹利","210","1126"
"5","華南永昌","483","673"
"6","摩根大通","610","520"
"7","群益","518","606"
"8","美商高盛亞","468","633"
"9","星洲瑞銀","91","973"
"10","永豐金","599","380"
"9","青雲(5386)"
"1","元大","2467","2305"
"2","凱基","684","1107"
"3","富邦","709","1058"
"4","國泰綜合","645","537"
"5","群益","558","592"
"6","永豐金","638","449"
"7","統一","307","454"
"8","台新","352","369"
"9","兆豐","306","364"
"10","星洲瑞銀","389","275"
"10","元太(8069)"
"1","元大","1213","1864"
"2","凱基","1161","824"
"3","美商高盛亞","1436","233"
"4","富邦","606","1034"
"5","永豐金","578","457"
"6","星洲瑞銀","711","318"
"7","華南永昌","155","559"
"8","國泰綜合","253","448"
"9","國票","508","169"
"10","花旗環球","1","600"
"11","威剛(3260)"
"1","元大","1617","1820"
"2","凱基","1202","1136"
"3","永豐金","865","805"
"4","富邦","644","456"
"5","群益","350","642"
"6","國泰綜合","637","314"
"7","元富","301","546"
"8","統一","243","414"
"9","台新","262","290"
"10","華南永昌","367","183"
"12","合晶(6182)"
"1","元大","1850","1673"
"2","凱基","1357","949"
"3","富邦","608","624"
"4","國泰綜合","475","596"
"5","群益","435","624"
"6","美商高盛亞","387","459"
"7","永豐金","363","330"
"8","摩根士丹利","134","423"
"9","摩根大通","80","426"
"10","華南永昌","285","212"
"13","聯光通(4903)"
"1","元大","2296","1870"
"2","凱基","1516","2614"
"3","富邦","736","881"
"4","永豐金","582","339"
"5","群益","369","349"
"6","元富","360","282"
"7","兆豐","289","168"
"8","美商高盛亞","187","266"
"9","統一","186","244"
"10","華南永昌","228","158"
"14","光環(3234)"
"1","元大","1303","1494"
"2","富邦","462","1460"
"3","凱基","751","626"
"4","元富","602","714"
"5","華南永昌","325","562"
"6","國泰綜合","413","401"
"7","星洲瑞銀","480","287"
"8","台新","436","314"
"9","美商高盛亞","683","25"
"10","永豐金","279","406"
"15","建榮(5340)"
"1","元大","1856","1683"
"2","凱基","902","1007"
"3","永豐金","630","530"
"4","富邦","648","473"
"5","群益","440","567"
"6","國泰綜合","624","364"
"7","美商高盛亞","251","470"
"8","華南永昌","424","233"
"9","統一","203","359"
"10","新光","315","236"
"16","中美晶(5483)"
"1","元大","1782","1639"
"2","凱基","1098","855"
"3","富邦","334","560"
"4","國泰綜合","361","413"
"5","永豐金","246","431"
"6","台新","228","397"
"7","星洲瑞銀","471","149"
"8","群益","200","270"
"9","元富","206","242"
"10","兆豐","180","261"
"17","福邦證(6026)"
"1","元大","1781","781"
"2","永豐金","361","892"
"3","富邦","593","597"
"4","凱基","406","760"
"5","華南永昌","187","467"
"6","元富","216","322"
"7","亞東","517","3"
"8","摩根大通","12","504"
"9","第一金證券","414","99"
"10","兆豐","241","261"
"18","良維(6290)"
"1","元大","1144","1274"
"2","凱基","1048","976"
"3","永豐金","357","504"
"4","富邦","353","360"
"5","群益","248","450"
"6","美商高盛亞","413","274"
"7","元富","335","345"
"8","國泰綜合","255","299"
"9","國票","316","227"
"10","摩根士丹利","315","124"
