115年02月24日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","14087","18284"
"2","凱基","8581","9056"
"3","富邦","4653","12228"
"4","國泰綜合","4553","4314"
"5","星洲瑞銀","7416","1352"
"6","統一","2311","6092"
"7","永豐金","2918","2841"
"8","摩根士丹利","5513","122"
"9","群益","2375","2591"
"10","台新","2438","2446"
"2","金居(8358)"
"1","元大","4945","6106"
"2","凱基","3939","2902"
"3","國泰綜合","1435","3240"
"4","永豐金","2179","2280"
"5","富邦","1943","2335"
"6","群益","1962","1882"
"7","摩根大通","1549","923"
"8","元富","568","1845"
"9","統一","1001","1206"
"10","華南永昌","1027","970"
"3","世界(5347)"
"1","元大","3990","3961"
"2","星洲瑞銀","3243","1475"
"3","美商高盛亞","2784","1511"
"4","凱基","2274","1642"
"5","富邦","968","1983"
"6","國泰綜合","911","1177"
"7","永豐金","462","825"
"8","群益","455","756"
"9","華南永昌","323","691"
"10","統一","617","385"
"4","茂迪(6244)"
"1","元大","4740","4667"
"2","凱基","3489","1870"
"3","富邦","3307","1541"
"4","永豐金","573","982"
"5","元富","374","1039"
"6","群益","449","877"
"7","國泰綜合","490","792"
"8","統一","627","654"
"9","台新","511","628"
"10","摩根大通","1028","79"
"5","華星光(4979)"
"1","元大","2861","3261"
"2","凱基","1960","1781"
"3","富邦","1531","1014"
"4","群益","1038","955"
"5","國泰綜合","700","860"
"6","元富","482","1067"
"7","星洲瑞銀","845","476"
"8","永豐金","553","731"
"9","統一","580","632"
"10","台新","417","634"
"6","華容(5328)"
"1","元大","3918","3360"
"2","凱基","1346","1978"
"3","美商高盛亞","1506","675"
"4","富邦","1221","582"
"5","群益","569","840"
"6","國泰綜合","910","447"
"7","元富","454","645"
"8","永豐金","662","351"
"9","星洲瑞銀","111","860"
"10","美林證券","32","936"
"7","穩懋(3105)"
