115年03月10日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","光洋科(1785)"
"1","元大","13123","16739"
"2","凱基","12990","10072"
"3","富邦","5368","6340"
"4","永豐金","3608","4630"
"5","群益","3599","4621"
"6","摩根士丹利","6885","323"
"7","國泰綜合","2473","3434"
"8","元富","1742","3959"
"9","兆豐","1467","4182"
"10","美商高盛亞","4865","757"
"2","威剛(3260)"
"1","元大","6720","5639"
"2","凱基","3834","4264"
"3","富邦","3562","2210"
"4","美商高盛亞","2380","2701"
"5","群益","2419","1823"
"6","永豐金","2044","2162"
"7","國泰綜合","2079","1974"
"8","摩根士丹利","941","2046"
"9","台新","899","1382"
"10","星洲瑞銀","777","1433"
"3","鈺創(5351)"
"1","元大","8852","7724"
"2","富邦","3070","2044"
"3","凱基","2989","1993"
"4","群益","2043","1757"
"5","永豐金","1768","1402"
"6","摩根士丹利","666","2474"
"7","國泰綜合","1710","1357"
"8","美商高盛亞","420","2496"
"9","元富","1316","1366"
"10","華南永昌","1260","792"
"4","茂迪(6244)"
"1","元大","6901","6058"
"2","凱基","3071","4357"
"3","富邦","2986","2296"
"4","永豐金","2292","1933"
"5","國泰綜合","1917","1356"
"6","群益","1366","1206"
"7","星洲瑞銀","481","1980"
"8","華南永昌","1059","1033"
"9","摩根士丹利","684","1288"
"10","統一","834","856"
"5","擎亞(8096)"
"1","元大","4655","4929"
"2","凱基","3160","2725"
"3","富邦","1975","2009"
"4","永豐金","1720","1049"
"5","美商高盛亞","1508","1140"
"6","國泰綜合","1267","1320"
"7","群益","1276","1038"
"8","元富","948","809"
"9","新光","774","734"
"10","統一","852","568"
"6","鑫聯大投控(3709)"
"1","凱基","3187","5404"
"2","元大","4874","3602"
"3","富邦","1582","1327"
"4","永豐金","972","1383"
"5","國票","878","692"
"6","元富","857","616"
"7","國泰綜合","944","376"
"8","統一","634","605"
"9","群益","675","494"
"10","星洲瑞銀","97","1062"
"7","良維(6290)"
"1","元大","3667","3689"
"2","凱基","2793","2178"
"3","群益","1273","1188"
"4","美商高盛亞","700","1759"
"5","富邦","1160","1107"
"6","統一","960","963"
"7","永豐金","829","837"
"8","國泰綜合","849","753"
"9","華南永昌","844","501"
"10","元富","610","639"
"8","世界(5347)"
"1","元大","3289","2333"
"2","美林證券","5374","42"
"3","富邦","605","3297"
"4","凱基","1488","2176"
"5","摩根士丹利","520","2955"
"6","星洲瑞銀","956","1771"
"7","美商高盛亞","957","565"
"8","群益","755","726"
"9","摩根大通","437","793"
"10","永豐金","435","328"
"9","建榮(5340)"
"1","富邦","2540","2270"
"2","元大","1955","2202"
"3","凱基","1757","1392"
"4","永豐金","548","1100"
"5","群益","560","823"
"6","國泰綜合","505","595"
"7","統一","373","503"
"8","元富","452","372"
"9","星洲瑞銀","394","424"
"10","華南永昌","515","268"
"10","康和證(6016)"
"1","元大","1753","2112"
"2","美商高盛亞","2506","315"
"3","凱基","1416","1030"
"4","永豐金","297","1935"
"5","群益","990","726"
"6","富邦","1164","399"
"7","華南永昌","134","1344"
"8","台新","165","573"
"9","美林證券","642","80"
"10","元富","304","416"
"11","台燿(6274)"
"1","元大","2057","2787"
"2","凱基","1076","827"
"3","港商麥格理","1595","0"
"4","星洲瑞銀","916","447"
"5","美商高盛亞","831","443"
"6","國泰綜合","442","790"
"7","群益","382","831"
"8","富邦","540","539"
"9","統一","140","805"
"10","永豐金","367","466"
"12","晟德(4123)"
"1","元大","2261","1457"
"2","凱基","797","1105"
"3","富邦","925","503"
"4","摩根大通","110","1235"
"5","永豐金","490","680"
"6","群益","564","452"
"7","統一","661","279"
"8","星洲瑞銀","286","405"
"9","美商高盛亞","103","571"
"10","台新","100","551"
"13","欣銓(3264)"
"1","元大","1631","1533"
"2","凱基","1626","988"
"3","統一","1127","259"
"4","兆豐","450","529"
"5","永豐金","430","544"
"6","摩根士丹利","134","642"
"7","華南永昌","509","257"
"8","富邦","300","466"
"9","中國信託證","459","256"
"10","星洲瑞銀","316","389"
"14","宏捷科(8086)"
"1","元大","1606","1373"
"2","凱基","1006","902"
"3","富邦","671","619"
"4","中國信託證","582","652"
"5","摩根士丹利","216","990"
