115年02月26日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","15916","14941"
"2","凱基","9415","11211"
"3","摩根士丹利","2608","12739"
"4","富邦","6763","5494"
"5","星洲瑞銀","9091","1933"
"6","摩根大通","4270","4832"
"7","國泰綜合","4931","3766"
"8","永豐金","5074","2903"
"9","美林證券","354","5505"
"10","美商高盛亞","2767","2559"
"2","茂迪(6244)"
"1","元大","15952","12251"
"2","凱基","5686","7247"
"3","富邦","6182","4531"
"4","國泰綜合","5235","3841"
"5","群益","3142","2831"
"6","永豐金","3138","2791"
"7","摩根士丹利","111","5520"
"8","台新","2213","1864"
"9","元富","2286","1598"
"10","華南永昌","2099","1659"
"3","穩懋(3105)"
"1","元大","9187","7965"
"2","凱基","5132","5117"
"3","富邦","4664","2524"
"4","永豐金","3026","1977"
"5","國泰綜合","2322","2294"
"6","群益","2410","2204"
"7","星洲瑞銀","1362","2024"
"8","美商高盛亞","1376","1684"
"9","美林證券","329","2446"
"10","摩根大通","608","2083"
"4","華星光(4979)"
"1","元大","6306","6049"
"2","凱基","3732","3912"
"3","富邦","2485","1977"
"4","國泰綜合","2079","2013"
"5","永豐金","1642","1529"
"6","群益","1614","1295"
"7","星洲瑞銀","909","1859"
"8","美商高盛亞","990","1512"
"9","統一","1220","1090"
"10","華南永昌","1016","1172"
"5","系統電(5309)"
"1","元大","3836","5071"
"2","凱基","2746","2596"
"3","富邦","1627","2909"
"4","永豐金","1012","1435"
"5","華南永昌","1022","1084"
"6","星洲瑞銀","1696","277"
"7","美商高盛亞","1268","644"
"8","國泰綜合","731","1157"
"9","群益","680","1032"
"10","兆豐","866","833"
"6","金居(8358)"
"1","元大","3756","3898"
"2","凱基","2161","2410"
"3","富邦","1226","2462"
"4","美商高盛亞","2086","1404"
"5","群益","1071","948"
"6","永豐金","942","966"
"7","國泰綜合","948","862"
"8","統一","761","910"
"9","星洲瑞銀","1134","421"
"10","國票","731","672"
"7","威剛(3260)"
"1","元大","2559","3967"
"2","凱基","2657","1390"
"3","富邦","932","1238"
"4","美商高盛亞","955","1214"
"5","永豐金","1123","781"
"6","元富","485","1386"
"7","摩根士丹利","834","842"
"8","國泰綜合","684","822"
"9","群益","714","775"
"10","兆豐","794","513"
"8","世界(5347)"
"1","元大","2147","2015"
"2","摩根士丹利","419","2526"
"3","凱基","1072","1502"
"4","星洲瑞銀","1122","1276"
"5","摩根大通","1575","575"
"6","永豐金","1286","741"
"7","富邦","895","875"
"8","國泰綜合","483","1131"
"9","美林證券","748","748"
"10","美商高盛亞","653","647"
"9","康和證(6016)"
"1","元大","2907","1968"
"2","凱基","1299","1719"
"3","富邦","2031","713"
"4","群益","1063","605"
"5","華南永昌","773","870"
"6","美商高盛亞","730","513"
"7","永豐金","756","468"
"8","星洲瑞銀","183","1040"
"9","元富","809","327"
"10","統一","352","634"
"10","九豪(6127)"
"1","元大","2919","2873"
"2","凱基","1647","2563"
"3","富邦","1050","863"
"4","群益","837","837"
"5","星洲瑞銀","590","772"
"6","華南永昌","756","488"
"7","永豐金","634","498"
"8","國泰綜合","512","592"
"9","元富","652","451"
"10","美商高盛亞","468","531"
"11","合晶(6182)"
"1","元大","2849","2621"
"2","凱基","1516","1347"
"3","富邦","911","1290"
"4","群益","932","1185"
"5","永豐金","651","778"
"6","美商高盛亞","630","747"
"7","摩根士丹利","777","492"
"8","國泰綜合","540","527"
"9","華南永昌","419","482"
"10","元富","354","347"
"12","精材(3374)"
"1","元大","1883","2570"
"2","凱基","1698","1457"
"3","富邦","785","1404"
"4","星洲瑞銀","1659","181"
"5","群益","641","755"
"6","美商高盛亞","978","196"
"7","國泰綜合","454","711"
"8","台新","210","889"
"9","永豐金","330","709"
"10","兆豐","566","443"
"13","擎亞(8096)"
"1","元大","2351","1956"
"2","凱基","1646","1945"
"3","富邦","1573","817"
"4","群益","765","688"
"5","永豐金","860","538"
"6","摩根大通","247","1112"
"7","國泰綜合","839","479"
"8","元富","379","753"
"9","星洲瑞銀","2","963"
"10","統一","369","562"
"14","台燿(6274)"
"1","元大","2850","1419"
"2","凱基","1379","1530"
"3","富邦","1167","787"
"4","美商高盛亞","155","1555"
"5","永豐金","790","699"
"6","群益","727","639"
