115年03月23日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","14505","11842"
"2","凱基","6887","6191"
"3","富邦","5980","4941"
"4","國泰綜合","4413","3657"
"5","永豐金","4533","3465"
"6","群益","2632","2867"
"7","美商高盛亞","889","2711"
"8","華南永昌","1667","1737"
"9","星洲瑞銀","1229","1976"
"10","新光","1887","1272"
"2","佶優(5452)"
"1","元大","8753","7588"
"2","凱基","4124","5162"
"3","富邦","2769","2450"
"4","群益","1767","2549"
"5","國泰綜合","2192","1825"
"6","永豐金","1747","1589"
"7","元富","1120","1301"
"8","美商高盛亞","876","1332"
"9","統一","872","1328"
"10","兆豐","867","823"
"3","聯光通(4903)"
"1","元大","6008","6234"
"2","凱基","4309","3811"
"3","富邦","1651","2093"
"4","元富","1920","1753"
"5","台新","2433","753"
"6","群益","1183","1369"
"7","永豐金","1126","1423"
"8","華南永昌","900","1090"
"9","統一","1039","914"
"10","兆豐","882","772"
"4","華電網(6163)"
"1","元大","7353","7813"
"2","凱基","3320","3791"
"3","富邦","1947","2011"
"4","群益","1726","1746"
"5","國泰綜合","1803","1545"
"6","永豐金","1661","1386"
"7","統一","1104","1001"
"8","兆豐","739","662"
"9","國票","664","714"
"10","華南永昌","699","673"
"5","穩懋(3105)"
"1","凱基","5044","4058"
"2","元大","4240","3404"
"3","永豐金","1446","2354"
"4","富邦","1959","1683"
"5","群益","1069","1706"
"6","美商高盛亞","1548","1122"
"7","統一","1292","1301"
"8","兆豐","799","1647"
"9","摩根士丹利","1279","1012"
"10","國泰綜合","1269","924"
"6","擎亞(8096)"
"1","元大","6023","5593"
"2","凱基","2830","3593"
"3","富邦","2792","2208"
"4","國泰綜合","1890","2929"
"5","群益","2113","2132"
"6","永豐金","1340","1208"
"7","元富","986","886"
"8","美商高盛亞","889","888"
"9","統一","1004","682"
"10","新光","766","897"
"7","九豪(6127)"
"1","元大","6580","5307"
"2","凱基","3201","5034"
"3","富邦","2104","1833"
"4","國泰綜合","1780","1262"
"5","永豐金","1221","1286"
"6","群益","1433","1017"
"7","康和","169","1763"
"8","星洲瑞銀","580","949"
"9","元富","778","619"
"10","華南永昌","913","425"
"8","環宇-KY(4991)"
"1","元大","5695","5646"
"2","凱基","3464","3183"
"3","富邦","1620","1899"
"4","國泰綜合","1679","1481"
"5","群益","1092","1264"
"6","永豐金","1071","1169"
"7","美商高盛亞","850","1262"
"8","華南永昌","809","751"
"9","統一","681","752"
"10","元富","663","674"
"9","光洋科(1785)"
"1","元大","3275","3583"
"2","凱基","2692","2051"
"3","星洲瑞銀","1486","1545"
"4","富邦","1237","1272"
"5","群益","1055","1202"
"6","摩根大通","1677","515"
"7","摩根士丹利","1322","721"
"8","永豐金","943","1054"
"9","統一","806","1050"
"10","國泰綜合","814","958"
"10","華星光(4979)"
"1","元大","4126","3904"
"2","凱基","2945","2380"
"3","富邦","1844","1870"
"4","國泰綜合","1521","1491"
"5","永豐金","1281","1394"
"6","美商高盛亞","803","1090"
"7","星洲瑞銀","673","1056"
"8","群益","887","729"
"9","華南永昌","737","674"
"10","元富","661","640"
"11","宜特(3289)"
"1","富邦","4131","3436"
"2","元大","3511","3929"
"3","凱基","1125","1272"
"4","永豐金","914","936"
"5","群益","889","852"
"6","國泰綜合","775","921"
"7","台新","1047","399"
"8","統一","574","596"
"9","華南永昌","470","539"
"10","元富","457","510"
"12","創威(6530)"
"1","元大","5130","4856"
"2","富邦","1983","1956"
"3","凱基","1426","1393"
"4","永豐金","911","1043"
"5","群益","892","1053"
"6","國泰綜合","860","886"
"7","台新","1070","439"
"8","美商高盛亞","524","636"
"9","華南永昌","497","594"
"10","統一","671","402"
"13","金居(8358)"
"1","元大","3199","3796"
"2","凱基","2020","3420"
"3","永豐金","1316","2093"
"4","群益","972","1476"
"5","富邦","1379","891"
"6","國泰綜合","1095","663"
"7","摩根士丹利","724","534"
"8","統一","308","921"
"9","美林證券","814","316"
"10","華南永昌","744","304"
"14","頎邦(6147)"
"1","元大","3640","2630"
"2","富邦","1250","2362"
"3","凱基","1723","1623"
"4","永豐金","1729","941"
"5","美商高盛亞","430","1078"
"6","華南永昌","396","1009"
"7","群益","662","692"
"8","摩根大通","1095","244"
"9","元富","554","752"
"10","星洲瑞銀","735","504"
"15","東捷(8064)"
"1","元大","3509","2953"
"2","富邦","2506","2491"
"3","凱基","1960","1354"
"4","華南永昌","1053","807"
"5","國泰綜合","531","989"
"6","港商野村","1212","156"
"7","永豐金","609","644"
"8","兆豐","289","854"
"9","群益","443","658"
"10","元富","604","421"
"16","高端疫苗(6547)"
"1","元大","5417","4288"
"2","凱基","3584","1049"
"3","永豐金","434","2508"
"4","華南永昌","257","1777"
"5","富邦","763","1022"
"6","兆豐","775","429"
"7","國泰綜合","599","381"
"8","群益","240","707"
"9","摩根大通","726","118"
"10","元富","305","526"
"17","台燿(6274)"
"1","元大","2474","2404"
"2","凱基","1486","1369"
"3","富邦","875","1284"
"4","群益","1058","659"
"5","永豐金","858","750"
"6","國泰綜合","797","638"
"7","國票","246","1048"
"8","美商高盛亞","731","522"
"9","統一","235","908"
"10","摩根士丹利","590","295"
"18","萬潤(6187)"
"1","元大","2327","2279"
"2","凱基","1492","2531"
"3","富邦","930","1799"
"4","星洲瑞銀","824","1197"
"5","國泰綜合","1154","654"
"6","群益","873","586"
"7","永豐金","512","444"
"8","台新","425","453"
"9","美林證券","553","322"
"10","摩根大通","598","275"
"19","閎康(3587)"
"1","元大","2151","2425"
"2","凱基","1648","2089"
"3","元富","1918","1751"
"4","富邦","1117","787"
"5","永豐金","790","507"
"6","群益","492","522"
"7","國泰綜合","483","483"
"8","華南永昌","316","579"
"9","統一","339","456"
"10","美商高盛亞","373","231"
"20","茂迪(6244)"
"1","元大","2424","2654"
"2","凱基","1831","1737"
"3","富邦","1094","1251"
