115年02月26日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","10598","9541"
"2","凱基","5360","8097"
"3","富邦","4140","3033"
"4","摩根士丹利","1180","5325"
"5","國泰綜合","3290","2083"
"6","永豐金","3636","1690"
"7","統一","1308","2718"
"8","摩根大通","1741","1932"
"9","美商高盛亞","987","2029"
"10","群益","1557","1451"
"2","茂迪(6244)"
"1","元大","10653","7983"
"2","凱基","2990","4569"
"3","富邦","3645","2395"
"4","國泰綜合","3441","1755"
"5","永豐金","1441","1765"
"6","群益","1389","1707"
"7","摩根士丹利","108","2684"
"8","美商高盛亞","690","1651"
"9","元富","1354","840"
"10","星洲瑞銀","408","1774"
"3","穩懋(3105)"
"1","元大","4874","4508"
"2","凱基","2013","2252"
"3","富邦","2027","1293"
"4","永豐金","2095","1210"
"5","群益","1450","1364"
"6","國泰綜合","1368","1123"
"7","美商高盛亞","784","938"
"8","星洲瑞銀","397","1192"
"9","摩根大通","476","1093"
"10","元富","698","605"
"4","華星光(4979)"
"1","元大","3080","2801"
"2","凱基","1415","1895"
"3","國泰綜合","1062","755"
"4","富邦","957","656"
"5","永豐金","710","578"
"6","美商高盛亞","503","774"
"7","群益","598","652"
"8","星洲瑞銀","93","825"
"9","華南永昌","402","463"
"10","統一","351","484"
"5","金居(8358)"
"1","元大","2227","1919"
"2","凱基","924","1504"
"3","富邦","711","1196"
"4","美商高盛亞","840","924"
"5","群益","565","449"
"6","永豐金","469","498"
"7","統一","297","575"
"8","國泰綜合","606","265"
"9","星洲瑞銀","421","356"
"10","元富","346","420"
"6","威剛(3260)"
"1","元大","1556","1631"
"2","凱基","838","1081"
"3","富邦","575","919"
"4","摩根士丹利","158","753"
"5","永豐金","449","411"
"6","國泰綜合","497","344"
"7","群益","406","277"
"8","元富","322","231"
"9","美商高盛亞","188","353"
"10","新光","314","220"
"7","康和證(6016)"
"1","元大","1783","1375"
"2","凱基","455","1128"
"3","富邦","985","262"
"4","玉山證券","740","58"
"5","群益","531","246"
"6","國票","71","653"
"7","星洲瑞銀","151","521"
"8","華南永昌","413","246"
"9","永豐金","347","287"
"10","元富","380","212"
"8","擎亞(8096)"
"1","元大","1465","1221"
"2","凱基","752","1253"
"3","富邦","1148","577"
"4","群益","347","494"
"5","國泰綜合","549","231"
"6","永豐金","480","220"
"7","星洲瑞銀","2","629"
"8","統一","215","405"
"9","摩根大通","68","480"
"10","華南永昌","272","200"
"9","典範(3372)"
"1","元大","1433","985"
"2","凱基","843","967"
"3","富邦","614","673"
"4","群益","297","568"
"5","永豐金","253","360"
"6","國泰綜合","274","323"
"7","華南永昌","398","198"
"8","玉山證券","268","279"
"9","摩根大通","385","100"
"10","統一","350","129"
"10","鉅橡(8074)"
"1","元大","1410","1362"
"2","凱基","873","1018"
"3","富邦","572","342"
"4","國泰綜合","410","335"
"5","美商高盛亞","312","339"
"6","星洲瑞銀","321","327"
"7","永豐金","361","226"
"8","兆豐","121","409"
"9","台新","197","197"
"10","群益","156","201"
"11","萬潤(6187)"
"1","元大","733","1405"
"2","凱基","821","605"
"3","富邦","577","706"
"4","摩根士丹利","1234","19"
"5","美商高盛亞","538","351"
"6","永豐金","213","367"
"7","星洲瑞銀","239","202"
"8","國泰綜合","163","270"
"9","美林證券","323","70"
"10","群益","148","218"
"12","順達(3211)"
"1","元大","996","918"
"2","凱基","1058","778"
"3","富邦","301","432"
"4","群益","406","250"
"5","華南永昌","320","333"
"6","永豐金","236","375"
"7","國泰綜合","320","277"
"8","星洲瑞銀","171","388"
"9","美商高盛亞","358","166"
"10","統一","181","211"
"13","凱崴(5498)"
"1","元大","1661","1479"
"2","凱基","470","977"
"3","富邦","493","475"
"4","國泰綜合","423","320"
"5","群益","282","407"
"6","永豐金","276","385"
"7","統一","88","344"
"8","元富","175","188"
"9","新光","197","162"
"10","玉山證券","255","63"
"14","精星(8183)"
"1","元大","1182","1714"
"2","凱基","1027","857"
"3","新光","396","345"
"4","富邦","377","313"
"5","永豐金","364","292"
"6","群益","261","345"
"7","台新","136","325"
"8","元富","147","310"
"9","華南永昌","239","170"
"10","國泰綜合","264","128"
"15","宏遠證(6015)"
"1","元大","1163","1366"
"2","富邦","249","717"
"3","凱基","361","468"
"4","永豐金","500","199"
"5","華南永昌","223","417"
"6","兆豐","341","294"
"7","摩根大通","429","85"
"8","台新","297","160"
"9","美商高盛亞","200","154"
"10","群益","233","113"
"16","慶騰(4534)"
"1","元大","964","1072"
"2","富邦","509","753"
"3","凱基","586","529"
"4","華南永昌","244","422"
"5","國泰綜合","376","190"
"6","群益","211","275"
"7","永豐金","245","194"
"8","兆豐","166","225"
"9","康和","34","271"
"10","玉山證券","251","49"
"17","致和證(5864)"
"1","元大","1056","829"
"2","凱基","384","832"
"3","富邦","631","471"
"4","永豐金","279","392"
"5","美商高盛亞","233","369"
"6","元富","230","318"
"7","群益","193","294"
"8","國泰綜合","371","79"
"9","統一","218","107"
"10","星洲瑞銀","29","292"
"18","上詮(3363)"
"1","元大","1103","964"
"2","凱基","721","662"
"3","富邦","516","670"
"4","國泰綜合","348","180"
"5","永豐金","301","214"
"6","群益","225","280"
"7","美商高盛亞","167","194"
"8","星洲瑞銀","97","234"
"9","摩根士丹利","71","249"
"10","華南永昌","135","118"
"19","台燿(6274)"
"1","元大","1151","803"
"2","凱基","473","708"
"3","群益","233","495"
"4","富邦","432","296"
"5","美商高盛亞","48","461"
"6","摩根士丹利","31","458"
"7","星洲瑞銀","71","370"
"8","永豐金","265","168"
"9","國泰綜合","296","60"
"10","元富","249","72"
"20","合晶(6182)"
"1","元大","905","1041"
"2","凱基","869","263"
"3","富邦","235","483"
"4","群益","371","262"
"5","美商高盛亞","339","285"
"6","摩根士丹利","333","141"
"7","永豐金","136","305"
"8","國泰綜合","155","197"
"9","華南永昌","86","210"
"10","摩根大通","274","0"
"21","鑫聯大投控(3709)"
"1","凱基","2237","723"
"2","元大","720","839"
"3","富邦","225","333"
"4","元富","52","462"
"5","永豐金","276","207"
"6","國泰綜合","176","245"
"7","群益","144","241"
"8","統一","85","287"
"9","星洲瑞銀","57","161"
"10","兆豐","56","98"
"22","世界(5347)"
"1","凱基","452","961"
"2","元大","684","711"
"3","永豐金","308","326"
"4","富邦","341","253"
"5","星洲瑞銀","114","322"
"6","摩根士丹利","74","348"
"7","摩根大通","186","174"
"8","美林證券","307","52"
"9","兆豐","233","67"
"10","國泰綜合","178","121"
"23","群聯(8299)"
"1","元大","859","912"
"2","凱基","523","475"
"3","永豐金","204","710"
"4","美商高盛亞","385","208"
"5","富邦","297","246"
"6","國泰綜合","213","239"
"7","統一","136","226"
"8","摩根士丹利","248","92"
"9","玉山證券","138","108"
"10","群益","146","96"
"24","泰藝(8289)"
"1","元大","899","1089"
"2","凱基","921","494"
"3","元富","406","468"
"4","富邦","517","348"
"5","群益","248","265"
"6","永豐金","205","221"
"7","統一","282","134"
"8","國泰綜合","105","147"
"9","華南永昌","111","137"
"10","兆豐","72","157"
"25","雙鴻(3324)"
"1","元大","871","759"
"2","凱基","452","988"
"3","富邦","284","311"
"4","美商高盛亞","181","305"
"5","華南永昌","234","226"
"6","星洲瑞銀","124","277"
"7","永豐金","238","108"
"8","國泰綜合","220","110"
"9","群益","149","110"
"10","元富","176","56"
"26","漢磊(3707)"
"1","元大","541","859"
"2","凱基","497","309"
"3","富邦","211","357"
"4","統一","422","127"
"5","新光","430","91"
"6","美商高盛亞","181","212"
"7","國泰綜合","127","242"
"8","兆豐","217","128"
"9","永豐金","127","205"
"10","華南永昌","171","142"
"27","新盛力(4931)"
"1","元大","976","915"
"2","凱基","463","555"
"3","富邦","337","273"
"4","美商高盛亞","234","259"
"5","永豐金","223","197"
"6","群益","146","210"
"7","國泰綜合","171","127"
"8","統一","130","146"
"9","第一金證券","91","140"
"10","華南永昌","142","88"
"28","台嘉碩(3221)"
"1","元大","746","655"
"2","凱基","241","578"
"3","國泰綜合","322","243"
"4","群益","293","262"
"5","富邦","305","212"
"6","永豐金","220","240"
"7","美商高盛亞","116","212"
"8","統一","133","163"
"9","華南永昌","165","86"
"10","元富","90","136"
"29","精材(3374)"
"1","元大","806","681"
"2","凱基","677","436"
"3","台新","76","651"
"4","富邦","247","285"
"5","群益","276","153"
"6","國泰綜合","167","193"
"7","美商高盛亞","277","72"
"8","兆豐","239","95"
"9","永豐金","125","176"
"10","新光","83","155"
"30","博磊(3581)"
"1","元大","706","638"
"2","華南永昌","462","480"
"3","凱基","352","294"
"4","統一","331","305"
"5","元富","91","500"
"6","富邦","329","207"
"7","美商高盛亞","117","230"
"8","兆豐","154","170"
"9","群益","163","156"
"10","永豐金","162","91"
"共300筆"
