115年03月26日 截至13:46止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","22483","22673"
"2","凱基","10925","10874"
"3","富邦","8218","9171"
"4","國泰綜合","6798","6580"
"5","永豐金","4840","6129"
"6","群益","3887","3662"
"7","星洲瑞銀","3240","4217"
"8","統一","2578","2821"
"9","新光","2934","2395"
"10","台新","2791","2505"
"2","頎邦(6147)"
"1","元大","5130","9629"
"2","凱基","8356","5844"
"3","富邦","5417","5620"
"4","永豐金","4767","3831"
"5","國票","5528","2637"
"6","統一","4877","1602"
"7","國泰綜合","2643","2460"
"8","群益","2412","1948"
"9","美商高盛亞","2774","1183"
"10","星洲瑞銀","1800","1487"
"3","穩懋(3105)"
"1","元大","8065","9100"
"2","凱基","5919","5635"
"3","富邦","2566","5053"
"4","永豐金","3283","2629"
"5","國泰綜合","2608","2540"
"6","美商高盛亞","2847","1456"
"7","群益","2083","2140"
"8","星洲瑞銀","2472","1624"
"9","華南永昌","1677","1393"
"10","摩根士丹利","851","1814"
"4","光洋科(1785)"
"1","元大","6423","6202"
"2","凱基","3775","6152"
"3","富邦","2651","3289"
"4","永豐金","3054","2198"
"5","摩根士丹利","1839","2415"
"6","國泰綜合","1801","1229"
"7","星洲瑞銀","1293","1464"
"8","統一","929","1291"
"9","美商高盛亞","1184","932"
"10","兆豐","1015","1042"
"5","聯光通(4903)"
"1","元大","8219","8505"
"2","凱基","4792","4561"
"3","富邦","3125","3269"
"4","永豐金","2465","2577"
"5","群益","2107","1920"
"6","元富","1490","1212"
"7","統一","1193","1306"
"8","華南永昌","1253","1189"
"9","台新","888","937"
"10","新光","762","931"
"6","華星光(4979)"
"1","元大","7078","6428"
"2","凱基","3844","3890"
"3","富邦","1998","2410"
"4","國泰綜合","2039","1882"
"5","永豐金","1784","1776"
"6","群益","1241","1120"
"7","台新","994","1186"
"8","統一","729","1170"
"9","兆豐","878","985"
"10","新光","987","838"
"7","世界(5347)"
"1","元大","4537","2798"
