115年01月12日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","鉅橡(8074)"
"1","元大","10256","8191"
"2","富邦","4588","7570"
"3","中國信託證","5704","5571"
"4","凱基","4066","4392"
"5","國泰綜合","3319","2025"
"6","永豐金","2249","2378"
"7","群益","2181","1771"
"8","統一","813","2613"
"9","華南永昌","1421","1543"
"10","國票","653","2165"
"2","穩懋(3105)"
"1","元大","6977","7136"
"2","凱基","5900","6022"
"3","富邦","2952","2706"
"4","永豐金","3084","2122"
"5","國泰綜合","2949","1673"
"6","星洲瑞銀","1233","2568"
"7","群益","1578","1523"
"8","美商高盛亞","409","2168"
"9","統一","1453","1041"
"10","華南永昌","1236","1037"
"3","世界(5347)"
"1","元大","5491","5041"
"2","凱基","4613","4472"
"3","美商高盛亞","3839","1386"
"4","摩根士丹利","959","3845"
"5","富邦","2519","1817"
"6","統一","1488","2436"
"7","星洲瑞銀","1612","2233"
"8","國泰綜合","2357","1412"
"9","群益","2128","1209"
"10","永豐金","1252","1924"
"4","富喬(1815)"
"1","元大","6316","5200"
"2","凱基","4008","3730"
"3","富邦","3390","1896"
"4","國泰綜合","2131","1664"
"5","永豐金","1558","1349"
"6","群益","1057","1599"
"7","星洲瑞銀","336","2272"
"8","國票","624","1636"
"9","華南永昌","951","933"
"10","兆豐","1020","734"
"5","萬泰科(6190)"
"1","元大","5134","4474"
"2","凱基","1857","3368"
"3","富邦","1792","2125"
"4","兆豐","2602","706"
"5","國泰綜合","1514","1173"
"6","群益","1345","1181"
"7","台新","1304","1216"
"8","永豐金","1028","1134"
"9","統一","909","1128"
"10","星洲瑞銀","874","821"
"6","華電網(6163)"
"1","元大","4021","5296"
"2","凱基","3270","3701"
"3","富邦","3348","3016"
"4","統一","2025","1149"
"5","永豐金","1640","1527"
"6","群益","1052","1048"
"7","國泰綜合","871","992"
"8","兆豐","405","1185"
"9","國票","1253","198"
"10","元富","632","790"
"7","富強鑫(6603)"
"1","元大","4649","3722"
"2","凱基","2420","3029"
"3","富邦","1596","1578"
"4","永豐金","1085","1622"
"5","華南永昌","1000","981"
"6","國泰綜合","1222","657"
"7","美商高盛亞","912","771"
"8","群益","795","792"
"9","元富","1027","527"
"10","統一","400","857"
"8","金山電(8042)"
"1","元大","4634","4613"
"2","凱基","2463","2880"
"3","富邦","1611","1896"
"4","群益","1147","1194"
"5","國泰綜合","1387","863"
"6","永豐金","1109","1050"
"7","美商高盛亞","826","801"
"8","統一","443","1051"
"9","台新","761","495"
"10","華南永昌","695","523"
"9","蜜望實(8043)"
"1","元大","4495","3534"
"2","凱基","2237","3231"
"3","富邦","1365","1484"
"4","永豐金","1133","1640"
"5","國泰綜合","1711","887"
"6","統一","348","1698"
"7","群益","887","776"
"8","台新","788","765"
"9","華南永昌","848","592"
"10","美商高盛亞","578","697"
"10","合晶(6182)"
"1","元大","3260","3767"
"2","凱基","2191","1870"
"3","富邦","1106","1474"
"4","美商高盛亞","1424","687"
"5","國泰綜合","798","1215"
"6","永豐金","653","890"
"7","群益","709","802"
"8","星洲瑞銀","807","602"
"9","元富","673","572"
"10","統一","523","615"
"11","品安(8088)"
"1","元大","3871","3444"
"2","凱基","2095","2083"
"3","富邦","1195","1189"
"4","國泰綜合","1238","853"
"5","群益","576","914"
"6","華南永昌","932","514"
"7","永豐金","692","733"
"8","台新","809","454"
"9","美商高盛亞","439","685"
"10","玉山證券","476","541"
"12","晟田(4541)"
"1","元大","3136","4148"
"2","凱基","1891","1817"
"3","華南永昌","1088","926"
"4","富邦","980","1015"
"5","群益","905","1019"
"6","永豐金","853","663"
"7","美商高盛亞","620","697"
"8","國泰綜合","716","439"
"9","元富","541","524"
"10","統一","336","723"
"13","茂迪(6244)"
"1","元大","2605","2036"
"2","富邦","1901","1414"
"3","凱基","1153","1550"
"4","永豐金","577","853"
"5","美商高盛亞","478","950"
"6","國泰綜合","844","512"
"7","群益","523","499"
"8","元富","449","293"
"9","星洲瑞銀","331","405"
"10","玉山證券","460","265"
"14","華星光(4979)"
"1","元大","2466","1468"
"2","凱基","1090","2043"
"3","華南永昌","620","1177"
"4","富邦","935","770"
"5","國泰綜合","1019","431"
"6","星洲瑞銀","511","759"
"7","永豐金","743","433"
"8","群益","647","424"
"9","統一","398","580"
"10","美商高盛亞","284","687"
"15","中光電(5371)"
"1","元大","1731","2322"
"2","凱基","1853","1166"
"3","富邦","528","1086"
"4","美商高盛亞","1371","166"
"5","群益","559","565"
"6","永豐金","398","718"
"7","星洲瑞銀","775","268"
"8","國泰綜合","393","507"
"9","統一","318","512"
"10","華南永昌","345","433"
"16","新盛力(4931)"
"1","元大","2208","1780"
"2","永豐金","1581","520"
"3","凱基","1045","869"
"4","富邦","737","955"
"5","群益","416","606"
"6","美商高盛亞","148","848"
"7","美林證券","101","891"
"8","國泰綜合","708","252"
"9","港商野村","8","858"
"10","國票","186","556"
"17","合一(4743)"
"1","元大","2007","2006"
"2","凱基","854","1055"
"3","富邦","676","668"
"4","元富","601","689"
"5","星洲瑞銀","640","390"
"6","台新","310","707"
"7","華南永昌","418","572"
"8","永豐金","531","451"
"9","群益","453","454"
"10","美商高盛亞","376","493"
"18","廣穎(4973)"
"1","元大","1939","1908"
"2","凱基","1286","1419"
"3","富邦","755","769"
"4","國泰綜合","793","620"
"5","群益","620","743"
"6","永豐金","444","447"
"7","美商高盛亞","409","474"
"8","國票","577","253"
"9","元富","354","401"
"10","玉山證券","525","183"
"19","精材(3374)"
"1","元大","1808","2145"
"2","凱基","1064","1338"
"3","富邦","753","831"
"4","華南永昌","1125","227"
"5","永豐金","773","464"
"6","群益","473","509"
"7","元富","509","430"
"8","國泰綜合","546","362"
"9","美商高盛亞","389","292"
"10","統一","422","242"
"20","創惟(6104)"
"1","元大","1751","1946"
"2","凱基","1007","1428"
"3","富邦","794","1063"
"4","國泰綜合","595","429"
"5","永豐金","454","510"
"6","統一","382","556"
"7","華南永昌","383","416"
"8","群益","384","395"
"9","元富","377","233"
"10","摩根大通","260","247"
"21","新復興(4909)"
"1","元大","2159","2089"
"2","凱基","1837","1146"
"3","富邦","538","803"
"4","統一","654","360"
"5","永豐金","427","548"
"6","群益","433","463"
"7","國泰綜合","416","457"
"8","元富","341","442"
"9","台新","299","384"
"10","華南永昌","258","348"
"22","東捷(8064)"
"1","富邦","1549","1454"
"2","元大","965","1718"
"3","凱基","1909","743"
"4","元富","469","648"
"5","華南永昌","587","458"
"6","群益","311","572"
"7","統一","292","348"
"8","永豐金","218","376"
"9","港商野村","588","0"
"10","美商高盛亞","396","105"
"23","康和證(6016)"
"1","元大","1940","792"
"2","富邦","784","804"
"3","國票","908","649"
"4","凱基","683","472"
"5","美商高盛亞","224","850"
"6","永豐金","352","717"
"7","台新","245","682"
"8","康和","141","683"
"9","華南永昌","555","181"
"10","星洲瑞銀","80","614"
"24","漢磊(3707)"
"1","元大","1317","1534"
"2","凱基","1463","874"
"3","群益","307","1246"
"4","富邦","637","679"
"5","美商高盛亞","647","386"
"6","永豐金","341","430"
"7","國泰綜合","270","494"
"8","星洲瑞銀","355","184"
"9","美林證券","499","26"
"10","華南永昌","249","275"
"25","千如(3236)"
"1","元大","1737","2052"
"2","凱基","1055","1227"
"3","富邦","639","834"
"4","美商高盛亞","884","431"
"5","群益","355","486"
"6","國泰綜合","396","352"
"7","星洲瑞銀","390","168"
"8","元富","223","314"
"9","永豐金","200","273"
"10","港商野村","458","0"
"26","長科*(6548)"
"1","凱基","1323","1753"
"2","元大","1321","1390"
"3","富邦","474","687"
