115年02月10日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","5864","6170"
"2","凱基","3442","4612"
"3","富邦","2106","1792"
"4","國泰綜合","2032","1332"
"5","永豐金","1732","1311"
"6","群益","1086","1277"
"7","港商野村","901","862"
"8","星洲瑞銀","746","883"
"9","元富","859","602"
"10","華南永昌","702","658"
"2","華星光(4979)"
"1","元大","5834","5316"
"2","凱基","3255","3534"
"3","富邦","2236","1693"
"4","國泰綜合","1868","1456"
"5","永豐金","1226","1734"
"6","群益","1041","1239"
"7","華南永昌","1006","895"
"8","台新","976","920"
"9","統一","890","857"
"10","元富","812","725"
"3","世界(5347)"
"1","元大","4210","3477"
"2","凱基","3456","3410"
"3","富邦","1256","2021"
"4","星洲瑞銀","646","1708"
"5","永豐金","1476","720"
"6","國泰綜合","1388","498"
"7","美商高盛亞","428","1438"
"8","台新","451","1180"
"9","群益","570","702"
"10","元富","536","476"
"4","穩懋(3105)"
"1","元大","3505","3443"
"2","凱基","1657","2918"
"3","永豐金","912","1122"
"4","富邦","925","867"
"5","國泰綜合","1010","654"
"6","群益","937","703"
"7","星洲瑞銀","571","928"
"8","摩根大通","1107","266"
"9","華南永昌","977","230"
"10","台新","521","372"
"5","中探針(6217)"
"1","元大","3131","3033"
"2","凱基","1052","1892"
"3","富邦","854","1079"
"4","永豐金","1129","385"
"5","台新","468","1030"
"6","群益","675","710"
"7","國泰綜合","867","460"
"8","星洲瑞銀","685","523"
"9","摩根大通","272","790"
"10","元富","419","380"
"6","欣銓(3264)"
"1","元大","2364","2114"
"2","凱基","1814","1326"
"3","永豐金","1097","734"
"4","統一","1034","394"
"5","國泰綜合","901","371"
"6","富邦","536","697"
"7","美林證券","147","1049"
"8","星洲瑞銀","164","871"
"9","華南永昌","404","397"
"10","群益","443","350"
"7","茂迪(6244)"
"1","元大","2186","2074"
"2","凱基","1167","1089"
"3","富邦","673","916"
"4","台新","391","976"
"5","群益","358","654"
"6","星洲瑞銀","544","464"
"7","國泰綜合","587","395"
"8","永豐金","417","545"
"9","美商高盛亞","255","689"
"10","玉山證券","299","487"
"8","鈺創(5351)"
"1","元大","1796","1541"
"2","富邦","949","957"
"3","凱基","711","884"
"4","摩根士丹利","195","851"
"5","星洲瑞銀","72","718"
"6","永豐金","458","311"
"7","美商高盛亞","426","342"
"8","國泰綜合","505","253"
"9","摩根大通","452","303"
"10","華南永昌","385","349"
"9","元太(8069)"
"1","元大","1034","1682"
"2","凱基","815","771"
"3","富邦","331","952"
"4","美商高盛亞","1145","130"
"5","星洲瑞銀","606","274"
"6","永豐金","517","336"
"7","國票","466","165"
"8","國泰綜合","197","368"
"9","群益","230","245"
"10","華南永昌","124","334"
"10","青雲(5386)"
"1","元大","1971","1771"
"2","富邦","422","865"
"3","凱基","480","802"
"4","群益","428","502"
"5","國泰綜合","529","341"
"6","永豐金","505","352"
"7","統一","240","368"
"8","台新","278","270"
"9","星洲瑞銀","311","207"
"10","元富","244","269"
"11","建榮(5340)"
"1","元大","1567","1406"
"2","凱基","632","915"
"3","永豐金","534","460"
"4","富邦","532","352"
"5","群益","384","429"
"6","國泰綜合","517","273"
"7","美商高盛亞","187","371"
"8","華南永昌","344","178"
"9","統一","169","301"
"10","新光","262","171"
"12","光環(3234)"
"1","元大","982","1150"
"2","富邦","382","1177"
"3","凱基","685","574"
"4","元富","484","601"
"5","華南永昌","297","477"
"6","國泰綜合","360","355"
"7","星洲瑞銀","407","262"
"8","台新","412","221"
"9","永豐金","218","351"
"10","統一","425","116"
"13","合晶(6182)"
"1","元大","1148","1054"
"2","凱基","840","682"
"3","富邦","463","383"
"4","國泰綜合","365","386"
"5","群益","259","422"
"6","美商高盛亞","210","405"
"7","摩根大通","69","407"
"8","摩根士丹利","70","395"
"9","永豐金","243","153"
"10","華南永昌","203","132"
"14","威剛(3260)"
"1","元大","1172","1194"
"2","凱基","489","840"
"3","永豐金","617","276"
"4","富邦","412","287"
"5","國泰綜合","416","190"
"6","元富","208","315"
"7","統一","165","315"
"8","美林證券","179","263"
"9","群益","214","219"
"10","星洲瑞銀","0","409"
"15","聯光通(4903)"
"1","元大","1524","1080"
"2","凱基","796","1525"
"3","富邦","487","702"
"4","永豐金","308","225"
"5","群益","232","247"
"6","元富","202","173"
"7","星洲瑞銀","177","136"
"8","美林證券","53","239"
"9","美商高盛亞","116","175"
"10","台新","168","120"
"16","福邦證(6026)"
"1","元大","1311","628"
"2","永豐金","253","767"
"3","凱基","238","710"
"4","富邦","555","343"
"5","華南永昌","173","450"
"6","元富","198","316"
"7","摩根大通","12","468"
"8","亞東","423","3"
"9","福邦","411","0"
"10","美林證券","2","393"
"17","中美晶(5483)"
"1","元大","945","1059"
"2","凱基","622","536"
"3","富邦","241","378"
"4","永豐金","181","296"
"5","國泰綜合","260","210"
"6","星洲瑞銀","300","106"
"7","港商野村","374","29"
"8","台新","159","206"
"9","兆豐","140","198"
"10","群益","129","183"
"18","良維(6290)"
"1","元大","780","1022"
"2","凱基","559","753"
"3","永豐金","261","375"
"4","富邦","276","225"
"5","群益","206","248"
"6","元富","227","185"
"7","國泰綜合","196","181"
"8","國票","271","101"
"9","美商高盛亞","212","142"
"10","摩根大通","190","152"
"19","方土昶(6265)"
"1","元大","942","902"
"2","凱基","584","513"
"3","富邦","286","350"
"4","群益","255","331"
"5","永豐金","234","279"
"6","統一","84","364"
"7","星洲瑞銀","257","156"
"8","元富","257","151"
"9","玉山證券","176","110"
"10","台新","133","151"
"20","凱崴(5498)"
"1","元大","975","920"
"2","凱基","464","511"
"3","國泰綜合","273","345"
"4","富邦","338","268"
"5","美商高盛亞","229","285"
"6","華南永昌","174","218"
"7","星洲瑞銀","195","192"
"8","永豐金","152","200"
"9","統一","127","182"
"10","兆豐","143","148"
"21","鑫科(3663)"
"1","元大","792","890"
"2","富邦","401","525"
"3","凱基","535","320"
"4","元富","311","355"
"5","永豐金","183","317"
"6","統一","232","163"
"7","群益","185","156"
"8","美林證券","182","98"
"9","兆豐","76","204"
"10","國泰綜合","105","153"
"22","世紀*(5314)"
"1","元大","747","639"
"2","凱基","399","663"
"3","富邦","392","156"
"4","群益","127","277"
"5","永豐金","233","121"
"6","美林證券","100","229"
"7","兆豐","112","207"
"8","國票","158","144"
"9","統一","106","182"
"10","元富","115","124"
"23","系統電(5309)"
"1","元大","855","726"
"2","凱基","257","1083"
"3","富邦","606","263"
"4","永豐金","232","151"
"5","群益","174","188"
"6","元富","155","85"
"7","國泰綜合","154","85"
"8","星洲瑞銀","1","196"
"9","台新","107","80"
"10","兆豐","120","52"
"24","鑫聯大投控(3709)"
"1","凱基","423","777"
"2","元大","618","490"
"3","富邦","245","205"
"4","群益","177","253"
"5","美林證券","218","153"
"6","美商高盛亞","86","233"
"7","永豐金","203","84"
"8","國泰綜合","182","94"
"9","台新","151","98"
"10","統一","93","108"
"25","立碁(8111)"
"1","元大","784","771"
"2","凱基","673","396"
"3","群益","361","258"
"4","富邦","166","382"
"5","國泰綜合","198","243"
"6","港商野村","255","3"
"7","永豐金","130","121"
"8","新光","85","127"
"9","中國信託證","42","163"
"10","華南永昌","107","96"
"26","群聯(8299)"
"1","元大","617","461"
"2","凱基","433","490"
"3","永豐金","302","232"
"4","星洲瑞銀","159","278"
"5","富邦","232","198"
"6","國泰綜合","234","135"
"7","群益","99","178"
"8","兆豐","156","92"
"9","元富","108","132"
"10","台新","109","118"
"27","邦泰(8935)"
"1","元大","679","690"
"2","凱基","290","385"
"3","元富","205","459"
"4","富邦","268","380"
"5","群益","142","304"
"6","兆豐","227","104"
"7","國泰綜合","186","138"
"8","永豐金","152","163"
"9","統一","83","198"
"10","國票","174","29"
"28","上詮(3363)"
"1","元大","718","772"
"2","凱基","478","364"
"3","群益","333","191"
"4","富邦","237","210"
"5","永豐金","130","205"
"6","美商高盛亞","148","171"
"7","國泰綜合","138","159"
"8","台新","71","160"
"9","兆豐","82","119"
"10","玉山證券","91","91"
"29","光洋科(1785)"
"1","元大","574","715"
"2","凱基","463","269"
"3","摩根士丹利","266","341"
"4","富邦","263","211"
"5","群益","165","138"
"6","永豐金","110","179"
"7","星洲瑞銀","123","139"
"8","國泰綜合","116","123"
"9","美商高盛亞","103","94"
"10","美林證券","168","0"
"30","尚立(3360)"
"1","元大","846","587"
"2","元富","511","538"
"3","凱基","365","399"
"4","永豐金","198","157"
"5","富邦","165","160"
"6","群益","88","149"
"7","華南永昌","117","113"
"8","台新","54","119"
"9","國泰綜合","69","101"
"10","統一","93","28"
"共300筆"
