115年03月06日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","茂迪(6244)"
"1","元大","7154","7257"
"2","凱基","3518","3190"
"3","富邦","1952","2124"
"4","國泰綜合","1724","1843"
"5","永豐金","1355","1861"
"6","群益","1262","1376"
"7","元富","717","1891"
"8","華南永昌","1129","720"
"9","統一","935","705"
"10","摩根士丹利","949","544"
"2","威剛(3260)"
"1","元大","4767","4169"
"2","凱基","2552","2960"
"3","永豐金","1719","1156"
"4","富邦","1576","1180"
"5","群益","973","1391"
"6","美商高盛亞","480","1508"
"7","華南永昌","1229","740"
"8","摩根大通","827","1091"
"9","統一","839","1006"
"10","國泰綜合","909","822"
"3","光洋科(1785)"
"1","元大","3574","4151"
"2","凱基","2713","2312"
"3","永豐金","1590","1010"
"4","群益","907","1291"
"5","富邦","1010","933"
"6","國泰綜合","842","615"
"7","統一","1101","299"
"8","元富","506","709"
"9","台新","549","569"
"10","華南永昌","618","425"
"4","順達(3211)"
"1","元大","2855","2673"
"2","凱基","1831","2371"
"3","群益","769","1117"
"4","永豐金","692","788"
"5","國泰綜合","660","727"
"6","富邦","651","550"
"7","台新","717","467"
"8","美商高盛亞","532","363"
"9","元富","377","417"
"10","星洲瑞銀","300","423"
"5","良維(6290)"
"1","元大","2223","1822"
"2","凱基","1516","1716"
"3","富邦","1215","1309"
"4","美商高盛亞","674","562"
"5","永豐金","550","645"
"6","群益","552","547"
"7","兆豐","638","271"
"8","統一","412","429"
"9","國泰綜合","502","338"
"10","元富","324","300"
"6","晟德(4123)"
"1","元大","2428","2016"
"2","凱基","994","1183"
"3","美林證券","1253","226"
"4","永豐金","387","951"
"5","富邦","514","672"
"6","群益","492","620"
"7","美商高盛亞","483","527"
"8","國泰綜合","582","359"
"9","華南永昌","611","323"
"10","元富","424","336"
"7","台燿(6274)"
"1","元大","1943","1803"
"2","凱基","1401","1392"
"3","統一","165","1284"
"4","永豐金","344","1002"
"5","富邦","420","691"
"6","群益","497","539"
"7","兆豐","161","808"
"8","摩根士丹利","862","20"
"9","美商高盛亞","626","190"
"10","元富","245","439"
"8","鈺創(5351)"
"1","元大","2298","1935"
"2","凱基","1061","2216"
"3","康和","62","1725"
"4","元富","738","342"
"5","富邦","648","380"
"6","群益","483","433"
"7","國泰綜合","501","297"
"8","永豐金","460","176"
