115年01月21日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","16311","14198"
"2","凱基","5259","5866"
"3","國泰綜合","4964","4530"
"4","星洲瑞銀","3317","5103"
"5","富邦","4163","4216"
"6","群益","3122","2841"
"7","永豐金","2825","2457"
"8","統一","1235","3444"
"9","摩根士丹利","2373","2034"
"10","元富","1953","2130"
"2","合晶(6182)"
"1","元大","10363","9628"
"2","凱基","6003","6316"
"3","富邦","4142","3538"
"4","美商高盛亞","1651","3155"
"5","群益","2342","2363"
"6","國泰綜合","2577","2067"
"7","永豐金","1998","2350"
"8","統一","1799","1277"
"9","華南永昌","1412","1435"
"10","星洲瑞銀","1240","1500"
"3","建榮(5340)"
"1","元大","10014","9229"
"2","富邦","6768","7308"
"3","凱基","1974","5384"
"4","國泰綜合","3138","1552"
"5","星洲瑞銀","2449","1888"
"6","永豐金","1981","1547"
"7","群益","1350","1693"
"8","美商高盛亞","1798","1221"
"9","統一","662","2053"
"10","華南永昌","1074","1363"
"4","漢磊(3707)"
"1","元大","7926","6891"
"2","凱基","4463","3205"
"3","富邦","4244","3383"
"4","統一","3929","1289"
"5","元富","1467","1771"
"6","永豐金","1245","1829"
"7","群益","1494","1484"
"8","國泰綜合","1000","1425"
"9","華南永昌","1131","879"
"10","美商高盛亞","651","1310"
"5","華星光(4979)"
"1","元大","6134","7024"
"2","凱基","3585","3570"
"3","富邦","2290","2280"
"4","國泰綜合","2059","1335"
"5","星洲瑞銀","1865","1485"
"6","永豐金","1635","1467"
"7","群益","1772","1133"
"8","美商高盛亞","976","1515"
"9","台新","964","1044"
"10","元富","986","668"
"6","世界(5347)"
"1","元大","4237","5288"
"2","凱基","3598","4077"
"3","富邦","2182","1651"
"4","群益","1924","1448"
"5","國泰綜合","1523","1033"
"6","星洲瑞銀","1420","1047"
"7","永豐金","659","1093"
"8","元富","699","810"
"9","美商高盛亞","631","802"
"10","華南永昌","440","860"
"7","中探針(6217)"
"1","元大","5440","4268"
"2","凱基","3642","5088"
"3","富邦","1643","2226"
"4","永豐金","1350","2482"
"5","美商高盛亞","1476","1027"
"6","統一","399","1785"
"7","國泰綜合","1287","554"
"8","群益","948","865"
"9","元富","865","619"
"10","華南永昌","788","503"
"8","穩懋(3105)"
"1","元大","4177","4037"
"2","凱基","3176","3894"
"3","永豐金","1648","2330"
"4","富邦","1704","1774"
"5","美商高盛亞","1256","1283"
"6","國泰綜合","1424","865"
"7","星洲瑞銀","632","1004"
"8","群益","702","793"
"9","元富","942","519"
"10","台新","692","523"
"9","長科*(6548)"
"1","元大","3088","3341"
"2","凱基","2283","2063"
"3","富邦","1263","1007"
"4","永豐金","1241","924"
"5","國泰綜合","1316","568"
"6","美商高盛亞","471","1076"
"7","統一","610","807"
"8","星洲瑞銀","550","740"
"9","華南永昌","621","564"
"10","群益","625","548"
"10","鈺創(5351)"
"1","元大","3827","2963"
"2","凱基","1422","2375"
"3","富邦","1534","874"
"4","星洲瑞銀","4","2325"
"5","國泰綜合","1151","458"
"6","永豐金","919","596"
"7","群益","618","807"
"8","台新","425","622"
"9","元富","614","341"
"10","兆豐","451","466"
"11","亞電(4939)"
"1","元富","3479","2518"
"2","元大","2607","2876"
"3","凱基","904","1756"
"4","富邦","1307","903"
"5","永豐金","674","1115"
"6","國泰綜合","942","760"
"7","統一","270","762"
"8","群益","496","455"
"9","兆豐","484","433"
"10","摩根大通","580","162"
"12","合正(5381)"
"1","元大","4115","4196"
"2","凱基","1466","2813"
"3","富邦","1389","800"
"4","永豐金","563","641"
"5","國泰綜合","734","355"
"6","元富","478","449"
"7","統一","260","620"
"8","美商高盛亞","445","430"
"9","群益","459","400"
"10","玉山證券","487","308"
"13","中光電(5371)"
"1","元大","2247","2777"
"2","凱基","1093","1740"
"3","富邦","1039","1249"
"4","永豐金","734","789"
"5","群益","804","648"
"6","星洲瑞銀","1213","160"
"7","港商野村","793","223"
"8","美商高盛亞","645","309"
"9","國泰綜合","444","501"
"10","元富","431","435"
"14","欣銓(3264)"
"1","元大","1599","1878"
"2","凱基","1787","1313"
"3","群益","530","999"
"4","星洲瑞銀","809","665"
"5","富邦","677","415"
"6","國泰綜合","561","290"
"7","摩根士丹利","106","697"
"8","兆豐","593","144"
"9","永豐金","377","309"
"10","港商野村","68","576"
"15","中美晶(5483)"
"1","元大","1613","1875"
"2","凱基","849","1285"
"3","星洲瑞銀","1364","322"
"4","美商高盛亞","993","540"
"5","富邦","682","738"
"6","永豐金","350","629"
"7","群益","331","385"
"8","元富","457","199"
"9","國泰綜合","241","366"
"10","華南永昌","268","339"
"16","協易機(4533)"
"1","凱基","4404","902"
"2","元大","995","2221"
"3","富邦","771","857"
"4","永豐金","524","403"
"5","群益","439","485"
"6","國泰綜合","173","552"
"7","華南永昌","179","397"
"8","元富","163","381"
"9","玉山證券","178","263"
"10","兆豐","108","259"
"17","宏捷科(8086)"
"1","元大","1695","1353"
"2","凱基","1109","1193"
"3","富邦","641","1295"
"4","永豐金","478","313"
"5","國泰綜合","447","332"
"6","美商高盛亞","371","311"
"7","摩根大通","254","417"
"8","港商野村","202","430"
"9","群益","230","374"
"10","元富","291","256"
"18","聯亞(3081)"
"1","元大","1436","2052"
"2","凱基","995","1179"
"3","富邦","617","570"
"4","星洲瑞銀","260","748"
"5","統一","438","516"
"6","國泰綜合","494","375"
"7","美林證券","722","34"
"8","永豐金","270","373"
"9","摩根大通","413","176"
"10","群益","247","293"
"19","鑫科(3663)"
"1","元大","1817","1776"
"2","凱基","1221","921"
"3","富邦","834","877"
"4","元富","390","540"
"5","華南永昌","354","381"
"6","永豐金","300","389"
"7","兆豐","236","355"
"8","統一","286","266"
"9","國泰綜合","262","280"
"10","群益","274","248"
"20","方土昶(6265)"
"1","元大","1916","1863"
"2","凱基","693","943"
"3","永豐金","648","468"
"4","富邦","473","642"
"5","國泰綜合","473","525"
"6","台新","405","407"
"7","群益","354","340"
"8","兆豐","491","145"
"9","華南永昌","254","355"
"10","星洲瑞銀","302","227"
"21","尼克森(3317)"
"1","元大","1807","1537"
"2","凱基","1241","1381"
"3","富邦","813","565"
"4","群益","342","325"
"5","統一","179","418"
"6","元富","297","258"
"7","兆豐","247","302"
"8","永豐金","321","215"
"9","國泰綜合","334","156"
"10","華南永昌","219","212"
"22","凱崴(5498)"
"1","元大","1745","1944"
"2","富邦","596","513"
"3","凱基","581","512"
"4","國泰綜合","388","542"
"5","美商高盛亞","492","429"
"6","永豐金","360","357"
"7","星洲瑞銀","433","259"
"8","群益","166","403"
"9","華南永昌","244","227"
"10","玉山證券","262","156"
"23","台半(5425)"
"1","元大","1531","1196"
"2","凱基","675","1045"
"3","美商高盛亞","421","715"
"4","富邦","623","496"
"5","國泰綜合","585","246"
"6","永豐金","348","393"
"7","群益","342","356"
"8","元富","198","258"
"9","玉山證券","133","314"
"10","星洲瑞銀","115","251"
"24","品安(8088)"
"1","元大","1391","1695"
"2","富邦","495","529"
"3","群益","458","347"
"4","永豐金","395","401"
"5","凱基","319","378"
"6","國泰綜合","420","230"
"7","台新","407","167"
"8","星洲瑞銀","215","328"
"9","美商高盛亞","254","246"
"10","摩根大通","98","397"
"25","群聯(8299)"
"1","凱基","1248","930"
"2","元大","1109","1046"
"3","富邦","416","407"
"4","統一","555","217"
"5","群益","328","361"
"6","永豐金","334","278"
"7","國泰綜合","264","330"
"8","元富","238","276"
"9","兆豐","310","137"
"10","美商高盛亞","48","368"
"26","系統電(5309)"
"1","元大","1408","1015"
"2","凱基","536","1337"
"3","富邦","584","344"
"4","國泰綜合","490","211"
"5","永豐金","324","232"
"6","統一","151","352"
"7","群益","236","265"
"8","美商高盛亞","127","299"
"9","元富","159","222"
"10","兆豐","238","130"
"27","IET-KY(4971)"
"1","元大","1235","970"
"2","凱基","456","1014"
"3","富邦","558","446"
"4","國泰綜合","487","340"
"5","群益","278","407"
"6","華南永昌","247","375"
"7","星洲瑞銀","227","365"
"8","永豐金","330","256"
"9","美商高盛亞","239","257"
"10","新光","180","136"
"28","茂迪(6244)"
"1","元大","1127","857"
"2","凱基","511","1120"
"3","美商高盛亞","436","714"
"4","富邦","500","343"
"5","永豐金","316","267"
"6","國泰綜合","327","151"
"7","群益","226","219"
"8","華南永昌","275","145"
"9","台新","224","88"
"10","兆豐","191","106"
"29","廣穎(4973)"
"1","元大","1324","975"
"2","富邦","806","1295"
"3","凱基","476","558"
"4","群益","262","273"
"5","永豐金","269","193"
"6","美商高盛亞","164","274"
"7","國泰綜合","293","102"
"8","統一","105","271"
"9","元富","135","165"
"10","新光","177","88"
"30","精材(3374)"
"1","元大","1179","879"
"2","凱基","305","684"
"3","康和","44","774"
"4","美商高盛亞","250","545"
"5","富邦","451","343"
"6","永豐金","372","206"
"7","群益","317","233"
"8","國泰綜合","308","115"
"9","統一","179","147"
"10","元富","178","137"
"共300筆"
