115年01月27日 截至10:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","世界(5347)"
"1","元大","5213","5833"
"2","凱基","3168","3632"
"3","富邦","2089","2508"
"4","星洲瑞銀","2398","1064"
"5","群益","1026","1704"
"6","國泰綜合","1048","1277"
"7","美商高盛亞","1240","1008"
"8","永豐金","1170","1070"
"9","兆豐","1436","718"
"10","華南永昌","864","1138"
"2","富喬(1815)"
"1","元大","6314","4945"
"2","凱基","2862","5530"
"3","富邦","2409","1786"
"4","國泰綜合","2142","1184"
"5","群益","1235","1232"
"6","永豐金","1296","1083"
"7","摩根士丹利","2","2039"
"8","統一","695","858"
"9","美商高盛亞","599","953"
"10","新光","897","612"
"3","萬泰科(6190)"
"1","元大","5909","5557"
"2","凱基","3422","3871"
"3","富邦","2963","3795"
"4","星洲瑞銀","884","1811"
"5","永豐金","1188","857"
"6","國泰綜合","1258","486"
"7","兆豐","878","858"
"8","統一","464","1124"
"9","群益","868","706"
"10","華南永昌","904","506"
"4","華星光(4979)"
"1","元大","4432","4964"
"2","凱基","2578","3627"
"3","富邦","1579","1988"
"4","永豐金","1696","1146"
"5","國泰綜合","1357","1330"
"6","群益","1089","997"
"7","星洲瑞銀","1306","646"
"8","華南永昌","872","915"
"9","美商高盛亞","982","659"
"10","統一","658","660"
"5","威剛(3260)"
"1","元大","3668","3254"
"2","凱基","1987","2927"
"3","富邦","1824","2003"
"4","美商高盛亞","1047","1209"
"5","國泰綜合","1391","664"
"6","永豐金","902","947"
"7","群益","995","645"
"8","台新","595","538"
"9","元富","588","443"
"10","統一","346","658"
"6","波若威(3163)"
"1","元大","2668","3657"
"2","富邦","2927","2913"
"3","凱基","3501","2202"
"4","永豐金","577","1007"
"5","港商野村","1372","42"
"6","國泰綜合","456","738"
"7","統一","684","440"
"8","群益","428","695"
"9","元富","387","612"
"10","台新","384","358"
"7","中探針(6217)"
"1","元大","4418","4846"
"2","凱基","1904","2629"
"3","富邦","1143","937"
"4","永豐金","837","671"
"5","國泰綜合","987","433"
"6","群益","512","677"
"7","美商高盛亞","398","704"
"8","元富","515","531"
"9","星洲瑞銀","247","793"
"10","台新","583","434"
"8","擎亞(8096)"
"1","元大","6220","4442"
"2","富邦","2147","1779"
"3","凱基","942","1246"
"4","美林證券","1810","258"
"5","群益","1022","881"
"6","永豐金","521","867"
"7","元富","695","594"
"8","台新","109","982"
"9","統一","294","724"
"10","國泰綜合","314","659"
"9","凱崴(5498)"
"1","元大","3077","2881"
"2","富邦","3073","981"
"3","凱基","1742","1518"
"4","國泰綜合","949","997"
"5","摩根大通","137","1176"
"6","群益","696","560"
"7","統一","908","338"
"8","永豐金","577","591"
"9","台新","346","712"
"10","美商高盛亞","301","623"
"10","鉅橡(8074)"
"1","元大","3122","3213"
"2","凱基","2744","2212"
"3","富邦","1810","1605"
"4","永豐金","1018","999"
"5","國泰綜合","813","1006"
"6","兆豐","373","648"
"7","元富","560","446"
"8","統一","612","349"
"9","群益","390","459"
"10","台新","324","350"
"11","中光電(5371)"
"1","元大","3015","3309"
"2","凱基","1592","1916"
"3","富邦","1465","1557"
"4","永豐金","953","1091"
"5","國泰綜合","884","643"
"6","元富","789","696"
"7","群益","618","487"
"8","華南永昌","536","527"
"9","美商高盛亞","103","932"
"10","星洲瑞銀","266","696"
"12","新鉅科(3630)"
"1","元大","3934","2749"
"2","凱基","1624","2145"
"3","富邦","757","2231"
"4","統一","525","860"
"5","永豐金","566","715"
"6","群益","464","559"
"7","華南永昌","660","331"
"8","國泰綜合","703","258"
"9","國票","108","700"
"10","元富","435","372"
"13","欣銓(3264)"
"1","元大","2184","2065"
"2","凱基","2074","1974"
"3","永豐金","1630","835"
"4","星洲瑞銀","765","1032"
"5","富邦","724","837"
"6","國泰綜合","602","661"
"7","群益","715","371"
"8","兆豐","605","448"
"9","美商高盛亞","311","496"
"10","美林證券","440","359"
"14","精材(3374)"
"1","元大","2574","2793"
"2","凱基","1579","1311"
"3","永豐金","1314","963"
"4","富邦","660","1135"
"5","星洲瑞銀","658","490"
"6","國泰綜合","462","484"
"7","華南永昌","360","503"
"8","群益","383","464"
"9","美商高盛亞","500","237"
"10","統一","364","295"
"15","鈺創(5351)"
"1","元大","2687","1635"
"2","凱基","1161","1783"
"3","富邦","802","721"
"4","美商高盛亞","580","695"
"5","永豐金","503","664"
"6","國泰綜合","670","390"
"7","國票","118","807"
"8","群益","369","515"
"9","台企銀","21","825"
"10","元富","468","336"
"16","太景*-KY(4157)"
"1","元大","2103","1927"
"2","富邦","857","1380"
"3","凱基","1021","993"
"4","第一金證券","1192","520"
"5","永豐金","596","615"
"6","兆豐","194","901"
"7","華南永昌","513","413"
"8","元富","550","284"
"9","統一","117","591"
"10","新光","519","133"
"17","穩懋(3105)"
"1","凱基","1995","2108"
"2","元大","1969","1940"
"3","富邦","662","662"
"4","永豐金","678","551"
"5","國泰綜合","618","464"
"6","星洲瑞銀","257","636"
"7","美商高盛亞","255","405"
"8","新光","333","244"
"9","群益","306","270"
"10","華南永昌","340","224"
"18","協易機(4533)"
"1","元大","2610","2627"
"2","凱基","788","1279"
"3","富邦","743","663"
"4","國泰綜合","764","487"
"5","永豐金","572","590"
"6","群益","481","482"
"7","元富","366","455"
"8","兆豐","354","360"
"9","玉山證券","373","333"
"10","台新","306","328"
"19","廣運(6125)"
"1","元大","3620","2136"
"2","凱基","943","1099"
"3","富邦","761","1160"
"4","台新","354","1115"
"5","統一","219","974"
"6","永豐金","455","440"
"7","國票","129","609"
"8","群益","356","277"
"9","元富","360","247"
"10","星洲瑞銀","83","388"
"20","永捷(4714)"
"1","元大","2053","1347"
"2","凱基","899","1289"
"3","兆豐","212","1264"
"4","富邦","747","342"
"5","統一","231","829"
"6","華南永昌","829","183"
"7","摩根大通","552","340"
"8","群益","374","421"
"9","元富","417","367"
"10","永豐金","330","318"
"21","光洋科(1785)"
"1","元大","1053","1486"
"2","凱基","782","433"
"3","富邦","369","722"
"4","星洲瑞銀","790","170"
"5","永豐金","407","362"
"6","群益","366","399"
"7","國泰綜合","335","408"
"8","兆豐","228","397"
"9","美商高盛亞","321","185"
"10","元富","191","315"
"22","光環(3234)"
"1","元大","1325","1393"
"2","凱基","970","1487"
"3","國泰綜合","951","234"
"4","富邦","310","867"
"5","永豐金","712","378"
"6","統一","674","189"
"7","元富","404","266"
"8","華南永昌","123","415"
"9","群益","226","278"
"10","摩根大通","130","211"
"23","金居(8358)"
"1","元大","1443","1102"
"2","富邦","449","1110"
"3","凱基","674","761"
"4","國泰綜合","557","385"
"5","美商高盛亞","190","580"
"6","永豐金","315","432"
"7","群益","379","141"
"8","港商野村","231","204"
"9","元富","192","171"
"10","星洲瑞銀","119","183"
"24","長科*(6548)"
"1","元大","1694","1183"
"2","凱基","833","1120"
"3","永豐金","373","513"
"4","富邦","503","363"
"5","群益","248","371"
"6","國泰綜合","375","228"
"7","星洲瑞銀","62","449"
"8","兆豐","353","110"
"9","台新","174","194"
"10","統一","198","125"
"25","亞電(4939)"
"1","元大","1392","1036"
"2","凱基","606","1172"
"3","富邦","477","298"
"4","國泰綜合","466","190"
"5","兆豐","147","481"
"6","永豐金","272","318"
"7","群益","206","383"
"8","星洲瑞銀","116","337"
"9","美商高盛亞","177","245"
"10","華南永昌","250","115"
"26","慶騰(4534)"
"1","富邦","669","933"
"2","元富","1268","259"
"3","元大","529","920"
"4","華南永昌","184","1072"
"5","凱基","527","639"
"6","康和","542","14"
"7","群益","257","292"
"8","永豐金","250","296"
"9","台新","187","167"
"10","國泰綜合","178","151"
"27","方土昶(6265)"
"1","凱基","939","1251"
"2","元大","1224","824"
"3","永豐金","315","640"
"4","富邦","506","258"
"5","星洲瑞銀","149","415"
"6","國泰綜合","309","223"
"7","群益","189","279"
"8","新光","153","310"
"9","華南永昌","174","263"
"10","美商高盛亞","157","220"
"28","合晶(6182)"
"1","元大","1278","806"
"2","凱基","430","1282"
"3","富邦","493","412"
"4","永豐金","194","398"
"5","國泰綜合","400","126"
"6","美商高盛亞","71","451"
"7","星洲瑞銀","163","288"
"8","統一","308","141"
"9","群益","186","224"
"10","元富","125","193"
"29","系統電(5309)"
"1","元大","1234","960"
"2","凱基","397","877"
"3","富邦","622","469"
"4","群益","307","457"
"5","永豐金","330","311"
"6","元富","302","280"
"7","華南永昌","293","254"
"8","台新","142","305"
"9","國泰綜合","317","125"
"10","兆豐","205","75"
"30","漢磊(3707)"
"1","元大","1119","757"
"2","凱基","457","1118"
"3","富邦","525","303"
"4","群益","279","404"
"5","兆豐","193","445"
"6","國泰綜合","354","131"
"7","美商高盛亞","115","337"
"8","永豐金","275","165"
"9","玉山證券","230","163"
"10","元富","218","142"
"共300筆"
