115年02月26日 截至12:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","富喬(1815)"
"1","元大","12628","12140"
"2","凱基","7617","9395"
"3","富邦","5203","3931"
"4","摩根士丹利","1253","7629"
"5","國泰綜合","3983","2692"
"6","永豐金","4273","2225"
"7","統一","1503","2880"
"8","摩根大通","2166","2001"
"9","華南永昌","2175","1906"
"10","美商高盛亞","1755","2179"
"2","茂迪(6244)"
"1","元大","13921","10684"
"2","凱基","4379","6574"
"3","富邦","5084","3389"
"4","國泰綜合","4593","2402"
"5","永豐金","2095","2353"
"6","群益","2072","2374"
"7","摩根士丹利","109","4155"
"8","台新","1904","1450"
"9","美商高盛亞","1018","2315"
"10","華南永昌","1774","1338"
"3","穩懋(3105)"
"1","元大","7818","6892"
"2","凱基","4420","4511"
"3","富邦","3791","2015"
"4","永豐金","2722","1630"
"5","群益","2110","1877"
"6","國泰綜合","2105","1808"
"7","美商高盛亞","1133","1439"
"8","美林證券","148","2208"
"9","摩根大通","581","1772"
"10","星洲瑞銀","659","1672"
"4","華星光(4979)"
"1","元大","5432","4920"
"2","凱基","2516","3522"
"3","富邦","2065","1513"
"4","國泰綜合","1811","1534"
"5","星洲瑞銀","635","1813"
"6","永豐金","1255","1158"
"7","群益","1289","1008"
"8","美商高盛亞","736","1132"
"9","統一","931","829"
"10","華南永昌","867","770"
"5","系統電(5309)"
"1","元大","3079","3928"
"2","凱基","2261","2302"
"3","富邦","1305","2382"
"4","永豐金","789","1162"
"5","華南永昌","889","813"
"6","美商高盛亞","1101","566"
"7","星洲瑞銀","1377","277"
"8","國泰綜合","572","979"
"9","兆豐","704","732"
"10","群益","557","853"
"6","金居(8358)"
"1","元大","3103","3025"
"2","凱基","1302","1918"
"3","富邦","1036","1954"
"4","美商高盛亞","1450","1154"
"5","群益","841","688"
"6","永豐金","677","682"
"7","統一","517","802"
"8","國泰綜合","800","508"
"9","星洲瑞銀","727","407"
"10","元富","418","511"
"7","康和證(6016)"
"1","元大","2533","1738"
"2","凱基","1199","1593"
"3","富邦","1774","530"
"4","華南永昌","531","742"
"5","群益","708","415"
"6","星洲瑞銀","151","950"
"7","玉山證券","808","106"
"8","國票","183","720"
"9","美商高盛亞","467","406"
"10","元富","586","237"
"8","威剛(3260)"
"1","元大","1972","2765"
"2","凱基","1650","1242"
"3","富邦","747","1090"
"4","永豐金","800","631"
"5","摩根士丹利","356","817"
"6","國泰綜合","579","503"
"7","兆豐","620","328"
"8","美商高盛亞","450","447"
"9","群益","502","364"
"10","元富","396","445"
"9","合晶(6182)"
"1","元大","2353","2148"
"2","凱基","1169","1199"
"3","富邦","730","1122"
"4","群益","844","923"
"5","永豐金","519","720"
"6","美商高盛亞","570","632"
"7","摩根士丹利","607","411"
"8","國泰綜合","463","397"
"9","華南永昌","284","387"
"10","元富","284","265"
"10","典範(3372)"
"1","元大","2256","1705"
"2","凱基","1145","1276"
"3","富邦","1131","985"
"4","群益","412","752"
"5","永豐金","380","627"
"6","華南永昌","522","373"
"7","國泰綜合","380","448"
"8","玉山證券","372","404"
"9","統一","571","194"
"10","元富","334","329"
"11","擎亞(8096)"
