115年01月29日 截至11:00止 熱門股證券商進出排行(等價整股由大而小排列)
"排行","股票名稱(代號) "
"排行"," 證商名稱","總買量(張) ","總賣量(張) "
"1","擎亞(8096)"
"1","凱基","11158","7672"
"2","元大","8040","9990"
"3","富邦","3828","5560"
"4","國泰綜合","4054","2792"
"5","統一","2493","2651"
"6","國票","2275","2243"
"7","星洲瑞銀","2434","2036"
"8","群益","1773","1918"
"9","永豐金","1502","2157"
"10","兆豐","1443","1627"
"2","華星光(4979)"
"1","元大","8688","7887"
"2","凱基","7189","6985"
"3","富邦","2617","3007"
"4","永豐金","2840","2292"
"5","國泰綜合","2755","1981"
"6","統一","1139","2679"
"7","美商高盛亞","1809","1991"
"8","群益","1608","2128"
"9","國票","729","2748"
"10","星洲瑞銀","1269","1544"
"3","世界(5347)"
"1","元大","7799","5086"
"2","凱基","4027","4780"
"3","星洲瑞銀","2708","2694"
"4","富邦","2475","1603"
"5","元富","2303","1642"
"6","美商高盛亞","711","2693"
"7","永豐金","1627","1460"
"8","群益","1744","1286"
"9","國泰綜合","2041","839"
"10","統一","1173","1242"
"4","富喬(1815)"
"1","元大","7918","6512"
"2","凱基","2795","4085"
"3","富邦","2851","3587"
"4","國泰綜合","2205","1434"
"5","永豐金","1441","1549"
"6","星洲瑞銀","374","2086"
"7","群益","1043","923"
"8","台新","757","1103"
"9","新光","1254","497"
"10","華南永昌","883","672"
"5","方土昶(6265)"
"1","元大","6349","6375"
"2","凱基","4206","5042"
"3","富邦","2927","2670"
"4","國泰綜合","2008","1421"
"5","永豐金","1393","1493"
"6","群益","1247","1308"
"7","星洲瑞銀","778","1158"
"8","元富","881","918"
"9","華南永昌","937","849"
"10","新光","833","818"
"6","康和證(6016)"
"1","永豐金","9605","3025"
"2","元大","3136","5663"
"3","凱基","2755","3272"
"4","富邦","2072","3679"
"5","兆豐","1117","768"
"6","國票","408","1379"
"7","華南永昌","804","914"
"8","群益","763","860"
"9","國泰綜合","663","732"
"10","台新","826","521"
"7","波若威(3163)"
"1","元大","4536","4107"
"2","凱基","3067","3988"
"3","富邦","1537","2403"
"4","國泰綜合","1798","1254"
"5","永豐金","1037","1294"
"6","美商高盛亞","1246","1009"
"7","統一","435","1536"
"8","群益","782","788"
"9","摩根大通","996","297"
"10","台新","622","468"
"8","協易機(4533)"
"1","元大","5046","4721"
"2","凱基","3133","2983"
"3","富邦","1724","1589"
"4","永豐金","1191","1322"
"5","國泰綜合","1400","839"
"6","群益","1007","1134"
"7","美商高盛亞","1039","1100"
"8","華南永昌","845","654"
"9","元富","697","648"
"10","兆豐","778","394"
"9","鈺創(5351)"
"1","元大","5338","4338"
"2","凱基","1864","2526"
"3","富邦","1894","1855"
"4","美商高盛亞","809","1554"
"5","永豐金","989","1268"
"6","國泰綜合","1378","850"
"7","群益","798","1238"
"8","元富","795","679"
"9","星洲瑞銀","475","831"
"10","美林證券","173","1059"
"10","宏遠證(6015)"
"1","富邦","4148","3781"
"2","元大","3323","3947"
"3","凱基","2319","2740"
"4","永豐金","1526","381"
"5","群益","917","922"
"6","元富","733","503"
"7","新光","163","1039"
"8","宏遠","695","465"
"9","統一","816","278"
"10","兆豐","556","458"
"11","穩懋(3105)"
"1","元大","3740","3552"
"2","凱基","2348","2467"
"3","永豐金","1450","1211"
"4","富邦","1505","784"
"5","國泰綜合","1147","641"
"6","星洲瑞銀","403","1240"
"7","元富","811","722"
"8","美商高盛亞","396","990"
"9","群益","572","730"
"10","美林證券","68","1050"
"12","光洋科(1785)"
"1","元大","4284","3401"
"2","凱基","1995","2596"
"3","富邦","1601","1348"
"4","永豐金","830","1126"
"5","群益","1068","846"
"6","國泰綜合","975","491"
"7","康和","139","1218"
"8","星洲瑞銀","257","1038"
"9","兆豐","733","474"
"10","元富","753","426"
"13","長科*(6548)"
"1","凱基","2774","4754"
"2","元大","3285","2743"
"3","富邦","1055","1057"
"4","國泰綜合","861","629"
"5","永豐金","678","630"
"6","星洲瑞銀","821","432"
"7","群益","646","468"
"8","元富","450","629"
"9","美商高盛亞","536","461"
"10","華南永昌","446","538"
"14","威剛(3260)"
"1","元大","3031","2530"
"2","凱基","1949","2178"
"3","富邦","1790","981"
"4","群益","957","1280"
"5","美商高盛亞","784","1096"
"6","國泰綜合","1040","752"
"7","永豐金","828","833"
"8","摩根大通","423","1020"
"9","元富","503","471"
"10","兆豐","494","449"
"15","品安(8088)"
"1","元大","3527","3275"
"2","凱基","1125","1435"
"3","富邦","1078","924"
"4","群益","752","945"
"5","永豐金","781","821"
"6","國泰綜合","957","538"
"7","美商高盛亞","498","851"
"8","台新","620","536"
"9","統一","413","738"
"10","新光","699","337"
"16","欣銓(3264)"
"1","凱基","1782","3645"
"2","元大","2751","2052"
"3","富邦","1060","830"
"4","永豐金","543","989"
"5","星洲瑞銀","623","595"
"6","美商高盛亞","462","428"
"7","統一","310","577"
"8","美林證券","621","226"
"9","國泰綜合","443","374"
"10","群益","511","295"
"17","立碁(8111)"
"1","元大","2569","2672"
"2","凱基","1605","2420"
"3","富邦","1103","814"
"4","永豐金","821","661"
"5","國泰綜合","766","545"
"6","群益","567","556"
"7","玉山證券","423","589"
"8","統一","314","492"
"9","美商高盛亞","382","394"
"10","元富","373","386"
"18","金居(8358)"
"1","元大","2523","2140"
"2","凱基","1182","2080"
"3","富邦","974","556"
"4","永豐金","603","832"
"5","國泰綜合","859","402"
"6","星洲瑞銀","333","712"
"7","群益","443","533"
"8","美商高盛亞","316","656"
"9","統一","238","543"
"10","華南永昌","449","312"
"19","點序(6485)"
"1","元大","2165","1839"
"2","凱基","1096","2121"
"3","富邦","883","808"
"4","國泰綜合","657","639"
"5","群益","601","484"
"6","統一","395","626"
"7","永豐金","549","333"
"8","星洲瑞銀","370","498"
"9","美林證券","430","435"
"10","元富","440","365"
"20","中光電(5371)"
"1","元大","2418","2485"
"2","凱基","866","1483"
"3","富邦","1080","598"
"4","群益","531","713"
"5","永豐金","576","463"
"6","國泰綜合","553","396"
"7","美商高盛亞","356","581"
"8","元富","437","341"
"9","兆豐","441","303"
"10","華南永昌","395","292"
"21","IET-KY(4971)"
"1","元大","2172","2128"
"2","凱基","1261","1376"
"3","富邦","746","832"
"4","群益","561","593"
"5","永豐金","488","616"
"6","國泰綜合","604","488"
"7","星洲瑞銀","546","497"
"8","兆豐","226","462"
"9","美商高盛亞","339","347"
"10","華南永昌","321","320"
"22","合晶(6182)"
"1","元大","1853","2193"
"2","凱基","1282","1184"
"3","富邦","636","1153"
"4","國泰綜合","530","416"
"5","美商高盛亞","546","369"
"6","永豐金","383","527"
"7","群益","270","414"
"8","星洲瑞銀","443","237"
"9","台新","238","422"
"10","玉山證券","163","451"
"23","能率(5392)"
"1","元大","1746","1794"
"2","凱基","883","965"
"3","永豐金","861","732"
"4","富邦","665","830"
"5","群益","641","708"
"6","美商高盛亞","469","651"
"7","國泰綜合","452","427"
"8","星洲瑞銀","238","502"
"9","台新","385","304"
"10","統一","313","354"
"24","中探針(6217)"
"1","元大","1929","2031"
"2","凱基","972","1033"
"3","富邦","670","802"
"4","永豐金","669","772"
"5","群益","543","609"
"6","美商高盛亞","476","650"
"7","元富","577","257"
"8","國泰綜合","451","315"
"9","星洲瑞銀","293","290"
"10","新光","291","230"
"25","廣明(6188)"
"1","元大","1905","1182"
"2","凱基","1019","1941"
"3","群益","422","1387"
"4","富邦","1075","379"
"5","永豐金","481","631"
"6","美商高盛亞","114","768"
"7","元富","351","381"
